obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 4.9, 12045, 6299, 1091, 4415, 1194, 1937, 1740, 917, NA, NA, NA, 29638,  5*
2, 5.9, 891569, 120813, 173669, 8986, 44122, 8360, 6002, 3573, NA, NA, NA, 1257094,  5*
3, 6.9, 27255, 24708, 6962, 1352, 3925, 1356, 917, 859, NA, NA, NA, 67334,  5*
4, 7.9, 207136, 42194, 17737, 5759, 15996, 3895, 887, 2571, 40, 35, NA, 296175,  5*
5, 8.9, 1377461, 109031, 33386, 28825, 17022, 14201, 15887, 3146, 44, 34, NA, 1598959,  5*
6, 9.9, 6625, 16421, 7843, 3150, 10537, 2968, 3447, 2005, 51, 27, NA, 52996,  5*
7, 11.0, 20147, 8974, 3460, 10737, 9457, 3113, 2161, 795, 63, 34, NA, 58844,  5*
8, 11.9, 104263, 66392, 8254, 5357, 2717, 7307, 3094, 1498, 67, 21, NA, 198882,  5*
9, 12.9, 240365, 19944, 5443, 5721, 2398, 1566, 1685, 320, 63, 21, NA, 277442,  5*
10, 13.9, 200095, 150293, 27452, 17101, 27667, 10638, 7190, 11843, 54, 14, NA, 452279,  5*
11, 14.9, 52343, 14441, 2927, 3904, 2902, 2090, 1309, 628, 51, 3, NA, 80544,  5*
12, 15.9, 71599, 30832, 5688, 2639, 5831, 4914, 538, 871, 54, 7, NA, 122912,  5*
13, 16.9, 80968, 28420, 17794, 10255, 9832, 5725, 1423, 652, 64, 13, NA, 155069,  5*
14, 17.9, 193339, 35632, 7362, 4097, 10041, 5341, 1417, 851, 74, 13, NA, 258080,  5*
15, 18.9, 107568, 17293, 3044, 3348, 3311, 2005, 163, 186, 69, 8, NA, 136918,  5*
16, 19.9, 11454, 8606, 7674, 19098, 7034, 1933, 1169, 871, 61, 43, NA, 57839,  5*
17, 20.9, 124041, 82270, 11749, 16226, 5681, 2801, 838, 995, 43, 29, NA, 244601,  5*
18, 21.9, 90568, 26270, 523, 812, 2328, 911, 842, 498, 29, 23, NA, 122752,  5*
19, 22.9, 820811, 112676, 40389, 13062, 14369, 25838, 20650, 8646, 35, 37, NA, 1056441,  5*
20, 23.9, 20604, 12266, 11022, 2869, 891, 2198, 492, 465, 40, 30, NA, 50807,  5*
21, 24.9, 27561, 4651, 1316, 1688, 4765, 1709, 1781, 443, 67, 41, NA, 43914,  5*
22, 25.9, 34253, 13391, 8065, 4132, 2266, 3789, 1069, 1025, 84, 69, NA, 67990,  5*
23, 26.9, 70755, 20072, 731, 3033, 3577, 1144, 824, 321, 70, 60, NA, 100457,  5*
24, 27.9, 18164, 14500, 13141, 14754, 6052, 5034, 962, 973, 75, 61, NA, 73580,  5*
25, 29.0, 50274, 30838, 7770, 3005, 1175, 4131, 986, 735, 64, 63, NA, 98914,  5*
