obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 5.0, 1197433, 293606, 44231, 25074, 87466, 43316, 11812, 3984, NA, NA, NA, 1706922,  X*
2, 6.0, 611271, 199485, 23020, 40360, 13130, 6345, 1392, 628, NA, NA, NA, 895631,  X*
3, 7.0, 52821, 18463, 2575, 2660, 1885, 1729, 915, 366, NA, NA, NA, 81414,  X*
4, 8.0, 2209371, 61021, 48365, 72497, 38530, 23323, 6193, 3121, 51, 51, NA, 2462421,  X*
5, 9.0, 237259, 32427, 3782, 18836, 8608, 7331, 1870, 901, 66, 56, NA, 311014,  X*
6, 10.0, 119526, 38266, 4021, 20947, 4949, 3533, 2413, 1229, 67, 61, NA, 194884,  X*
7, 11.0, 127211, 22717, 9177, 4770, 9214, 6169, 2386, 1674, 84, 63, NA, 183318,  X*
8, 12.0, 294901, 15585, 5144, 2572, 1489, 1428, 442, 249, 77, 51, NA, 321810,  X*
9, 13.0, 26618, 4646, 3405, 971, 719, 958, 491, 630, 75, 56, NA, 38438,  X*
10, 14.0, 540881, 40339, 52207, 21726, 5548, 6261, 3339, 1099, 75, 67, NA, 671400,  X*
11, 15.0, 1471533, 159292, 13261, 17784, 48822, 19057, 8491, 24412, 67, 57, NA, 1762652,  X*
12, 16.0, 785965, 37933, 23979, 1653, 10419, 9867, 1315, 2129, 80, 57, NA, 873260,  X*
13, 17.0, 404510, 44667, 10548, 9126, 5176, 9026, 3142, 1297, 81, 48, NA, 487492,  X*
14, 18.0, 526866, 55149, 32738, 14373, 43374, 17081, 11791, 12443, 96, 30, NA, 713815,  X*
15, 19.0, 938469, 141419, 95381, 8892, 41357, 12328, 3436, 1013, 88, 48, NA, 1242295,  X*
16, 20.0, 349154, 332865, 43272, 62211, 31872, 30377, 17084, 3076, 78, 41, NA, 869911,  X*
17, 21.0, 942004, 118896, 34869, 23671, 17658, 29692, 8376, 1910, 81, 43, NA, 1177076,  X*
18, 22.0, 847436, 351796, 24663, 70227, 29389, 31418, 12289, 2784, 70, 37, NA, 1370002,  X*
19, 23.0, 318739, 48378, 12949, 35155, 16703, 12186, 6840, 2555, 81, 38, NA, 453505,  X*
20, 24.0, 1598053, 38953, 7190, 6652, 4306, 6345, 2503, 1729, 88, 38, NA, 1665731,  X*
21, 25.0, 1057931, 60518, 50720, 7168, 25990, 8038, 5474, 2316, 77, 44, NA, 1218155,  X*
22, 26.0, 700628, 21813, 10221, 8013, 1744, 3555, 2490, 1912, 80, 57, NA, 750376,  X*
23, 27.0, 56882, 3038, 2426, 1154, 4636, 2026, 315, 228, 90, 51, NA, 70705,  X*
24, 28.0, 2087449, 198589, 23649, 23064, 33306, 16763, 25146, 3099, 83, 47, NA, 2411065,  X*
25, 29.0, 936757, 928677, 64604, 20717, 33689, 23890, 10182, 9265, 69, 21, NA, 2027781,  X*
26, 30.0, 65170, 9284, 641, 1104, 3865, 1991, 321, 408, 80, 1, NA, 82784,  X*
27, 31.0, 580170, 363098, 22765, 30923, 7995, 9866, 10990, 3286, 48, 1, NA, 1029093,  X*
28, 32.0, 644179, 20645, 7711, 7827, 2401, 10877, 8410, 3569, 64, 1, NA, 705619,  X*
29, 33.0, 1275387, 211818, 42725, 46735, 44250, 46337, 26280, 8681, 88, 16, NA, 1702213,  X*
30, 34.0, 1363782, 96067, 20201, 7770, 16615, 13456, 16960, 2097, 81, 23, NA, 1536948,  X*
31, 35.0, 30802, 28364, 2575, 5927, 5779, 3798, 5332, 1471, 97, 27, NA, 84048,  X*
32, 36.0, 525051, 60460, 74948, 75973, 74036, 28815, 19981, 11780, 90, 38, NA, 871044,  X*
33, 37.0, 768535, 55142, 28674, 20375, 60825, 38333, 17573, 16095, 97, 40, NA, 1005552,  X*
34, 38.0, 2044021, 342497, 27784, 14118, 117230, 132928, 17354, 8943, 100, 26, NA, 2704875,  X*
35, 39.0, 119879, 213690, 10428, 4911, 6974, 7472, 4897, 2974, 96, 13, NA, 371225,  X*
36, 40.0, 38318, 25981, 717, 2498, 888, 863, 690, 598, 77, 1, NA, 70553,  X*
37, 41.0, 82438, 13246, 13463, 3567, 6202, 3465, 4735, 2225, 63, 1, NA, 129341,  X*
38, 42.0, 47096, 7087, 870, 2300, 1516, 2962, 975, 317, 60, 17, NA, 63123,  X*
39, 43.0, 1808275, 461310, 178471, 70770, 119450, 105065, 28428, 16427, 77, 38, NA, 2788196,  X*
40, 44.0, 79182, 21556, 3006, 3013, 2790, 3322, 1798, 242, 93, 47, NA, 114909,  X*
41, 45.0, 388766, 66225, 13276, 4809, 10574, 5918, 3450, 1893, 87, 29, NA, 494911,  X*
42, 46.0, 602561, 52950, 29421, 89975, 39132, 10207, 20617, 5253, 69, 48, NA, 850116,  X*
43, 47.0, 2158721, 62381, 31757, 13257, 34586, 29355, 25930, 2133, 77, 44, NA, 2358120,  X*
44, 48.0, 642546, 170654, 64232, 40444, 36033, 51405, 41739, 8874, 81, 53, NA, 1055927,  X*
45, 49.0, 61184, 16608, 9604, 1465, 1206, 1196, 1945, 393, 77, 64, NA, 93601,  X*
46, 50.0, 38596, 14452, 2516, 3092, 1516, 916, 940, 223, 74, 48, NA, 62251,  X*
47, 51.0, 409016, 40792, 1642, 9578, 2915, 9100, 6664, 2289, 67, 43, NA, 481996,  X*
48, 52.0, 1123430, 288514, 48829, 23665, 18896, 26001, 8021, 11797, 57, 35, NA, 1549153,  X*
49, 53.0, 394331, 181559, 124903, 17113, 18429, 26946, 24938, 3456, 66, 37, NA, 791675,  X*
50, 54.0, 37124, 6877, 1397, 1393, 1830, 1024, 1241, 437, 77, 37, NA, 51323,  X*
51, 55.0, 823832, 104839, 9656, 58719, 41560, 23864, 22106, 8439, 74, 44, NA, 1093015,  X*
52, 56.0, 110742, 30167, 3658, 4598, 4443, 9737, 5265, 679, 88, 44, NA, 169289,  X*
53, 57.0, 977605, 37079, 12642, 19733, 12221, 19804, 7797, 2505, 100, 40, NA, 1089386,  X*
54, 58.0, 524673, 3777, 1404, 3318, 901, 2696, 976, 407, 100, 51, NA, 538152,  X*
55, 59.0, 1297807, 242170, 50196, 18814, 23421, 24949, 11791, 2864, 100, 44, NA, 1672012,  X*
56, 60.0, 95755, 26508, 14016, 16789, 9778, 5335, 957, 1020, 94, 60, NA, 170158,  X*
57, 61.0, 718061, 339521, 107673, 18312, 59563, 25388, 19832, 6414, 77, 56, NA, 1294764,  X*
58, 62.0, 328595, 21832, 12202, 9775, 4799, 10871, 8796, 1164, 75, 54, NA, 398034,  X*
59, 63.0, 47873, 8285, 463, 2269, 1090, 921, 814, 465, 75, 54, NA, 62180,  X*
60, 64.0, 972914, 179874, 9714, 69204, 22363, 9719, 14714, 3701, 64, 47, NA, 1282203,  X*
61, 65.0, 466621, 133972, 36234, 25614, 43531, 22493, 14255, 4609, 74, 47, NA, 747329,  X*
62, 66.0, 495714, 36648, 61938, 26826, 17906, 23773, 27697, 4012, 69, 54, NA, 694514,  X*
63, 67.0, 133641, 42778, 1231, 2948, 3404, 1900, 1953, 271, 60, 43, NA, 188126,  X*
64, 68.0, 242393, 21519, 9342, 6502, 3071, 12738, 4593, 711, 84, 43, NA, 300869,  X*
65, 69.0, 144285, 3990, 438, 2563, 3166, 2016, 2213, 346, 96, 43, NA, 159017,  X*
66, 70.0, 951099, 40672, 44065, 7048, 5103, 15501, 8241, 1947, 96, 40, NA, 1073676,  X*
67, 71.0, 2000849, 229392, 74795, 11757, 31255, 57079, 19546, 6570, 100, 53, NA, 2431243,  X*
68, 72.0, 170763, 37031, 2206, 7710, 9593, 2556, 5596, 3564, 91, 43, NA, 239019,  X*
69, 73.0, 120278, 32804, 10293, 1467, 6786, 6228, 5972, 843, 83, 40, NA, 184671,  X*
70, 74.0, 741216, 89713, 4190, 40933, 15070, 21978, 14894, 9948, 81, 29, NA, 937942,  X*
71, 75.0, 294737, 13754, 5622, 7427, 6423, 6661, 5245, 1917, 87, 37, NA, 341786,  X*
72, 76.0, 1456021, 317448, 26755, 26322, 52768, 32540, 21522, 7849, 91, 30, NA, 1941225,  X*
73, 77.0, 194470, 34407, 4282, 5747, 2456, 5423, 4223, 1347, 90, 29, NA, 252355,  X*
74, 78.0, 55351, 5627, 268, 2476, 1288, 1851, 1244, 612, 93, 27, NA, 68717,  X*
75, 79.0, 333363, 161329, 7363, 43018, 151399, 27678, 11296, 6060, 87, 14, NA, 741506,  X*
76, 80.0, 403062, 15740, 659, 13756, 11307, 9477, 5611, 1576, 100, 27, NA, 461188,  X*
77, 81.0, 280242, 70767, 3593, 4519, 20534, 7322, 7156, 2708, 97, 16, NA, 396841,  X*
78, 82.0, 315032, 14314, 1871, 11863, 3971, 10699, 2987, 692, 100, 21, NA, 361429,  X*
79, 83.0, 481843, 308897, 18322, 47693, 35276, 44541, 16358, 7126, 100, 24, NA, 960056,  X*
80, 84.0, 813003, 28893, 662, 7486, 13006, 7225, 2237, 2000, 97, 14, NA, 874512,  X*
81, 85.0, 175890, 78267, 3667, 11796, 7165, 3730, 4826, 476, 88, 24, NA, 285817,  X*
82, 86.0, 73171, 23195, 10341, 4537, 5122, 5836, 10197, 3157, 78, 23, NA, 135556,  X*
83, 87.0, 63026, 22039, 2691, 5279, 3461, 3847, 6877, 1770, 80, 27, NA, 108990,  X*
84, 88.0, 295841, 109499, 39065, 8374, 26598, 22442, 7824, 2293, 75, 35, NA, 511936,  X*
85, 89.0, 505855, 87188, 33918, 16597, 25799, 19682, 14802, 9191, 88, 41, NA, 713032,  X*
86, 90.0, 360854, 24458, 6911, 11826, 14363, 8295, 4308, 1758, 93, 41, NA, 432773,  X*
87, 91.0, 1907297, 116098, 3613, 7259, 45254, 18171, 13199, 3892, 93, 24, NA, 2114783,  X*
88, 92.0, 1158129, 25793, 2619, 6580, 5551, 6627, 4444, 1120, 94, 21, NA, 1210863,  X*
89, 93.0, 1011197, 25267, 3418, 2552, 12808, 4996, 4601, 2662, 96, 11, NA, 1067501,  X*
90, 94.0, 16798, 2352, 2194, 1418, 2180, 2106, 1325, 566, 100, 14, NA, 28939,  X*
91, 95.0, 1076562, 75258, 11356, 8662, 9026, 10449, 7687, 1894, 100, 27, NA, 1200894,  X*
92, 96.0, 103079, 11401, 18810, 14493, 9174, 9207, 10987, 2190, 100, 47, NA, 179341,  X*
93, 97.0, 609327, 24986, 18000, 11692, 13815, 5458, 3532, 1435, 97, 66, NA, 688245,  X*
94, 98.0, 123634, 18647, 960, 1674, 1023, 945, 1289, 535, 75, 48, NA, 148707,  X*
95, 99.0, 86743, 9914, 1618, 2478, 1155, 1331, 3292, 307, 70, 54, NA, 106838,  X*
96, 100.0, 494518, 115728, 32209, 26165, 17858, 14677, 29333, 7400, 61, 41, NA, 737888,  X*
97, 101.0, 748614, 31299, 19524, 5674, 7810, 10886, 3753, 1847, 69, 38, NA, 829407,  X*
98, 102.0, 76632, 19847, 10429, 2105, 17874, 7384, 3396, 2862, 90, 47, NA, 140529,  X*
99, 103.0, 915497, 131887, 112170, 30894, 60646, 31571, 25102, 8588, 91, 53, NA, 1316355,  X*
100, 104.0, 388071, 73927, 3677, 7141, 4734, 6830, 11656, 3911, 90, 41, NA, 499947,  X*
101, 105.0, 1106215, 477407, 67451, 44285, 33763, 48913, 64725, 54256, 80, 29, NA, 1897015,  X*
102, 106.0, 39955, 5755, 1328, 1177, 326, 501, 1341, 214, 64, 34, NA, 50597,  X*
103, 107.0, 1338242, 45073, 30229, 5736, 7576, 18434, 7610, 6761, 74, 30, NA, 1459661,  X*
104, 108.0, 275650, 131187, 26039, 2924, 26421, 6522, 4062, 1471, 64, 35, NA, 474276,  X*
105, 109.0, 277594, 153688, 32180, 107564, 62661, 26729, 23847, 24791, 67, 48, NA, 709054,  X*
106, 110.0, 343101, 94296, 16351, 4766, 15064, 7813, 6032, 1512, 69, 38, NA, 488935,  X*
107, 111.0, 118602, 28764, 6767, 10086, 6520, 9491, 4391, 3254, 66, 37, NA, 187875,  X*
108, 112.0, 327303, 15325, 8635, 7278, 8478, 11125, 3097, 1658, 91, 47, NA, 382899,  X*
109, 113.0, 1034583, 90632, 15931, 35580, 4244, 9554, 3356, 3175, 87, 44, NA, 1197055,  X*
110, 114.0, 817393, 34528, 8397, 7690, 3112, 3529, 7302, 3829, 87, 54, NA, 885780,  X*
