obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
29, 32.9, 157650, 49130, 5404, 319, 4316, 3136, 826, 512, 23, 30, NA, 221293,  X*
30, 33.9, 94336, 5462, 3431, 6420, 4598, 2669, 565, 879, 41, 38, NA, 118360,  X*
31, 34.9, 113511, 28455, 9484, 4225, 2181, 4308, 735, 432, 48, 35, NA, 163331,  X*
32, 36.0, 59390, 5169, 1732, 1893, 2368, 4993, 461, 357, 90, 43, NA, 76363,  X*
33, 36.9, 24683, 18895, 6384, 5012, 2653, 1485, 658, 413, 84, 57, NA, 60183,  X*
34, 37.9, 76294, 10617, 5366, 2396, 786, 2266, 1412, 215, 80, 56, NA, 99352,  X*
35, 38.9, 23687, 12192, 2056, 5679, 3929, 1904, 959, 388, 77, 57, NA, 50794,  X*
36, 39.9, 9936, 41598, 3889, 12570, 9786, 1460, 725, 309, 43, 60, NA, 80273,  X*
37, 40.9, 33709, 24448, 5332, 1589, 2288, 1512, 1304, 351, 43, 53, NA, 70533,  X*
38, 41.9, 101015, 21054, 2808, 8078, 3202, 2362, 811, 233, 38, 50, NA, 139563,  X*
39, 43.0, 33492, 14437, 1113, 1952, 2013, 790, 166, 164, 29, 40, NA, 54127,  X*
40, 43.9, 93034, 37431, 13250, 7378, 3725, 3044, 448, 333, 37, 43, NA, 158643,  X*
41, 44.9, 127261, 41536, 963, 8164, 4091, 3885, 1198, 559, 43, 40, NA, 187657,  X*
42, 45.9, 90742, 29424, 6110, 7928, 2507, 2480, 2094, 1101, 40, 38, NA, 142386,  X*
43, 47.0, 23642, 28902, 16833, 5000, 2499, 3207, 1074, 319, 43, 51, NA, 81476,  X*
44, 47.9, 181568, 27934, 4172, 5411, 640, 2176, 954, 697, 44, 47, NA, 223552,  X*
45, 48.9, 104561, 12772, 19797, 5346, 1442, 2801, 342, 347, 43, 66, NA, 147408,  X*
46, 50.0, 557025, 35133, 10228, 3186, 2407, 1847, 516, 374, 40, 66, NA, 610716,  X*
47, 50.9, 200431, 17439, 3240, 5050, 1791, 1608, 391, 597, 40, 63, NA, 230547,  X*
48, 51.9, 64036, 24052, 5234, 8060, 3785, 1544, 393, 345, 37, 66, NA, 107449,  X*
49, 52.9, 12001, 1841, 3681, 3956, 4932, 834, 689, 789, 38, 63, NA, 28723,  X*
50, 54.0, 34420, 8447, 4229, 7162, 3089, 1701, 442, 455, 47, 70, NA, 59945,  X*
51, 54.9, 8267, 5723, 14302, 2588, 2198, 2956, 1412, 458, 54, 87, NA, 37904,  X*
52, 55.9, 17216, 6106, 2492, 1676, 4179, 1588, 339, 1192, 67, 84, NA, 34788,  X*
53, 56.9, 45592, 13634, 4326, 4000, 5674, 1615, 623, 486, 66, 77, NA, 75950,  X*
54, 57.9, 44480, 11694, 3762, 8208, 3619, 906, 719, 630, 57, 74, NA, 74018,  X*
55, 58.9, 23784, 11634, 14531, 8076, 3318, 1708, 862, 325, 48, 70, NA, 64238,  X*
56, 59.9, 17777, 28875, 18614, 3072, 4045, 1861, 730, 574, 34, 75, NA, 75548,  X*
57, 61.0, 137018, 7016, 9706, 1690, 4313, 2025, 1695, 1316, 38, 81, NA, 164779,  X*
58, 61.9, 38262, 35232, 13753, 3433, 3172, 2578, 2224, 773, 41, 77, NA, 99427,  X*
59, 63.0, 901528, 181092, 17855, 26938, 18576, 7709, 4606, 2341, 38, 57, NA, 1160645,  X*
60, 63.9, 34097, 66869, 11972, 6724, 2376, 2239, 549, 939, 35, 51, NA, 125765,  X*
61, 64.9, 360366, 176748, 2062, 13305, 36682, 10190, 8454, 4969, 26, 26, NA, 612776,  X*
62, 65.9, 1983262, 1119931, 71381, 48093, 69417, 99496, 11338, 10539, 30, 11, NA, 3413457,  X*
63, 66.9, 146195, 4110, 1968, 3125, 1759, 553, 434, 111, 37, 24, NA, 158255,  X*
64, 68.0, 448345, 54391, 6717, 11620, 8044, 8361, 2972, 1359, 53, 23, NA, 541809,  X*
65, 68.9, 22318, 27588, 37832, 5902, 18564, 13508, 3110, 3174, 66, 47, NA, 131996,  X*
66, 69.9, 216389, 77444, 4129, 564, 1459, 1898, 1396, 410, 53, 41, NA, 303689,  X*
67, 70.9, 32625, 9327, 4762, 3258, 1918, 4214, 628, 593, 67, 38, NA, 57325,  X*
68, 71.9, 428772, 122306, 55899, 15728, 16044, 10158, 5823, 3210, 57, 44, NA, 657940,  X*
69, 72.9, 50327, 35209, 14337, 7840, 1497, 3713, 1336, 309, 47, 41, NA, 114568,  X*
70, 73.9, 85145, 22444, 4730, 3427, 2266, 3921, 1140, 540, 64, 56, NA, 123613,  X*
71, 74.9, 31740, 10178, 8224, 1216, 1425, 3771, 878, 276, 63, 57, NA, 57708,  X*
72, 75.9, 13848, 4642, 7997, 2720, 2331, 3386, 1782, 510, 78, 66, NA, 37216,  X*
73, 76.9, 33193, 13113, 6030, 7158, 4471, 3895, 530, 573, 88, 67, NA, 68963,  X*
74, 77.9, 17089, 15294, 4351, 5792, 3080, 3342, 930, 271, 88, 70, NA, 50149,  X*
75, 79.0, 12002, 9134, 1183, 4829, 945, 2715, 1050, 446, 87, 69, NA, 32304,  X*
76, 79.9, 31769, 16001, 7678, 7091, 2149, 1464, 448, 438, 69, 66, NA, 67038,  X*
77, 80.9, 102265, 47482, 31424, 21250, 3359, 5851, 5236, 744, 60, 70, NA, 217611,  X*
78, 81.9, 18921, 37249, 1099, 9411, 4964, 1885, 775, 650, 47, 64, NA, 74954,  X*
79, 82.9, 31562, 7924, 13607, 5564, 2654, 2563, 1259, 251, 40, 77, NA, 65384,  X*
80, 83.9, 8461, 20732, 9405, 4452, 4351, 1770, 1565, 260, 41, 74, NA, 50996,  X*
81, 84.9, 14713, 9515, 3629, 3466, 1990, 1907, 507, 317, 47, 66, NA, 36044,  X*
82, 86.0, 88456, 25932, 8834, 582, 2684, 1274, 808, 903, 44, 69, NA, 129473,  X*
83, 86.9, 5568, 8051, 4095, 4428, 1885, 857, 344, 399, 38, 63, NA, 25627,  X*
84, 87.9, 54342, 17727, 13116, 6027, 1613, 1208, 547, 186, 34, 67, NA, 94766,  X*
85, 88.9, 5376, 11150, 14723, 1457, 1444, 2327, 839, 421, 30, 77, NA, 37737,  X*
86, 89.9, 128304, 22891, 7099, 1684, 1302, 651, 650, 580, 26, 78, NA, 163161,  X*
87, 90.9, 8464, 4277, 2973, 6081, 1064, 2448, 764, 298, 40, 81, NA, 26369,  X*
88, 91.9, 40420, 10875, 1746, 1716, 3131, 1561, 512, 239, 53, 66, NA, 60200,  X*
89, 92.9, 567529, 160841, 16475, 4330, 21533, 11194, 4782, 2254, 48, 43, NA, 788938,  X*
90, 93.9, 1093784, 73077, 24114, 37052, 23072, 18178, 3174, 1407, 66, 48, NA, 1273858,  X*
91, 95.0, 288393, 16794, 4700, 3998, 1576, 1989, 545, 309, 60, 38, NA, 318304,  X*
92, 95.9, 115374, 69931, 12417, 33020, 9087, 5108, 5019, 1956, 50, 48, NA, 251912,  X*
93, 97.0, 679774, 39427, 57322, 19363, 14441, 6174, 2979, 1824, 48, 74, NA, 821304,  X*
94, 97.9, 151894, 56734, 10869, 25549, 8896, 5160, 5771, 1502, 40, 70, NA, 266375,  X*
95, 98.9, 226652, 51133, 7548, 6890, 1110, 2144, 563, 297, 29, 66, NA, 296337,  X*
96, 99.9, 46579, 29078, 914, 3826, 2399, 1747, 612, 325, 30, 53, NA, 85480,  X*
97, 100.9, 130849, 41983, 7770, 3322, 3272, 1980, 1412, 454, 29, 35, NA, 191042,  X*
98, 101.9, 24583, 15373, 11253, 4246, 4087, 3331, 696, 723, 35, 38, NA, 64292,  X*
99, 102.9, 1750200, 56799, 12156, 7316, 10621, 8343, 4541, 1971, 50, 38, NA, 1851947,  X*
100, 104.0, 60175, 67078, 15075, 3007, 2592, 1628, 1346, 384, 40, 43, NA, 151285,  X*
101, 104.9, 37308, 12544, 1660, 491, 1314, 1574, 1908, 336, 50, 38, NA, 57135,  X*
102, 105.9, 78519, 8145, 5541, 5113, 2262, 1732, 847, 209, 48, 41, NA, 102368,  X*
103, 109.9, 1148719, 315281, 60371, 39361, 62091, 41360, 10937, 2088, 47, 41, NA, 1680208,  X*
104, 111.0, 104648, 35846, 6598, 11505, 1762, 1705, 217, 723, 51, 48, NA, 163004,  X*
105, 111.9, 950928, 40239, 15750, 27845, 14618, 5489, 2263, 3098, 47, 63, NA, 1060230,  X*
106, 112.9, 1281952, 129156, 17472, 18006, 25190, 19679, 4977, 2080, 50, 50, NA, 1498512,  X*
107, 113.9, 12103, 19640, 5429, 4251, 2446, 1574, 692, 808, 41, 54, NA, 46943,  X*
108, 114.9, 14962, 13581, 3381, 2806, 3517, 2045, 1490, 431, 54, 51, NA, 42213,  X*
109, 115.9, 44584, 16626, 3954, 10827, 2293, 3317, 474, 939, 60, 51, NA, 83014,  X*
110, 116.9, 203840, 347054, 22420, 18088, 10752, 7493, 2192, 1593, 41, 43, NA, 613432,  X*
111, 118.0, 27645, 1832, 2542, 312, 519, 426, 189, 125, 47, 53, NA, 33590,  X*
112, 118.9, 17002, 10945, 1895, 7376, 1435, 3757, 645, 193, 53, 60, NA, 43248,  X*
113, 120.9, 1342103, 138231, 4354, 26890, 24853, 11014, 1973, 776, 48, 47, NA, 1550194,  X*
114, 122.0, 321261, 23720, 25266, 30945, 13198, 5471, 4325, 1414, 61, 70, NA, 425600,  X*
115, 122.9, 71324, 50456, 48344, 35613, 5249, 17026, 5612, 5023, 64, 74, NA, 238647,  X*
116, 123.9, 676579, 64468, 39475, 2645, 5026, 1955, 1320, 334, 40, 74, NA, 791802,  X*
117, 124.9, 21922, 6781, 4961, 8454, 4346, 2596, 342, 687, 48, 90, NA, 50089,  X*
118, 125.9, 946337, 149427, 67855, 4157, 18628, 6553, 4163, 2270, 40, 78, NA, 1199390,  X*
119, 127.0, 56203, 20508, 4611, 726, 1097, 2417, 668, 149, 37, 61, NA, 86379,  X*
120, 127.9, 68930, 27413, 5010, 5127, 1441, 1394, 656, 432, 43, 54, NA, 110403,  X*
121, 129.0, 54811, 31382, 7395, 8911, 3929, 1879, 1281, 706, 29, 47, NA, 110294,  X*
122, 129.9, 489805, 453454, 34052, 6131, 15453, 32377, 10722, 6455, 38, 29, NA, 1048449,  X*
123, 130.9, 1199773, 81784, 40985, 17505, 21666, 6810, 6875, 2899, 30, 38, NA, 1378297,  X*
124, 131.9, 14488, 30732, 3506, 1846, 3185, 1001, 936, 623, 29, 29, NA, 56317,  X*
125, 132.9, 189685, 74945, 53629, 28822, 11734, 5673, 1899, 912, 27, 38, NA, 367299,  X*
126, 133.9, 700360, 115691, 31424, 11199, 47874, 10930, 6154, 2059, 29, 50, NA, 925691,  X*
127, 134.9, 54948, 4754, 10490, 6171, 2524, 2127, 2099, 248, 38, 61, NA, 83361,  X*
128, 136.0, 18761, 27126, 7289, 9401, 1880, 3123, 712, 435, 48, 75, NA, 68727,  X*
129, 136.9, 6195, 7775, 1663, 3703, 1954, 1707, 1135, 277, 61, 67, NA, 24409,  X*
130, 137.9, 17481, 11479, 7902, 3733, 589, 1458, 679, 230, 60, 80, NA, 43551,  X*
131, 138.9, 15819, 29164, 4140, 3762, 904, 2779, 662, 480, 56, 60, NA, 57710,  X*
132, 140.0, 24106, 7692, 7134, 1209, 315, 1709, 489, 499, 60, 64, NA, 43153,  X*
133, 140.9, 12053, 15699, 3691, 3997, 1564, 1056, 660, 200, 48, 64, NA, 38920,  X*
134, 141.9, 24962, 21077, 4230, 2471, 869, 1441, 505, 386, 47, 54, NA, 55941,  X*
135, 143.0, 35925, 12354, 11747, 3520, 2810, 908, 867, 497, 40, 67, NA, 68628,  X*
136, 143.9, 11665, 14690, 2504, 2538, 1754, 2187, 629, 352, 40, 54, NA, 36319,  X*
137, 144.9, 32731, 6260, 2221, 5584, 1949, 1651, 549, 343, 50, 61, NA, 51288,  X*
138, 145.9, 12855, 10797, 11484, 1118, 4935, 2366, 577, 278, 56, 69, NA, 44410,  X*
139, 147.0, 41745, 8680, 11846, 2520, 5074, 1283, 488, 688, 61, 70, NA, 72324,  X*
140, 147.9, 25079, 10277, 6260, 2759, 1001, 3363, 744, 657, 66, 80, NA, 50140,  X*
141, 148.9, 18826, 7556, 7158, 9532, 676, 1088, 1027, 276, 56, 88, NA, 46139,  X*
142, 150.0, 51856, 7121, 12891, 3854, 651, 1193, 569, 392, 50, 97, NA, 78527,  X*
143, 150.9, 23540, 28016, 8267, 7956, 1466, 1028, 857, 664, 41, 91, NA, 71794,  X*
144, 151.9, 22775, 13101, 2027, 3585, 481, 3045, 684, 261, 40, 84, NA, 45959,  X*
145, 152.9, 20963, 19810, 3400, 3200, 2292, 1708, 832, 265, 44, 64, NA, 52470,  X*
146, 154.0, 83216, 18491, 11243, 2925, 2262, 965, 1320, 356, 38, 54, NA, 120778,  X*
147, 154.9, 4326, 10937, 5278, 2272, 2930, 2261, 839, 360, 54, 53, NA, 29203,  X*
148, 155.9, 3706, 14579, 7248, 6923, 1014, 1542, 528, 529, 43, 61, NA, 36069,  X*
149, 156.9, 2216881, 229741, 4833, 13493, 41285, 18012, 5789, 3469, 43, 48, NA, 2533503,  X*
150, 157.9, 15074, 14508, 5805, 11437, 926, 1664, 685, 525, 48, 51, NA, 50624,  X*
151, 159.0, 16155, 9496, 2928, 9106, 857, 968, 756, 302, 40, 60, NA, 40568,  X*
152, 159.9, 21626, 12640, 4975, 2102, 3391, 944, 1198, 306, 38, 53, NA, 47182,  X*
153, 165.0, 16555, 43593, 24208, 9755, 1904, 1428, 784, 266, 24, 78, NA, 98493,  X*
154, 165.9, 21592, 10379, 8693, 1647, 3892, 1791, 760, 1282, 29, 74, NA, 50036,  X*
155, 166.9, 124736, 35048, 18323, 2552, 7658, 2669, 956, 807, 29, 66, NA, 192749,  X*
156, 168.0, 951465, 509846, 44555, 13209, 15476, 14139, 4360, 562, 21, 53, NA, 1553612,  X*
157, 168.9, 390894, 23634, 19547, 16613, 17315, 15795, 1888, 1119, 50, 51, NA, 486805,  X*
158, 172.9, 1679438, 16263, 9438, 12092, 15470, 5642, 3193, 734, 56, 50, NA, 1742270,  X*
159, 173.9, 1022900, 195951, 69607, 71389, 58245, 20864, 22154, 4768, 57, 50, NA, 1465878,  X*
160, 175.0, 926370, 112067, 6369, 6839, 3190, 4101, 3035, 736, 63, 50, NA, 1062707,  X*
161, 175.9, 76546, 46470, 15110, 9179, 6937, 7030, 2938, 1416, 51, 44, NA, 165626,  X*
162, 176.9, 644103, 64204, 716, 27963, 26094, 10315, 2846, 2795, 50, 38, NA, 779036,  X*
163, 177.9, 13090, 3158, 11204, 625, 1250, 3020, 418, 693, 61, 50, NA, 33458,  X*
164, 178.9, 27048, 14595, 8486, 2304, 1894, 3200, 768, 541, 75, 66, NA, 58836,  X*
165, 179.9, 32038, 21772, 5656, 1818, 1436, 1958, 1306, 573, 70, 63, NA, 66557,  X*
166, 180.9, 16770, 10896, 16643, 7434, 2363, 995, 1751, 432, 56, 81, NA, 57284,  X
167, 181.9, 41456, 8772, 3864, 780, 1106, 1736, 1279, 380, 53, 67, NA, 59373,  X
168, 183.0, 27021, 47780, 10831, 5052, 1865, 3997, 1424, 656, 44, 61, NA, 98626,  X
169, 183.9, 351030, 22466, 58355, 52408, 14349, 6620, 2940, 2230, 40, 83, NA, 510398,  X
170, 184.9, 228784, 55601, 14287, 17554, 2655, 10196, 2237, 1414, 54, 70, NA, 332728,  X
171, 185.9, 9855, 10568, 2576, 1863, 2063, 2195, 699, 409, 56, 66, NA, 30228,  X
172, 186.9, 25273, 13674, 2108, 2578, 962, 3355, 519, 349, 67, 66, NA, 48818,  X
173, 187.9, 46966, 75619, 2830, 15755, 18181, 10204, 942, 4312, 78, 40, NA, 174809,  X
174, 188.9, 52322, 10602, 8167, 2602, 1455, 907, 1430, 250, 67, 47, NA, 77735,  X
175, 190.0, 15501, 2944, 6070, 2670, 1311, 1224, 1230, 459, 63, 63, NA, 31409,  X
176, 191.0, 67789, 17647, 332, 6043, 1614, 2416, 1150, 465, 56, 64, NA, 97456,  X
177, 191.9, 23790, 5447, 1701, 819, 2746, 1337, 734, 353, 61, 66, NA, 36927,  X
178, 192.9, 12122, 6752, 8414, 7962, 4056, 2089, 888, 303, 69, 70, NA, 42586,  X
179, 193.9, 50286, 10058, 3686, 3338, 1072, 1120, 789, 553, 64, 61, NA, 70902,  X
180, 194.9, 2160160, 60820, 11851, 8356, 3722, 5424, 1626, 1433, 60, 60, NA, 2253392,  X
181, 195.9, 38584, 44778, 12731, 25196, 13008, 3294, 3383, 1789, 44, 69, NA, 142763,  X
182, 197.0, 88514, 33877, 15302, 17573, 4445, 3640, 3013, 2149, 38, 64, NA, 168513,  X
183, 197.9, 8571, 9932, 4198, 4557, 1513, 2271, 917, 491, 44, 66, NA, 32450,  X
184, 198.9, 20379, 10516, 2353, 6931, 807, 1889, 457, 435, 48, 77, NA, 43767,  X
185, 199.9, 16032, 19915, 3098, 2379, 1686, 1679, 931, 436, 54, 66, NA, 46156,  X
186, 200.9, 14906, 9460, 5503, 5633, 3586, 1280, 2128, 314, 56, 64, NA, 42810,  X
187, 201.9, 36638, 12517, 4860, 4874, 921, 1532, 739, 345, 50, 64, NA, 62426,  X
188, 202.9, 8893, 9633, 10472, 677, 1272, 2574, 1556, 439, 54, 64, NA, 35516,  X
189, 203.9, 15134, 12832, 2135, 904, 1526, 735, 345, 314, 50, 63, NA, 33925,  X
190, 204.9, 7825, 9853, 425, 725, 5166, 2149, 738, 1490, 63, 38, NA, 28371,  X
191, 205.9, 4460, 8129, 11223, 1571, 1387, 1027, 1103, 393, 60, 44, NA, 29293,  X
192, 207.0, 43416, 5416, 11146, 5799, 2169, 816, 603, 376, 47, 54, NA, 69741,  X
193, 208.0, 27286, 20895, 4626, 3721, 1663, 2060, 709, 449, 53, 61, NA, 61409,  X
194, 208.9, 1827635, 273136, 31101, 19232, 7505, 7833, 16746, 719, 29, 70, NA, 2183907,  X
195, 209.9, 37293, 7452, 4391, 1508, 1483, 772, 234, 239, 30, 64, NA, 53372,  X
196, 210.9, 184891, 16486, 20762, 8121, 4172, 778, 1391, 519, 21, 61, NA, 237120,  X
197, 215.0, 40569, 10641, 10371, 1426, 2508, 3253, 1889, 1022, 29, 66, NA, 71679,  X
198, 215.9, 3045717, 59701, 11008, 19019, 67662, 16887, 12264, 3382, 51, 67, NA, 3235640,  X
199, 216.9, 112580, 115453, 15264, 13531, 20365, 13278, 3897, 2021, 56, 56, NA, 296389,  X
200, 217.9, 13669, 8565, 21651, 2234, 3114, 1869, 3080, 573, 69, 57, NA, 54755,  X
201, 218.9, 50430, 14874, 7982, 1222, 2505, 865, 1268, 1493, 54, 56, NA, 80639,  X
202, 219.9, 550665, 147259, 77291, 24312, 18299, 11653, 5795, 1834, 38, 66, NA, 837108,  X
203, 220.9, 24815, 14822, 14238, 1221, 3259, 2044, 2090, 521, 35, 81, NA, 63010,  X
204, 221.9, 28431, 13684, 10888, 4494, 2421, 1064, 1528, 463, 30, 75, NA, 62973,  1
205, 223.0, 14430, 21733, 13935, 2012, 1918, 1852, 1507, 660, 34, 78, NA, 58047,  0
206, 226.9, 92146, 38722, 5056, 10526, 2021, 3298, 926, 845, 37, 74, NA, 153540,  0
207, 227.9, 369206, 43536, 20336, 26327, 22677, 15175, 5324, 3067, 44, 69, NA, 505648,  0
208, 228.9, 22939, 125586, 5808, 40598, 4517, 7055, 5489, 2234, 47, 60, NA, 214226,  0
209, 229.9, 11223, 5929, 5729, 7948, 2617, 1401, 915, 404, 50, 67, NA, 36166,  0
210, 230.9, 142464, 31196, 4900, 2188, 3277, 3363, 915, 595, 54, 60, NA, 188898,  0
211, 231.9, 31472, 7763, 5995, 2856, 1319, 963, 865, 378, 43, 63, NA, 51611,  0
212, 233.0, 40659, 28164, 5778, 10924, 1068, 529, 1010, 394, 30, 69, NA, 88526,  0
213, 233.9, 10992, 5710, 2442, 2121, 1108, 1233, 611, 467, 37, 60, NA, 24684,  0
214, 234.9, 11508, 19359, 15122, 1765, 2460, 988, 658, 342, 24, 75, NA, 52202,  0
215, 235.9, 16902, 12091, 2919, 528, 1231, 2652, 227, 259, 37, 60, NA, 36809,  0
216, 236.9, 116519, 21136, 1730, 2589, 1254, 1496, 604, 578, 51, 50, NA, 145906,  0
217, 237.9, 8159, 6438, 5848, 890, 2169, 2403, 624, 292, 57, 51, NA, 26823,  0
218, 239.0, 40365, 6626, 2075, 11296, 1769, 1719, 810, 497, 69, 56, NA, 65157,  0
219, 239.9, 4799, 6131, 1439, 1676, 1877, 981, 1715, 316, 64, 63, NA, 18934,  0
220, 240.9, 25933, 3555, 1871, 5602, 3264, 829, 412, 300, 67, 80, NA, 41766,  0
221, 241.9, 694430, 87812, 10062, 29309, 5609, 10126, 2911, 1337, 57, 75, NA, 841596,  0
222, 242.9, 11898, 18756, 13211, 3943, 2614, 1082, 573, 188, 47, 67, NA, 52265,  0
223, 244.0, 29120, 9070, 6551, 8480, 1389, 2371, 797, 419, 47, 81, NA, 58197,  0
224, 244.9, 201613, 22999, 675, 4507, 878, 1536, 1241, 321, 43, 64, NA, 233770,  0
225, 245.9, 31140, 13594, 3951, 4684, 3729, 1186, 843, 843, 41, 66, NA, 59970,  0
226, 246.9, 16153, 3139, 11874, 8377, 1723, 1630, 915, 1486, 50, 80, NA, 45297,  0
227, 247.9, 8655, 14435, 8821, 8373, 9924, 1503, 511, 439, 40, 74, NA, 52661,  0
228, 248.9, 42453, 7479, 6888, 2162, 1651, 979, 753, 465, 40, 88, NA, 62830,  0
229, 249.9, 21425, 27193, 1915, 2466, 1992, 850, 475, 451, 30, 77, NA, 56767,  0
230, 251.0, 160225, 53354, 3359, 5719, 8518, 1145, 878, 463, 16, 47, NA, 233661,  0
231, 251.9, 172054, 34841, 36784, 4623, 8915, 7441, 2889, 1162, 24, 48, NA, 268709,  0
232, 252.9, 2565258, 143744, 61868, 20460, 33846, 46787, 16592, 7829, 40, 40, NA, 2896384,  0
233, 253.9, 102333, 16223, 15531, 3999, 6485, 2765, 1557, 624, 50, 56, NA, 149517,  0
234, 255.0, 143648, 79202, 4737, 5954, 6090, 4818, 2409, 911, 63, 54, NA, 247769,  0
235, 255.9, 18442, 2802, 2132, 2062, 5565, 1295, 2248, 606, 70, 50, NA, 35152,  0
236, 256.9, 15135, 17764, 8340, 4219, 1237, 1565, 832, 329, 56, 53, NA, 49421,  0
237, 258.0, 15331, 8052, 18692, 3252, 1603, 2675, 724, 590, 57, 61, NA, 50919,  0
238, 258.9, 38299, 13246, 3075, 2466, 2349, 868, 643, 532, 54, 69, NA, 61478,  0
239, 259.9, 13893, 2825, 18857, 4857, 3017, 1177, 956, 255, 40, 88, NA, 45837,  0
240, 260.9, 11245, 9990, 3275, 1511, 3322, 1637, 360, 408, 47, 81, NA, 31748,  0
241, 261.9, 9860, 9754, 3886, 3991, 879, 2736, 1037, 366, 53, 69, NA, 32509,  0
242, 262.9, 4327, 5711, 2688, 3961, 770, 1046, 380, 242, 60, 80, NA, 19125,  0
243, 263.9, 21567, 6669, 10035, 480, 3296, 864, 836, 502, 60, 67, NA, 44249,  0
244, 264.9, 9261, 7842, 2966, 2530, 1015, 1751, 1061, 376, 61, 74, NA, 26802,  0
245, 265.9, 28317, 10671, 1462, 387, 480, 1857, 591, 223, 61, 60, NA, 43988,  0
246, 267.9, 27862, 26936, 6664, 4744, 6321, 2750, 2201, 819, 60, 50, NA, 78297,  0
247, 269.0, 1673508, 73628, 12401, 13994, 4393, 5283, 5918, 1160, 61, 38, NA, 1790285,  0
248, 269.9, 699256, 39773, 4663, 22602, 5546, 8901, 8668, 4369, 60, 38, NA, 793778,  0
249, 271.0, 73659, 10497, 3895, 886, 538, 518, 689, 123, 43, 48, NA, 90805,  0
250, 271.9, 9873, 13400, 4172, 3198, 2005, 670, 633, 415, 35, 51, NA, 34366,  0
251, 272.9, 15445, 8547, 2848, 2866, 1047, 1421, 564, 240, 41, 57, NA, 32978,  0
252, 273.9, 27226, 9661, 4420, 765, 1556, 1787, 470, 538, 40, 56, NA, 46423,  0
253, 274.9, 12603, 19169, 10012, 1907, 2232, 2130, 506, 327, 47, 57, NA, 48886,  0
254, 276.0, 15633, 29621, 5273, 1617, 2081, 1110, 509, 474, 47, 50, NA, 56318,  0
255, 276.9, 5714, 19952, 4961, 876, 4148, 1082, 220, 203, 37, 41, NA, 37156,  0
