obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 4.9, 35685, 15869, 9025, 4890, 1938, 6544, 5654, 1671, NA, NA, NA, 81276,  0*
2, 5.9, 6610, 19751, 3886, 1087, 2718, 1466, 444, 581, NA, NA, NA, 36543,  0*
3, 6.9, 22290, 11308, 3314, 6588, 6119, 2325, 2821, 2060, NA, NA, NA, 56825,  0*
4, 8.0, 7949, 14236, 4385, 2241, 8396, 1583, 1682, 2219, 35, 37, NA, 42691,  0*
5, 8.9, 303758, 73567, 50357, 13017, 22077, 15811, 6507, 8222, 40, 50, NA, 493316,  0*
6, 9.9, 491974, 48550, 38936, 18771, 65886, 10003, 8361, 2611, 40, 56, NA, 685092,  0*
7, 10.9, 2058, 8674, 2349, 4862, 2711, 2671, 711, 276, 50, 67, NA, 24312,  0*
8, 11.9, 495, 8803, 2506, 6668, 1866, 2908, 523, 583, 63, 84, NA, 24352,  0*
9, 12.9, 8385, 3473, 3196, 7343, 3698, 2267, 972, 721, 67, 94, NA, 30055,  0*
10, 13.9, 3292, 3866, 1503, 2453, 4367, 1487, 1838, 209, 80, 93, NA, 19015,  0*
11, 15.0, 50206, 12064, 1551, 8817, 3294, 2482, 1112, 1372, 74, 96, NA, 80898,  0*
12, 16.0, 13943, 22112, 2180, 5018, 3937, 1744, 1871, 367, 56, 78, NA, 51172,  0*
13, 16.9, 866271, 10788, 27656, 42280, 24173, 15723, 5068, 2535, 60, 78, NA, 994494,  0*
14, 18.0, 725600, 43466, 3380, 4391, 15375, 5394, 2256, 668, 51, 54, NA, 800530,  0*
15, 18.9, 93948, 5856, 611, 3112, 1963, 1113, 1433, 293, 51, 43, NA, 108329,  0*
16, 19.9, 29197, 10175, 10111, 4274, 7299, 2656, 1750, 617, 63, 60, NA, 66079,  0*
17, 21.0, 92155, 61130, 27763, 52284, 18383, 9764, 2762, 2882, 44, 51, NA, 267123,  0*
18, 22.0, 2941, 11911, 3179, 10399, 2417, 2433, 901, 811, 43, 83, NA, 34992,  0*
19, 22.9, 13177, 7921, 6524, 8049, 5019, 2457, 742, 684, 43, 96, NA, 44573,  0*
20, 23.9, 38109, 19981, 5007, 2984, 6428, 8909, 2565, 585, 60, 77, NA, 84568,  0*
21, 25.0, 70293, 13248, 5819, 9256, 5220, 7219, 1475, 1145, 84, 67, NA, 113675,  0*
22, 25.9, 12852, 8098, 3517, 2372, 3056, 3167, 617, 697, 100, 57, NA, 34376,  0*
23, 26.9, 6452, 5355, 5247, 2543, 3159, 1712, 1208, 773, 100, 56, NA, 26449,  0*
24, 27.9, 93821, 84974, 31477, 25018, 10881, 4745, 1054, 492, 63, 70, NA, 252462,  0*
25, 29.0, 49624, 6861, 2152, 14809, 2889, 1701, 2362, 486, 41, 87, NA, 80884,  0*
26, 29.9, 667199, 249673, 36863, 16718, 26356, 10438, 3913, 5389, 8, 70, NA, 1016549,  0*
27, 30.9, 269328, 8894, 1157, 182, 1309, 986, 233, 183, 3, 40, NA, 282272,  0*
28, 32.0, 1312987, 90465, 60726, 60178, 22836, 19715, 4688, 1859, 21, 47, NA, 1573454,  0*
29, 33.0, 596294, 92048, 7250, 16228, 11372, 4229, 927, 661, 10, 14, NA, 729009,  0*
30, 33.9, 57340, 9978, 604, 4010, 4316, 1954, 989, 474, 34, 21, NA, 79665,  0*
31, 34.9, 846694, 149779, 38195, 101366, 16248, 16864, 7060, 1749, 24, 53, NA, 1177955,  0*
32, 35.9, 10404, 7632, 2957, 15359, 9416, 1017, 450, 654, 10, 56, NA, 47889,  0*
33, 36.9, 9695, 5206, 2137, 3081, 4186, 4060, 2784, 233, 48, 66, NA, 31382,  0*
34, 37.9, 2333065, 1038194, 60371, 160833, 97985, 98233, 78884, 20922, 38, 57, NA, 3888487,  0*
35, 38.9, 136724, 12047, 4592, 1895, 2209, 1500, 740, 291, 41, 44, NA, 159998,  0*
36, 40.0, 86489, 40160, 13718, 8504, 15091, 9476, 4177, 968, 63, 26, NA, 178583,  0*
37, 40.9, 1242119, 100485, 16321, 101447, 78651, 24399, 23024, 24098, 43, 34, NA, 1610544,  0*
38, 41.9, 512172, 93262, 15137, 19690, 6727, 19356, 3895, 2894, 54, 43, NA, 673133,  0*
39, 42.9, 466634, 263022, 31967, 46941, 21218, 14385, 14992, 5973, 47, 35, NA, 865132,  0*
40, 43.9, 1313076, 352768, 38212, 15082, 17958, 22345, 20639, 13940, 27, 21, NA, 1794020,  0*
41, 44.9, 901629, 207846, 34181, 22133, 18939, 18442, 13459, 5742, 20, 4, NA, 1222371,  0*
42, 45.9, 79242, 18977, 2249, 3412, 2221, 4015, 2245, 4241, 21, 1, NA, 116602,  0*
43, 47.0, 74395, 202516, 22299, 2348, 3817, 9619, 11724, 11295, 21, 1, NA, 338013,  0*
44, 48.0, 591883, 94660, 32387, 12005, 6516, 3783, 4187, 9125, 13, 8, NA, 754546,  0*
45, 48.9, 23398, 6198, 6203, 1227, 752, 3417, 4932, 2906, 35, 26, NA, 49033,  0*
46, 50.0, 496992, 71373, 85863, 65381, 40591, 20258, 14107, 4760, 26, 51, NA, 799325,  0*
47, 51.0, 43230, 11397, 8039, 7681, 4341, 1474, 673, 354, 30, 84, NA, 77189,  0*
48, 51.9, 20041, 7378, 7308, 5916, 4693, 3201, 2858, 1357, 60, 96, NA, 52752,  0*
49, 52.9, 13688, 19959, 4677, 5322, 3379, 6728, 2376, 565, 57, 83, NA, 56694,  0*
50, 54.0, 208204, 32773, 15253, 21592, 4046, 2421, 2558, 1181, 43, 81, NA, 288028,  0*
51, 54.9, 274235, 88928, 15784, 13710, 13198, 8124, 1710, 1006, 47, 61, NA, 416695,  0*
52, 55.9, 11751, 9823, 4374, 6582, 3550, 1912, 1310, 487, 38, 57, NA, 39789,  0*
53, 56.9, 2658, 10603, 1811, 3145, 2132, 3770, 725, 513, 38, 56, NA, 25357,  0*
54, 58.0, 50221, 39010, 4373, 8562, 3984, 2136, 853, 840, 43, 37, NA, 109979,  0*
55, 58.9, 6781, 11384, 3140, 6196, 3549, 4624, 585, 527, 63, 47, NA, 36786,  0*
56, 59.9, 26427, 12410, 17710, 12233, 3537, 3077, 1854, 492, 60, 57, NA, 77740,  0*
