obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 4.9, 139755, 42144, 3465, 2879, 6313, 5979, 2793, 822, NA, NA, NA, 204150,  2*
2, 6.0, 177815, 71359, 14395, 4948, 4755, 4189, 4621, 1465, NA, NA, NA, 283547,  2*
3, 6.9, 20559, 19408, 2331, 1415, 1518, 1324, 520, 780, NA, NA, NA, 47855,  2*
4, 7.9, 38917, 40989, 22515, 1847, 7398, 3809, 1800, 1594, 35, 51, NA, 118869,  2*
5, 8.9, 59764, 40168, 8256, 5706, 22921, 4992, 5401, 2361, 41, 51, NA, 149569,  2*
6, 10.0, 2547346, 80830, 34556, 24611, 38305, 17067, 14153, 10745, 56, 63, NA, 2767613,  2*
7, 10.9, 100049, 20350, 15966, 3998, 4185, 5307, 5357, 929, 75, 81, NA, 156141,  2*
8, 11.9, 125496, 14889, 5785, 7815, 5520, 14063, 26645, 15562, 100, 78, NA, 215775,  2*
9, 13.0, 112011, 4398, 1306, 796, 1096, 1465, 1655, 337, 100, 87, NA, 123064,  2*
10, 13.9, 110377, 14897, 18683, 9847, 5652, 5726, 3207, 1790, 94, 97, NA, 170179,  2*
11, 14.9, 723257, 36345, 66140, 9385, 17481, 13537, 18180, 5499, 80, 100, NA, 889824,  2*
12, 15.9, 134058, 11746, 4241, 924, 938, 591, 1352, 374, 40, 100, NA, 154224,  2*
13, 16.9, 95924, 76807, 14742, 3092, 3893, 12041, 15164, 2293, 30, 94, NA, 223956,  2*
14, 17.9, 320906, 67763, 39335, 6381, 9688, 1476, 2315, 1420, 8, 84, NA, 449284,  2*
15, 18.9, 33512, 39324, 1436, 2072, 2953, 3358, 2699, 708, 8, 47, NA, 86062,  2*
16, 19.9, 584831, 132487, 8517, 77581, 17640, 13190, 8893, 9532, 24, 51, NA, 852671,  2*
17, 20.9, 12895, 10680, 1775, 3427, 2453, 3424, 2995, 1085, 35, 56, NA, 38734,  2*
18, 21.9, 76588, 14450, 3977, 5129, 2940, 858, 919, 127, 47, 54, NA, 104988,  2*
19, 22.9, 154797, 13611, 1345, 2765, 1552, 5194, 2637, 1220, 61, 69, NA, 183121,  2*
20, 23.9, 119753, 73338, 12889, 9113, 7282, 4243, 2731, 1569, 60, 60, NA, 230918,  2*
21, 24.9, 295612, 15813, 13872, 27012, 33055, 29593, 12543, 5106, 69, 66, NA, 432606,  2*
22, 25.9, 22153, 18317, 3555, 846, 2818, 3024, 2191, 4081, 83, 53, NA, 56985,  2*
23, 26.9, 532291, 105981, 45587, 48471, 19022, 21560, 9393, 5819, 70, 67, NA, 788124,  2*
24, 28.0, 143104, 23618, 13029, 3895, 5463, 2540, 6351, 1386, 75, 80, NA, 199386,  2*
25, 28.9, 271772, 43211, 16072, 6464, 6850, 6329, 2424, 677, 54, 77, NA, 353799,  2*
26, 29.9, 41979, 14603, 741, 6632, 3305, 1847, 1545, 875, 50, 87, NA, 71527,  2*
27, 30.9, 40147, 22873, 7376, 9327, 5183, 3313, 2538, 733, 48, 83, NA, 91490,  2*
28, 31.9, 41997, 13175, 6577, 999, 4731, 2207, 970, 3635, 53, 78, NA, 74291,  2*
29, 32.9, 906798, 54545, 15023, 6335, 6091, 13589, 6152, 3902, 61, 74, NA, 1012435,  2*
30, 33.9, 43192, 20819, 13374, 1258, 3094, 2170, 2331, 770, 57, 78, NA, 87008,  2*
31, 35.0, 184181, 29007, 9642, 4760, 6586, 2272, 2131, 648, 53, 74, NA, 239227,  2*
32, 35.9, 6670, 40753, 10125, 13905, 5924, 1842, 2206, 2034, 38, 78, NA, 83459,  2*
33, 36.9, 1070124, 284021, 10871, 14423, 19738, 14052, 4496, 3770, 21, 60, NA, 1421495,  2*
34, 37.9, 27254, 16156, 5899, 3193, 5322, 1624, 1701, 626, 21, 54, NA, 61775,  2*
35, 38.9, 29230, 8292, 6746, 3011, 5964, 5680, 833, 558, 43, 57, NA, 60314,  2*
36, 39.9, 36983, 2463, 1591, 1322, 1877, 2155, 1477, 1078, 74, 56, NA, 48946,  2*
37, 40.9, 92803, 8123, 10199, 3384, 3388, 2672, 4333, 984, 84, 93, NA, 125886,  2*
38, 41.9, 37031, 11462, 2170, 7750, 8242, 3672, 2351, 594, 96, 93, NA, 73272,  2*
39, 42.9, 25965, 15159, 350, 11908, 6384, 5554, 2557, 654, 91, 91, NA, 68531,  2*
40, 43.9, 40257, 12190, 7400, 4131, 1712, 2171, 1317, 1407, 74, 97, NA, 70585,  2*
41, 44.9, 1302108, 82059, 9876, 17629, 40291, 12629, 5598, 2490, 74, 75, NA, 1472680,  2*
42, 46.0, 19643, 31287, 3432, 1919, 2051, 2226, 1352, 921, 61, 60, NA, 62831,  2*
43, 46.9, 26596, 10823, 2722, 9585, 1692, 3109, 1355, 978, 56, 67, NA, 56860,  2*
44, 47.9, 12994, 17929, 26704, 1280, 2321, 3800, 1422, 1357, 54, 75, NA, 67807,  2*
45, 48.9, 21071, 10509, 3444, 1172, 1921, 2859, 1201, 676, 61, 81, NA, 42853,  2*
46, 49.9, 118736, 49088, 23267, 7704, 3847, 3503, 1857, 291, 57, 100, NA, 208293,  2*
47, 50.9, 80825, 52173, 13791, 13962, 3240, 4632, 1648, 2523, 48, 93, NA, 172794,  2*
48, 51.9, 1909710, 228353, 22781, 24216, 21391, 36888, 7805, 11126, 54, 66, NA, 2262270,  2*
49, 53.0, 21004, 15876, 2966, 812, 2663, 3431, 2065, 796, 53, 57, NA, 49613,  2*
50, 53.9, 149140, 75003, 19000, 12329, 5220, 4514, 1176, 2314, 53, 51, NA, 268696,  2*
51, 54.9, 109328, 24907, 8072, 39816, 3812, 13712, 12623, 2784, 66, 64, NA, 215054,  2*
52, 55.9, 21547, 19673, 10860, 3943, 2803, 2646, 2683, 958, 60, 83, NA, 65113,  2*
53, 56.9, 97280, 8289, 3343, 1734, 3501, 1822, 1049, 261, 56, 93, NA, 117279,  2*
54, 57.9, 143152, 70308, 14385, 13123, 7209, 3511, 1649, 608, 54, 91, NA, 253945,  2*
