obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 5.0, 145651, 13962, 16456, 5880, 6764, 3926, 965, 1832, NA, NA, NA, 195436,  6*
2, 6.0, 2343435, 72118, 16917, 14913, 8367, 13634, 5666, 5046, NA, NA, NA, 2480096,  6*
3, 7.0, 19124, 10770, 5913, 941, 2998, 3061, 817, 1004, NA, NA, NA, 44628,  6*
4, 8.0, 27923, 11194, 1876, 2829, 1399, 1848, 1589, 524, 30, 30, NA, 49182,  6*
5, 9.0, 978, 5672, 2428, 941, 2277, 1496, 1509, 454, 44, 24, NA, 15755,  6*
6, 10.0, 10184, 8960, 5671, 3648, 1685, 3133, 1242, 1203, 61, 37, NA, 35726,  6*
7, 11.0, 4401, 1988, 1101, 2034, 998, 2225, 1122, 880, 84, 43, NA, 14749,  6*
8, 12.0, 72145, 9887, 5260, 3951, 1640, 2909, 1007, 765, 88, 57, NA, 97564,  6*
9, 13.0, 23194, 38083, 1661, 3112, 1556, 3154, 1874, 772, 56, 44, NA, 73406,  6*
10, 14.0, 13380, 4172, 2009, 2398, 743, 2876, 1628, 439, 56, 43, NA, 27645,  6*
11, 15.0, 2680, 4055, 4149, 4295, 1092, 2504, 1500, 863, 37, 57, NA, 21138,  6*
12, 16.0, 4445, 6379, 2644, 4068, 509, 1182, 2316, 907, 29, 66, NA, 22450,  6*
13, 17.0, 3157, 3305, 3112, 1152, 1536, 2055, 872, 773, 63, 96, NA, 15962,  6*
14, 18.0, 6413, 1851, 689, 1263, 815, 1834, 1558, 1325, 69, 93, NA, 15748,  6*
15, 19.0, 19857, 8063, 2721, 1678, 2580, 1301, 925, 997, 54, 75, NA, 38122,  6*
16, 20.0, 14161, 3813, 5956, 4777, 4251, 3552, 803, 700, 74, 75, NA, 38013,  6*
17, 21.0, 6448, 3306, 1509, 885, 1495, 2503, 748, 608, 77, 63, NA, 17502,  6*
18, 22.0, 255976, 51752, 11945, 4060, 2670, 2319, 1172, 1058, 35, 56, NA, 330952,  6*
19, 23.0, 247568, 39136, 8951, 6843, 12187, 9255, 1920, 874, 54, 50, NA, 326734,  6*
20, 24.0, 141436, 38879, 38773, 3333, 11208, 5127, 2272, 759, 40, 47, NA, 241787,  6*
21, 25.0, 52779, 17702, 7140, 800, 3060, 3553, 624, 828, 24, 48, NA, 86486,  6*
22, 26.0, 7803, 15242, 5265, 5071, 3238, 2203, 914, 496, 40, 56, NA, 40232,  6*
23, 27.0, 6596, 12780, 5443, 2000, 2251, 2634, 1840, 357, 37, 64, NA, 33901,  6*
24, 28.0, 295317, 438542, 117681, 38678, 63249, 33718, 10802, 3260, 34, 47, NA, 1001247,  6*
25, 29.0, 798675, 39105, 21504, 19988, 7740, 5065, 1342, 790, 21, 61, NA, 894209,  6*
26, 30.0, 2378617, 132823, 72884, 12805, 14650, 18863, 2955, 3500, 21, 61, NA, 2637097,  6*
27, 30.9, 135744, 13983, 6490, 2775, 1129, 1636, 564, 446, 10, 66, NA, 162767,  6*
28, 32.0, 903758, 56823, 24351, 37646, 25058, 11516, 5801, 1053, 17, 83, NA, 1066006,  6*
29, 32.9, 1524125, 90820, 37052, 34986, 10388, 9065, 1610, 932, 16, 78, NA, 1708978,  6*
30, 33.9, 687666, 22543, 2334, 2832, 17724, 10610, 1686, 520, 40, 53, NA, 745915,  6*
31, 34.9, 1483469, 219791, 95283, 79096, 76548, 26929, 12664, 4853, 40, 54, NA, 1998633,  6*
32, 36.0, 97487, 153703, 5378, 10205, 38546, 9885, 3186, 1032, 30, 23, NA, 319422,  6*
33, 37.0, 707384, 78157, 7590, 22005, 9426, 33670, 4236, 829, 60, 10, NA, 863297,  6*
34, 37.9, 53255, 35654, 6814, 8972, 5554, 1996, 2440, 1018, 23, 34, NA, 115703,  6*
35, 39.0, 686500, 102276, 54821, 16412, 6013, 11406, 10158, 5522, 23, 35, NA, 893108,  6*
36, 39.9, 33574, 5320, 2186, 385, 2767, 1295, 380, 194, 40, 53, NA, 46101,  6*
37, 40.9, 347466, 30201, 72923, 17232, 24813, 20192, 7274, 1985, 29, 77, NA, 522086,  6*
38, 41.9, 855409, 173199, 44793, 81069, 47010, 17010, 20013, 8243, 35, 81, NA, 1246746,  6*
39, 43.0, 408268, 69472, 54943, 28557, 4669, 4681, 1327, 1642, 24, 91, NA, 573559,  6*
40, 43.9, 1071765, 34055, 3566, 4069, 5261, 3871, 1160, 485, 16, 84, NA, 1124232,  6*
41, 44.9, 821337, 159027, 10384, 8907, 17484, 9321, 5145, 1581, 1, 48, NA, 1033186,  6*
42, 46.0, 550002, 40710, 119603, 97071, 22304, 36902, 7422, 2751, 14, 61, NA, 876765,  6*
43, 46.9, 50225, 5984, 3070, 1852, 1334, 447, 788, 164, 17, 48, NA, 63864,  6*
44, 48.0, 1147935, 187733, 45626, 53765, 25624, 18815, 7380, 3484, 13, 56, NA, 1490362,  6*
45, 48.9, 259037, 136851, 40255, 20283, 10530, 17951, 3829, 16103, 20, 70, NA, 504839,  6*
46, 50.0, 43072, 18394, 14544, 4358, 2646, 2866, 1065, 2500, 10, 60, NA, 89445,  6*
47, 51.0, 41098, 47541, 20010, 6778, 9058, 3556, 1233, 1024, 11, 56, NA, 130298,  6*
48, 51.9, 2286239, 21920, 9730, 7462, 16249, 15955, 7942, 3898, 38, 53, NA, 2369395,  6*
49, 53.0, 429966, 106636, 68567, 7345, 12112, 8165, 6070, 3060, 27, 60, NA, 641921,  6*
50, 54.0, 52913, 21846, 11037, 3891, 2251, 3526, 1064, 596, 30, 53, NA, 97124,  6*
51, 55.0, 187474, 71266, 10758, 11340, 5940, 7172, 6780, 2354, 40, 47, NA, 303084,  6*
52, 55.9, 32140, 100930, 17191, 10907, 7670, 11346, 4394, 6350, 16, 41, NA, 190928,  6*
53, 57.0, 36504, 7240, 2184, 1537, 896, 594, 470, 505, 21, 38, NA, 49930,  6*
54, 58.0, 293094, 48236, 4784, 4113, 3173, 4075, 1807, 711, 16, 23, NA, 359993,  6*
55, 59.0, 88133, 12593, 5035, 825, 1227, 529, 393, 169, 3, 27, NA, 108904,  6*
56, 60.0, 93572, 32259, 32718, 750, 14601, 13315, 3251, 3371, 16, 40, NA, 193837,  6*
57, 61.0, 15283, 8943, 4163, 1669, 1137, 2186, 853, 766, 30, 41, NA, 35000,  6*
58, 62.0, 97292, 21597, 1608, 6380, 1380, 2586, 932, 592, 35, 51, NA, 132367,  6*
59, 63.0, 28903, 13542, 2434, 3802, 3071, 2255, 1581, 667, 56, 48, NA, 56255,  6*
60, 63.9, 90169, 76823, 10028, 8085, 36318, 15312, 4675, 3629, 53, 29, NA, 245039,  6*
61, 64.9, 19454, 12901, 4758, 3334, 3905, 2611, 1066, 1014, 51, 27, NA, 49043,  6*
62, 66.0, 764868, 197768, 25232, 41111, 17513, 6980, 7360, 7122, 35, 27, NA, 1067954,  6*
63, 67.0, 10609, 26134, 12807, 12122, 4423, 3660, 2007, 195, 29, 38, NA, 71957,  6*
64, 68.0, 1343045, 109746, 50604, 30001, 20743, 32243, 5798, 2764, 30, 54, NA, 1594944,  6*
65, 69.0, 134054, 5856, 701, 700, 635, 593, 262, 159, 26, 44, NA, 142960,  6*
66, 70.0, 120603, 51096, 19178, 10575, 13442, 8397, 1751, 1631, 48, 48, NA, 226673,  6*
67, 71.0, 9178, 2393, 2535, 2436, 830, 1219, 739, 426, 60, 53, NA, 19756,  6*
68, 72.0, 71746, 36958, 4708, 5396, 2210, 1819, 859, 451, 38, 43, NA, 124147,  6*
69, 73.0, 18848, 2244, 580, 958, 596, 1182, 875, 1396, 57, 51, NA, 26679,  6*
70, 74.0, 32393, 15362, 3464, 6640, 4473, 2656, 3272, 1054, 56, 53, NA, 69314,  6*
71, 75.0, 105500, 5379, 1926, 2242, 683, 333, 138, 106, 35, 47, NA, 116307,  6*
72, 75.9, 9390, 26040, 19236, 22308, 3939, 8057, 3605, 6540, 50, 66, NA, 99115,  6*
73, 77.0, 218541, 60618, 21935, 12996, 12537, 7805, 6424, 4488, 30, 67, NA, 345344,  6*
74, 77.9, 21623, 6250, 3163, 1452, 2542, 2197, 1809, 760, 41, 67, NA, 39796,  6*
75, 79.0, 380646, 124953, 6020, 8349, 25450, 10796, 10387, 3753, 51, 43, NA, 570354,  6*
76, 79.9, 11200, 1894, 2306, 658, 1724, 846, 815, 432, 57, 38, NA, 19875,  6*
77, 80.9, 79081, 4359, 14485, 3770, 6033, 2193, 838, 255, 60, 51, NA, 111014,  6*
78, 81.9, 76315, 17511, 7556, 1785, 2436, 2139, 2050, 346, 47, 51, NA, 110138,  6*
79, 82.9, 38551, 21174, 5087, 1568, 6303, 4342, 1640, 1652, 56, 60, NA, 80317,  6*
80, 83.9, 52443, 6525, 1242, 1020, 1397, 762, 524, 377, 47, 48, NA, 64290,  6*
81, 85.0, 824412, 144567, 4722, 61800, 16687, 22538, 5767, 3624, 48, 30, NA, 1084117,  6*
82, 86.0, 21907, 32089, 20014, 2580, 11148, 7915, 4912, 4020, 56, 30, NA, 104585,  6*
83, 86.9, 2796, 6594, 1271, 341, 2379, 663, 1640, 496, 47, 29, NA, 16180,  6*
84, 87.9, 25994, 35923, 19059, 7328, 4312, 2917, 535, 1183, 37, 41, NA, 97251,  6*
85, 88.9, 3707, 3301, 7399, 1414, 954, 2416, 567, 842, 47, 56, NA, 20600,  6*
86, 89.9, 14974, 1764, 1367, 1905, 2545, 2182, 1038, 595, 61, 57, NA, 26370,  6*
87, 90.9, 36645, 24891, 5158, 1092, 3383, 2534, 1116, 706, 61, 60, NA, 75525,  6*
88, 91.9, 126956, 28049, 8627, 5301, 6352, 3297, 3063, 1025, 69, 53, NA, 182670,  6*
89, 93.0, 1505, 13789, 9590, 2508, 4197, 3666, 1540, 787, 64, 41, NA, 37582,  6*
90, 93.9, 81665, 73607, 2263, 3016, 5796, 6194, 1965, 667, 40, 17, NA, 175173,  6*
91, 94.9, 3686, 6697, 729, 2857, 3170, 2357, 2033, 977, 56, 27, NA, 22506,  6*
92, 95.9, 238145, 24640, 15936, 29519, 8338, 10813, 5562, 2715, 64, 43, NA, 335668,  6*
93, 97.0, 4092, 3257, 1368, 4852, 2669, 2772, 1303, 778, 75, 48, NA, 21091,  6*
94, 98.0, 28191, 15529, 7618, 2153, 8290, 1805, 366, 1209, 74, 69, NA, 65161,  6*
95, 98.9, 563627, 63536, 20811, 22441, 9776, 8817, 3178, 6081, 57, 77, NA, 698267,  6*
96, 100.0, 22123, 6451, 2894, 3308, 4796, 1533, 1681, 354, 54, 66, NA, 43140,  6*
97, 101.0, 124382, 1363, 706, 2126, 1309, 1660, 1088, 1216, 57, 64, NA, 133850,  6*
98, 101.9, 50528, 15006, 4962, 1334, 2332, 802, 256, 149, 48, 64, NA, 75369,  6*
99, 102.9, 3831, 2892, 2113, 2233, 2522, 2404, 1882, 730, 67, 64, NA, 18607,  6*
100, 104.0, 239420, 67650, 16403, 9192, 11005, 7219, 1449, 834, 63, 60, NA, 353172,  6*
101, 104.9, 13563, 11655, 2811, 2026, 5393, 1287, 1785, 597, 41, 48, NA, 39117,  6*
102, 105.9, 18460, 14742, 4625, 3169, 4335, 1228, 966, 652, 47, 51, NA, 48177,  6*
103, 106.9, 2355, 5754, 9249, 7165, 1453, 2718, 1666, 782, 34, 64, NA, 31142,  6*
104, 107.9, 48882, 5761, 729, 2330, 3455, 1243, 1233, 359, 40, 64, NA, 63992,  6*
105, 109.0, 7833, 2514, 2043, 2119, 2487, 1896, 1330, 1037, 57, 75, NA, 21259,  6*
106, 109.9, 10732, 8169, 3458, 6883, 3187, 4091, 745, 1388, 78, 80, NA, 38653,  6*
107, 111.0, 8786, 19967, 8380, 2770, 2693, 3227, 1694, 652, 75, 61, NA, 48169,  6*
108, 111.9, 79669, 25649, 4552, 10426, 9148, 2125, 1231, 676, 61, 66, NA, 133476,  6*
109, 112.9, 202324, 26549, 2695, 2395, 4105, 2244, 902, 416, 43, 48, NA, 241630,  6*
110, 113.9, 2071, 2264, 282, 1258, 1829, 878, 877, 856, 43, 40, NA, 10315,  6*
111, 115.0, 109914, 21009, 5917, 6831, 5577, 1692, 1393, 1480, 34, 40, NA, 153813,  6*
112, 115.9, 18876, 13895, 5060, 2835, 5503, 2212, 709, 352, 43, 40, NA, 49442,  6*
113, 117.0, 1947, 8884, 1138, 2288, 1666, 1732, 1158, 487, 51, 50, NA, 19300,  6*
114, 118.0, 100448, 3163, 13447, 5707, 3953, 5232, 1744, 758, 53, 67, NA, 134452,  6*
115, 119.0, 5906, 4720, 10580, 3196, 1681, 1871, 1221, 327, 63, 83, NA, 29502,  6*
116, 119.9, 2531, 2856, 1772, 3237, 2377, 2094, 1808, 863, 77, 90, NA, 17538,  6*
117, 120.9, 121288, 13296, 4186, 3875, 2492, 2785, 2070, 628, 75, 93, NA, 150620,  6*
118, 122.0, 17569, 8664, 1761, 1199, 3237, 2542, 3226, 343, 74, 67, NA, 38541,  6*
119, 122.9, 6621, 4089, 2126, 3433, 947, 1423, 1145, 532, 78, 61, NA, 20316,  6*
120, 123.9, 62732, 4144, 15481, 3921, 4791, 5733, 982, 766, 78, 69, NA, 98550,  6*
121, 125.0, 595250, 39898, 7617, 11921, 6126, 2597, 728, 1680, 63, 69, NA, 665817,  6*
122, 125.9, 2861, 8402, 1447, 1189, 1727, 4014, 1433, 573, 70, 69, NA, 21646,  6*
123, 126.9, 108577, 14222, 12260, 11733, 4905, 3162, 1208, 365, 63, 74, NA, 156432,  6*
124, 127.9, 4540, 2564, 290, 2014, 3051, 944, 804, 574, 60, 57, NA, 14781,  6*
125, 129.0, 20489, 15792, 3807, 3389, 8208, 3984, 1236, 513, 80, 53, NA, 57418,  6*
126, 129.9, 13037, 15870, 5230, 5126, 1757, 2338, 1633, 1073, 60, 64, NA, 46064,  6*
127, 130.9, 21188, 31624, 5510, 7314, 6866, 2023, 2140, 1037, 51, 50, NA, 77702,  6*
128, 131.9, 2664151, 318545, 29625, 88450, 69143, 12629, 11652, 5382, 24, 48, NA, 3199577,  6*
129, 133.0, 59226, 4209, 4380, 1708, 270, 671, 297, 184, 10, 64, NA, 70945,  6*
130, 134.0, 47764, 18788, 5825, 5157, 6123, 4537, 1876, 1030, 16, 60, NA, 91100,  6*
131, 134.9, 45101, 63305, 3670, 6690, 6080, 3855, 1007, 730, 17, 50, NA, 130438,  6*
132, 136.0, 639990, 293441, 47489, 14070, 19684, 14249, 10119, 2429, 23, 47, NA, 1041471,  6*
133, 136.9, 726030, 35854, 23863, 29737, 25984, 4918, 7047, 1813, 23, 41, NA, 855246,  6*
134, 137.9, 2234, 2016, 2214, 1443, 5609, 2977, 1835, 590, 38, 41, NA, 18918,  6*
135, 138.9, 69736, 17693, 8631, 7415, 4968, 2420, 3233, 1810, 41, 60, NA, 115906,  6*
136, 141.9, 7107, 6594, 15353, 1954, 6929, 1704, 1775, 1018, 50, 80, NA, 42434,  6*
137, 142.9, 332152, 78159, 10146, 21175, 6877, 2100, 1319, 556, 38, 70, NA, 452484,  6*
138, 143.9, 1566643, 409381, 179532, 47938, 70630, 63393, 10115, 10572, 17, 74, NA, 2358204,  6*
139, 145.9, 169802, 26466, 1039, 3740, 4010, 7230, 679, 683, 35, 53, NA, 213649,  6*
140, 147.0, 905525, 257112, 69382, 51703, 13805, 23243, 6240, 3366, 35, 40, NA, 1330376,  6*
141, 147.9, 309368, 103854, 6565, 7854, 7526, 8811, 3874, 748, 51, 26, NA, 448600,  6*
142, 149.0, 1066687, 171075, 8859, 6537, 31944, 17748, 4261, 858, 51, 8, NA, 1307969,  6*
143, 154.0, 27882, 11807, 5173, 2788, 2500, 949, 117, 58, 29, 24, NA, 51274,  6*
144, 154.9, 2108221, 142366, 70853, 30354, 68708, 72184, 37985, 4363, 51, 23, NA, 2535034,  6*
