obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 3.9, 486369, 147290, 36455, 75527, 32685, 21227, 23830, 35104, NA, NA, NA, 858487,  X*
2, 4.9, 1177964, 89683, 22172, 36415, 35864, 30472, 25020, 3295, NA, NA, NA, 1420885,  X*
3, 5.9, 105526, 22734, 3552, 2624, 3075, 1770, 7056, 3983, NA, NA, NA, 150320,  X*
4, 6.9, 5107, 6133, 1853, 2720, 1695, 5221, 9642, 5537, 53, 41, NA, 37908,  X*
5, 7.9, 237804, 30174, 30749, 39051, 24647, 49002, 12444, 10809, 66, 61, NA, 434680,  X*
6, 8.9, 125605, 64977, 5875, 2119, 11310, 6251, 6756, 1076, 61, 43, NA, 223969,  X*
7, 9.9, 51544, 59448, 9544, 4111, 8297, 8546, 2251, 1586, 61, 37, NA, 145327,  X*
8, 10.9, 76985, 115391, 16822, 7819, 17609, 1713, 3167, 1583, 29, 27, NA, 241089,  X*
9, 11.9, 12042, 8811, 3870, 5685, 4314, 4144, 3112, 2201, 24, 24, NA, 44179,  X*
10, 12.9, 19229, 8250, 6845, 336, 1504, 2962, 2150, 1111, 35, 61, NA, 42387,  X*
11, 13.9, 56091, 8813, 2103, 3419, 7518, 4925, 2348, 1816, 47, 67, NA, 87033,  X*
12, 14.9, 4291, 26558, 4863, 4855, 2714, 5215, 3889, 1434, 67, 77, NA, 53819,  X*
13, 15.9, 92999, 12819, 6581, 3347, 8282, 4900, 1537, 3004, 66, 69, NA, 133469,  X*
14, 16.9, 839248, 46185, 17501, 25425, 8243, 8509, 19528, 5275, 63, 70, NA, 969914,  X*
15, 17.9, 141509, 36291, 11880, 6658, 6113, 5503, 2178, 1916, 51, 81, NA, 212048,  X*
16, 18.9, 114915, 34646, 23487, 8619, 6235, 4541, 3007, 755, 43, 100, NA, 196205,  X*
17, 19.9, 117782, 32135, 6502, 2070, 2842, 716, 601, 321, 21, 91, NA, 162969,  X*
18, 20.9, 129705, 90738, 12805, 6166, 2128, 2179, 3383, 949, 7, 67, NA, 248053,  X*
19, 21.9, 184343, 40366, 7310, 5969, 13807, 3742, 2582, 1148, 4, 54, NA, 259267,  X*
20, 22.9, 13556, 13166, 1585, 3217, 2892, 5219, 2121, 1424, 17, 34, NA, 43180,  X*
21, 23.9, 124065, 9143, 2909, 292, 2622, 1574, 338, 332, 35, 30, NA, 141275,  X*
22, 24.9, 9288, 14357, 1143, 4818, 3207, 2963, 2860, 2256, 53, 37, NA, 40892,  X*
23, 25.9, 86745, 9960, 2763, 1050, 3371, 1320, 619, 301, 54, 40, NA, 106129,  X*
24, 26.9, 7028, 2272, 1555, 1356, 2820, 2214, 1837, 1672, 57, 50, NA, 20754,  X*
25, 27.9, 74587, 6421, 841, 4195, 6384, 1422, 314, 338, 57, 57, NA, 94502,  X*
26, 28.9, 1538764, 121199, 32860, 10161, 12752, 9814, 2391, 1213, 50, 60, NA, 1729154,  X*
27, 30.0, 216702, 48552, 24276, 13187, 9881, 5388, 2438, 1124, 47, 78, NA, 321548,  X*
28, 30.9, 275248, 62263, 76505, 66416, 45473, 27554, 13620, 1657, 37, 91, NA, 568736,  X*
29, 31.9, 58171, 12465, 10447, 2065, 3165, 1443, 790, 1093, 29, 100, NA, 89639,  X*
30, 32.9, 23382, 4426, 1968, 5012, 3786, 4180, 436, 1215, 47, 100, NA, 44405,  X*
31, 33.9, 235474, 26343, 10754, 3774, 7416, 3390, 908, 779, 50, 100, NA, 288838,  X*
32, 34.9, 3078, 5041, 5484, 2361, 1146, 2710, 1886, 1027, 53, 100, NA, 22733,  X*
33, 35.9, 298025, 46805, 15024, 13541, 7559, 6545, 1732, 889, 56, 93, NA, 390120,  X*
34, 36.9, 32212, 7043, 1747, 5959, 1592, 5520, 914, 627, 54, 94, NA, 55614,  X*
35, 37.9, 94976, 40652, 14417, 1395, 1742, 1016, 753, 166, 41, 94, NA, 155117,  X*
