ID,MEDIA_NAME,USER_ANSWER,CORRECT_ANSWER
1,NewMedia9,b,b
2,NewMedia14,d,a
3,NewMedia6,a,a
4,NewMedia18,a,a
5,NewMedia13,d,d
6,NewMedia15,c,c
7,NewMedia10,a,d
8,NewMedia22,d,d
9,NewMedia21,b,b
10,NewMedia23,c,d
11,NewMedia7,b,b
12,NewMedia1,a,b
13,NewMedia11,b,b
14,NewMedia24,b,b
15,NewMedia5,b,b
16,NewMedia3,b,a
17,NewMedia16,b,b
18,NewMedia8,c,c
19,NewMedia19,b,b
20,NewMedia20,b,c
21,NewMedia17,b,b
22,NewMedia2,b,a
23,NewMedia12,d,d
24,NewMedia4,a,a
