ID,MEDIA_NAME,USER_ANSWER,CORRECT_ANSWER
1,NewMedia13,d,d
2,NewMedia4,c,a
3,NewMedia3,a,a
4,NewMedia9,a,b
5,NewMedia11,b,b
6,NewMedia6,a,a
7,NewMedia1,a,b
8,NewMedia10,b,d
9,NewMedia2,a,a
10,NewMedia24,b,b
11,NewMedia16,b,b
12,NewMedia8,c,c
13,NewMedia14,a,a
14,NewMedia19,b,b
15,NewMedia12,d,d
16,NewMedia15,a,c
17,NewMedia17,b,b
18,NewMedia22,d,d
19,NewMedia7,b,b
20,NewMedia5,b,b
21,NewMedia20,c,c
22,NewMedia21,b,b
23,NewMedia18,c,a
24,NewMedia23,c,d
