ID,MEDIA_NAME,USER_ANSWER,CORRECT_ANSWER
1,NewMedia6,b,b
2,NewMedia14,c,b
3,NewMedia12,c,a
4,NewMedia3,a,a
5,NewMedia10,b,c
6,NewMedia5,b,c
7,NewMedia13,c,c
8,NewMedia2,b,b
9,NewMedia15,a,d
10,NewMedia4,c,a
11,NewMedia11,b,b
12,NewMedia8,d,b
13,NewMedia7,a,d
14,NewMedia16,b,b
15,NewMedia9,a,a
16,NewMedia1,a,b
