ID,MEDIA_NAME,USER_ANSWER,CORRECT_ANSWER
1,NewMedia19,b,b
2,NewMedia10,c,d
3,NewMedia15,a,c
4,NewMedia21,b,b
5,NewMedia9,b,b
6,NewMedia16,b,b
7,NewMedia20,a,c
8,NewMedia4,a,a
9,NewMedia24,b,b
10,NewMedia1,a,b
11,NewMedia18,b,a
12,NewMedia3,a,a
13,NewMedia13,d,d
14,NewMedia14,a,a
15,NewMedia22,d,d
16,NewMedia12,d,d
17,NewMedia11,b,b
18,NewMedia17,b,b
19,NewMedia6,b,a
20,NewMedia8,a,c
21,NewMedia5,c,b
22,NewMedia23,d,d
23,NewMedia2,b,a
24,NewMedia7,b,b
