ID,MEDIA_NAME,USER_ANSWER,CORRECT_ANSWER
1,NewMedia16,b,b
2,NewMedia14,d,a
3,NewMedia24,b,b
4,NewMedia5,b,b
5,NewMedia4,a,a
6,NewMedia11,b,b
7,NewMedia19,b,b
8,NewMedia3,a,a
9,NewMedia1,b,b
10,NewMedia7,b,b
11,NewMedia9,b,b
12,NewMedia20,c,c
13,NewMedia21,b,b
14,NewMedia22,d,d
15,NewMedia8,b,c
16,NewMedia13,d,d
17,NewMedia15,c,c
18,NewMedia10,a,d
19,NewMedia2,a,a
20,NewMedia23,d,d
21,NewMedia17,b,b
22,NewMedia18,a,a
23,NewMedia12,d,d
24,NewMedia6,a,a
