ID,MEDIA_NAME,USER_ANSWER,CORRECT_ANSWER
1,NewMedia5,b,b
2,NewMedia11,c,b
3,NewMedia17,b,b
4,NewMedia20,c,c
5,NewMedia7,a,b
6,NewMedia19,a,b
7,NewMedia12,d,d
8,NewMedia16,b,b
9,NewMedia21,a,b
10,NewMedia13,d,d
11,NewMedia9,b,b
12,NewMedia14,b,a
13,NewMedia6,b,a
14,NewMedia8,d,c
15,NewMedia23,c,d
16,NewMedia4,b,a
17,NewMedia15,a,c
18,NewMedia3,b,a
19,NewMedia2,b,a
20,NewMedia10,a,d
21,NewMedia18,b,a
22,NewMedia22,a,d
23,NewMedia1,b,b
24,NewMedia24,b,b
