ID,MEDIA_NAME,USER_ANSWER,CORRECT_ANSWER
1,NewMedia10,a,d
2,NewMedia12,d,d
3,NewMedia16,b,b
4,NewMedia18,b,a
5,NewMedia14,a,a
6,NewMedia7,d,b
7,NewMedia11,b,b
8,NewMedia13,d,d
9,NewMedia24,b,b
10,NewMedia19,a,b
11,NewMedia17,a,b
12,NewMedia21,b,b
13,NewMedia1,a,b
14,NewMedia4,b,a
15,NewMedia8,b,c
16,NewMedia5,b,b
17,NewMedia6,b,a
18,NewMedia20,a,c
19,NewMedia9,b,b
20,NewMedia22,a,d
21,NewMedia15,c,c
22,NewMedia2,b,a
23,NewMedia3,a,a
24,NewMedia23,d,d
