ID,MEDIA_NAME,USER_ANSWER,CORRECT_ANSWER
1,NewMedia17,b,b
2,NewMedia20,c,c
3,NewMedia7,d,b
4,NewMedia10,a,d
5,NewMedia8,b,c
6,NewMedia5,c,b
7,NewMedia2,a,a
8,NewMedia16,b,b
9,NewMedia22,d,d
10,NewMedia13,d,d
11,NewMedia6,a,a
12,NewMedia12,d,d
13,NewMedia4,a,a
14,NewMedia24,b,b
15,NewMedia18,a,a
16,NewMedia9,d,b
17,NewMedia19,a,b
18,NewMedia3,a,a
19,NewMedia14,c,a
20,NewMedia15,c,c
21,NewMedia11,d,b
22,NewMedia21,b,b
23,NewMedia1,a,b
24,NewMedia23,d,d
