ID,MEDIA_NAME,USER_ANSWER,CORRECT_ANSWER
1,NewMedia22,d,d
2,NewMedia14,a,a
3,NewMedia5,b,b
4,NewMedia6,a,a
5,NewMedia7,a,b
6,NewMedia2,a,a
7,NewMedia21,b,b
8,NewMedia24,b,b
9,NewMedia23,c,d
10,NewMedia4,a,a
11,NewMedia20,c,c
12,NewMedia1,b,b
13,NewMedia18,c,a
14,NewMedia10,a,d
15,NewMedia17,a,b
16,NewMedia9,b,b
17,NewMedia15,c,c
18,NewMedia19,b,b
19,NewMedia16,b,b
20,NewMedia12,b,d
21,NewMedia3,a,a
22,NewMedia11,b,b
23,NewMedia8,c,c
24,NewMedia13,b,d
