ID,MEDIA_NAME,USER_ANSWER,CORRECT_ANSWER
1,NewMedia18,c,a
2,NewMedia3,b,a
3,NewMedia4,a,a
4,NewMedia5,b,b
5,NewMedia7,m,b
6,NewMedia9,c,b
7,NewMedia22,a,d
8,NewMedia17,b,b
9,NewMedia6,a,a
10,NewMedia13,d,d
11,NewMedia2,b,a
12,NewMedia10,c,d
13,NewMedia21,b,b
14,NewMedia14,a,a
15,NewMedia23,d,d
16,NewMedia20,c,c
17,NewMedia16,b,b
18,NewMedia19,d,b
19,NewMedia11,b,b
20,NewMedia15,c,c
21,NewMedia12,d,d
22,NewMedia24,b,b
23,NewMedia1,b,b
24,NewMedia8,c,c
