ID,MEDIA_NAME,USER_ANSWER,CORRECT_ANSWER
1,NewMedia16,b,b
2,NewMedia17,b,b
3,NewMedia11,d,b
4,NewMedia13,d,d
5,NewMedia21,d,b
6,NewMedia23,d,d
7,NewMedia8,c,c
8,NewMedia9,a,b
9,NewMedia6,a,a
10,NewMedia22,c,d
11,NewMedia10,b,d
12,NewMedia7,d,b
13,NewMedia12,d,d
14,NewMedia24,b,b
15,NewMedia14,a,a
16,NewMedia20,c,c
17,NewMedia3,b,a
18,NewMedia4,a,a
19,NewMedia1,b,b
20,NewMedia2,a,a
21,NewMedia15,a,c
22,NewMedia18,a,a
23,NewMedia5,b,b
24,NewMedia19,b,b
