ID,MEDIA_NAME,USER_ANSWER,CORRECT_ANSWER
1,NewMedia8,b,c
2,NewMedia15,c,c
3,NewMedia23,d,d
4,NewMedia22,b,d
5,NewMedia2,a,a
6,NewMedia10,b,d
7,NewMedia24,b,b
8,NewMedia6,a,a
9,NewMedia20,c,c
10,NewMedia11,b,b
11,NewMedia9,b,b
12,NewMedia3,a,a
13,NewMedia4,a,a
14,NewMedia1,a,b
15,NewMedia17,b,b
16,NewMedia13,d,d
17,NewMedia7,b,b
18,NewMedia19,b,b
19,NewMedia5,b,b
20,NewMedia21,b,b
21,NewMedia12,d,d
22,NewMedia18,a,a
23,NewMedia16,b,b
24,NewMedia14,a,a
