ID,MEDIA_NAME,USER_ANSWER,CORRECT_ANSWER
1,NewMedia10,a,d
2,NewMedia21,c,b
3,NewMedia24,b,b
4,NewMedia9,b,b
5,NewMedia15,a,c
6,NewMedia20,c,c
7,NewMedia17,b,b
8,NewMedia5,a,b
9,NewMedia16,b,b
10,NewMedia4,a,a
11,NewMedia13,d,d
12,NewMedia7,b,b
13,NewMedia12,d,d
14,NewMedia6,b,a
15,NewMedia8,b,c
16,NewMedia19,b,b
17,NewMedia2,b,a
18,NewMedia18,b,a
19,NewMedia23,d,d
20,NewMedia14,a,a
21,NewMedia1,a,b
22,NewMedia22,d,d
23,NewMedia3,b,a
24,NewMedia11,b,b
