ID,MEDIA_NAME,USER_ANSWER,CORRECT_ANSWER
9,NewMedia11,c,b
9,NewMedia16,b,b
9,NewMedia18,c,a
9,NewMedia6,a,a
9,NewMedia3,b,a
9,NewMedia19,d,b
9,NewMedia5,c,b
9,NewMedia12,c,d
9,NewMedia20,d,c
9,NewMedia7,b,b
9,NewMedia14,b,a
9,NewMedia9,c,b
9,NewMedia22,d,d
9,NewMedia21,b,b
9,NewMedia10,a,d
9,NewMedia4,a,a
9,NewMedia13,d,d
9,NewMedia23,d,d
9,NewMedia1,b,b
9,NewMedia24,a,b
9,NewMedia15,d,c
9,NewMedia2,b,a
9,NewMedia8,a,c
9,NewMedia17,b,b
