time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX
45.0,USER_49,NewMedia4,5407,1591,1876,3220,3882,1349,563,7539,25427,0.35842820000000003
45.9,USER_49,NewMedia4,9234,3062,2526,2419,2829,1515,777,3934,26296,0.32479130136986295
46.9,USER_49,NewMedia4,112743,1866,7023,6772,4141,1906,629,3564,138644,0.585915033557047
48.0,USER_49,NewMedia4,8575,8302,1691,1289,1164,697,611,3257,25586,0.2697345333333333
48.9,USER_49,NewMedia4,2445,246,733,726,1622,1286,1539,5745,14342,0.35662
50.0,USER_49,NewMedia4,6017,861,2891,3080,1626,1029,461,1990,17955,0.3731373825503356
50.9,USER_49,NewMedia4,286061,10246,4586,13299,12106,6414,2045,31822,366579,0.4225561744966443
52.0,USER_49,NewMedia4,8158,3776,430,1569,2088,934,480,2754,20189,0.2827360135135136
52.9,USER_49,NewMedia4,9040,767,768,2529,1590,1587,587,6619,23487,0.2983581879194631
54.0,USER_49,NewMedia4,5846,795,2916,1364,2017,1393,853,6582,21766,0.42396285714285714
54.9,USER_49,NewMedia4,3758,5290,2882,2277,2236,1794,537,9371,28145,0.4398543624161074
55.9,USER_49,NewMedia4,11389,3450,1561,3715,2120,1343,594,7158,31330,0.308275
57.0,USER_49,NewMedia4,2357,2086,7216,1781,2112,2706,870,4729,23857,0.5314342953020134
57.9,USER_49,NewMedia4,7035,2729,2593,3540,2883,1592,748,12396,33516,0.3641676551724138
59.0,USER_49,NewMedia4,6977,2408,5362,5152,1114,743,531,3657,25944,0.27448885906040266
59.9,USER_49,NewMedia4,19760,2106,1898,1402,2683,1715,340,2145,32049,0.31706655405405404
60.9,USER_49,NewMedia4,67708,774,2546,2850,354,341,161,9123,83857,0.5935932214765101
61.9,USER_49,NewMedia4,3743,2523,874,3054,1913,1566,354,4415,18442,0.4013015333333334
62.9,USER_49,NewMedia4,20066,2092,9585,5610,1708,1555,404,18813,59833,0.4233787837837838
63.9,USER_49,NewMedia4,2512,9144,2179,3169,1498,1553,635,19484,40174,0.554905850340136
64.9,USER_49,NewMedia4,9900,1264,721,3038,3590,1801,331,3056,23701,0.4560808108108107
66.0,USER_49,NewMedia4,3845,4236,206,3708,3602,917,1266,7948,25728,0.38596826666666667
66.9,USER_49,NewMedia4,11534,4142,1304,4306,4428,2471,498,13755,42438,0.26310851351351355
67.9,USER_49,NewMedia4,4882,684,13905,792,2448,644,704,8248,32307,0.32171189189189187
68.9,USER_49,NewMedia4,2282,981,2508,1390,1155,1584,633,8496,19029,0.3641000666666667
70.0,USER_49,NewMedia4,34053,11918,2413,2547,1693,2286,454,65925,121289,0.33242972972972973
70.9,USER_49,NewMedia4,61796,12944,3987,2540,9539,5505,601,18093,115005,0.04004469798657718
71.9,USER_49,NewMedia4,1075396,25650,46406,25167,28453,24285,8099,102968,1336424,0.0
73.0,USER_49,NewMedia4,120652,88746,34267,22673,17329,18493,5953,117118,425231,0.0
73.9,USER_49,NewMedia4,838566,838,7029,3948,3551,4975,3916,46137,908960,0.46110818791946306
74.9,USER_49,NewMedia4,15281,783,139,596,710,860,353,4822,23544,0.27998429530201346
75.9,USER_49,NewMedia4,27429,2926,2999,879,2093,2565,1085,5035,45011,0.49073140000000004
77.0,USER_49,NewMedia4,23296,3172,4625,935,1427,1982,1350,4389,41176,0.28944872483221473
77.9,USER_49,NewMedia4,44466,2312,7847,3066,2237,779,598,12397,73702,0.3401445637583892
78.9,USER_49,NewMedia4,32499,2383,1311,4146,1724,989,651,12872,56575,0.42478317567567575
79.9,USER_49,NewMedia4,10018,1917,2871,1822,1205,2095,891,16478,37297,0.48839148648648645
80.9,USER_49,NewMedia4,18231,4871,8356,3040,2911,1397,703,7302,46811,0.6066982432432432
81.9,USER_49,NewMedia4,7334,2832,1967,2266,1388,4092,556,9637,30072,0.4058737583892617
82.9,USER_49,NewMedia4,105182,643,3851,1600,2609,1199,384,29553,145021,0.5382625675675675
84.0,USER_49,NewMedia4,23026,712,2770,1268,1073,1179,558,8910,39496,0.49414912751677853
84.9,USER_49,NewMedia4,98188,3403,4604,2401,846,2546,1414,27343,140745,0.184913355704698
85.9,USER_49,NewMedia4,4080,2318,1913,926,2131,745,393,6948,19454,0.6593096666666668
86.9,USER_49,NewMedia4,249341,6618,3097,6247,11314,6531,1847,5753,290748,0.6630430872483222
88.0,USER_49,NewMedia23,747882,45174,37282,14424,42161,25904,7951,463509,1384287,0.2932596
89.0,USER_49,NewMedia23,7822,3628,1300,1291,3365,861,726,15187,34180,0.47740006711409394
89.9,USER_49,NewMedia23,12175,4273,1386,1951,2022,1445,543,3393,27188,0.21711865771812078
91.0,USER_49,NewMedia23,25398,12606,27760,6466,17766,2123,802,38261,131182,0.3936762
91.9,USER_49,NewMedia23,565964,11406,4227,4260,4892,1662,1109,43325,636845,0.5461990540540541
92.9,USER_49,NewMedia23,34102,16947,7936,9153,5738,10181,6164,69510,159731,0.5437610738255033
93.9,USER_49,NewMedia23,37521,12834,7450,12272,3409,1552,3564,28099,106701,0.24207574324324324
95.0,USER_49,NewMedia23,110286,8884,1622,4081,2346,3081,1024,53377,184701,0.34996
95.9,USER_49,NewMedia23,882550,8264,3077,5281,2187,2017,841,8338,912555,0.3745389189189189
96.9,USER_49,NewMedia23,676352,22190,74813,15621,37464,18035,3785,60385,908645,0.7486992567567567
98.0,USER_49,NewMedia23,1324447,57204,73152,25954,19114,26505,9741,211178,1747295,0.17410687074829934
98.9,USER_49,NewMedia23,2439,4307,4529,2800,2583,1693,1380,14044,33775,0.4149644897959184
99.9,USER_49,NewMedia23,18374,521,2980,5449,7469,4544,897,11362,51596,0.6553528571428572
100.9,USER_49,NewMedia23,287105,6214,3047,1131,3728,1805,1673,18395,323098,0.597066891891892
102.0,USER_49,NewMedia23,14920,14994,3270,3643,2594,2677,858,11333,54289,0.2186742953020135
102.9,USER_49,NewMedia23,1086734,34805,88008,54759,30942,33716,12875,94669,1436508,0.3073236054421769
103.9,USER_49,NewMedia23,509117,40412,24069,45640,18121,11759,2514,90612,742244,0.4869383561643837
105.0,USER_49,NewMedia23,3771,1714,1127,1978,1483,2907,901,9685,23566,0.681411156462585
105.9,USER_49,NewMedia23,10833,3443,1156,3322,1876,1662,1164,4100,27556,0.5150844520547946
106.9,USER_49,NewMedia23,1526,10883,2158,3769,3123,1019,506,10483,33467,0.2307581879194631
107.9,USER_49,NewMedia23,9616,2656,2323,1813,1519,1054,624,7562,27167,0.4037726
109.0,USER_49,NewMedia23,6506,4807,542,3408,2023,640,250,8934,27110,0.641213355704698
109.9,USER_49,NewMedia23,4343,888,2052,1175,1378,1775,901,1839,14351,0.4789890604026846
110.9,USER_49,NewMedia23,6768,977,2640,4109,1355,1941,582,14518,32890,0.36162398648648647
111.9,USER_49,NewMedia23,6103,2252,6244,5126,1695,2603,550,7666,32239,0.6160799333333333
113.0,USER_49,NewMedia23,20396,845,2414,2492,2312,1571,597,12936,43563,0.47530939597315436
113.9,USER_49,NewMedia23,205365,2636,2399,2563,1593,852,428,32401,248237,0.22883905405405403
114.9,USER_49,NewMedia23,10694,4357,1802,2571,1488,1308,163,2780,25163,0.24834119999999998
115.9,USER_49,NewMedia23,20072,1022,1482,1563,922,374,772,5321,31528,0.4721671140939598
116.9,USER_49,NewMedia23,5895,6690,2707,1432,1272,526,1394,7713,27629,0.6814943243243243
118.0,USER_49,NewMedia23,6786,724,2129,1731,2608,1026,603,2373,17980,0.3647518243243243
118.9,USER_49,NewMedia23,9593,2482,978,2999,1404,494,1728,7625,27303,0.25341839999999993
120.0,USER_49,NewMedia23,5634,877,709,1164,3226,1113,986,4847,18556,0.42424275167785236
121.0,USER_49,NewMedia23,7881,1510,6941,956,1035,703,1109,8747,28882,0.688198255033557
121.9,USER_49,NewMedia23,6566,308,1178,1249,5499,939,276,15444,31459,0.6290653333333333
122.9,USER_49,NewMedia23,63526,2818,1148,1317,1328,286,153,10993,81569,0.18963101351351352
123.9,USER_49,NewMedia23,16450,6162,4134,3131,2102,1876,656,27934,62445,0.20532557046979866
124.9,USER_49,NewMedia23,728027,87797,158109,40997,91563,66498,19053,844609,2036653,0.4890179865771812
125.9,USER_49,NewMedia23,46381,33840,4171,8768,6818,7641,1522,23364,132505,0.49342859060402683
127.0,USER_49,NewMedia23,8058,3545,2364,1349,1401,806,459,3021,21003,0.36750251700680275
127.9,USER_49,NewMedia23,8728,14035,3588,3640,893,2726,521,10445,44576,0.5498462416107383
128.9,USER_49,NewMedia23,37858,6329,6703,5783,1222,1881,1119,24313,85208,0.7387693333333334
129.9,USER_49,NewMedia23,2250,2055,3790,5842,954,2000,568,7036,24495,0.26904682432432436
131.0,USER_49,NewMedia23,7383,4703,1316,2472,862,1204,621,5720,24281,0.24678412162162164
131.9,USER_49,NewMedia23,3335,231,1761,1445,1648,1445,526,4262,14653,0.44211657718120806
132.9,USER_49,NewMedia23,10404,277,1617,1402,1047,657,454,14550,30408,0.6488239597315437
134.0,USER_49,NewMedia23,34362,1206,6184,5756,2053,2381,456,40353,92751,0.8170468456375839
134.9,USER_49,NewMedia23,134992,6614,4100,7110,3099,1846,976,74719,233456,0.3656173825503356
135.9,USER_49,NewMedia23,6131,1962,2270,1400,2888,339,265,3089,18344,0.2956830201342282
137.0,USER_49,NewMedia23,4687,3453,2064,1224,1480,1075,708,4920,19611,0.6857958389261746
138.0,USER_49,NewMedia23,11612,3094,1888,1108,1514,1131,297,10230,30874,0.5698828859060403
138.9,USER_49,NewMedia23,2269,2259,5681,980,2185,1179,442,8755,23750,0.22629146666666666
139.9,USER_49,NewMedia23,6196,2727,3733,1242,2820,1380,360,7698,26156,0.4344496644295302
140.9,USER_49,NewMedia23,8627,5714,2457,1855,3201,683,671,5074,28282,0.7116185234899329
141.9,USER_49,NewMedia23,766,861,2899,2915,1385,1334,635,5860,16655,0.46665657718120807
142.9,USER_49,NewMedia23,83800,3217,7058,2258,2866,972,609,17121,117901,0.09492832214765101
144.0,USER_49,NewMedia23,26196,7745,2484,1444,1288,811,445,4837,45250,0.23481711409395972
145.0,USER_49,NewMedia23,50355,4815,3080,2219,2034,836,505,33249,97093,0.4353935570469799
145.9,USER_49,NewMedia23,192,1299,1143,2598,1357,790,681,3620,11680,0.6309114864864864
146.9,USER_49,NewMedia23,17411,823,676,1091,922,666,451,2805,24845,0.543426891891892
147.9,USER_49,NewMedia23,3931,1648,780,3595,1242,624,700,3476,15996,0.7587020270270269
148.9,USER_49,NewMedia23,57406,1901,4266,3166,3260,864,544,10838,82245,0.4093528859060403
149.9,USER_49,NewMedia23,1693,4854,1786,2340,2232,2140,548,5210,20803,0.5046304697986578
150.9,USER_49,NewMedia23,3168,336,1062,1941,1460,713,322,9110,18112,0.5548919594594595
152.0,USER_49,NewMedia23,1791,1198,4819,3624,2661,1549,742,8112,24496,0.198921610738255
153.0,USER_49,NewMedia23,9613,1939,1245,2019,1338,840,351,4353,21698,0.19505113333333335
153.9,USER_49,NewMedia23,101816,3699,4076,966,1078,2341,292,6161,120429,0.37991885906040274
154.9,USER_49,NewMedia23,155757,11690,2004,3428,1405,611,561,10396,185852,0.7090942953020134
156.0,USER_49,NewMedia23,5512,1241,4051,1893,2461,845,343,9003,25349,0.23470691275167782
156.9,USER_49,NewMedia23,1194,1644,1377,4308,2024,720,397,13265,24929,0.42333409395973154
157.9,USER_49,NewMedia23,9537,6198,7069,1919,4705,1820,689,15742,47679,0.5810526174496644
159.0,USER_49,NewMedia23,21382,993,1425,2409,1487,1610,169,5761,35236,0.711451677852349
159.9,USER_49,NewMedia23,2909,2100,2011,472,2100,1207,1085,4704,16588,0.6622982666666667
160.9,USER_49,NewMedia23,50600,1769,327,2419,560,195,167,15699,71736,0.15648872483221477
161.9,USER_49,NewMedia23,6445,2665,1165,2590,1846,564,493,6365,22133,0.32266442953020136
163.0,USER_49,NewMedia23,4760,2443,2720,2296,2084,1085,792,2654,18834,0.5696941333333334
163.9,USER_49,NewMedia23,11092,2804,1998,1626,1216,621,1729,1816,22902,0.7035422818791947
164.9,USER_49,NewMedia23,4953,16318,2189,2487,2248,1687,290,7038,37210,0.5904613513513514
165.9,USER_49,NewMedia23,35182,23100,2104,3146,2817,1158,2388,31035,100930,0.40936628378378376
166.9,USER_49,NewMedia23,21893,4309,1660,3046,1021,580,233,4633,37375,0.6523077333333334
167.9,USER_49,NewMedia23,2725,4944,705,1006,977,953,292,2699,14301,0.30072060810810813
169.0,USER_49,NewMedia23,4616,1782,1472,1242,1415,3215,371,8384,22497,0.2999197986577181
170.0,USER_49,NewMedia23,52601,924,1193,4391,2195,1296,685,21508,84793,0.46293026666666665
170.9,USER_49,NewMedia23,5459,3729,1055,1965,1808,1865,790,9807,26478,0.6804741610738254
171.9,USER_49,NewMedia23,5802,2860,6348,2450,2083,914,324,1309,22090,0.8085777181208054
172.9,USER_49,NewMedia23,7347,1991,1723,2664,1719,2668,462,6032,24606,0.7568207382550336
174.0,USER_49,NewMedia23,2512,1571,6868,1249,1292,1781,324,1703,17300,0.47778067114093964
174.9,USER_49,NewMedia23,128120,680,2359,1434,2211,1219,616,7419,144058,0.37455786666666663
177.9,USER_49,NewMedia23,1645,242,594,575,1334,1116,592,1573,7671,0.3136328187919463
178.9,USER_49,NewMedia23,238171,19258,26781,46401,38225,7624,3531,195164,575155,0.8130146621621622
179.9,USER_49,NewMedia23,76003,1192,932,3185,2727,2287,503,4717,91546,0.8807783221476511
181.0,USER_49,NewMedia23,102261,10061,4992,2263,2090,2065,1427,41661,166820,0.7482890666666666
181.9,USER_49,NewMedia23,23018,660,2749,1551,2112,789,1168,16101,48148,0.15830516778523487
182.9,USER_49,NewMedia23,7657,1056,496,1575,815,974,791,7848,21212,0.6827244
183.9,USER_49,NewMedia23,1271689,29479,73674,13369,16868,20528,12132,541780,1979519,0.877983288590604
185.9,USER_49,NewMedia23,86670,2264,10484,2182,3021,2976,1423,24412,133432,0.3295159060402684
186.9,USER_49,NewMedia23,271359,23194,8483,40064,45279,10694,2108,151141,552322,0.4373475167785235
188.0,USER_49,NewMedia23,1173376,96272,72926,89134,56452,7619,5355,91182,1592316,0.190951610738255
188.9,USER_49,NewMedia23,117244,22494,11014,8555,3653,5695,1296,128630,298581,0.6589700000000001
189.9,USER_49,NewMedia6,794588,12495,6070,8264,17788,4587,2990,75317,922099,0.46439195312500003
190.9,USER_49,NewMedia6,1277925,35444,2079,9356,23436,8721,2424,394061,1753446,0.3321335135135135
191.9,USER_49,NewMedia6,5656,7338,2017,3333,2581,1559,1098,4808,28390,0.33738496644295307
192.9,USER_49,NewMedia6,30274,2057,915,3800,1214,3859,727,28029,70875,0.5575536241610738
193.9,USER_49,NewMedia6,300898,27043,18955,7035,7906,8542,3714,52493,426586,0.3393760402684564
195.0,USER_49,NewMedia6,183626,48680,7990,5708,9312,16393,8252,171929,451890,0.2323687919463087
195.9,USER_49,NewMedia6,69598,3010,3076,1088,2058,1252,1020,6230,87332,0.43905286666666654
196.9,USER_49,NewMedia6,2060,5478,1826,1613,1249,868,512,2200,15806,0.538772013422819
197.9,USER_49,NewMedia6,110658,1369,1767,1183,684,488,87,16055,132291,0.7586652348993289
199.0,USER_49,NewMedia6,13686,3419,2761,1877,1309,892,715,1788,26447,0.4292793288590604
199.9,USER_49,NewMedia6,15533,6029,1431,1598,877,522,1024,9674,36688,0.20114362416107384
201.0,USER_49,NewMedia6,6601,584,1261,1749,1238,1098,376,1447,14354,0.3016002684563758
201.9,USER_49,NewMedia6,2836,3743,2163,1303,999,814,379,1922,14159,0.24789147651006713
202.9,USER_49,NewMedia6,5315,7866,7306,2281,1488,874,639,9565,35334,0.41399167785234897
203.9,USER_49,NewMedia6,3682,1308,1110,1664,1352,816,184,3301,13417,0.2681928187919463
204.9,USER_49,NewMedia6,8076,3363,4135,1739,2286,880,1022,10668,32169,0.4874395302013423
206.0,USER_49,NewMedia6,6518,782,2430,2299,1271,2262,620,1347,17529,0.27574892617449664
206.9,USER_49,NewMedia6,5312,1824,721,571,1278,933,142,3223,14004,0.4802560135135135
207.9,USER_49,NewMedia6,2473,2732,1250,1861,1614,1563,683,878,13054,0.2129889189189189
208.9,USER_49,NewMedia6,8379,451,2876,3598,1142,1788,455,4256,22945,0.2129147972972973
209.9,USER_49,NewMedia6,4614,1070,203,865,1851,690,1013,7801,18107,0.3427552
210.9,USER_49,NewMedia6,1420,1096,3988,2843,1529,958,546,3703,16083,0.37829449664429526
211.9,USER_49,NewMedia6,1877,1355,2808,1579,2717,1018,847,5266,17467,0.28883416107382553
213.0,USER_49,NewMedia6,1601,757,912,595,3130,780,1737,1491,11003,0.6229308053691276
213.9,USER_49,NewMedia6,4969,2303,3735,867,1924,308,842,7080,22028,0.32486993333333336
214.9,USER_49,NewMedia6,7522,1581,3187,781,767,634,358,1493,16323,0.26219716216216216
215.9,USER_49,NewMedia6,3502,4693,5156,1517,1617,761,1084,4398,22728,0.19877624161073826
217.0,USER_49,NewMedia6,5011,2579,2033,3053,942,532,477,4028,18655,0.19991456375838926
217.9,USER_49,NewMedia6,2903,2942,3654,1817,1158,1029,691,1414,15608,0.28986758389261746
218.9,USER_49,NewMedia6,27104,9697,2210,7397,2068,2088,620,29477,80661,0.34149993243243243
220.0,USER_49,NewMedia6,164614,1472,1464,1042,1341,883,201,12082,183099,0.3520514765100671
220.9,USER_49,NewMedia6,120798,29121,84477,35001,61730,13408,1056,118626,464217,0.2158071812080537
221.9,USER_49,NewMedia6,619884,140944,112073,35775,53980,41488,16383,513162,1533689,0.36205899328859054
222.9,USER_49,NewMedia6,838674,8684,40768,14834,6294,11157,13048,264358,1197817,0.2736714093959732
224.0,USER_49,NewMedia6,96954,13769,5521,5020,2001,2213,984,39440,165902,0.6029161744966443
224.9,USER_49,NewMedia6,222741,4869,8051,5712,4397,973,1614,54315,302672,0.7496259863945578
225.9,USER_49,NewMedia6,12276,4254,3331,2300,1442,1301,1029,7047,32980,0.24933404109589039
226.9,USER_49,NewMedia6,70479,3426,3115,3555,1901,1188,472,17851,101987,0.38789966442953017
227.9,USER_49,NewMedia6,2588,1954,1559,1701,2414,1581,407,2298,14502,0.3664441610738255
228.9,USER_49,NewMedia6,6444,2023,3123,1292,1234,1298,955,3598,19967,0.3205183892617449
229.9,USER_49,NewMedia6,1885,1825,2563,1883,1200,904,377,4595,15232,0.3601265771812081
231.0,USER_49,NewMedia6,143798,2499,3658,4813,1344,935,410,13403,170860,0.6370874
231.9,USER_49,NewMedia6,1406,1379,1715,796,844,1187,418,2430,10175,0.40489809523809517
233.0,USER_49,NewMedia6,2670,1721,515,2618,1357,1130,407,2648,13066,0.325562925170068
233.9,USER_49,NewMedia6,36197,3542,6757,3897,1257,1570,252,10319,63791,0.25360939189189186
234.9,USER_49,NewMedia6,3048,2397,2638,3973,1475,865,455,8961,23812,0.21777714285714284
235.9,USER_49,NewMedia6,2383,785,1629,2091,1069,823,426,2145,11351,0.3871951351351351
236.9,USER_49,NewMedia6,10015,1105,1827,1789,911,681,344,727,17399,0.6859430405405406
238.0,USER_49,NewMedia6,7936,4848,1581,4448,1979,1615,433,3279,26119,0.3204887837837838
238.9,USER_49,NewMedia6,3189,5254,2278,2448,1201,656,316,5288,20630,0.25266594594594594
239.9,USER_49,NewMedia6,3590,4513,1603,1658,2351,1951,428,4771,20865,0.31499892617449665
240.9,USER_49,NewMedia6,81235,830,1808,1338,1750,772,409,14220,102362,0.3993205369127517
242.0,USER_49,NewMedia6,2569,2145,2076,6026,2090,855,697,4479,20937,0.35107859060402685
242.9,USER_49,NewMedia6,50488,3190,1317,740,620,326,165,9973,66819,0.692300134228188
243.9,USER_49,NewMedia6,9999,2661,3313,2215,1490,932,509,21353,42472,0.6532245890410959
244.9,USER_49,NewMedia6,15564,3273,8302,2869,1277,1277,530,5916,39008,0.4418951351351351
245.9,USER_49,NewMedia6,718,2817,870,1515,1419,1791,627,9163,18920,0.21520353741496595
246.9,USER_49,NewMedia6,1384,2201,937,1254,1439,1560,219,4508,13502,0.30423107382550335
247.9,USER_49,NewMedia6,4871,1653,2089,1657,1571,323,760,7448,20372,0.1651212
249.0,USER_49,NewMedia6,18128,2589,5821,1616,686,685,173,5001,34699,0.19323268456375836
249.9,USER_49,NewMedia6,18224,11158,2171,953,1747,1177,699,23447,59576,0.3769837162162162
250.9,USER_49,NewMedia6,45340,5776,5010,1216,1284,644,293,24883,84446,0.39045389261744967
251.9,USER_49,NewMedia6,4692,1179,775,1797,2292,777,631,10389,22532,0.35805093959731543
252.9,USER_49,NewMedia6,2941,1595,5443,2444,1204,1252,361,11216,26456,0.2722397986577181
253.9,USER_49,NewMedia6,701,2371,1697,910,687,2406,345,4314,13431,0.3292974324324325
254.9,USER_49,NewMedia6,4030,3258,3781,1250,1346,1961,1665,15481,32772,0.4103693197278912
256.0,USER_49,NewMedia6,11073,4701,4943,751,2705,983,941,4628,30725,0.17980395973154364
256.9,USER_49,NewMedia6,2009,5940,2002,3569,1888,660,627,1437,18132,0.21751053691275168
257.9,USER_49,NewMedia6,5271,4506,1708,1538,832,640,252,2756,17503,0.46926260000000003
258.9,USER_49,NewMedia6,125049,3180,6495,13863,3954,3450,435,33099,189525,0.6116712080536914
260.0,USER_49,NewMedia6,1072990,18302,28693,3773,9332,10408,2750,127485,1273733,0.2677956462585034
260.9,USER_49,NewMedia6,2187,1815,3110,2786,844,2172,1161,2312,16387,0.22326209459459456
261.9,USER_49,NewMedia6,121791,3019,2494,5712,2850,1089,841,31209,169005,0.397948322147651
262.9,USER_49,NewMedia6,9809,901,1028,1502,3294,2811,719,10031,30095,0.3811664429530201
263.9,USER_49,NewMedia6,67888,2347,3369,3642,2131,2372,337,17868,99954,0.3916014765100672
265.0,USER_49,NewMedia6,3966,3452,3002,1594,2102,1450,948,3739,20253,0.5260434013605443
265.9,USER_49,NewMedia6,2287,6802,726,1057,1357,2181,1235,11767,27412,0.4218319594594595
267.0,USER_49,NewMedia6,3381,1916,2807,588,1930,1815,486,2065,14988,0.3409219594594594
267.9,USER_49,NewMedia6,1148,2292,1776,769,1201,1516,740,2972,12414,0.3974668456375839
268.9,USER_49,NewMedia6,6099,3824,1592,1914,1625,1793,720,8245,25812,0.22987493333333334
269.9,USER_49,NewMedia6,33308,2522,3445,2074,1754,1439,264,11419,56225,0.5431570945945946
270.9,USER_49,NewMedia6,29441,2124,2009,2082,3047,1556,306,10728,51293,0.45199563758389266
271.9,USER_49,NewMedia6,71648,3241,272,268,273,165,128,8241,84236,0.25361459999999997
272.9,USER_49,NewMedia6,9036,4729,2523,2454,2536,1353,913,1011,24555,0.5053165306122449
274.0,USER_49,NewMedia6,8269,1114,2282,932,1798,2542,1103,6917,24957,0.7643318120805368
274.9,USER_49,NewMedia6,33012,3745,2463,1114,1136,1035,978,2293,45776,0.0
275.9,USER_49,NewMedia6,11271,1546,2352,2890,1190,463,356,4107,24175,0.06292640000000001
276.9,USER_49,NewMedia6,7118,2182,1877,1276,668,833,705,7702,22361,0.3391361073825503
278.0,USER_49,NewMedia6,305377,8419,28617,15219,9108,3799,2311,100895,473745,0.3135257718120806
278.9,USER_49,NewMedia6,46579,760,560,1427,2442,2124,543,14858,69293,0.5679088666666666
279.9,USER_49,NewMedia6,45149,1261,415,1733,855,638,183,4015,54249,0.1758023489932886
281.0,USER_49,NewMedia6,235474,5354,4067,2582,2860,2440,838,53536,307151,0.47291536912751675
281.9,USER_49,NewMedia6,7972,924,2281,2109,973,1121,726,8399,24505,0.7246007432432432
