time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX,FPOGY,RPD,LPD
5.0,USER_11,NewMedia16,52619,1727,3704,3070,5529,3315,1781,1701,73446,0.6470878911564626,0.2577994557823129,24.593271904761902,22.718669591836733
6.0,USER_11,NewMedia16,453412,21863,30505,20880,31478,29478,3334,151854,742804,0.7063077999999999,0.2618427333333333,17.474994133333336,22.960609999999996
7.0,USER_11,NewMedia16,259462,18846,37218,30920,19502,11322,5356,148481,531107,0.6755479865771812,0.22843523489932888,24.882568926174496,23.27520355704698
8.0,USER_11,NewMedia16,1130926,6271,5233,3038,1528,2906,881,8295,1159078,0.5961763945578231,0.20753632653061224,22.882594761904762,21.942910068027214
9.0,USER_11,NewMedia16,7098,3030,1489,6821,4693,4415,945,4428,32919,0.5279592000000001,0.19652466666666665,24.283765866666666,23.179178933333336
10.0,USER_11,NewMedia16,104563,359,522,1420,1942,876,760,11788,122230,0.5408804081632653,0.20732823129251698,24.648695986394557,23.438368639455785
11.0,USER_11,NewMedia16,25740,2782,3228,2338,3733,2740,1182,6798,48541,0.50180462585034,0.15760768707482994,25.62322965986395,24.587628639455783
12.0,USER_11,NewMedia16,3728,6285,3187,4963,3116,3351,967,8865,34462,0.47000709459459455,0.21114256756756755,25.79963189189189,22.307387297297293
13.0,USER_11,NewMedia16,334577,1033,12909,7994,23890,5842,7366,24204,417815,0.4467876,0.2394399333333333,26.224501066666665,24.265421800000002
14.0,USER_11,NewMedia16,35716,10485,4735,1395,3087,4825,4139,8565,72947,0.39687666666666666,0.1939270068027211,25.199161972789117,23.41445591836735
15.0,USER_11,NewMedia16,54784,4273,3127,1718,4355,4841,1974,8450,83522,0.4025029530201342,0.18908583892617453,25.536303624161075,23.74701765100671
16.0,USER_11,NewMedia16,20154,1544,3325,3105,4980,7881,766,5712,47467,0.39598513513513517,0.1896531756756757,25.954603513513515,24.13112527027027
17.0,USER_11,NewMedia16,74901,14590,11083,5031,17736,6995,5596,14712,150644,0.4273171724137931,0.188336,25.744055517241378,23.975026482758622
18.0,USER_11,NewMedia16,13850,2486,1638,2020,5888,3009,1844,8655,39390,0.4137908724832215,0.19301060402684564,25.17309657718121,23.66419087248322
19.0,USER_11,NewMedia16,40911,5872,5324,12380,28500,15018,5330,30091,143426,0.3811402666666667,0.19909240000000003,25.246284600000003,23.587379600000002
20.0,USER_11,NewMedia16,23018,4101,588,2081,2185,3972,1446,26900,64291,0.405241875,0.8018409722222222,26.528841944444444,24.367687291666666
21.0,USER_11,NewMedia16,141416,3765,8890,6121,3382,3731,2451,31636,201392,0.5040991216216216,0.7716363513513513,24.51998668918919,22.631339932432436
22.0,USER_11,NewMedia16,63509,6025,3665,2866,5114,3785,1383,12174,98521,0.41756170068027215,0.326641156462585,24.212250136054426,22.67470768707483
23.0,USER_11,NewMedia16,542841,25526,27790,28162,40079,6458,7739,25619,704214,0.40085373333333335,0.18402533333333332,23.274435133333338,22.012378466666664
24.0,USER_11,NewMedia16,34024,48312,19156,11654,8188,4157,8775,87453,221719,0.5006253424657534,0.1946548630136986,23.03280205479452,21.854311506849314
25.0,USER_11,NewMedia16,674721,13496,4502,9037,28964,9022,4061,75538,819341,0.5509939310344827,0.503752827586207,24.414230827586206,22.492343103448274
26.0,USER_11,NewMedia17,75928,10851,4342,2248,5640,2625,1514,61165,164313,0.47336221556886227,0.41465814371257487,24.85832880239521,22.394995209580834
27.0,USER_11,NewMedia17,205050,65339,11137,21708,18505,12990,5631,155829,496189,0.33943456375838926,0.5890740939597315,24.237725838926174,21.304634429530203
28.0,USER_11,NewMedia17,779282,41102,18384,21117,45700,30113,28901,140393,1104992,0.4391627516778524,0.577486644295302,22.14168724832215,19.962112751677854
29.0,USER_11,NewMedia17,23696,1831,16620,3063,3486,2255,977,5971,57899,0.4550764666666667,0.5781264,20.111830533333332,18.5464492
30.0,USER_11,NewMedia17,6263,5593,1006,4076,3353,1194,361,8819,30665,0.47717217687074825,0.5726596598639456,18.91023346938775,17.828942721088435
31.0,USER_11,NewMedia17,573619,30583,3016,15391,25327,12832,8863,27421,697052,0.5403540689655172,0.30885137931034484,20.596732689655173,18.650319586206894
32.0,USER_11,NewMedia17,19938,3327,1597,3419,1957,1726,1416,6983,40363,0.5855089864864865,0.2573514189189189,20.63442141891892,18.576691959459456
33.0,USER_11,NewMedia17,62241,26115,24951,15578,19586,8223,3068,72611,232373,0.6789422818791946,0.2794447651006711,22.43043845637584,20.73434838926174
34.0,USER_11,NewMedia17,64422,4216,4530,4329,3963,1837,445,22003,105745,0.6603508053691275,0.31061134228187925,22.924783691275167,21.51336046979866
35.0,USER_11,NewMedia17,12319,6546,3443,5095,7974,2044,634,5170,43225,0.6109144966442953,0.24089919463087248,23.162578255033555,21.85608731543624
36.0,USER_11,NewMedia17,5432,2407,5846,6683,4590,1729,2120,3984,32791,0.5877595333333333,0.18218166666666666,23.7214196,22.5840338
37.0,USER_11,NewMedia17,36128,1656,1323,2508,8395,2770,649,20027,73456,0.6447133557046979,0.2934959060402685,24.378500268456374,22.838440872483226
38.0,USER_11,NewMedia17,112966,30388,39599,18527,13369,19922,8227,210018,453016,0.562264899328859,0.18564744966442953,24.12959355704698,23.033831812080535
39.0,USER_11,NewMedia17,200345,14245,2434,13278,2376,1581,4791,16702,255752,0.5469925,0.16855952702702703,24.625726216216215,23.47880581081081
40.0,USER_11,NewMedia17,6834,5212,3451,1770,2728,1709,879,6845,29428,0.5205011486486486,0.15136364864864865,24.719024527027024,23.504056891891892
41.0,USER_11,NewMedia17,6675,8976,2432,4095,3762,4339,1176,18906,50361,0.5106656462585033,0.14991673469387753,24.012070884353744,23.18649925170068
42.0,USER_11,NewMedia17,68834,22665,14176,8080,19928,7521,2504,13522,157230,0.5150944295302013,0.1550736912751678,23.703916308724832,22.656375570469798
43.0,USER_11,NewMedia17,11215,2550,3990,1438,3016,3529,809,9234,35781,0.41918385135135133,0.1320504054054054,23.711715405405403,22.80435216216216
44.0,USER_11,NewMedia17,19751,7393,1605,1593,2913,2383,1568,3842,41048,0.4147963265306122,0.12521231292517007,23.639780476190474,22.79551367346939
45.0,USER_11,NewMedia17,31832,2575,567,1966,3612,1358,1671,8567,52148,0.35752489932885906,0.13609778523489932,22.503770268456375,20.629062281879193
46.0,USER_11,NewMedia17,1964,3374,3231,1915,3023,3429,648,8003,25587,0.5107143999999999,0.48637526666666664,21.09552866666667,19.6871584
47.0,USER_11,NewMedia17,83476,525,717,1292,1654,914,310,13469,102357,0.4209956375838926,0.40343617449664426,20.97993966442953,19.170890604026845
48.0,USER_11,NewMedia17,316043,39068,6596,37742,16453,9398,5349,25191,455840,0.3525457718120806,0.2469408053691275,22.627670134228186,21.568662953020134
49.0,USER_11,NewMedia17,223408,10969,2151,8306,3720,3020,1102,31957,284633,0.3579536486486486,0.20345216216216214,23.797822027027028,23.14922418918919
50.0,USER_11,NewMedia17,17654,5569,862,779,4032,2482,2401,5224,39003,0.33556581081081077,0.21944749999999996,23.87312445945946,22.905462297297298
51.0,USER_11,NewMedia17,29061,1830,1545,2141,2806,2158,776,7929,48246,0.37872013605442173,0.43915557823129253,24.53401489795918,23.12560911564626
52.0,USER_11,NewMedia17,594672,17554,9468,7711,7962,6890,4578,37502,686337,0.371900205479452,0.49542910958904113,23.684978698630136,23.952574178082195
53.0,USER_11,NewMedia17,49014,2237,1500,2507,2971,2306,3105,34919,98559,0.5337354,0.34116586666666665,25.0499518,23.5861182
54.0,USER_11,NewMedia17,1193159,18550,19681,4147,6322,6979,5312,95960,1350110,0.40878295302013423,0.25341348993288587,22.683638053691276,20.124719731543625
55.0,USER_11,NewMedia17,117976,1519,1523,1715,2377,2166,373,12999,140648,0.5168355033557047,0.23384939597315435,23.51787966442953,22.246238590604026
56.0,USER_11,NewMedia11,6480,10829,4928,3782,9565,4858,3791,11425,55658,0.4329434269662921,0.30155353932584267,24.749498539325838,22.74914848314607
57.0,USER_11,NewMedia11,26019,2568,5848,4151,7902,3014,1937,6559,57998,0.544768523489933,0.47100093959731537,21.360926845637582,20.04578087248322
58.0,USER_11,NewMedia11,755301,33845,73626,8317,34880,22615,10068,46116,984768,0.4881557241379311,0.5151175862068965,18.691241862068964,17.14605848275862
59.0,USER_11,NewMedia11,42704,9268,12048,3086,6475,3397,2325,21703,101006,0.33213213333333336,0.27196786666666667,21.188252333333335,18.89300486666667
60.0,USER_11,NewMedia11,148126,11244,10073,5048,11390,4304,1867,58045,250097,0.29437899328859063,0.6015179194630873,22.898610335570467,21.17655167785235
61.0,USER_11,NewMedia11,840076,20869,15120,7868,12233,27771,9068,134317,1067322,0.28588664429530203,0.7211043624161073,23.04907644295302,21.42901832214765
62.0,USER_11,NewMedia11,9788,5895,1260,453,4733,4057,623,14192,41001,0.412570205479452,0.6920952739726027,23.95563767123288,22.20464075342466
63.0,USER_11,NewMedia11,7463,4597,12965,3508,6751,887,3681,5372,45224,0.49496939999999995,0.7033360666666668,24.6953364,22.827159733333335
64.0,USER_11,NewMedia11,9026,5857,9155,4653,4647,1740,836,6784,42698,0.5637348322147651,0.6881853691275168,23.849628724832215,22.439682550335572
65.0,USER_11,NewMedia11,52807,3827,2212,2757,4089,4296,820,5941,76749,0.33406348993288587,0.6867256375838925,24.17236523489933,21.883447718120806
66.0,USER_11,NewMedia11,9822,1559,1382,8032,4857,4161,1090,7628,38531,0.621497142857143,0.6716515646258503,22.736101972789115,20.79164136054422
67.0,USER_11,NewMedia11,35706,14916,11781,7213,7192,4506,4537,32982,118833,0.5549029530201343,0.5742522818791945,23.29315033557047,19.23730744966443
68.0,USER_11,NewMedia11,9998,1300,1975,2062,6173,1654,800,3833,27795,0.28375355704697985,0.6529295302013423,22.857460671140938,20.5254522147651
69.0,USER_11,NewMedia11,131173,3567,3657,906,1135,922,93,17731,159184,0.3205610344827587,0.7000480689655172,24.597819310344825,22.184066689655175
70.0,USER_11,NewMedia11,86613,6920,2408,2107,452,210,110,6778,105598,0.2947937583892617,0.6982769127516779,25.2881089261745,22.511693489932885
