time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX,FPOGY,FPOGD,RPD,LPD
4.0,USER_41,NewMedia17,651126,121975,93505,56866,25396,9460,17034,198015,1173377,0.45031863945578227,0.9588221768707484,0.11646081632653062,17.049625034013605,20.444175102040816
5.0,USER_41,NewMedia17,68944,5521,4073,4122,1815,635,504,52402,138016,0.40777222972972976,0.6028124324324324,0.15786641891891892,13.703230405405407,16.50598939189189
6.0,USER_41,NewMedia17,159503,8652,7371,4735,5568,657,415,102609,289510,0.6396737162162163,0.5928773648648648,0.37946621621621623,13.875601148648647,15.845005472972973
7.0,USER_41,NewMedia17,15877,5616,5007,3872,5133,2126,486,14913,53030,0.3904035333333334,0.2953848,0.33610300000000004,14.1364982,16.8611808
8.0,USER_41,NewMedia17,37425,6763,3997,2656,3574,993,333,9453,65194,0.4030441216216216,0.22471763513513518,0.1482139189189189,16.735902905405407,18.813191283783784
9.0,USER_41,NewMedia17,534204,22155,55943,33520,12133,2756,1516,66822,729049,0.6898499324324324,0.3346862837837838,0.21919966216216216,17.143766959459462,19.141328243243244
10.0,USER_41,NewMedia17,23070,12777,9983,855,2561,749,231,7737,57963,0.6250263333333334,0.32678433333333334,0.3084149333333333,17.738342066666664,19.300854933333333
11.0,USER_41,NewMedia17,32353,7122,2300,3210,1253,385,517,3562,50702,0.5401471140939598,0.24616724832214765,0.2919939597315436,17.99099852348993,19.598627046979864
12.0,USER_41,NewMedia17,12415,2185,6997,4288,1752,941,341,32715,61634,0.5402821088435374,0.24016408163265304,0.4536548979591837,18.856092653061225,20.367958163265307
13.0,USER_41,NewMedia17,31605,22418,5304,1548,1654,542,689,13155,76915,0.5218279054054054,0.2240039864864865,0.21736371621621625,20.182582094594597,22.22755641891892
14.0,USER_41,NewMedia17,7256,10907,3237,1407,2540,589,433,15435,41804,0.5116885999999999,0.2404044,0.22224639999999998,20.9627036,22.452287466666665
15.0,USER_41,NewMedia17,35651,10785,2946,7778,2933,551,310,7402,68356,0.5002552348993288,0.2525275838926174,0.8129526174496645,21.190859999999994,22.321408187919463
16.0,USER_41,NewMedia17,35674,12035,7493,3626,1666,587,514,36405,98000,0.4967508053691276,0.24389530201342283,0.27416067114093956,21.058832550335573,22.339997583892618
17.0,USER_41,NewMedia17,23098,10922,2973,4276,933,769,470,8483,51924,0.4948504794520548,0.27095335616438354,0.3821984246575342,21.298289999999998,22.520766095890412
18.0,USER_41,NewMedia17,15784,1250,9620,1937,4233,709,461,13612,47606,0.4929183108108108,0.23384912162162164,0.34680506756756757,20.49277939189189,22.39348635135135
19.0,USER_41,NewMedia17,6835,8813,6263,6179,2948,706,485,20168,52397,0.3592355172413793,0.22101503448275864,0.12501227586206898,20.217467999999997,21.771163655172412
20.0,USER_41,NewMedia17,33564,904,3985,4377,1993,1282,298,5994,52397,0.3048962837837838,0.2816729054054054,0.13627560810810813,17.91425418918919,19.53450851351351
21.0,USER_41,NewMedia17,10410,9264,2348,1635,1681,518,356,33595,59807,0.3902215753424657,0.766245205479452,0.19582835616438354,15.538153013698631,18.554732328767123
22.0,USER_41,NewMedia17,8095,3034,8745,3225,2584,1011,457,6541,33692,0.5653310738255034,0.7640377181208055,0.36997053691275167,15.743871677852347,19.00659489932886
23.0,USER_41,NewMedia17,47807,1838,4133,5195,2128,1314,482,15955,78852,0.47029657718120804,0.5218360402684563,0.15554167785234901,16.81040174496644,19.05312322147651
24.0,USER_41,NewMedia17,502374,31724,16659,14730,46596,6387,2131,71501,692102,0.35839213793103447,0.27185944827586206,0.12633662068965518,18.32836351724138,20.218121793103446
25.0,USER_41,NewMedia17,57245,3976,4635,5777,2546,1109,877,24543,100708,0.3106695918367347,0.22722904761904764,0.13648442176870748,18.39971591836735,19.402281836734694
