time,user_id,media_name,delta,beta1,beta2,totalPower,attention,meditation,FPOGX
1715.9,USER_20,NewMedia23,50066,3300,1597,88872, 21, 54,0.62633
1717.0,USER_20,NewMedia23,306930,6380,10592,614335, 27, 48,0.14089
1717.9,USER_20,NewMedia16,8624,871,1532,20762, 43, 43,0.47851
1718.9,USER_20,NewMedia16,58875,11919,4911,103923, 47, 41,0.60335
1719.9,USER_20,NewMedia16,292787,39438,32730,533817, 60, 56,0.37065
1720.9,USER_20,NewMedia16,406943,24054,10276,668099, 63, 57,0.54177
1721.9,USER_20,NewMedia16,89503,2899,2086,116594, 57, 57,0.55816
1722.9,USER_20,NewMedia16,116808,10120,9479,229576, 53, 53,0.39842
1724.0,USER_20,NewMedia16,11937,3192,2947,39599, 50, 57,0.40055
1724.9,USER_20,NewMedia16,62678,1331,1655,84868, 54, 60,0.38158
1725.9,USER_20,NewMedia16,173129,2996,2489,235512, 47, 66,0.30838
1726.9,USER_20,NewMedia16,1358834,38145,25719,2031953, 35, 60,0.33123
1728.0,USER_20,NewMedia16,813505,9865,2242,878283, 23, 44,0.3225
1729.9,USER_20,NewMedia16,1315858,99767,18655,1801811, 20, 30,0.73286
1730.9,USER_20,NewMedia16,2614218,13902,14811,2865849, 23, 17,0.40438
1731.9,USER_20,NewMedia16,1538327,48011,16836,2494994, 16, 23,0.39275
1732.9,USER_20,NewMedia16,273102,7300,10945,444211, 20, 24,0.46592
1733.9,USER_20,NewMedia16,205243,5657,3701,278058, 21, 37,0.53885
1734.9,USER_20,NewMedia16,18616,910,2240,31397, 35, 57,0.33735
1735.9,USER_20,NewMedia16,2433,1290,1101,9194, 61, 60,0.59532
1736.9,USER_20,NewMedia16,2978,5413,1113,20557, 67, 77,0.55128
1737.9,USER_20,NewMedia16,5191,1596,581,13700, 80, 78,0.39103
1738.9,USER_20,NewMedia16,3878,1958,1403,14669, 78, 69,0.6762
1739.9,USER_20,NewMedia16,43382,1684,1637,66080, 63, 67,0.56524
1740.9,USER_20,NewMedia16,28595,6953,3541,71266, 63, 67,0.40311
1741.9,USER_20,NewMedia16,270621,42390,19107,595921, 53, 61,0.39883
1742.9,USER_20,NewMedia16,10646,2271,1153,42640, 38, 63,0.38412
1743.9,USER_20,NewMedia16,154956,24839,5875,341446, 30, 78,0.55063
1744.9,USER_20,NewMedia16,3871,937,825,18632, 26, 70,0.54491
1745.9,USER_20,NewMedia16,11674,544,997,18019, 40, 83,0.51558
1746.9,USER_20,NewMedia16,2333,1487,1589,20154, 51, 83,0.39954
1747.9,USER_20,NewMedia16,5335,953,2404,17321, 75, 81,0.32502
1749.0,USER_20,NewMedia16,2483,475,665,11334, 80, 81,0.47046
1749.9,USER_20,NewMedia16,7707,2925,2493,56470, 64, 81,0.47605
1750.9,USER_20,NewMedia16,12195,1419,818,22745, 63, 77,0.45937
1751.9,USER_20,NewMedia16,5599,614,693,17605, 44, 83,0.41429
1753.0,USER_20,NewMedia6,5212,875,3252,29657, 51, 78,0.31568
1753.9,USER_20,NewMedia6,4838,1240,1221,19385, 56, 70,0.17806
1754.9,USER_20,NewMedia6,3639,1323,2714,23996, 61, 70,0.35068
1755.9,USER_20,NewMedia6,2290,490,1740,10129, 80, 48,0.2502
1756.9,USER_20,NewMedia6,3158,1745,804,21132, 67, 57,0.14677
1757.9,USER_20,NewMedia6,5497,820,1110,17042, 70, 54,0.33363
1758.9,USER_20,NewMedia6,1271,836,1791,28780, 60, 54,0.42784
1759.9,USER_20,NewMedia6,6443,3002,1630,19746, 53, 64,0.18354
1760.9,USER_20,NewMedia6,4575,578,1462,19648, 61, 77,0.34571
1761.9,USER_20,NewMedia6,3326,1501,1032,12507, 64, 77,0.35178
1762.9,USER_20,NewMedia6,63023,10494,5051,186424, 60, 61,0.26898
1763.9,USER_20,NewMedia6,743310,13242,4715,855756, 48, 56,0.31181
1764.9,USER_20,NewMedia6,20097,2022,1951,45223, 47, 21,0.34842
1765.9,USER_20,NewMedia6,612862,38198,24924,872750, 41, 20,0.12563
1766.9,USER_20,NewMedia6,73818,3208,2347,103999, 50, 38,0.39911
1767.9,USER_20,NewMedia6,1041157,31894,16861,1411686, 50, 43,0.57879
1768.9,USER_20,NewMedia6,729079,6709,2703,919593, 29, 54,0.2169
1769.9,USER_20,NewMedia6,22850,6373,9380,164773, 24, 67,0.43298
1771.0,USER_20,NewMedia6,568868,34917,37769,816349, 30, 54,0.63162
1771.9,USER_20,NewMedia6,1693326,20482,15091,2223349, 24, 54,0.27683
1772.9,USER_20,NewMedia6,31953,4084,7290,101743, 47, 57,0.6135
1773.9,USER_20,NewMedia6,114819,4424,3384,146673, 53, 43,0.29131
1774.9,USER_20,NewMedia6,45960,2216,1146,63211, 44, 47,0.29329
1775.9,USER_20,NewMedia6,9845,1332,1230,16902, 70, 35,0.29082
1776.9,USER_20,NewMedia6,159214,2897,2054,198477, 64, 40,0.57108
1777.9,USER_20,NewMedia6,54781,1084,1393,75349, 56, 48,0.75079
1778.9,USER_20,NewMedia6,84683,2310,2008,126888, 51, 44,0.19125
1779.9,USER_20,NewMedia6,153337,8158,5066,239143, 34, 54,0.20733
1780.9,USER_20,NewMedia6,20958,808,2005,46967, 37, 51,0.33534
1781.9,USER_20,NewMedia6,24686,1030,2684,42788, 48, 48,0.3011
1782.9,USER_20,NewMedia6,170652,11268,7203,312192, 48, 53,0.54421
1783.9,USER_20,NewMedia6,3773,1011,1611,16327, 60, 47,0.26924
1784.9,USER_20,NewMedia6,38751,2382,3803,74012, 63, 41,0.36374
1785.9,USER_20,NewMedia6,63657,13830,10292,131943, 67, 41,0.33961
1786.9,USER_20,NewMedia6,9662,1996,1475,26068, 75, 53,0.50296
1787.9,USER_20,NewMedia6,7309,3070,2357,41397, 66, 69,0.44019
1788.9,USER_20,NewMedia6,6035,823,1391,21076, 64, 63,0.42348
1789.9,USER_20,NewMedia6,83400,2563,1812,126181, 47, 51,0.2615
1790.9,USER_20,NewMedia6,1684,1702,1481,22474, 44, 44,0.5265
1791.9,USER_20,NewMedia6,1878,3118,1056,27002, 40, 50,0.29382
1792.9,USER_20,NewMedia6,9273,2174,1658,40972, 34, 50,0.69047
1793.9,USER_20,NewMedia6,50503,1281,1421,115158, 26, 64,0.40963
1794.9,USER_20,NewMedia6,11069,1577,1587,25476, 30, 54,0.53748
1795.9,USER_20,NewMedia6,10572,1518,1493,26780, 40, 40,0.28903
1796.9,USER_20,NewMedia6,31844,3877,2393,61439, 44, 56,0.5103
1797.9,USER_20,NewMedia6,9578,1722,1894,27979, 64, 51,0.26828
1798.9,USER_20,NewMedia6,99360,1069,1654,109967, 69, 56,0.48071
1799.9,USER_20,NewMedia6,33115,5373,4428,95752, 66, 47,0.51081
1800.9,USER_20,NewMedia6,3348,948,1021,13069, 69, 53,0.46484
1802.9,USER_20,NewMedia6,63766,2809,2670,122638, 60, 60,0.37419
1803.9,USER_20,NewMedia6,346365,5962,5349,556325, 37, 48,0.31912
1804.9,USER_20,NewMedia6,9667,7525,8440,132909, 37, 60,0.54305
1805.9,USER_20,NewMedia6,110918,1359,2200,137188, 30, 51,0.72919
1806.9,USER_20,NewMedia6,390521,9169,5532,477058, 35, 69,0.39316
1807.9,USER_20,NewMedia6,84695,2523,2620,132773, 43, 75,0.62294
1808.9,USER_20,NewMedia6,787999,8338,8260,871974, 50, 87,0.51772
1809.9,USER_20,NewMedia6,7986,2452,2774,31355, 53, 90,0.27916
1810.9,USER_20,NewMedia6,4404,1523,1239,16998, 57, 54,0.48295
1811.9,USER_20,NewMedia6,2778,1792,3466,21928, 74, 53,0.27951
1812.9,USER_20,NewMedia6,23425,320,1500,37415, 70, 44,0.55318
1814.0,USER_20,NewMedia6,45744,2247,1174,70482, 61, 35,0.78195
1814.9,USER_20,NewMedia6,3433,1074,1362,11752, 69, 43,0.30969
1815.9,USER_20,NewMedia6,3309,919,1254,21433, 56, 53,0.35692
1816.9,USER_20,NewMedia6,2837,1484,1444,12314, 64, 47,0.43266
1817.9,USER_20,NewMedia6,13263,713,754,33233, 61, 38,0.65307
1818.9,USER_20,NewMedia6,29270,2688,1219,61001, 43, 50,0.18141
1819.9,USER_20,NewMedia6,189722,8101,7917,346396, 40, 57,0.39088
1820.9,USER_20,NewMedia6,9128,967,2279,26287, 35, 64,0.24254
1821.9,USER_20,NewMedia6,403806,7599,9573,636705, 37, 60,0.25164
1822.9,USER_20,NewMedia6,124026,2165,1834,185513, 34, 50,0.66984
1823.9,USER_20,NewMedia6,7786,1519,2793,28587, 47, 43,0.59129
1824.9,USER_20,NewMedia6,6181,2260,1256,22313, 40, 44,0.23791
1825.9,USER_20,NewMedia6,65716,6098,2670,142035, 40, 60,0.28066
1826.9,USER_20,NewMedia6,17922,960,822,32347, 47, 75,0.41938
1827.9,USER_20,NewMedia6,12266,1117,1860,33582, 40, 69,0.57912
1828.9,USER_20,NewMedia6,471539,7534,11532,579967, 43, 60,0.17992
1829.9,USER_20,NewMedia6,10323,2936,542,27247, 44, 70,0.56239
1830.9,USER_20,NewMedia6,586178,2157,1468,738615, 26, 61,0.71645
1832.0,USER_20,NewMedia6,4320,2053,1299,20199, 29, 63,0.31632
1832.9,USER_20,NewMedia6,7169,2211,2126,20611, 40, 69,0.21798
1833.9,USER_20,NewMedia6,18731,1265,2261,34757, 54, 67,0.46912
1834.9,USER_20,NewMedia6,4703,1267,1468,12660, 90, 74,0.27172
1835.9,USER_20,NewMedia6,12814,4756,2734,52772, 84, 78,0.70349
1836.9,USER_20,NewMedia6,7024,1548,1302,24825, 74, 80,0.23853
1837.9,USER_20,NewMedia6,2729,1487,937,21583, 61, 64,0.23467
1839.0,USER_20,NewMedia6,698495,14270,8874,763682, 57, 51,0.50237
1839.9,USER_20,NewMedia6,26282,2226,2025,50242, 61, 50,0.3544
1840.9,USER_20,NewMedia6,11755,1223,1857,25622, 67, 26,0.59822
1841.9,USER_20,NewMedia6,4873,1398,1328,12531, 84, 41,0.53335
1842.9,USER_20,NewMedia6,60730,15587,8272,222552, 70, 63,0.51497
1843.9,USER_20,NewMedia6,171317,21343,8572,315366, 67, 48,0.0
1844.9,USER_20,NewMedia6,11058,2758,1051,30971, 57, 63,0.52726
1845.9,USER_20,NewMedia6,460062,11449,9154,578933, 47, 51,0.65618
1846.9,USER_20,NewMedia6,9834,3490,2801,28167, 60, 37,0.17337
1847.9,USER_20,NewMedia6,16127,2260,1181,36243, 60, 44,0.44259
1848.9,USER_20,NewMedia6,3446,1296,2447,22541, 67, 43,0.33232
1849.9,USER_20,NewMedia6,62678,7202,2233,104628, 64, 53,0.49307
1850.9,USER_20,NewMedia6,15654,1931,2961,45073, 56, 64,0.47935
1851.9,USER_20,NewMedia6,1324830,63487,18029,1794825, 53, 64,0.39123
1852.9,USER_20,NewMedia6,24786,2285,2305,68153, 43, 63,0.54758
1853.9,USER_20,NewMedia6,15389,1757,2352,39659, 48, 60,0.6818
1854.9,USER_20,NewMedia6,97921,1990,1830,153752, 37, 38,0.17323
1855.9,USER_20,NewMedia6,797365,5138,6157,856997, 48, 47,0.72723
1857.0,USER_20,NewMedia20,34769,1633,2216,55452, 56, 60,0.37412
1857.9,USER_20,NewMedia20,3056,546,1480,12755, 61, 63,0.68532
1858.9,USER_20,NewMedia20,26347,3000,1711,82613, 60, 64,0.33874
1859.9,USER_20,NewMedia20,4024,1558,986,17162, 56, 57,0.3766
1860.9,USER_20,NewMedia20,13332,4419,2788,41913, 56, 50,0.5033
1861.9,USER_20,NewMedia20,7387,1446,1762,25594, 54, 61,0.48254
1862.9,USER_20,NewMedia20,319652,26097,12870,414561, 75, 60,0.25947
1863.9,USER_20,NewMedia20,4454,539,1291,19841, 75, 77,0.50474
1864.9,USER_20,NewMedia20,7896,1459,1130,17820, 81, 75,0.08699
1865.9,USER_20,NewMedia20,82445,2161,3092,144479, 69, 60,0.3837
1866.9,USER_20,NewMedia20,185098,11504,5734,292010, 57, 75,0.46354
1867.9,USER_20,NewMedia20,339238,19377,9941,576155, 48, 57,0.50069
1868.9,USER_20,NewMedia20,16237,3661,2926,70611, 35, 53,0.50903
1869.9,USER_20,NewMedia20,1157379,45832,10363,1487258, 30, 44,0.49889
1870.9,USER_20,NewMedia20,938570,6390,3958,1079106, 23, 43,0.51371
1871.9,USER_20,NewMedia20,74305,13606,10733,190586, 34, 44,0.50461
1872.9,USER_20,NewMedia20,14511,3198,2584,61997, 34, 37,0.50791
1873.9,USER_20,NewMedia20,136450,2928,2088,157222, 48, 40,0.41619
1875.0,USER_20,NewMedia20,122774,7501,11865,198672, 66, 37,0.0
1876.9,USER_20,NewMedia20,49629,19750,4432,117311, 66, 26,0.51569
1877.9,USER_20,NewMedia20,1236374,29103,18390,1621344, 63, 23,0.51622
1878.9,USER_20,NewMedia20,81678,3408,888,117760, 44, 27,0.10497
1879.9,USER_20,NewMedia20,123327,3932,4538,175881, 37, 23,0.4562
1880.9,USER_20,NewMedia20,40151,6502,5911,98865, 38, 37,0.35876
1881.9,USER_20,NewMedia20,981954,97443,22229,2036122, 29, 38,0.82461
1882.9,USER_20,NewMedia20,171603,6457,7590,242608, 47, 43,0.36537
1883.9,USER_20,NewMedia20,23724,4457,1208,66001, 37, 47,0.63009
1884.9,USER_20,NewMedia20,236248,46657,39121,381224, 53, 37,0.66768
1885.9,USER_20,NewMedia20,257035,6592,3718,306224, 67, 51,0.13035
1886.9,USER_20,NewMedia20,99070,12165,5124,347362, 50, 35,0.82935
1887.9,USER_20,NewMedia20,67913,23718,5138,251730, 50, 41,0.12274
1888.9,USER_20,NewMedia20,203379,7640,5196,409667, 17, 43,0.62532
1889.9,USER_20,NewMedia20,434602,17706,6684,627897, 10, 34,0.49201
1890.9,USER_20,NewMedia20,232870,33793,29693,395212, 37, 41,0.62983
1891.9,USER_20,NewMedia20,158406,12158,4260,294669, 37, 35,0.61954
1893.0,USER_20,NewMedia20,1170821,13454,10782,1421519, 41, 44,0.63303
1893.9,USER_20,NewMedia20,41404,1757,2148,56672, 56, 56,0.47399
1894.9,USER_20,NewMedia20,103648,6120,3236,206753, 35, 48,0.30156
1895.9,USER_20,NewMedia20,258121,1592,2198,310636, 37, 40,0.0
1896.9,USER_20,NewMedia20,10959,2367,899,29790, 40, 48,0.48727
1897.9,USER_20,NewMedia20,16745,3320,2099,32899, 41, 44,0.15451
1898.9,USER_20,NewMedia20,1478649,18896,21675,1886159, 47, 41,0.37243
1900.0,USER_20,NewMedia20,76913,26536,12816,234872, 54, 61,0.36413
1900.9,USER_20,NewMedia20,548988,7538,1653,592801, 53, 44,0.80895
1901.9,USER_20,NewMedia20,14935,2904,1286,35603, 44, 41,0.3516
1903.9,USER_20,NewMedia20,42006,1498,2780,113801, 40, 57,0.84106
1904.9,USER_20,NewMedia20,751826,46564,22050,1066899, 38, 43,0.48408
1905.9,USER_20,NewMedia20,145752,17846,8827,241405, 48, 41,0.33565
1906.9,USER_20,NewMedia20,1098660,11562,1988,1354744, 24, 27,0.58916
1907.9,USER_20,NewMedia20,319806,28204,6810,611846, 21, 29,0.11349
1908.9,USER_20,NewMedia20,298366,47298,33733,671981, 26, 34,0.12076
1909.9,USER_20,NewMedia20,25553,1758,2076,69424, 17, 35,0.47446
1910.9,USER_20,NewMedia20,2044968,22097,7323,2713953, 21, 38,0.09924
1911.9,USER_20,NewMedia20,626112,14611,9744,741789, 35, 24,0.10709
1912.9,USER_20,NewMedia20,24993,4573,1064,57498, 26, 43,0.49964
1913.9,USER_20,NewMedia20,452196,13986,25569,609497, 38, 38,0.09793
1914.9,USER_20,NewMedia20,84645,2211,3205,122555, 57, 47,0.46567
1915.9,USER_20,NewMedia20,6425,3516,1609,40076, 51, 69,0.47259
1916.9,USER_20,NewMedia20,7901,492,1682,26388, 60, 50,0.13408
1918.0,USER_20,NewMedia20,5487,321,1288,21457, 53, 69,0.4941
1918.9,USER_20,NewMedia20,19817,1905,1841,30401, 66, 77,0.44507
1919.9,USER_20,NewMedia20,93268,9318,2620,185158, 61, 51,0.49412
1920.9,USER_20,NewMedia20,30448,4569,1441,75123, 50, 54,0.48039
1921.9,USER_20,NewMedia20,51733,13848,2717,116059, 44, 47,0.07644
1922.9,USER_20,NewMedia20,23483,1383,1431,79742, 21, 35,0.47793
1923.9,USER_20,NewMedia20,196838,18413,14360,429218, 29, 40,0.09103
1925.0,USER_20,NewMedia20,59373,4003,2021,87320, 37, 34,0.06887
1925.9,USER_20,NewMedia20,6384,1614,1453,26954, 43, 38,0.47945
1926.9,USER_20,NewMedia20,1519944,7080,11375,1945271, 43, 37,0.15964
1927.9,USER_20,NewMedia20,37524,33661,11637,247127, 41, 50,0.35294
1928.9,USER_20,NewMedia20,39135,1590,1648,67524, 38, 56,0.47914
1929.9,USER_20,NewMedia20,22472,8269,5530,56364, 48, 40,0.33458
1930.9,USER_20,NewMedia20,213420,16679,6852,361301, 54, 44,0.52847
1932.0,USER_20,NewMedia20,133498,18221,7740,220899, 61, 24,0.48721
1932.9,USER_20,NewMedia20,108500,1087,1678,126428, 67, 23,0.34899
1933.9,USER_20,NewMedia20,94075,2212,2454,113534, 64, 16,0.34672
1934.9,USER_20,NewMedia20,151002,20139,4548,242324, 66, 10,0.66343
1935.9,USER_20,NewMedia20,125515,2215,3135,144347, 69, 10,0.6868
1936.9,USER_20,NewMedia20,135333,818,2267,167132, 66, 10,0.59128
1937.9,USER_20,NewMedia20,39937,4981,4368,78390, 66, 16,0.09123
1938.9,USER_20,NewMedia20,17519,2385,1104,61776, 57, 27,0.49979
1939.9,USER_20,NewMedia20,168112,15336,3850,264123, 43, 29,0.50651
1940.9,USER_20,NewMedia20,73608,12119,7740,192733, 43, 40,0.6269
1941.9,USER_20,NewMedia20,1512,1169,1955,22515, 38, 56,0.45786
1943.0,USER_20,NewMedia20,447583,8909,13714,668027, 48, 50,0.61671
1943.9,USER_20,NewMedia20,7175,1327,2099,20972, 61, 70,0.663
1944.9,USER_20,NewMedia20,209813,18217,9586,438379, 56, 70,0.6123
1945.9,USER_20,NewMedia20,61164,4297,3660,100924, 57, 67,0.53536
1946.9,USER_20,NewMedia20,1624,1532,765,13423, 57, 88,0.54696
1947.9,USER_20,NewMedia20,5771,1208,1451,18193, 54, 81,0.49747
1948.9,USER_20,NewMedia20,397601,2356,2323,424211, 63, 66,0.66469
1949.9,USER_20,NewMedia20,135465,2315,1992,160355, 61, 53,0.85805
1950.9,USER_20,NewMedia20,90820,10716,8983,194827, 64, 37,0.85964
1951.9,USER_20,NewMedia20,70840,9833,8096,141143, 64, 26,0.61238
1952.9,USER_20,NewMedia20,372186,22160,8408,566589, 56, 35,0.0
1953.9,USER_20,NewMedia20,583057,17438,11093,670122, 63, 27,0.48443
1954.9,USER_20,NewMedia20,102901,28634,7119,309659, 54, 16,0.47317
1955.9,USER_20,NewMedia4,181635,20118,4957,299094, 44, 13,0.23865
1957.0,USER_20,NewMedia4,83070,1999,1679,101076, 51, 13,0.43779
1957.9,USER_20,NewMedia4,13044,1148,2691,47481, 44, 34,0.23968
1958.9,USER_20,NewMedia4,3227,3145,2664,19357, 63, 37,0.52791
1959.9,USER_20,NewMedia4,4486,2433,3110,25337, 77, 47,0.54284
1961.0,USER_20,NewMedia4,115541,21848,6209,273559, 67, 50,0.42714
1961.9,USER_20,NewMedia4,96763,1618,1490,136103, 60, 50,0.0
1962.9,USER_20,NewMedia4,18843,5197,1291,77246, 38, 63,0.3269
1963.9,USER_20,NewMedia4,1226212,9130,5961,1320781, 27, 75,0.60413
1964.9,USER_20,NewMedia4,409756,53781,25460,804237, 30, 69,0.24485
1965.9,USER_20,NewMedia4,2678,766,1678,17767, 44, 67,0.30994
1966.9,USER_20,NewMedia4,6065,4277,2483,19438, 74, 64,0.28806
1967.9,USER_20,NewMedia4,101561,13450,7701,165411, 83, 53,0.24577
1968.9,USER_20,NewMedia4,633819,67435,41209,1268951, 83, 61,0.24014
1969.9,USER_20,NewMedia4,522369,6397,4267,599336, 75, 64,0.2224
1970.9,USER_20,NewMedia4,36649,3674,3334,78580, 57, 61,0.24942
1971.9,USER_20,NewMedia4,101950,55749,14345,288570, 54, 69,0.45334
1972.9,USER_20,NewMedia4,312505,21180,17439,526262, 57, 60,0.2533
1973.9,USER_20,NewMedia4,20565,7650,2162,78826, 54, 51,0.38217
1974.9,USER_20,NewMedia4,69457,4256,3794,126557, 53, 47,0.2387
1975.9,USER_20,NewMedia4,184719,26564,10095,364171, 44, 41,0.34976
1976.9,USER_20,NewMedia4,456610,17348,11217,786892, 35, 40,0.26793
1977.9,USER_20,NewMedia4,47489,2819,2091,83735, 40, 47,0.56942
1978.9,USER_20,NewMedia4,4333,1368,583,15063, 40, 63,0.31816
1979.9,USER_20,NewMedia4,3616,1811,1546,15275, 51, 67,0.2493
1980.9,USER_20,NewMedia4,12345,1976,1011,38318, 54, 74,0.58565
1981.9,USER_20,NewMedia4,22803,8511,3524,113766, 50, 66,0.35439
1982.9,USER_20,NewMedia4,197117,1762,1375,234380, 41, 44,0.42838
1983.9,USER_20,NewMedia4,11491,1199,1001,28165, 30, 34,0.23431
1984.9,USER_20,NewMedia4,1423641,38833,24172,2068237, 29, 17,0.25879
