time,MEDIA_ID,delta,beta1,beta2,totalPower,attention,meditation,FPOGX
5.0,NewMedia12,145651,6764,3926,195436, NA, NA,0.65996
6.0,NewMedia12,2343435,8367,13634,2480096, NA, NA,0.31966
7.0,NewMedia12,19124,2998,3061,44628, NA, NA,0.0
8.0,NewMedia12,27923,1399,1848,49182, 30, 30,0.21439
9.0,NewMedia12,978,2277,1496,15755, 44, 24,0.47588
10.0,NewMedia12,10184,1685,3133,35726, 61, 37,0.51078
11.0,NewMedia12,4401,998,2225,14749, 84, 43,0.65785
12.0,NewMedia12,72145,1640,2909,97564, 88, 57,0.83349
13.0,NewMedia12,23194,1556,3154,73406, 56, 44,0.29628
14.0,NewMedia12,13380,743,2876,27645, 56, 43,0.29617
15.0,NewMedia12,2680,1092,2504,21138, 37, 57,0.73161
16.0,NewMedia12,4445,509,1182,22450, 29, 66,0.42292
17.0,NewMedia12,3157,1536,2055,15962, 63, 96,0.2153
18.0,NewMedia12,6413,815,1834,15748, 69, 93,0.50703
19.0,NewMedia12,19857,2580,1301,38122, 54, 75,0.75453
20.0,NewMedia12,14161,4251,3552,38013, 74, 75,0.3853
21.0,NewMedia12,6448,1495,2503,17502, 77, 63,0.36171
22.0,NewMedia12,255976,2670,2319,330952, 35, 56,0.59742
23.0,NewMedia12,247568,12187,9255,326734, 54, 50,0.41636
24.0,NewMedia12,141436,11208,5127,241787, 40, 47,0.7159
25.0,NewMedia12,52779,3060,3553,86486, 24, 48,0.39756
26.0,NewMedia12,7803,3238,2203,40232, 40, 56,0.64142
27.0,NewMedia9,6596,2251,2634,33901, 37, 64,0.31715
28.0,NewMedia9,295317,63249,33718,1001247, 34, 47,0.38358
29.0,NewMedia9,798675,7740,5065,894209, 21, 61,0.64483
30.0,NewMedia9,2378617,14650,18863,2637097, 21, 61,0.33822
30.9,NewMedia9,135744,1129,1636,162767, 10, 66,0.47882
32.0,NewMedia9,903758,25058,11516,1066006, 17, 83,0.25686
32.9,NewMedia9,1524125,10388,9065,1708978, 16, 78,0.25098
33.9,NewMedia9,687666,17724,10610,745915, 40, 53,0.46962
34.9,NewMedia9,1483469,76548,26929,1998633, 40, 54,0.4183
36.0,NewMedia9,97487,38546,9885,319422, 30, 23,0.40891
37.0,NewMedia9,707384,9426,33670,863297, 60, 10,0.21837
37.9,NewMedia9,53255,5554,1996,115703, 23, 34,0.24708
39.0,NewMedia9,686500,6013,11406,893108, 23, 35,0.53461
39.9,NewMedia9,33574,2767,1295,46101, 40, 53,0.34674
40.9,NewMedia9,347466,24813,20192,522086, 29, 77,0.63356
41.9,NewMedia9,855409,47010,17010,1246746, 35, 81,0.64385
43.0,NewMedia9,408268,4669,4681,573559, 24, 91,0.76198
43.9,NewMedia9,1071765,5261,3871,1124232, 16, 84,0.62124
44.9,NewMedia9,821337,17484,9321,1033186, 1, 48,0.52042
46.0,NewMedia9,550002,22304,36902,876765, 14, 61,0.76131
46.9,NewMedia9,50225,1334,447,63864, 17, 48,0.28046
48.0,NewMedia9,1147935,25624,18815,1490362, 13, 56,0.32819
48.9,NewMedia9,259037,10530,17951,504839, 20, 70,0.21476
50.0,NewMedia9,43072,2646,2866,89445, 10, 60,0.56528
51.0,NewMedia9,41098,9058,3556,130298, 11, 56,0.58327
51.9,NewMedia9,2286239,16249,15955,2369395, 38, 53,0.32204
53.0,NewMedia9,429966,12112,8165,641921, 27, 60,0.49222
54.0,NewMedia9,52913,2251,3526,97124, 30, 53,0.67822
55.0,NewMedia9,187474,5940,7172,303084, 40, 47,0.53856
55.9,NewMedia9,32140,7670,11346,190928, 16, 41,0.56006
57.0,NewMedia9,36504,896,594,49930, 21, 38,0.65333
58.0,NewMedia9,293094,3173,4075,359993, 16, 23,0.54682
59.0,NewMedia9,88133,1227,529,108904, 3, 27,0.74743
60.0,NewMedia9,93572,14601,13315,193837, 16, 40,0.54663
61.0,NewMedia9,15283,1137,2186,35000, 30, 41,0.77052
62.0,NewMedia9,97292,1380,2586,132367, 35, 51,0.41804
63.0,NewMedia9,28903,3071,2255,56255, 56, 48,0.53087
63.9,NewMedia9,90169,36318,15312,245039, 53, 29,0.26991
64.9,NewMedia9,19454,3905,2611,49043, 51, 27,0.62943
66.0,NewMedia9,764868,17513,6980,1067954, 35, 27,0.32215
67.0,NewMedia9,10609,4423,3660,71957, 29, 38,0.52412
68.0,NewMedia9,1343045,20743,32243,1594944, 30, 54,0.55742
69.0,NewMedia9,134054,635,593,142960, 26, 44,0.25277
70.0,NewMedia9,120603,13442,8397,226673, 48, 48,0.58326
71.0,NewMedia9,9178,830,1219,19756, 60, 53,0.69721
72.0,NewMedia9,71746,2210,1819,124147, 38, 43,0.72923
73.0,NewMedia9,18848,596,1182,26679, 57, 51,0.36069
74.0,NewMedia9,32393,4473,2656,69314, 56, 53,0.65563
75.0,NewMedia9,105500,683,333,116307, 35, 47,0.63043
75.9,NewMedia9,9390,3939,8057,99115, 50, 66,0.32211
77.0,NewMedia9,218541,12537,7805,345344, 30, 67,0.62036
77.9,NewMedia9,21623,2542,2197,39796, 41, 67,0.24546
79.0,NewMedia9,380646,25450,10796,570354, 51, 43,0.50518
79.9,NewMedia9,11200,1724,846,19875, 57, 38,0.60602
80.9,NewMedia9,79081,6033,2193,111014, 60, 51,0.0
81.9,NewMedia9,76315,2436,2139,110138, 47, 51,0.6259
82.9,NewMedia9,38551,6303,4342,80317, 56, 60,0.35366
83.9,NewMedia9,52443,1397,762,64290, 47, 48,0.63234
85.0,NewMedia9,824412,16687,22538,1084117, 48, 30,0.65599
86.0,NewMedia9,21907,11148,7915,104585, 56, 30,0.50988
86.9,NewMedia9,2796,2379,663,16180, 47, 29,0.3163
87.9,NewMedia9,25994,4312,2917,97251, 37, 41,0.30368
88.9,NewMedia9,3707,954,2416,20600, 47, 56,0.59145
89.9,NewMedia9,14974,2545,2182,26370, 61, 57,0.71792
90.9,NewMedia9,36645,3383,2534,75525, 61, 60,0.43232
91.9,NewMedia9,126956,6352,3297,182670, 69, 53,0.68253
93.0,NewMedia9,1505,4197,3666,37582, 64, 41,0.43091
93.9,NewMedia9,81665,5796,6194,175173, 40, 17,0.65931
94.9,NewMedia9,3686,3170,2357,22506, 56, 27,0.27296
95.9,NewMedia9,238145,8338,10813,335668, 64, 43,0.28997
97.0,NewMedia9,4092,2669,2772,21091, 75, 48,0.38612
98.0,NewMedia9,28191,8290,1805,65161, 74, 69,0.23931
98.9,NewMedia9,563627,9776,8817,698267, 57, 77,0.39556
100.0,NewMedia9,22123,4796,1533,43140, 54, 66,0.36132
101.0,NewMedia9,124382,1309,1660,133850, 57, 64,0.21849
101.9,NewMedia9,50528,2332,802,75369, 48, 64,0.74174
102.9,NewMedia9,3831,2522,2404,18607, 67, 64,0.24479
104.0,NewMedia9,239420,11005,7219,353172, 63, 60,0.73899
104.9,NewMedia9,13563,5393,1287,39117, 41, 48,0.35433
105.9,NewMedia9,18460,4335,1228,48177, 47, 51,0.47882
106.9,NewMedia9,2355,1453,2718,31142, 34, 64,0.60882
107.9,NewMedia9,48882,3455,1243,63992, 40, 64,0.25357
109.0,NewMedia9,7833,2487,1896,21259, 57, 75,0.75542
109.9,NewMedia9,10732,3187,4091,38653, 78, 80,0.42082
111.0,NewMedia9,8786,2693,3227,48169, 75, 61,0.56156
111.9,NewMedia9,79669,9148,2125,133476, 61, 66,0.53555
112.9,NewMedia9,202324,4105,2244,241630, 43, 48,0.52775
113.9,NewMedia9,2071,1829,878,10315, 43, 40,0.7331
115.0,NewMedia9,109914,5577,1692,153813, 34, 40,0.59161
115.9,NewMedia9,18876,5503,2212,49442, 43, 40,0.0
117.0,NewMedia9,1947,1666,1732,19300, 51, 50,0.36292
118.0,NewMedia9,100448,3953,5232,134452, 53, 67,0.50909
119.0,NewMedia9,5906,1681,1871,29502, 63, 83,0.5669
119.9,NewMedia9,2531,2377,2094,17538, 77, 90,0.72022
120.9,NewMedia9,121288,2492,2785,150620, 75, 93,0.0
122.0,NewMedia9,17569,3237,2542,38541, 74, 67,0.63582
122.9,NewMedia9,6621,947,1423,20316, 78, 61,0.60468
123.9,NewMedia9,62732,4791,5733,98550, 78, 69,0.67304
125.0,NewMedia9,595250,6126,2597,665817, 63, 69,0.32466
125.9,NewMedia9,2861,1727,4014,21646, 70, 69,0.56556
126.9,NewMedia9,108577,4905,3162,156432, 63, 74,0.42152
127.9,NewMedia9,4540,3051,944,14781, 60, 57,0.32503
129.0,NewMedia9,20489,8208,3984,57418, 80, 53,0.56631
129.9,NewMedia9,13037,1757,2338,46064, 60, 64,0.30483
130.9,NewMedia9,21188,6866,2023,77702, 51, 50,0.36051
131.9,NewMedia9,2664151,69143,12629,3199577, 24, 48,0.0
133.0,NewMedia9,59226,270,671,70945, 10, 64,0.43153
134.0,NewMedia9,47764,6123,4537,91100, 16, 60,0.73438
134.9,NewMedia9,45101,6080,3855,130438, 17, 50,0.33695
136.0,NewMedia9,639990,19684,14249,1041471, 23, 47,0.37793
136.9,NewMedia9,726030,25984,4918,855246, 23, 41,0.61643
137.9,NewMedia9,2234,5609,2977,18918, 38, 41,0.65229
138.9,NewMedia9,69736,4968,2420,115906, 41, 60,0.65029
141.9,NewMedia9,7107,6929,1704,42434, 50, 80,0.64774
142.9,NewMedia9,332152,6877,2100,452484, 38, 70,0.35245
143.9,NewMedia9,1566643,70630,63393,2358204, 17, 74,0.55986
145.9,NewMedia9,169802,4010,7230,213649, 35, 53,0.53956
147.0,NewMedia7,905525,13805,23243,1330376, 35, 40,0.35882
147.9,NewMedia7,309368,7526,8811,448600, 51, 26,0.51161
149.0,NewMedia7,1066687,31944,17748,1307969, 51, 8,0.44892
154.0,NewMedia7,27882,2500,949,51274, 29, 24,0.34319
154.9,NewMedia7,2108221,68708,72184,2535034, 51, 23,0.33947
155.9,NewMedia7,2787413,102287,82614,3240668, 74, 47,0.3245
156.9,NewMedia7,276710,8764,12437,389802, 78, 48,0.45848
158.0,NewMedia7,998756,59645,26521,1227335, 96, 40,0.33154
158.9,NewMedia7,1054032,53039,30054,1403212, 83, 40,0.60465
159.9,NewMedia7,2096033,181300,221053,4113068, 69, 24,0.61331
161.0,NewMedia7,188092,2212,807,207365, 54, 43,0.3336
161.9,NewMedia7,310250,5593,4147,374158, 44, 27,0.25238
162.9,NewMedia7,357068,12548,5666,474865, 37, 23,0.40172
163.9,NewMedia7,394916,13072,9280,642690, 21, 8,0.67184
165.0,NewMedia7,127794,1583,689,145604, 21, 4,0.67297
165.9,NewMedia7,396900,11271,17596,500369, 35, 23,0.26837
166.9,NewMedia7,1748867,14201,18491,1912624, 47, 34,0.50851
168.0,NewMedia7,2392702,18149,9660,2609011, 48, 63,0.73003
168.9,NewMedia7,930785,96011,32028,1221858, 69, 51,0.63801
169.9,NewMedia7,1119566,36391,26093,1563100, 51, 53,0.62251
170.9,NewMedia7,1178446,7862,5705,1290164, 40, 51,0.48691
172.0,NewMedia7,1603656,64333,30336,1937369, 53, 37,0.37135
172.9,NewMedia7,1144109,11693,8964,1334379, 37, 53,0.49385
173.9,NewMedia7,933861,17445,12628,1061051, 44, 48,0.66914
174.9,NewMedia7,638621,9253,19607,784584, 60, 44,0.29504
175.9,NewMedia7,2008328,39650,23366,2267957, 60, 56,0.0
176.9,NewMedia7,1565312,25873,8201,1732201, 63, 56,0.37558
177.9,NewMedia7,945177,2279,3499,992963, 56, 67,0.47376
179.0,NewMedia7,677577,4558,5417,731407, 51, 77,0.49633
179.9,NewMedia7,531870,20712,15171,756792, 44, 77,0.64365
181.0,NewMedia7,947364,15818,18127,1274518, 43, 61,0.30975
181.9,NewMedia7,813448,21773,15241,971991, 47, 61,0.30643
183.0,NewMedia7,745040,40729,12298,1321969, 23, 41,0.36618
183.9,NewMedia7,222787,6651,9308,337963, 24, 24,0.59054
184.9,NewMedia7,1521638,15186,16514,1706684, 34, 34,0.35991
185.9,NewMedia7,504953,2491,5095,629213, 20, 17,0.62759
186.9,NewMedia7,103034,5451,3151,197067, 24, 43,0.67197
187.9,NewMedia7,679299,16055,8726,1251255, 4, 37,0.72961
188.9,NewMedia7,1052992,6670,8326,1275651, 1, 44,0.58947
190.0,NewMedia7,1474968,55263,16398,1666631, 13, 51,0.53955
190.9,NewMedia7,1205839,11803,8564,1277424, 37, 37,0.73455
191.9,NewMedia7,903999,6230,2969,952842, 54, 74,0.75096
192.9,NewMedia7,2593908,96235,109839,3829588, 64, 67,0.53311
193.9,NewMedia7,2028889,18471,11411,2202791, 60, 74,0.57353
194.9,NewMedia7,73576,7728,16389,291961, 51, 70,0.35815
195.9,NewMedia7,634733,16406,19280,845977, 56, 47,0.35197
197.0,NewMedia7,1730090,53364,25197,2248219, 50, 50,0.61127
197.9,NewMedia7,384810,29276,16330,631685, 48, 34,0.52566
198.9,NewMedia7,295788,9460,11857,422398, 51, 35,0.51469
199.9,NewMedia7,502113,29137,13517,781335, 43, 38,0.61086
201.0,NewMedia7,2281320,23440,18982,2645382, 43, 43,0.63212
201.9,NewMedia7,640208,11590,4430,883496, 26, 63,0.34686
202.9,NewMedia7,767129,9010,3903,1090263, 1, 50,0.37531
204.0,NewMedia7,1207951,33883,50188,1505534, 17, 44,0.35036
204.9,NewMedia7,544091,101581,75295,1039627, 35, 29,0.33653
205.9,NewMedia7,2444614,9669,14685,2725648, 50, 38,0.33156
208.0,NewMedia7,1388837,12233,6985,1632903, 60, 43,0.63383
208.9,NewMedia7,2064599,423618,226187,4425182, 53, 50,0.64064
210.9,NewMedia22,632522,5850,4600,679335, 44, 61,0.13868
213.0,NewMedia22,454786,30226,9752,618005, 48, 44,0.44402
213.9,NewMedia22,1788401,16257,14180,1956392, 61, 47,0.68809
215.9,NewMedia22,2445896,175678,58348,3565349, 53, 44,0.11724
216.9,NewMedia22,1555453,6389,2885,1596749, 50, 53,0.36277
217.9,NewMedia22,164712,1015,3490,259060, 41, 54,0.45008
218.9,NewMedia22,255897,34849,4905,517749, 24, 63,0.66812
219.9,NewMedia22,681502,7784,14291,921595, 24, 57,0.91675
220.9,NewMedia22,88188,1469,4383,116798, 35, 48,0.18734
222.0,NewMedia22,19050,2227,1220,45792, 38, 53,0.36977
222.9,NewMedia22,39990,9318,3045,254562, 34, 44,0.61262
223.9,NewMedia22,49362,1530,2674,82890, 38, 57,0.80773
224.9,NewMedia22,77667,5174,9892,148942, 37, 60,0.91502
226.0,NewMedia22,22927,2928,1307,56378, 35, 69,0.20709
226.9,NewMedia22,14423,1175,2056,31436, 63, 81,0.44793
227.9,NewMedia22,3117,1453,3736,16137, 83, 77,0.50582
229.0,NewMedia22,75240,2886,3423,109456, 78, 80,0.5715
229.9,NewMedia22,27070,969,1311,38591, 90, 75,0.6864
230.9,NewMedia22,23065,1391,1024,37404, 83, 70,0.71623
231.9,NewMedia22,313,1778,2729,15622, 77, 77,0.16245
233.0,NewMedia22,51826,4959,9301,130797, 80, 74,0.21607
233.9,NewMedia22,18885,4295,2100,46955, 77, 57,0.3674
234.9,NewMedia22,18466,5220,2699,88276, 64, 64,0.60386
235.9,NewMedia22,7177,2062,1381,26977, 51, 56,0.88157
236.9,NewMedia22,2642,814,925,16369, 44, 57,0.14108
237.9,NewMedia22,758752,10808,7905,863215, 43, 75,0.34075
238.9,NewMedia22,1131,1330,2675,10561, 74, 69,0.58401
240.0,NewMedia22,4129,1233,2553,13124, 93, 63,0.77631
241.0,NewMedia22,57058,3850,1670,73708, 100, 60,0.14267
241.9,NewMedia22,6081,1138,1323,29191, 94, 70,0.28344
242.9,NewMedia22,937,1347,2472,13912, 87, 77,0.62507
244.0,NewMedia22,40012,26647,10642,166740, 69, 88,0.81468
245.0,NewMedia22,232608,19695,24354,349968, 75, 83,0.11415
245.9,NewMedia22,22447,772,1487,37377, 83, 63,0.29594
247.0,NewMedia22,7896,282,2435,21716, 81, 60,0.59082
247.9,NewMedia22,26844,7313,1604,51092, 81, 54,0.79596
248.9,NewMedia22,6697,1264,2702,23659, 77, 60,0.11767
249.9,NewMedia22,6049,2782,2616,34415, 75, 57,0.30734
251.0,NewMedia22,123164,10567,13541,212755, 74, 60,0.60308
251.9,NewMedia22,1078,497,2760,15505, 80, 67,0.7781
252.9,NewMedia22,2012,1737,2490,14137, 87, 74,0.10154
254.0,NewMedia22,3696,1043,2159,17718, 94, 83,0.45873
254.9,NewMedia22,3481,323,2141,19523, 93, 83,0.36474
255.9,NewMedia22,50989,2172,3169,89667, 81, 75,0.82282
256.9,NewMedia22,4703,1425,3428,15952, 88, 74,0.11219
258.0,NewMedia22,19416,1238,665,34046, 70, 69,0.36857
258.9,NewMedia22,1651,703,1959,18424, 69, 70,0.4021
259.9,NewMedia22,126262,2474,2035,158463, 67, 64,0.56636
261.0,NewMedia22,72192,12170,14755,181410, 54, 70,0.75118
261.9,NewMedia22,8388,3029,5298,33294, 75, 61,0.13334
262.9,NewMedia22,6916,2265,1277,40358, 60, 50,0.33579
263.9,NewMedia22,39790,2925,1977,65546, 63, 66,0.57446
265.0,NewMedia22,7796,2308,2452,18516, 75, 50,0.86709
265.9,NewMedia22,1476,3668,657,11034, 64, 60,0.11098
266.9,NewMedia22,8852,2020,1763,24076, 78, 54,0.36458
267.9,NewMedia22,16027,6256,3012,52616, 80, 47,0.27985
269.0,NewMedia22,2984,1747,1007,15763, 63, 56,0.37895
269.9,NewMedia22,1177,4136,1333,19348, 60, 48,0.65824
270.9,NewMedia22,2494,1160,1460,10741, 66, 60,0.70563
271.9,NewMedia22,1541,1343,1769,16637, 70, 61,0.60256
272.9,NewMedia22,30914,5045,1919,51023, 74, 56,0.2821
273.9,NewMedia22,1672,530,3748,10904, 93, 67,0.28165
274.9,NewMedia22,1956,3735,4620,18098, 97, 61,0.24273
276.0,NewMedia22,84802,2767,1773,114653, 87, 54,0.60219
277.0,NewMedia22,2234,2410,1251,16199, 83, 53,0.65909
277.9,NewMedia22,1075,1411,1283,13752, 63, 47,0.71696
279.0,NewMedia22,3266,1094,1122,13838, 48, 53,0.5747
279.9,NewMedia22,146166,4753,3284,283614, 38, 48,0.0
280.9,NewMedia22,776938,21066,7756,1134094, 21, 41,0.2156
281.9,NewMedia22,247030,14786,10325,455861, 13, 34,0.45458
283.0,NewMedia22,98029,3602,12830,195115, 14, 29,0.72594
283.9,NewMedia22,21263,1426,1005,30271, 35, 40,0.11313
284.9,NewMedia22,64409,3080,1901,80076, 54, 54,0.18617
285.9,NewMedia22,1771,1952,1290,13861, 64, 84,0.0
287.0,NewMedia22,46690,1414,2269,75001, 60, 67,0.3717
287.9,NewMedia22,1447,2292,1178,9858, 64, 69,0.60773
288.9,NewMedia22,1681,686,1679,13474, 64, 75,0.7667
289.9,NewMedia22,107186,2365,3158,128325, 66, 57,0.09883
290.9,NewMedia22,3603,1391,1723,25235, 67, 66,0.45792
291.9,NewMedia22,29442,3321,2284,71845, 53, 69,0.2477
293.0,NewMedia22,296504,16426,13368,472597, 44, 53,0.19936
294.0,NewMedia22,32089,4235,2933,68775, 38, 56,0.11091
294.9,NewMedia22,5072,2953,2444,16101, 53, 61,0.32993
295.9,NewMedia22,83984,1864,4552,110023, 66, 43,0.54434
296.9,NewMedia22,6974,1286,3723,22251, 81, 48,0.60879
297.9,NewMedia22,3674,1569,2435,16625, 93, 56,0.80746
298.9,NewMedia22,1414,545,1748,9070, 91, 53,0.8571
299.9,NewMedia22,819,1927,1953,11756, 94, 74,0.15339
301.0,NewMedia22,14854,1254,1980,37426, 81, 80,0.27351
301.9,NewMedia22,1607,1527,1438,10738, 80, 80,0.54616
302.9,NewMedia22,1748,1331,1515,13868, 74, 87,0.713
303.9,NewMedia22,2889,589,721,12486, 61, 83,0.79238
304.9,NewMedia22,7730,1049,2551,16616, 78, 80,0.10748
305.9,NewMedia22,64612,2892,1289,87728, 64, 69,0.46392
306.9,NewMedia22,2886,1037,1777,13984, 66, 67,0.50234
308.0,NewMedia22,1138,719,1071,8866, 74, 75,0.65694
308.9,NewMedia22,223682,7099,8684,282656, 64, 75,0.88276
309.9,NewMedia22,10511,1792,3484,27128, 80, 78,0.23076
310.9,NewMedia22,4202,1552,1632,17465, 75, 83,0.08558
312.0,NewMedia22,1712,729,1701,16871, 70, 70,0.27333
312.9,NewMedia22,7176,3539,3352,35508, 69, 70,0.46391
313.9,NewMedia22,46615,3546,3930,83251, 61, 67,0.791
314.9,NewMedia22,715,1789,1849,14178, 66, 67,0.13156
315.9,NewMedia22,10524,1303,2202,29162, 66, 60,0.39781
316.9,NewMedia22,794,3528,3470,14047, 78, 54,0.71645
317.9,NewMedia22,5006,2414,1783,42160, 67, 66,0.48658
319.0,NewMedia22,461759,14393,10788,757197, 48, 64,0.61503
319.9,NewMedia22,44004,1885,2417,68480, 47, 66,0.89312
320.9,NewMedia22,9868,3545,3330,44946, 29, 81,0.27418
321.9,NewMedia22,25810,1577,2386,59704, 35, 66,0.5217
322.9,NewMedia22,117156,6283,4183,166098, 47, 70,0.75857
323.9,NewMedia22,1867454,9170,12585,2483943, 27, 63,0.09925
324.9,NewMedia22,330189,4157,12876,454880, 27, 51,0.38387
330.0,NewMedia22,2103322,24543,18275,2354880, 27, 54,0.58854
330.9,NewMedia22,1728265,761211,337509,5147265, 29, 38,0.53366
331.9,NewMedia22,2257004,76230,73016,3149760, 47, 54,0.83263
332.9,NewMedia22,910223,100750,45477,1629369, 40, 53,0.26054
333.9,NewMedia22,236807,36451,18809,435953, 47, 57,0.60229
334.9,NewMedia22,610883,36810,18609,852103, 43, 48,0.84485
335.9,NewMedia22,825614,31892,39044,1121943, 50, 40,0.21152
337.0,NewMedia22,2910641,88977,68377,3400288, 60, 41,0.57587
337.9,NewMedia22,2114562,588636,346181,5705189, 57, 20,0.82117
338.9,NewMedia22,1019151,29569,11426,1214967, 54, 37,0.17231
339.9,NewMedia22,1096379,16660,29294,1260457, 57, 44,0.24698
340.9,NewMedia22,1051338,116087,54601,1453027, 60, 40,0.64185
341.9,NewMedia22,1110246,184469,241398,3287924, 60, 41,0.65788
342.9,NewMedia22,2433484,43512,32286,2921386, 61, 34,0.28682
344.0,NewMedia22,286612,6447,5897,330996, 60, 38,0.59742
344.9,NewMedia22,1436219,567813,112229,3344806, 50, 38,0.19485
345.9,NewMedia22,973303,16804,7129,1110822, 40, 41,0.46066
346.9,NewMedia22,897867,54792,31386,1304991, 41, 34,0.80356
348.0,NewMedia22,15950,1586,3099,41511, 40, 26,0.64781
351.0,NewMedia22,85625,2936,884,119708, 27, 13,0.29759
353.9,NewMedia22,1101047,88090,72887,1913466, 34, 21,0.68279
355.0,NewMedia22,400579,75335,13248,718870, 27, 30,0.63831
355.9,NewMedia10,564742,12255,20932,716849, 29, 27,0.36688
357.9,NewMedia10,635981,51200,46460,1056682, 47, 40,0.20575
358.9,NewMedia10,874077,19752,11902,1039638, 43, 37,0.48468
359.9,NewMedia10,2222589,6678,6046,2328874, 44, 43,0.33309
360.9,NewMedia10,138168,34930,8640,287601, 37, 51,0.35731
362.0,NewMedia10,829851,36900,41147,1537694, 27, 64,0.33839
362.9,NewMedia10,86783,9875,7896,154769, 37, 67,0.49392
363.9,NewMedia10,1203472,113657,29428,1870490, 35, 67,0.652
364.9,NewMedia10,595141,78189,30723,1200482, 30, 64,0.33126
365.9,NewMedia10,485213,43219,9696,964579, 21, 47,0.18157
366.9,NewMedia10,1003324,4860,1289,1068773, 1, 51,0.49096
367.9,NewMedia10,745166,17822,14880,1029103, 3, 43,0.49561
369.0,NewMedia10,794539,22417,30274,1091332, 8, 51,0.48093
369.9,NewMedia10,118416,9254,11812,214885, 26, 54,0.49993
370.9,NewMedia10,101953,2549,2424,140992, 38, 51,0.63078
371.9,NewMedia10,65853,1584,1484,111915, 34, 61,0.51982
373.0,NewMedia10,6344,1109,2443,34440, 30, 51,0.61054
373.9,NewMedia10,170688,7292,3646,268148, 17, 54,0.18235
374.9,NewMedia10,28658,2282,1632,58843, 17, 50,0.72253
375.9,NewMedia10,32687,2868,3150,52219, 38, 51,0.61567
376.9,NewMedia10,905466,84022,13663,1367249, 27, 56,0.20965
377.9,NewMedia10,219522,17574,12331,491091, 29, 60,0.51534
378.9,NewMedia10,22968,4735,2196,49724, 37, 64,0.55158
380.0,NewMedia10,3322,2692,1648,28453, 24, 69,0.19085
380.9,NewMedia10,774,1832,1110,16062, 37, 56,0.49355
381.9,NewMedia10,23926,4667,3685,51370, 50, 40,0.62218
382.9,NewMedia10,23538,2017,1473,75565, 35, 48,0.34519
383.9,NewMedia10,2891,1039,2740,15310, 51, 48,0.34297
384.9,NewMedia10,12139,4354,1788,41549, 48, 53,0.34394
385.9,NewMedia10,1074,1618,1167,18258, 40, 70,0.65135
387.0,NewMedia10,2985,2249,2637,26409, 54, 61,0.36065
387.9,NewMedia10,82351,4842,1573,112532, 38, 51,0.61516
388.9,NewMedia10,17070,2902,2345,45203, 41, 47,0.659
389.9,NewMedia10,2093,1171,1261,17021, 43, 54,0.64734
391.0,NewMedia10,5804,3347,926,28052, 34, 64,0.64789
391.9,NewMedia10,104077,5854,1837,130553, 37, 66,0.43254
392.9,NewMedia10,6544,1910,3641,19560, 56, 74,0.1841
393.9,NewMedia10,2433,905,2508,22992, 60, 70,0.79371
394.9,NewMedia10,15895,9075,11371,122383, 69, 69,0.47607
395.9,NewMedia10,18139,2051,1401,40998, 66, 81,0.62027
396.9,NewMedia10,19763,3315,1915,37448, 51, 81,0.31674
398.0,NewMedia10,90885,2819,3171,127089, 48, 77,0.20628
398.9,NewMedia10,16676,2242,1834,32700, 50, 75,0.25799
399.9,NewMedia10,4024,1424,2043,23385, 56, 64,0.2032
400.9,NewMedia10,66750,8129,1628,121944, 40, 80,0.19722
401.9,NewMedia10,19107,1079,2774,55583, 37, 64,0.37213
402.9,NewMedia10,51817,6441,2844,82095, 35, 61,0.20499
403.9,NewMedia10,106067,1734,1261,124210, 29, 56,0.33551
405.0,NewMedia10,49835,1999,3378,109494, 37, 53,0.18142
405.9,NewMedia10,1882113,11189,4949,2072848, 26, 57,0.32517
406.9,NewMedia10,18103,1353,5532,43182, 34, 64,0.49009
407.9,NewMedia10,11711,2128,1615,31175, 35, 69,0.47884
408.9,NewMedia10,3289,1350,1494,18368, 41, 66,0.63975
409.9,NewMedia10,5588,2206,1808,18309, 63, 77,0.61531
410.9,NewMedia10,7162,318,2242,19453, 63, 74,0.62445
412.0,NewMedia10,6708,2445,2275,37631, 61, 77,0.67946
412.9,NewMedia10,763979,10373,3688,894312, 47, 74,0.20544
413.9,NewMedia10,267639,22985,23644,724298, 30, 56,0.20996
414.9,NewMedia10,168676,7090,11720,252996, 29, 50,0.18932
416.0,NewMedia10,7634,1461,2151,19946, 40, 44,0.0
416.9,NewMedia10,5131,724,825,19722, 48, 53,0.77576
417.9,NewMedia10,50886,3037,2086,72509, 56, 64,0.62012
418.9,NewMedia10,8328,1472,2848,17106, 70, 63,0.41105
419.9,NewMedia10,1339,1034,1852,11796, 74, 63,0.39235
420.9,NewMedia10,30509,932,1325,43244, 81, 63,0.4184
421.9,NewMedia10,603,880,761,9963, 78, 67,0.64251
423.0,NewMedia10,5768,1310,3332,18177, 70, 70,0.21771
423.9,NewMedia10,187437,3366,2130,263996, 48, 56,0.41341
424.9,NewMedia10,8112,1694,1371,31761, 41, 50,0.39484
425.9,NewMedia10,3653,857,2851,16962, 51, 48,0.39071
426.9,NewMedia10,580259,28458,10034,790722, 29, 54,0.20001
427.9,NewMedia10,32202,3168,3123,72600, 41, 80,0.0
428.9,NewMedia10,1596,1155,3834,24581, 53, 61,0.50274
430.0,NewMedia10,36886,6794,2223,70048, 41, 63,0.32021
430.9,NewMedia10,3715,1804,1099,19402, 47, 63,0.4317
431.9,NewMedia10,2414,2030,1598,14548, 54, 51,0.0
