time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX,FPOGY,RPD,LPD
3.9,USER_37,NewMedia6,385826,82829,47346,28491,18343,5203,21454,162920,752412,0.26932705479452057,0.13038294520547947,18.61033657534247,15.205694589041096
5.0,USER_37,NewMedia6,16473,4778,4796,3246,1607,2080,684,2644,36308,0.27902714285714286,0.031060816326530613,15.048590612244897,12.889069319727891
5.9,USER_37,NewMedia6,367951,76484,31431,4185,15531,4769,4693,91329,596373,0.33981871621621623,0.0490427027027027,15.235169527027026,12.881999932432432
6.9,USER_37,NewMedia6,21770,3445,622,2538,1773,1528,370,4902,36948,0.17696194630872483,0.07315463087248322,14.78347375838926,12.654630000000001
7.9,USER_37,NewMedia6,16175,1455,3075,2202,2343,652,779,9457,36138,0.2808202027027027,0.07210972972972972,15.454611689189193,12.982943851351353
9.0,USER_37,NewMedia6,130832,76213,36490,24374,12536,2952,2368,41501,327266,0.3107568243243243,0.12080304054054054,15.46090108108108,12.986160202702703
9.9,USER_37,NewMedia6,8468,3462,7035,2018,3493,1685,821,9712,36694,0.2907025333333333,0.14465440000000002,15.376534933333332,13.207619466666669
10.9,USER_37,NewMedia6,2805,4545,4168,1479,1546,691,530,1264,17028,0.34780687074829936,0.17330251700680271,15.042355850340137,13.174500408163265
11.9,USER_37,NewMedia6,4868,849,1331,855,1685,683,501,2054,12826,0.3665798639455783,0.21447319727891156,15.957567687074828,14.186301972789117
12.9,USER_37,NewMedia6,2211,2041,2327,2816,1039,1471,2061,2076,16042,0.3361567114093959,0.2706325503355705,15.336385167785236,13.089878322147651
13.9,USER_37,NewMedia6,4791,5803,3545,1263,2991,1425,653,10771,31242,0.3535964666666666,0.23752833333333337,14.147880533333337,12.413090666666667
14.9,USER_37,NewMedia6,1690,780,1949,2671,2247,1467,550,2126,13480,0.49630506756756754,0.252530472972973,15.027205608108108,13.356824459459459
16.0,USER_37,NewMedia6,61055,6556,14457,1557,3432,1185,706,34095,123043,0.22488094594594593,0.2876464189189189,16.177374729729728,13.709130945945947
16.9,USER_37,NewMedia6,17398,1920,819,436,2263,808,552,1914,26110,0.4252934666666666,0.2893858,14.868950333333336,13.378348333333332
17.9,USER_37,NewMedia6,3534,1717,179,1579,1457,658,944,1766,11834,0.6663987248322147,0.33059389261744965,14.004414765100671,13.216472348993289
18.9,USER_37,NewMedia6,2541,5428,3012,2149,832,717,349,1819,16847,0.3944840268456376,0.3619875167785235,14.677244093959734,12.90106879194631
19.9,USER_37,NewMedia6,922,2598,2914,1158,1733,586,687,3565,14163,0.3111889261744966,0.3438912751677852,15.120206174496643,13.61829053691275
20.9,USER_37,NewMedia6,1150,1145,1515,5082,1422,3448,884,8172,22818,0.5286371917808219,0.30151924657534246,14.828589726027399,13.485939657534246
22.0,USER_37,NewMedia6,783659,32285,38032,21045,25176,11193,3866,401222,1316478,0.4443879194630872,0.237108322147651,15.740847516778521,13.990102483221474
23.0,USER_37,NewMedia6,261797,39930,9029,12992,7499,9238,10150,20933,371568,0.22180544827586204,0.3571595172413793,15.187366758620687,14.095938689655172
23.9,USER_37,NewMedia6,5159,8736,2119,2049,2678,1496,722,9817,32776,0.3380610067114094,0.3574895973154363,15.63481322147651,13.233181543624159
24.9,USER_37,NewMedia6,52002,10659,1846,545,1497,973,540,16877,84939,0.4768813422818792,0.3924638255033557,15.681673154362414,13.819513288590604
25.9,USER_37,NewMedia6,255762,26376,10601,5901,6014,822,1030,37920,344426,0.527108389261745,0.42167456375838924,14.75222040268456,12.885551140939597
26.9,USER_37,NewMedia6,310137,4806,5264,4780,2452,552,358,27989,356338,0.22578832214765102,0.4574609395973155,15.18876503355705,13.455979731543625
27.9,USER_37,NewMedia6,2913,572,1501,3004,940,773,306,6544,16553,0.2754603355704698,0.41450664429530204,14.973202080536916,13.521359261744966
