time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX,FPOGY,RPD,LPD
5.0,USER_21,NewMedia6,21786,11746,2715,4683,3604,2615,870,36084,84103,0.33248026666666664,0.2529784666666667,15.79180026666667,13.562288
6.0,USER_21,NewMedia6,799613,155322,14040,50608,20669,5578,5247,121476,1172553,0.3380028859060402,0.27858436241610735,16.06452865771812,13.921698791946307
7.0,USER_21,NewMedia6,1050338,52383,26680,33379,43512,11065,9428,353208,1579993,0.25539395973154366,0.26832765100671135,15.389323154362415,13.041400738255033
8.0,USER_21,NewMedia6,12983,20760,1816,3709,4116,1180,879,28277,73720,0.40987593333333333,0.2517023333333333,15.091157533333336,13.081692333333335
9.0,USER_21,NewMedia6,28896,10238,6127,8038,4849,1839,1340,129442,190769,0.5319340939597316,0.24748765100671138,13.927668255033556,12.782899597315437
10.0,USER_21,NewMedia6,22966,4673,6776,3681,4656,3958,899,30404,78013,0.481749932885906,0.2544181879194631,14.639744295302012,11.708982080536913
11.0,USER_21,NewMedia6,178818,25284,9403,4511,2960,3015,1300,34996,260287,0.30779648648648644,0.2703302702702703,15.02151554054054,12.80736891891892
12.0,USER_21,NewMedia6,117013,6221,1280,3164,971,287,295,11440,140671,0.3115138,0.2563742,14.104974266666668,12.982283666666666
13.0,USER_21,NewMedia6,21434,5046,8858,3193,6032,4040,1735,27119,77457,0.5595551677852348,0.26370563758389265,14.952209060402684,13.067805503355705
14.0,USER_21,NewMedia6,25924,7238,25446,5917,1725,3095,528,17699,87572,0.4991253691275167,0.2404724832214765,14.104160201342282,12.001049463087249
15.0,USER_21,NewMedia6,276591,4414,8517,2408,517,970,257,15293,308967,0.2882258666666667,0.32703000000000004,14.703190266666667,12.500554933333333
16.0,USER_21,NewMedia6,64334,2654,9521,3292,3523,2710,2902,91976,180912,0.48583899328859054,0.2980204026845638,15.12536785234899,12.240680738255035
17.0,USER_21,NewMedia6,50971,10283,6882,2602,3272,779,2733,12793,90315,0.2080738255033557,0.3546078523489933,15.093788120805367,12.68432832214765
