time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX,FPOGY,RPD,LPD
4.9,USER_17,NewMedia19,117114,2266,2046,1677,2585,1041,799,32477,160005,0.3118464864864865,0.45601763513513516,17.769190743243243,16.96820581081081
5.9,USER_17,NewMedia19,20422,4876,272,1497,692,859,153,7980,36751,0.36602288590604026,0.5152532214765101,19.52162134228188,18.39670295302014
7.0,USER_17,NewMedia19,46095,10035,2626,2678,1946,1176,677,8272,73505,0.42642046666666666,0.4724412,20.265731333333335,18.680962466666667
7.9,USER_17,NewMedia19,553004,26724,5959,15040,11303,2490,1919,25647,642086,0.5262351677852348,0.48432281879194633,20.684927852348995,19.07515590604027
8.9,USER_17,NewMedia19,603243,110047,40349,51929,13560,4520,4740,376759,1205147,0.7481480536912752,0.6221967785234899,21.512631543624163,19.245474765100674
9.9,USER_17,NewMedia19,143490,9927,6083,14026,2130,743,708,41750,218857,0.48841026666666665,0.3054850666666667,21.575279666666667,20.010253066666664
11.0,USER_17,NewMedia19,656079,26189,10805,7722,3094,1111,781,64647,770428,0.47390530201342274,0.5321428859060402,20.76892302013423,19.71516402684564
11.9,USER_17,NewMedia19,132699,6188,5937,1537,2457,738,1068,31700,182324,0.6515449324324325,0.6027635135135135,21.923011554054053,19.74868783783784
12.9,USER_17,NewMedia19,25344,10236,3045,2972,2661,1032,1286,37955,84531,0.5688597333333334,0.46293866666666666,22.2353672,20.869421866666666
13.9,USER_17,NewMedia19,629038,14294,5701,26422,11742,2973,1588,52126,743884,0.5129483892617449,0.5615102013422819,22.996185704697986,21.895659865771812
15.0,USER_17,NewMedia19,822676,20037,52754,13195,4765,6860,2311,264757,1187355,0.40666832214765103,0.40424147651006714,22.252067919463084,21.51158362416108
15.9,USER_17,NewMedia19,1103243,16166,2684,4654,3064,1717,303,61197,1193028,0.351333422818792,0.430151879194631,22.882510738255032,22.174128859060403
16.9,USER_17,NewMedia19,387059,1926,1651,1082,805,219,124,16526,409392,0.18780106666666666,0.6832184000000001,23.598212866666668,22.321523733333333
18.0,USER_17,NewMedia19,2394289,14223,11133,4501,2671,1317,768,117893,2546795,0.3652411409395973,0.39760872483221477,22.078924697986576,21.99302610738255
18.9,USER_17,NewMedia19,968020,14307,18964,21441,4826,3866,3791,88320,1123535,0.4596410067114093,0.31037147651006713,22.372856510067116,22.262001543624166
19.9,USER_17,NewMedia19,984605,2597,7688,1555,1124,1032,365,89580,1088546,0.33731586666666663,0.5912000000000001,22.883083066666664,21.601797
20.9,USER_17,NewMedia19,428421,24560,32638,13290,10118,3490,1107,210486,724110,0.34185946308724835,0.41228134228187924,21.872747651006716,21.205269261744963
22.0,USER_17,NewMedia19,365833,6282,3135,2498,3583,1155,1269,19988,403743,0.4562384563758388,0.4119295973154362,21.975690536912754,21.166789194630873
22.9,USER_17,NewMedia19,127453,11719,6260,3719,4396,841,265,35062,189715,0.44105324324324335,0.36823040540540536,21.80548067567568,21.287035
23.9,USER_17,NewMedia19,116163,4749,8104,2700,1093,895,701,11385,145790,0.5016187162162161,0.5215064189189189,22.73386804054054,22.155326148648648
25.0,USER_17,NewMedia19,52544,3779,9272,1446,3747,1227,321,12977,85313,0.5180791275167784,0.5101219463087249,21.601454429530204,20.841759664429528
25.9,USER_17,NewMedia19,23096,1185,4683,3631,3600,965,315,14323,51798,0.5072612080536912,0.44317,20.660567449664427,19.43255067114094
26.9,USER_17,NewMedia19,35517,12742,9052,2346,7598,985,712,13390,82342,0.5756023333333334,0.6228947333333333,21.6840262,20.735003866666666
27.9,USER_17,NewMedia19,818879,2189,12138,7783,2136,2507,229,105279,951140,0.4839730201342281,0.37657208053691277,22.324015704697985,21.768682080536916
28.9,USER_17,NewMedia19,239386,11472,2700,3860,2402,870,392,79186,340268,0.49816577181208066,0.40614167785234906,22.818365570469798,22.28807651006711
29.9,USER_17,NewMedia19,1154297,18757,37029,22264,5983,2500,1231,98301,1340362,0.6363741891891892,0.5562560135135135,23.021841554054053,21.72576695945946
31.0,USER_17,NewMedia19,79129,2638,2248,162,782,116,168,7387,92630,0.6340595333333334,0.4551346,23.3091142,22.513674
31.9,USER_17,NewMedia19,1775796,49041,9982,18331,5085,7252,2743,449389,2317619,0.6606532432432433,0.525957027027027,23.79313844594595,22.551187364864866
32.9,USER_17,NewMedia19,157650,5404,319,4316,3136,826,512,49130,221293,0.7020597986577182,0.5889794630872482,23.65788382550335,22.427756644295304
33.9,USER_17,NewMedia19,94336,3431,6420,4598,2669,565,879,5462,118360,0.7316525333333334,0.6077024,23.400907466666666,22.099835533333334
34.9,USER_17,NewMedia19,113511,9484,4225,2181,4308,735,432,28455,163331,0.5440877181208054,0.3938307382550336,23.0204555704698,22.07616966442953
36.0,USER_17,NewMedia19,59390,1732,1893,2368,4993,461,357,5169,76363,0.8361426174496644,0.7270244966442954,23.733558187919467,21.595924093959734
36.9,USER_17,NewMedia19,24683,6384,5012,2653,1485,658,413,18895,60183,0.5100010738255034,0.3697334899328859,21.293646845637582,20.93902456375839
37.9,USER_17,NewMedia19,76294,5366,2396,786,2266,1412,215,10617,99352,0.6271113333333334,0.49925879999999995,21.962706999999998,19.869423266666665
38.9,USER_17,NewMedia19,23687,2056,5679,3929,1904,959,388,12192,50794,0.4796101342281878,0.36174087248322156,22.48011288590604,20.94978852348993
39.9,USER_17,NewMedia19,9936,3889,12570,9786,1460,725,309,41598,80273,0.5337575838926174,0.45812865771812084,21.967895503355702,20.15185510067114
40.9,USER_17,NewMedia19,33709,5332,1589,2288,1512,1304,351,24448,70533,0.5899156666666666,0.6811534666666668,23.7931334,21.983571066666666
41.9,USER_17,NewMedia19,101015,2808,8078,3202,2362,811,233,21054,139563,0.49431637583892624,0.40830154362416116,23.22798234899329,21.945349731543622
43.0,USER_17,NewMedia19,33492,1113,1952,2013,790,166,164,14437,54127,0.4973479865771813,0.41679805369127515,23.6862677852349,22.26852597315436
43.9,USER_17,NewMedia19,93034,13250,7378,3725,3044,448,333,37431,158643,0.5688473825503356,0.5825229530201342,25.067614161073823,23.574654161073827
44.9,USER_17,NewMedia19,127261,963,8164,4091,3885,1198,559,41536,187657,0.5273746308724833,0.47248704697986577,24.798964630872486,23.574640000000002
45.9,USER_17,NewMedia19,90742,6110,7928,2507,2480,2094,1101,29424,142386,0.5365306040268456,0.47733697986577184,24.474455100671143,23.190488523489933
47.0,USER_17,NewMedia19,23642,16833,5000,2499,3207,1074,319,28902,81476,0.5389810135135136,0.5744647297297297,23.396654864864864,22.280459189189187
47.9,USER_17,NewMedia19,181568,4172,5411,640,2176,954,697,27934,223552,0.4699655999999999,0.3586674,22.553624733333333,21.800717400000003
48.9,USER_17,NewMedia19,104561,19797,5346,1442,2801,342,347,12772,147408,0.49336416107382547,0.6124359060402684,23.675856174496644,22.191117248322143
50.0,USER_17,NewMedia19,557025,10228,3186,2407,1847,516,374,35133,610716,0.5063858389261745,0.31577906040268455,22.999160335570465,22.30210758389262
