time,MEDIA_ID,delta,FPOGX
934.9,,0.72313,0.50071
935.9,,0.11551,0.49644
937.0,,0.04278,0.22893
937.9,,0.06582,0.26765
938.9,,0.01476,0.38476
939.9,,0.29749,0.39021
941.0,,0.20915,0.64431
941.9,,0.01477,0.26484
942.9,,0.30081,0.69806
944.0,,0.11492,0.28375
944.9,,0.05526,0.89285
945.9,,0.06457,0.51717
946.9,,0.00375,0.36255
948.0,,0.00634,0.57852
948.9,,0.11458,0.50721
949.9,,0.01011,0.49082
950.9,,0.06491,0.54832
952.0,,0.03769,0.39389
952.9,,0.0268,0.51429
953.9,,0.0515,0.54364
954.9,,0.02966,0.53927
955.9,,0.01174,0.54321
956.9,,0.01545,0.49302
957.9,,0.02672,0.42287
959.0,,0.00246,0.41665
960.0,,0.04318,0.49925
960.9,,0.1234,0.42714
961.9,,0.00535,0.48979
962.9,,0.16946,0.50638
963.9,,0.12605,0.55144
964.9,,0.21661,0.4904
966.0,,0.04985,0.527
966.9,,0.00947,0.51044
967.9,,0.13774,0.54139
968.9,,0.00775,0.51114
969.9,,0.06374,0.41354
970.9,,0.01828,0.40936
971.9,,0.01979,0.48211
972.9,,0.25363,0.42073
973.9,,0.03155,0.78172
974.9,,0.00425,0.54955
976.0,,0.01685,0.49842
977.0,,0.00103,0.55608
977.9,,0.00356,0.57765
978.9,,0.02425,0.81076
979.9,,0.0207,0.37067
980.9,,0.05148,0.25443
981.9,,0.02903,0.48062
982.9,,0.00359,0.0
984.0,,0.00148,0.65363
984.9,,0.03184,0.7167
985.9,,0.0455,0.26187
986.9,,0.01279,0.26581
987.9,,0.01545,0.37336
988.9,,0.01092,0.40182
989.9,,0.01788,0.25153
991.0,,0.02622,0.56745
992.0,,0.14932,0.0
992.9,,0.03081,0.32378
993.9,,0.00081,0.41561
995.0,,0.00252,0.72579
995.9,,0.03435,0.44089
996.9,,0.01882,0.45314
997.9,,0.00598,0.36857
998.9,,0.16759,0.54262
999.9,,0.02063,0.2551
1000.9,,0.0031,0.3632
1002.0,,0.03634,0.52789
1002.9,,0.00566,0.47972
1003.9,,0.01471,0.34151
1004.9,,0.00232,0.40577
1005.9,,0.01686,0.37637
1006.9,,0.00097,0.29173
1008.0,,0.04563,0.68673
1009.0,,0.03039,0.45344
1009.9,,0.02578,0.47712
1010.9,,0.01126,0.57951
1011.9,,0.02279,0.36509
1012.9,,0.04919,0.37168
1013.9,,0.01543,0.37099
1014.9,,0.00015,0.36912
1015.9,,0.00847,0.51003
1016.9,,0.05821,0.3807
1017.9,,0.03292,0.53698
1018.9,,0.04964,0.37228
1020.0,,0.00408,0.52102
1021.9,,0.74412,0.49368
1022.9,,0.42756,0.53242
1024.0,,0.05225,0.51495
1024.9,,0.39331,0.43816
1025.9,,0.15699,0.39163
1027.0,,0.01198,0.54404
1027.9,,0.02355,0.4512
1028.9,,0.03885,0.37088
1029.9,,0.02456,0.52338
1030.9,,0.07448,0.36334
1031.9,,0.04827,0.3999
1032.9,,0.12492,0.51456
1034.0,,0.00118,0.38248
1034.9,,0.00768,0.5204
1035.9,,0.00552,0.39067
1036.9,,0.15646,0.54056
1038.0,,0.09602,0.49871
1038.9,,0.03673,0.52551
1040.0,,0.00286,0.33644
1040.9,,0.00132,0.01083
1041.9,,0.12559,0.60231
1042.9,,0.02412,0.57435
1043.9,,0.00192,0.52475
1045.0,,0.00228,0.5317
1045.9,,0.00144,0.51172
1046.9,,0.00409,0.37558
1047.9,,0.03537,0.60803
1048.9,,0.00045,0.53444
1049.9,,0.00406,0.50733
1050.9,,0.00373,0.51363
1052.0,,0.04999,0.49451
1052.9,,0.01631,0.35132
1053.9,,0.0077,0.35382
1054.9,,0.01509,0.48602
1056.0,,0.04539,0.43217
