time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX,FPOGY,RPD,LPD
4.9,USER_8,NewMedia4,81559,6252,4720,1767,8951,5029,1777,32405,142460,0.40930651006711405,0.21437348993288594,15.259543489932886,15.401084026845638
5.9,USER_8,NewMedia4,7557,5664,2407,4998,3441,2008,1616,6781,34472,0.48998442953020127,0.2072828187919463,14.882629865771815,14.52065530201342
7.0,USER_8,NewMedia4,12526,3799,1294,1803,4616,3149,1409,2131,30727,0.23014228187919467,0.24453302013422815,14.550334697986578,15.289224496644296
7.9,USER_8,NewMedia4,6843,16226,4884,17646,62008,14041,8186,13602,143436,0.26776523489932885,0.26931724832214765,15.660792080536913,15.772888590604031
8.9,USER_8,NewMedia4,6403,7652,2378,3837,9098,3771,4990,14122,52251,0.34419729729729726,0.25699831081081076,15.798058378378377,15.866275675675677
9.9,USER_8,NewMedia4,671413,10633,7048,10569,26652,10456,4765,168602,910138,0.47844724832214774,0.2544323489932886,15.521888724832216,15.284384899328858
11.0,USER_8,NewMedia4,906390,15296,9781,12514,34453,20714,6812,115332,1121292,0.32911140939597316,0.3264808053691275,15.453538187919456,15.31256758389262
12.0,USER_8,NewMedia4,187307,16134,5196,1844,3004,2709,1721,54998,272913,0.5217110738255033,0.292711610738255,14.965425167785236,14.810675973154362
12.9,USER_8,NewMedia4,37156,2379,7032,4289,7527,2076,1939,2415,64813,0.522520134228188,0.3228322818791946,15.404976711409397,15.170257651006713
13.9,USER_8,NewMedia4,12219,6452,2063,1898,6723,6369,4575,4144,44443,0.35167746666666666,0.36375813333333334,15.157210399999997,15.070738666666665
15.0,USER_8,NewMedia4,97351,9483,9978,9388,25970,32845,14648,13417,213080,0.5496352348993288,0.3537095973154363,15.285555302013423,15.299276711409398
15.9,USER_8,NewMedia4,5761,6379,1324,7577,3893,5899,5331,3847,40011,0.34586587837837846,0.5431151351351351,14.896089324324324,14.951702297297293
16.9,USER_8,NewMedia4,3508,2779,3080,1140,3729,2562,1660,4359,22817,0.428347,0.6334695333333333,13.29903346666667,13.791676
18.0,USER_8,NewMedia4,1486,5426,10142,3026,6402,6349,1125,10270,44226,0.5655092617449665,0.7378312080536912,14.281338657718122,14.349219395973156
