time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX,FPOGY,RPD,LPD
5.0,USER_40,NewMedia16,7803,11977,5768,2072,2181,1506,1923,18799,52029,0.4076185234899329,0.4323326845637584,20.660539731543622,19.56632033557047
5.9,USER_40,NewMedia16,33699,7795,9680,2391,1987,1399,1169,24141,82261,0.4195179865771812,0.3649600671140939,17.227992818791947,16.601289194630873
6.9,USER_40,NewMedia16,89276,7191,19357,14017,4874,2126,1786,104923,243550,0.5499885234899329,0.3395794630872483,18.670121610738256,18.483705637583896
7.9,USER_40,NewMedia16,478142,19249,57631,49599,14788,8677,2350,234361,864797,0.5240093288590605,0.0667896644295302,18.654855033557048,19.733833758389263
8.9,USER_40,NewMedia16,34919,4621,4167,3771,2615,1982,438,6626,59139,0.3458457046979866,0.38153818791946303,19.011860939597312,19.09506993288591
9.9,USER_40,NewMedia16,9527,5457,5787,1707,3081,2105,727,2573,30964,0.40102877551020405,0.5253964625850339,18.38211442176871,18.367330408163262
10.9,USER_40,NewMedia16,16373,2292,11720,3215,3085,1135,820,6075,44715,0.6023808666666668,0.4345652666666667,18.4053952,18.721129733333335
11.9,USER_40,NewMedia16,129142,31660,21745,6607,17277,4554,3837,24028,238850,0.4893885234899329,0.23907187919463088,18.47487765100671,18.9567988590604
12.9,USER_40,NewMedia16,13285,5316,8364,2822,2383,2611,398,31711,66890,0.5756060810810812,0.7646907432432432,18.072661486486485,19.028646689189188
13.9,USER_40,NewMedia16,26202,3323,4190,2438,1756,1158,693,2641,42401,0.5318768456375839,0.7099239597315437,18.511508053691273,18.788345436241613
14.9,USER_40,NewMedia16,14725,1225,4487,4788,4798,1315,1999,6509,39846,0.43364653333333336,0.14316519999999996,18.517823066666665,19.21789886666667
15.9,USER_40,NewMedia16,19676,2645,5384,3875,3316,1918,2498,21192,60504,0.5774520134228188,0.1785977852348993,16.912838657718122,17.567941476510065
16.9,USER_40,NewMedia16,11357,6598,3928,4994,4075,1263,1028,6664,39907,0.5678120805369127,0.185116711409396,17.21721704697987,17.83712087248322
17.9,USER_40,NewMedia16,22218,1717,5595,1400,4200,2974,1008,21530,60642,0.5045587333333333,0.031506666666666676,17.027145666666666,18.97940026666667
18.9,USER_40,NewMedia16,144241,1724,3073,1648,2289,1366,496,13377,168214,0.440029527027027,0.02799918918918919,18.813457229729732,20.305674864864866
19.9,USER_40,NewMedia16,5791,1799,5529,2458,2612,1596,427,3112,23324,0.4475051700680273,0.05297190476190476,20.572476802721088,20.682068843537415
20.9,USER_40,NewMedia16,9207,7653,6710,3431,2015,1858,495,6811,38180,0.4343142567567567,0.0677122972972973,20.716215743243243,20.767411824324327
21.9,USER_40,NewMedia16,13481,9714,6811,827,1118,1646,412,3589,37598,0.4097209333333333,0.13556126666666668,21.468502066666666,21.230651333333334
23.0,USER_40,NewMedia16,2022,7902,4248,1770,2230,704,1502,3095,23473,0.4479971812080536,0.10937557046979865,20.64950932885906,20.77558731543624
23.9,USER_40,NewMedia16,8812,1424,1810,691,2201,1238,1039,3444,20659,0.5116993288590604,0.19547892617449664,19.005473758389265,19.62844912751678
24.9,USER_40,NewMedia16,5238,5733,1536,4496,2753,1995,911,8628,31290,0.41617760000000004,0.13812233333333335,18.212546533333335,18.702960733333335
25.9,USER_40,NewMedia16,11968,6403,2484,1608,2642,2871,645,4836,33457,0.4126429530201342,0.1524886577181208,20.46677,20.393199261744968
26.9,USER_40,NewMedia16,4006,1511,5962,2109,1884,1687,1268,4294,22721,0.3663916891891892,0.07549918918918919,21.040164729729728,20.781166486486484
27.9,USER_40,NewMedia16,6692,3326,4607,835,4523,850,1468,2168,24469,0.2860493959731544,0.5397673825503356,19.160074026845635,18.276633020134227
28.9,USER_40,NewMedia16,10832,13546,4473,4366,2987,1261,1084,6894,45443,0.6431978,0.32207759999999996,17.042257133333333,17.5361146
30.0,USER_40,NewMedia16,632754,20447,33444,13444,18489,15099,2441,103465,839583,0.6434909395973154,0.3001689261744966,16.634141744966442,17.506216912751675
30.9,USER_40,NewMedia16,9377,2729,3778,4620,2291,1498,2033,6081,32407,0.6705618918918919,0.23465472972972976,18.33027587837838,18.39207222972973
31.9,USER_40,NewMedia16,14901,4706,7590,1864,1640,2729,1386,14255,49071,0.6782842567567566,0.1469441216216216,17.36065722972973,18.26367472972973
32.9,USER_40,NewMedia16,5968,4926,5137,814,1522,1545,997,8000,28909,0.35069405405405407,0.7332710135135135,17.04298331081081,16.480827905405405
33.9,USER_40,NewMedia16,4089,2047,6212,2399,1825,1808,1584,6808,26772,0.6398095973154363,0.31536442953020133,16.570157718120804,17.284296241610736
34.9,USER_40,NewMedia16,198449,2781,1215,1292,5982,3359,1347,12188,226613,0.6556689261744967,0.09585463087248323,16.70688067114094,18.165800402684564
35.9,USER_40,NewMedia16,655648,23481,34265,16845,18253,10623,4507,133857,897479,0.6217319333333334,0.10339093333333334,16.516486066666662,17.51991
37.0,USER_40,NewMedia16,571407,8316,9251,18125,6873,8568,3230,65229,690999,0.5889258108108109,0.3065754054054054,17.051051486486486,17.60389324324325
37.9,USER_40,NewMedia16,112351,7963,3490,2451,3237,2578,1105,46319,179494,0.5663643624161074,0.6687456375838926,17.907476845637582,17.27874577181208
