time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX,FPOGY,RPD,LPD
98.0,USER_10,NewMedia23,1489603,38502,9771,4859,9123,6390,975,75909,1635132,0.26269067114093964,0.3327596644295302,23.31711986577181,22.426648926174497
99.0,USER_10,NewMedia23,1245729,10532,7456,4944,1072,889,832,26035,1297489,0.5204620805369127,0.31322637583892615,22.53250731543624,22.529798724832215
100.0,USER_10,NewMedia23,1723627,56689,98855,21452,59679,17368,8646,157633,2143949,0.4744590540540539,0.2799572972972973,19.27361824324324,18.58001722972973
101.0,USER_10,NewMedia23,1073504,31939,22015,35577,6690,3834,861,48153,1222573,0.6596353333333334,0.4760404000000001,16.937387599999997,19.865927
102.0,USER_10,NewMedia23,911321,54039,23797,23884,16455,4339,2671,77281,1113787,0.2864840939597315,0.43867114093959736,21.292572214765105,20.215245100671144
103.0,USER_10,NewMedia23,520717,49225,6214,23595,31005,6928,9104,171228,818016,0.30331959731543623,0.35407046979865775,22.12081986577181,22.357103489932886
104.0,USER_10,NewMedia23,154670,2097,3631,7465,3602,3126,436,17100,192127,0.4726319333333333,0.3498608,22.42524466666667,21.9865602
105.0,USER_10,NewMedia23,1188601,31493,15969,16641,30828,25697,9574,50387,1369190,0.7034291275167787,0.38428087248322146,20.51340744966443,20.54253899328859
106.0,USER_10,NewMedia23,8684,7875,1568,2669,4533,1840,489,11594,39252,0.7198411409395975,0.5120559060402684,17.1504733557047,19.656801006711408
106.9,USER_10,NewMedia23,9261,5572,3131,3064,2399,2326,414,8371,34538,0.18598268456375835,0.4551693959731544,21.97410530201342,21.210647046979865
108.0,USER_10,NewMedia23,16089,4055,3429,1097,3586,2143,1111,15445,46955,0.2799785234899329,0.43699536912751685,23.812555167785234,24.00383879194631
108.9,USER_10,NewMedia23,962,4362,3652,1081,1888,957,588,4650,18140,0.2745590604026846,0.4327232885906041,22.621814026845634,22.182991208053693
109.9,USER_10,NewMedia23,25041,1615,1910,1435,1674,1941,1127,4522,39265,0.22149402684563763,0.4239671140939597,22.642880268456373,21.494708322147652
111.0,USER_10,NewMedia23,5288,2229,1074,2275,2845,1418,1281,5497,21907,0.27015253333333333,0.4292731333333334,23.216664466666668,22.721985666666665
111.9,USER_10,NewMedia23,7401,6708,1988,1500,3515,2188,1877,5584,30761,0.2815507382550336,0.43152657718120807,23.572485167785235,22.999573624161073
113.0,USER_10,NewMedia23,1396423,160906,133674,62953,28605,7564,7175,437985,2235285,0.24753785234899328,0.4408607382550335,24.6364955704698,23.66624181208054
116.0,USER_10,NewMedia23,518638,8120,9400,18014,13293,6161,1439,25374,600439,0.3159679194630872,0.41586442953020136,23.177899395973157,22.05480489932886
117.0,USER_10,NewMedia23,155233,8978,8002,8746,11916,2069,1503,129932,326379,0.28568506756756756,0.4195741891891892,21.84714310810811,19.755508783783785
118.0,USER_10,NewMedia23,577003,26401,7014,5996,9190,3279,2074,95895,726852,0.504119,0.37889713333333336,20.574043333333332,19.786099866666664
119.0,USER_10,NewMedia23,430185,1050,423,2479,2819,1082,267,5082,443387,0.7259778523489934,0.4242692617449665,20.17871543624161,19.856322348993288
120.0,USER_10,NewMedia23,696305,1771,2912,6553,4661,5082,1506,81745,800535,0.4879192617449664,0.49168677852348996,22.790880335570474,20.668895906040266
122.0,USER_10,NewMedia23,489596,26213,51319,33313,9776,24547,7035,131181,772980,0.21907880000000002,0.5020985333333334,21.598631933333333,21.9631078
122.9,USER_10,NewMedia23,201214,10194,7060,3722,5389,4683,1014,15899,249175,0.4312508275862069,0.38800606896551726,21.285307655172414,21.71082924137931
124.0,USER_10,NewMedia23,84710,1552,4295,9775,3786,1987,685,3516,110306,0.23503200000000002,0.31146759999999996,19.876447799999998,21.31732566666667
124.9,USER_10,NewMedia23,3955,4179,2012,2352,2514,1832,949,13750,31543,0.3408402013422819,0.4686912080536913,25.219800134228187,24.22801765100671
125.9,USER_10,NewMedia23,683794,65270,32268,27909,14198,20396,20665,85222,949722,0.5970174324324324,0.4579552027027026,22.34873972972973,21.54727614864865
126.9,USER_10,NewMedia23,15216,4258,4915,4105,2444,2853,1302,21852,56945,0.509758918918919,0.7154684459459459,16.845231554054052,21.069020000000002
128.0,USER_10,NewMedia23,6936,2298,4480,2131,2651,2070,804,8259,29629,0.23659779999999997,0.5839188666666666,24.949726533333337,22.2220384
131.0,USER_10,NewMedia23,129768,26575,70401,79311,55843,25217,21742,57769,466626,0.43236706666666663,0.35718493333333334,18.331971066666664,19.34220386666667
132.0,USER_10,NewMedia23,894297,8981,3678,4666,3416,2464,1268,25078,943848,0.6995965100671141,0.5247240268456375,24.442046241610736,24.10575818791946
134.0,USER_10,NewMedia23,553767,29196,82735,36602,26195,14179,8537,70507,821718,0.9830885234899328,0.509840268456376,22.846861409395974,23.21416852348993
135.0,USER_10,NewMedia23,606810,8209,19215,6727,6736,1073,1321,29114,679205,0.9928483221476508,0.5386977852348993,22.206648724832213,26.517132214765102
136.0,USER_10,NewMedia23,1911203,5538,15821,28428,20354,6463,5650,190814,2184271,0.8834801342281879,0.5577454362416107,18.386957516778526,19.242181073825503
136.9,USER_10,NewMedia23,1054048,8285,12259,11436,4235,4147,1231,11905,1107546,0.7148237583892617,0.501839865771812,15.391128389261743,15.928804966442954
137.9,USER_10,NewMedia23,588240,55220,38238,17868,49000,7018,5007,196330,956921,0.6591315333333334,0.4859055333333333,17.035325933333333,16.687635200000003
139.0,USER_10,NewMedia23,529537,9501,25079,9425,6764,1766,669,49795,632536,0.6858889261744967,0.5026597986577181,15.420654093959731,15.558830134228186
140.0,USER_10,NewMedia23,181350,6968,3158,8147,1580,3883,2208,37033,244327,0.7674468027210885,0.5240767346938775,15.746727414965987,16.296592176870746
140.9,USER_10,NewMedia23,2629945,3640,28596,22266,31601,4677,1291,121581,2843597,0.7681634228187919,0.5244805369127516,18.104156711409395,17.517188255033556
141.9,USER_10,NewMedia23,150861,18034,20218,10663,9896,9150,2608,41759,263189,0.7599256000000001,0.5398001333333333,20.131671066666666,19.2830658
143.0,USER_10,NewMedia23,120630,33912,15964,8291,8539,6189,2457,112058,308040,0.7088039597315435,0.5218184563758389,20.412333489932884,19.702916174496647
143.9,USER_10,NewMedia23,834358,21997,9435,13723,4944,2310,1341,40307,928415,0.6640762162162162,0.5245518243243243,20.624579662162162,19.8593797972973
144.9,USER_10,NewMedia23,1279271,90383,51692,10331,26388,7845,2811,43476,1512197,0.6777028666666667,0.5331876666666666,20.0729444,19.430255199999998
145.9,USER_10,NewMedia23,1467506,13564,15472,4340,3996,1299,964,44270,1551411,0.6288638255033557,0.45530073825503353,17.57015,16.471795033557047
147.0,USER_10,NewMedia23,2199855,54622,58518,20953,21238,16564,4469,579538,2955757,0.839786711409396,0.5528993959731544,19.627650402684562,19.503713691275166
148.0,USER_10,NewMedia23,67626,3175,3919,6989,3401,503,265,34918,120796,0.8946185234899329,0.5835148322147652,20.292602281879194,19.43326302013423
149.0,USER_10,NewMedia23,87364,5413,10357,4048,2131,822,137,29536,139808,0.8910303333333335,0.5877982666666666,21.021993133333332,19.886449066666664
150.0,USER_10,NewMedia23,1065859,22274,19828,19070,9154,3704,2764,60442,1203095,0.7567905369127517,0.5561910738255033,21.294093087248324,20.539741812080536
150.9,USER_10,NewMedia23,784985,8637,15251,10580,29232,4262,1648,56470,911065,0.5780804054054054,0.5708962837837838,20.522486891891898,20.01137358108108
151.9,USER_10,NewMedia23,725151,378,9759,3565,2408,1583,424,19709,762977,0.13577699999999998,0.5793046000000001,19.141408133333336,18.761824800000003
152.9,USER_10,NewMedia23,36685,12306,9408,13919,14517,10758,8306,87854,193753,0.36356107382550334,0.5565664429530202,18.995629395973157,19.04160268456376
154.0,USER_10,NewMedia23,43143,3889,1818,6809,6022,1405,991,8577,72654,0.5478855033557047,0.5644534228187919,18.204600469798656,18.382898859060404
154.9,USER_10,NewMedia23,1123587,35824,165181,270234,144826,16601,2647,763087,2521987,0.7157425503355705,0.5844979194630873,18.05971006711409,17.93384651006711
155.9,USER_10,NewMedia23,837975,16861,73589,87552,36680,19092,6903,294978,1373630,0.4242416,0.6083322,19.28812473333333,18.629814533333334
156.9,USER_10,NewMedia23,974981,13840,2443,14522,13061,5517,1386,73069,1098819,0.1275238255033557,0.6515624832214765,20.11887302013423,19.948462953020133
158.0,USER_10,NewMedia23,276708,2376,3520,1688,1502,1641,642,32317,320394,0.23090463087248325,0.6315027516778523,20.195981610738258,20.23362020134228
158.9,USER_10,NewMedia23,692245,19772,25795,15589,15968,7737,1515,138565,917186,0.4428842,0.6145628,19.044487600000004,19.093246466666663
159.9,USER_10,NewMedia23,88659,1732,1858,3125,2400,859,187,16611,115431,0.7129568456375839,0.624143355704698,18.273504295302015,18.409909194630874
161.0,USER_10,NewMedia23,399369,138187,28172,77356,31278,5872,4884,206420,891538,0.3107789932885906,0.6639163758389262,18.412207785234898,18.126309395973152
162.0,USER_10,NewMedia23,901273,344776,59301,105694,56889,24330,1136,625404,2118803,0.32067389261744966,0.6459483221476511,18.3963989261745,18.679341812080533
162.9,USER_10,NewMedia23,1105258,35187,25240,70010,29405,10282,2298,38322,1316002,0.47751306666666665,0.755949,18.574226333333336,18.854134133333336
163.9,USER_10,NewMedia23,112883,5138,8925,4339,3092,1889,676,4801,141743,0.705533288590604,0.8784863087248321,20.727281543624162,20.7802755704698
165.0,USER_10,NewMedia23,1444699,57001,17264,5784,19316,5286,1140,49772,1600262,0.5324972483221477,0.9433878523489934,22.219541610738254,21.07209583892617
166.0,USER_10,NewMedia23,1330988,50888,26124,17255,34622,4352,1503,81087,1546819,0.3151680536912752,0.8783187919463088,20.621761476510066,20.46504791946309
167.0,USER_10,NewMedia23,942530,19755,51080,26733,19546,6225,1383,160552,1227804,0.40524355704697984,0.40813,19.83976322147651,19.939811946308723
168.0,USER_10,NewMedia23,85201,4066,2138,4181,1805,1823,86,14944,114244,0.6503638926174498,0.7737277181208053,20.377898456375842,20.641270671140937
169.0,USER_10,NewMedia23,184748,8179,4232,970,1410,634,186,16095,216454,0.36294621621621626,0.9390124324324324,23.46865108108108,22.212977027027026
172.0,USER_10,NewMedia23,337957,23977,10483,20039,24174,15607,3282,103192,538711,0.6288371140939597,0.5450441610738255,20.277016711409395,20.814508255033555
173.0,USER_10,NewMedia23,1152122,53967,16133,31588,10100,4707,5422,79620,1353659,0.5983869594594594,0.2576963513513514,16.14979945945946,16.186385743243243
174.0,USER_10,NewMedia23,15823,3300,595,2132,3364,2874,2292,4814,35194,0.5850000000000002,0.3454444966442952,20.44596543624161,19.902234362416106
175.0,USER_10,NewMedia23,315718,41245,6859,30420,8726,8881,8579,44102,464530,0.4738851006711409,0.2257605369127517,19.746849194630872,19.60365134228188
176.0,USER_10,NewMedia23,28320,2265,5464,2815,1533,2511,764,8497,52169,0.5723054362416108,0.30859765100671144,19.950994832214764,19.652987046979863
177.0,USER_10,NewMedia23,26890,4142,9727,1885,2193,2858,1608,10959,60262,0.619647,0.3499199333333333,21.533723733333332,20.927724733333335
178.0,USER_10,NewMedia23,91993,10950,4469,7243,5930,2940,726,29731,153982,0.4322906711409397,0.4023861073825503,22.285431476510066,21.06227234899329
179.0,USER_10,NewMedia23,24956,4687,1550,5093,2559,2839,1116,5427,48227,0.384623489932886,0.17855691275167784,21.56720355704698,20.666323221476507
180.0,USER_10,NewMedia23,1253095,82523,44159,29762,19401,4997,2993,80402,1517332,0.7032088,0.7424786666666667,21.376665333333335,21.014557733333334
181.0,USER_10,NewMedia23,204607,6781,6280,5144,4352,6155,1390,33876,268585,0.7117209395973155,0.874625033557047,21.32906322147651,20.791079865771813
182.0,USER_10,NewMedia23,265137,5376,6177,13273,18324,13162,5356,32397,359202,0.9341197315436242,0.9749259731543625,19.81002798657718,19.71176523489933
183.0,USER_10,NewMedia23,122497,3824,5503,2607,5327,2482,496,17047,159783,0.5276351333333335,0.839208,21.150192266666668,20.22948333333333
183.9,USER_10,NewMedia23,47415,4254,1688,2957,2537,1060,999,3147,64057,0.6727329530201343,0.6279389261744968,19.348386241610736,19.294231946308727
185.0,USER_10,NewMedia23,263575,89126,163594,62304,27672,6893,5820,451225,1070209,0.6796489261744966,0.6100306040268455,17.983564093959732,18.156294161073827
185.9,USER_10,NewMedia23,686364,15562,9147,6662,1417,976,599,14012,734739,0.4693428859060403,0.8552002684563759,18.61360563758389,18.370127852348993
186.9,USER_10,NewMedia23,2349058,121764,20352,27179,28659,19608,2591,868040,3437251,0.48167340000000003,0.10586706666666666,17.585523666666667,17.791193933333332
187.9,USER_10,NewMedia23,344922,11740,25297,5413,9957,9915,3905,97088,508237,0.4965171140939597,0.10857577181208054,17.482503087248322,17.04361986577181
188.9,USER_10,NewMedia23,1151447,24943,10499,12512,6474,3942,718,53671,1264206,0.3126418791946309,0.09288375838926174,18.489939328859062,18.196408187919463
190.0,USER_10,NewMedia23,133440,496,1341,967,599,358,128,6428,143757,0.6686285234899327,0.12470738255033556,18.58456020134228,18.99994496644295
190.9,USER_10,NewMedia23,252094,8087,10403,3808,2693,1323,475,58091,336974,0.30090419999999996,0.16860146666666664,20.8563764,19.285544733333328
192.0,USER_10,NewMedia23,1167301,12922,72572,11447,15907,8636,8232,139386,1436403,0.48444194630872484,0.15025872483221475,20.489487651006712,20.385372818791947
193.0,USER_10,NewMedia23,288086,7073,4093,6297,2139,1032,430,39636,348786,0.731661677852349,0.20164060402684564,18.472392953020137,18.941079060402682
194.0,USER_10,NewMedia23,910423,18454,12485,10430,10121,9320,2131,118960,1092324,0.17912288590604025,0.23832630872483224,20.280608255033556,18.09209100671141
195.0,USER_10,NewMedia23,1020392,3359,6014,12354,8600,1518,210,16107,1068554,0.7600163513513513,0.5116016891891892,20.83003641891892,21.769324391891892
196.0,USER_10,NewMedia23,1477927,132946,112630,59294,41892,29905,4278,150076,2008948,0.37118859060402687,0.2123773154362416,21.348705973154363,19.84391926174497
197.0,USER_10,NewMedia23,785270,21234,12708,10235,11764,4983,4508,99394,950096,0.3636325333333333,0.1952634,21.679148733333335,20.728572133333333
199.0,USER_10,NewMedia23,950693,127400,25658,74379,91142,17749,3171,262068,1552260,0.5461307382550336,0.7876676510067114,21.61428201342282,21.061004563758388
200.0,USER_10,NewMedia23,607103,2066,985,971,1097,1241,409,4201,618073,0.4786791946308724,0.6089968456375838,19.509517919463086,15.635755838926176
201.0,USER_10,NewMedia23,84563,18341,6792,17133,16588,10826,2247,30687,187177,0.6720942666666667,0.8621018666666669,23.397788266666666,23.594841466666665
202.0,USER_10,NewMedia23,767527,2032,763,5159,6258,3044,1245,13148,799176,0.7291411564625849,0.8802825170068026,23.09413918367347,22.355059047619044
208.0,USER_10,NewMedia7,165851,21698,6717,2762,2857,3310,754,18962,222911,0.5225585906040268,0.5769753020134228,19.48448697986577,19.545287046979865
208.9,USER_10,NewMedia7,152502,11662,2895,1715,1450,789,533,12462,184008,0.5597895999999999,0.4200449333333333,18.71539,17.6698898
210.0,USER_10,NewMedia7,241250,5539,13905,8400,3126,1985,1868,166021,442094,0.4792157718120805,0.5070663758389261,20.15608006711409,20.529943691275168
210.9,USER_10,NewMedia7,654817,18672,5587,6301,5953,2928,909,41733,736900,0.6622804697986577,0.4667760402684564,19.213749395973156,19.828607181208053
211.9,USER_10,NewMedia7,402942,12701,21432,5519,12426,4455,1786,67008,528269,0.4235312162162162,0.27477310810810807,20.09696141891892,20.358482162162165
212.9,USER_10,NewMedia7,91458,2714,1060,1043,1158,251,208,18653,116545,0.5318823333333332,0.5941838666666667,19.975500066666665,20.343825333333335
213.9,USER_10,NewMedia7,404492,4761,31693,7358,9128,17187,3212,38688,516519,0.4507813422818791,0.41119342281879195,20.535215436241607,20.88498154362416
215.0,USER_10,NewMedia7,988552,35842,41174,83896,20648,15214,5178,435999,1626503,0.31805020270270273,0.16593425675675677,19.82600885135135,19.72777277027027
216.0,USER_10,NewMedia7,65520,4044,3158,3401,2196,2337,227,21938,102821,0.31839818791946306,0.10489255033557048,17.6531111409396,18.574455570469798
217.0,USER_10,NewMedia7,89384,10465,8960,7297,1819,1517,396,32595,152433,0.32635416107382553,0.06464255033557047,20.182621476510068,19.35441241610738
218.0,USER_10,NewMedia7,14788,8706,1856,9036,4423,2734,930,8033,50506,0.31472174496644295,0.3854645637583893,18.922762416107386,18.634070604026846
219.0,USER_10,NewMedia7,349346,35421,37965,39703,18902,5379,2495,28232,517443,0.5649706000000001,0.6169529333333332,18.286036866666663,18.241823933333333
220.0,USER_10,NewMedia7,134167,21595,8231,6606,5679,14396,2164,60148,252986,0.6926979194630871,0.2439518791946309,18.021901409395976,18.22180953020134
