time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX,FPOGY,RPD,LPD
5.0,USER_48,NewMedia20,5233,340,505,2856,5352,5163,6511,4367,30327,0.4600702684563758,0.5949661744966442,21.333930604026843,23.504168120805367
6.0,USER_48,NewMedia20,3482,287,2336,1231,11850,9184,2341,7842,38553,0.39702060402684564,0.48972832214765105,18.011383825503355,18.702835973154365
7.0,USER_48,NewMedia20,239867,1895,12800,5038,11037,3246,7273,52864,334020,0.3689242281879194,0.47851838926174495,18.880546040268456,19.517073288590606
8.0,USER_48,NewMedia20,10231,5455,1767,3975,4621,4536,1159,17333,49077,0.44371560000000004,0.4795274666666666,20.5631708,21.337529599999996
9.0,USER_48,NewMedia20,3360,1187,2930,1270,8699,7798,1727,2100,29071,0.3933080536912751,0.4836728859060403,22.083337315436243,23.24649187919463
10.0,USER_48,NewMedia20,147076,10813,6332,4986,18296,5450,5641,64614,263208,0.5923020134228187,0.4995048322147651,20.81567362416107,22.96063644295302
11.0,USER_48,NewMedia20,19713,4928,2245,6983,6728,17355,4513,16552,79017,0.46959597315436236,0.2151620134228188,21.486710671140937,22.661570738255033
12.0,USER_48,NewMedia20,99322,15048,6187,8387,5177,3523,2438,23904,163986,0.288945100671141,0.49928187919463085,21.012384295302013,21.871202953020134
13.0,USER_48,NewMedia20,1759692,53359,74955,33985,32871,19233,4587,197009,2175691,0.335158389261745,0.39466657718120807,21.93382013422819,22.567834765100674
14.0,USER_48,NewMedia20,136235,300,2220,5044,2148,2364,871,5655,154837,0.2690723489932886,0.5173785906040268,22.503794765100672,23.52779308724832
15.0,USER_48,NewMedia20,401028,5547,1632,12567,7595,8146,2106,28490,467111,0.3153024161073825,0.4696165771812081,23.35691818791946,23.686964899328856
16.0,USER_48,NewMedia20,746048,12372,14127,37759,24426,17913,7997,35818,896460,0.27152657718120804,0.4836118791946309,22.241489060402685,23.081882885906037
17.0,USER_48,NewMedia20,578551,21235,58765,31571,32285,54985,6446,75161,858999,0.2530184563758389,0.5087337583892617,22.174380067114093,22.954376845637583
18.0,USER_48,NewMedia20,103953,5990,6623,32720,45950,26863,22982,41138,286219,0.3030492666666667,0.46775839999999996,22.42631786666667,23.8061806
19.0,USER_48,NewMedia20,562984,12086,28774,30350,18522,16636,18384,75683,763419,0.31708181208053693,0.7102504697986576,22.61282604026846,23.37479644295302
20.0,USER_48,NewMedia20,286409,2312,4550,4949,12863,2943,3586,17633,335245,0.5655212080536913,0.5019975838926175,21.838923691275163,23.98472456375839
21.0,USER_48,NewMedia20,79973,1845,3303,7462,9135,5799,2860,18883,129260,0.5399959459459459,0.44499121621621623,22.126528851351353,24.24441027027027
22.0,USER_48,NewMedia20,578465,2929,21686,31055,35595,22596,5551,29375,727252,0.6292662666666666,0.6798095333333334,22.883527333333333,25.784218666666668
23.0,USER_48,NewMedia20,7589,1770,5404,5164,6805,7120,2848,11340,48040,0.5292589932885907,0.36350624161073836,22.76560483221477,24.601712416107386
24.0,USER_48,NewMedia20,6600,3490,7160,6399,7730,4846,3406,5226,44857,0.5747700675675677,0.5203554729729729,22.668319662162162,24.464925540540538
25.0,USER_48,NewMedia20,185090,4371,5741,3636,10372,6214,2160,79699,297283,0.5533322,0.4981348666666668,22.7575336,25.04647813333333
26.0,USER_48,NewMedia20,207211,7353,3044,1337,3342,6233,6094,33007,267621,0.6122131081081081,0.6889643918918918,22.693230810810814,25.714246824324324
27.0,USER_48,NewMedia20,305944,22127,36386,12812,17335,9046,10655,238488,652793,0.5124301342281878,0.42566503355704693,22.50597691275168,25.184911073825504
28.0,USER_48,NewMedia20,68605,1535,4312,3137,6151,9275,8068,33924,135007,0.5693400675675676,0.6879202027027027,21.954361486486487,24.263695540540542
29.0,USER_48,NewMedia20,49656,3526,2982,11787,10810,5435,1964,24203,110363,0.5959523333333334,0.7013422,22.594856866666664,25.051847733333332
30.0,USER_48,NewMedia20,253408,4488,5253,5054,5189,2278,1899,24587,302156,0.545671744966443,0.6345369127516778,20.1989988590604,23.827031744966447
31.0,USER_48,NewMedia20,13857,3892,1306,12175,4296,4722,1601,11688,53537,0.47505214765100673,0.5633670469798657,23.12707,24.46850751677852
32.0,USER_48,NewMedia20,317908,19675,46585,41462,50718,16063,4473,226267,723151,0.45901220000000004,0.8766431333333332,23.656496600000004,24.711987266666664
33.0,USER_48,NewMedia22,259132,9139,28245,21693,28318,22543,18162,30093,417325,0.22294095693779906,0.8839310526315788,24.065991913875596,23.740704210526314
34.0,USER_48,NewMedia22,629692,50319,9787,11493,34316,55118,8723,136934,936382,0.14449832214765101,0.052155100671140944,22.66929724832215,23.32017469798658
35.0,USER_48,NewMedia22,2287114,56471,23076,17299,22430,45399,19016,656606,3127411,0.26720905405405404,0.0164125,22.634271959459454,23.40948168918919
36.0,USER_48,NewMedia22,2019,3499,5739,4618,16985,4448,3713,7791,48812,0.5340491333333334,-0.010505466666666668,22.260539,22.90782193333333
37.0,USER_48,NewMedia22,77937,5799,9512,7957,19080,4244,5222,20835,150586,0.6848391946308725,0.025572684563758392,21.624076040268456,22.456524362416108
38.0,USER_48,NewMedia22,509245,63031,16199,32976,37228,27049,11520,211420,908668,0.8102495302013423,0.09541557046979866,21.397583892617448,24.02085630872483
39.0,USER_48,NewMedia22,259977,8666,24169,9548,15235,8931,4092,49582,380200,0.16221706666666666,0.11587946666666667,23.0685038,23.68615533333333
40.0,USER_48,NewMedia22,328527,17182,38123,22578,29204,34393,14586,40238,524831,0.441640134228188,0.053534295302013424,22.067724496644296,22.90848
41.0,USER_48,NewMedia22,748575,27664,68081,9526,37935,25638,19324,114748,1051491,0.5857965100671141,0.06291429530201341,22.685826778523488,23.45075617449665
42.0,USER_48,NewMedia22,6601,5672,4995,8849,5659,3165,3169,3236,41346,0.7842475838926175,0.11648838926174494,23.1994789261745,24.582493288590605
43.0,USER_48,NewMedia22,115603,4418,4458,3508,11383,4952,1729,26101,172152,0.3751192,0.16939659999999998,22.503932466666665,23.766099066666666
44.0,USER_48,NewMedia22,151119,19771,5058,11612,10292,6647,3474,53174,261147,0.25223527027027026,0.13928925675675674,22.391544391891887,22.995271283783783
45.0,USER_48,NewMedia22,420820,23375,11033,18070,12193,30501,4828,128725,649545,0.4241086577181208,0.10678489932885904,22.134115167785232,23.126769395973156
46.0,USER_48,NewMedia22,3446,1116,2820,4638,6804,8374,8358,10425,45981,0.38327691275167786,0.111621677852349,21.19472006711409,22.340735570469796
47.0,USER_48,NewMedia22,5873,1320,6038,6297,3415,10316,3566,9437,46262,0.5700145999999999,0.1169086,21.2982522,21.9200148
48.0,USER_48,NewMedia22,70107,1134,5877,6755,18867,5773,4249,66192,178954,0.7600453691275167,0.1702430201342282,22.950677718120804,24.076487046979867
49.0,USER_48,NewMedia22,185327,2415,3273,2889,5323,1055,765,13807,214854,0.2880173154362416,0.22880892617449666,22.331367181208055,22.829685302013427
50.0,USER_48,NewMedia22,7421,800,6051,3074,9877,4497,2322,4891,38933,0.20374040000000002,0.20520466666666667,22.19588686666667,22.715178133333335
51.0,USER_48,NewMedia22,616037,23457,15306,3723,53758,32295,12463,126197,883236,0.4301957718120805,0.15833422818791948,21.664359328859057,23.066499731543626
52.0,USER_48,NewMedia22,596040,802,18768,12373,25402,41725,8082,72064,775256,0.7303963087248322,0.16292006711409396,22.717899328859062,23.556614362416106
53.0,USER_48,NewMedia22,178461,2853,3215,3953,2159,1011,473,24392,216517,0.3208408,0.21471473333333335,23.275800466666666,23.99590046666667
