time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX,FPOGY,RPD,LPD
4.9,USER_51,NewMedia5,28468,545,2727,3605,6219,1397,937,21328,65226,0.29060140000000007,0.28854806666666666,24.004929999999998,19.318555800000002
6.0,USER_51,NewMedia5,5158,5878,2052,5718,4201,1218,959,7388,32572,0.30023422818791945,0.10914959731543623,22.36680476510067,19.439413959731542
6.9,USER_51,NewMedia5,193719,2505,2882,3582,2914,3621,949,57427,267599,0.50748322147651,0.1233121476510067,24.40355382550335,22.19876503355705
7.9,USER_51,NewMedia5,14818,2142,2544,1973,1978,1054,402,1852,26763,0.2490405333333333,0.34811933333333334,23.353758,20.163849333333335
8.9,USER_51,NewMedia5,611785,11289,6153,22260,23108,8658,2015,15129,700397,0.355771677852349,0.1644498657718121,21.84505979865772,19.71210463087248
9.9,USER_51,NewMedia5,7787,1533,2233,2986,3120,1158,833,7495,27145,0.3334487919463087,0.14682208053691273,22.460817919463082,20.18608731543624
10.9,USER_51,NewMedia5,5877,3108,1676,2417,4307,1460,1257,1183,21285,0.3888575838926174,0.16675288590604026,21.874986644295305,19.51764
11.9,USER_51,NewMedia5,4370,3369,2090,3119,2807,1756,869,8236,26616,0.5044328666666666,0.14851486666666666,20.88271113333333,18.20056433333334
13.0,USER_51,NewMedia5,11870,9235,3366,4348,2511,2064,1116,17740,52250,0.45352194630872483,0.17700953020134227,22.158257046979863,19.793294161073824
13.9,USER_51,NewMedia5,11340,545,2075,3397,1779,1225,1085,1556,23002,0.35524080536912755,0.23737825503355706,22.73176503355705,20.31431
14.9,USER_51,NewMedia5,19389,1610,1083,1657,2142,1292,388,3159,30720,0.44572220000000007,0.22926839999999998,22.078063,20.122770733333333
15.9,USER_51,NewMedia5,8433,913,644,1217,4757,1434,340,5829,23567,0.3829361744966443,0.2759826845637584,20.97019073825503,18.97935087248322
17.0,USER_51,NewMedia5,4629,4388,1032,2790,3786,1662,797,4517,23601,0.6166645637583894,0.27011067114093956,20.777320604026848,18.488293087248323
18.0,USER_51,NewMedia5,15971,4282,636,1840,11645,2142,803,5602,42921,0.3408044966442953,0.3301559731543624,20.38782255033557,17.6826377181208
18.9,USER_51,NewMedia5,13296,1104,4777,787,5004,1011,427,6934,33340,0.5500543333333333,0.32323180000000007,20.13051493333333,18.3128438
20.0,USER_51,NewMedia5,4002,2892,1822,991,777,1647,1095,6872,20098,0.3734287248322148,0.5283613422818793,20.347977382550337,17.66556033557047
20.9,USER_51,NewMedia5,5977,805,1478,2538,2275,772,588,3681,18114,0.5623538926174496,0.7034204026845637,19.877540402684566,16.718471543624158
22.0,USER_51,NewMedia5,2655,6119,2704,3884,1405,1793,516,4367,23443,0.4911100000000001,0.7147853999999999,21.446476533333335,18.1495706
22.9,USER_51,NewMedia5,3659,1551,1462,1458,2761,958,1071,2323,15243,0.354991554054054,0.5197939189189189,21.486442027027024,18.838222297297296
