time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,gamma1,gamma2,theta,totalPower,FPOGX
5.0,USER_35,NewMedia1,1017678,6385,9911,20425,17176,18705,14248,24339,1128867,0.6054879865771811
6.0,USER_35,NewMedia1,14001,30636,17871,9072,21478,8545,5474,16419,123496,0.3029345333333333
7.0,USER_35,NewMedia1,2492,8574,10704,6498,4028,3374,1797,3032,40499,0.2888373825503356
8.0,USER_35,NewMedia1,3506,2892,2499,4906,2408,2806,1373,4302,24692,0.3067530872483221
9.0,USER_35,NewMedia1,4295,1770,1491,1515,5103,1759,1680,3192,20805,0.304531768707483
10.0,USER_35,NewMedia1,450860,25734,45402,16190,15149,13930,11514,43507,622286,0.32893880000000003
11.0,USER_35,NewMedia1,6066,524,3407,3003,3482,6262,3581,5634,31959,0.2692930201342282
12.0,USER_35,NewMedia1,1007,2799,5161,10419,3857,4102,825,8001,36171,0.3912823489932887
13.0,USER_35,NewMedia1,3390,3445,12058,3581,4074,3123,1147,4654,35472,0.33182785234899326
14.0,USER_35,NewMedia1,415698,21615,18581,18522,21652,10302,4223,48515,559108,0.3588770469798658
15.0,USER_35,NewMedia1,7951,2092,5329,2262,3429,1461,1496,5640,29660,0.374738322147651
16.0,USER_35,NewMedia1,697087,15298,9532,31686,10824,8443,2028,45573,820471,0.26980154362416103
17.0,USER_35,NewMedia1,19352,1206,2946,2941,2884,1878,993,4933,37133,0.3643305333333333
18.0,USER_35,NewMedia1,6352,16220,5014,11640,5620,2457,514,2107,49924,0.5050375167785234
19.0,USER_35,NewMedia1,4388,14172,5850,3764,3279,4596,1082,2192,39323,0.34375275167785235
20.0,USER_35,NewMedia1,2430,4930,3577,4478,4558,2198,1279,9920,33370,0.3248295333333333
21.0,USER_35,NewMedia1,1421,822,1450,4227,6417,2361,495,9133,26326,0.327448255033557
22.0,USER_35,NewMedia1,229431,48346,50021,54306,21593,34894,8577,482568,929736,0.5381769798657717
23.0,USER_35,NewMedia1,6878,4315,4752,3293,4861,2550,3284,2044,31977,0.4071246979865772
24.0,USER_35,NewMedia1,547672,31110,13810,25886,7626,7900,5910,36141,676055,0.4833878
25.0,USER_35,NewMedia1,9112,491,1104,3722,2666,2776,1071,6838,27780,0.2632465771812081
26.0,USER_35,NewMedia1,15372,4221,2694,3564,4039,1818,1066,36540,69314,0.2552451677852349
27.0,USER_35,NewMedia1,59207,3662,12707,6292,3893,3489,2329,26521,118100,0.3103910666666667
28.0,USER_35,NewMedia1,2269,3945,3044,1941,4573,3307,1795,5659,26533,0.33450702702702706
29.0,USER_35,NewMedia1,126292,25011,6365,8728,2925,2495,2726,80414,254956,0.34838530201342277
30.0,USER_35,NewMedia1,120740,6770,2559,2898,5631,2325,586,36784,178293,0.24702313333333326
31.0,USER_35,NewMedia1,1811,6323,1464,2597,3001,2284,1567,6890,25937,0.2853769127516779
32.0,USER_35,NewMedia1,2217,9051,5979,9398,5353,2149,1950,2759,38856,0.3407963087248322
33.0,USER_35,NewMedia1,7296,3080,535,4235,10544,2208,1311,7304,36513,0.29651489932885905
34.0,USER_35,NewMedia1,8417,6693,3590,1793,3275,2574,995,8147,35484,0.23436246666666663
35.0,USER_35,NewMedia1,251010,10360,18661,19577,17778,26911,7899,36310,388506,0.22951100671140934
36.0,USER_35,NewMedia1,5237,10830,2759,3647,3505,4284,859,14253,45374,0.3356919594594595
37.0,USER_35,NewMedia1,394624,14305,11429,25740,18567,15581,8763,53394,542403,0.3576574
38.0,USER_35,NewMedia1,16635,22047,8777,8331,4591,3479,866,21621,86347,0.35451912751677855
39.0,USER_35,NewMedia1,20597,9358,4175,4297,3743,1695,1521,17877,63263,0.6300678523489933
40.0,USER_35,NewMedia1,2460,4459,5162,4078,4937,5062,2925,7722,36805,0.2780698657718121
41.0,USER_35,NewMedia1,4426,1783,6526,3555,3234,3933,3328,8248,35033,0.320168
42.0,USER_35,NewMedia1,14122,3587,2983,4238,2062,7612,1130,7864,43598,0.30127114093959734
43.0,USER_35,NewMedia1,1454,19462,1599,6549,4593,2494,1685,4374,42210,0.40318108108108097
44.0,USER_35,NewMedia1,6260,4393,5597,3647,3370,5530,905,10701,40403,0.3431494666666667
45.0,USER_35,NewMedia1,11829,4359,4039,3096,1741,3939,1156,4039,34198,0.3900809395973155
46.0,USER_35,NewMedia1,8431,4253,5566,4769,2847,2138,727,2580,31311,0.3484873825503356
47.0,USER_35,NewMedia1,3936,3545,1750,4381,6532,4081,563,10511,35299,0.30957194630872487
48.0,USER_35,NewMedia1,2237,11404,7266,3382,2432,2658,1511,3296,34186,0.3634533333333333
49.0,USER_35,NewMedia1,6909,12691,4032,6144,4260,2550,866,5594,43046,0.4489018120805369
50.0,USER_35,NewMedia1,874,8245,3354,8880,2858,2479,1254,5175,33119,0.4789071140939597
51.0,USER_35,NewMedia1,29601,9340,9427,3047,3027,1378,860,5895,62575,0.4137516666666667
52.0,USER_35,NewMedia1,118829,1509,3511,2311,3302,9212,940,7745,147359,0.3084581756756757
53.0,USER_35,NewMedia1,2666,7829,14273,9438,6514,6451,1829,4189,53189,0.32070818791946315
54.0,USER_35,NewMedia1,6520,2527,2624,2391,3860,2037,1941,5052,26952,0.33804804054054055
55.0,USER_35,NewMedia1,853626,6202,15039,6440,2244,2084,2256,33197,921088,0.2932674
56.0,USER_35,NewMedia1,4871,9113,5873,2225,3349,1984,3004,3265,33684,0.33048234899328865
57.0,USER_35,NewMedia1,1210744,46389,28156,11679,18276,8946,4949,243791,1572930,0.27158979865771815
58.0,USER_35,NewMedia1,105233,5041,6094,5667,4266,1778,2419,17320,147818,0.4260739333333333
59.0,USER_35,NewMedia1,257671,73375,1210,18631,22521,5911,1650,97259,478228,0.5919461744966442
60.0,USER_35,NewMedia1,752412,158784,142904,40409,28365,23003,13841,387482,1547200,0.7255787248322147
61.0,USER_35,NewMedia1,1065006,115401,50964,54219,48211,33942,15722,118538,1502003,0.44810761245674735
62.0,USER_35,NewMedia5,1342804,19662,21133,24690,14516,17974,10643,142386,1593808,0.2922214765100671
63.0,USER_35,NewMedia5,1018179,29842,48731,18974,32288,11439,19639,107238,1286330,0.29568859060402686
64.0,USER_35,NewMedia5,812033,23660,13861,3107,6201,4863,1823,118967,984515,0.30663633333333334
65.0,USER_35,NewMedia5,778990,21648,9718,32079,26102,22530,3922,151573,1046562,0.2677312080536912
66.0,USER_35,NewMedia5,2624,3666,5459,3571,1760,2346,1726,2569,23721,0.3831266216216216
67.0,USER_35,NewMedia5,415010,11677,12342,14903,11812,13894,2723,57240,539601,0.4470308666666667
68.0,USER_35,NewMedia5,113972,3173,8780,3684,5891,2447,1380,14335,153662,0.3022365100671141
69.0,USER_35,NewMedia5,91192,2304,2477,4120,4078,4326,1327,21153,130977,0.45017295302013427
70.0,USER_35,NewMedia5,8317,5697,1572,10799,4816,3167,1475,5624,41467,0.316611677852349
71.0,USER_35,NewMedia5,75160,9850,674,1293,1222,609,214,9182,98204,0.4915452027027028
72.0,USER_35,NewMedia5,127610,1822,537,3668,3019,1242,524,17696,156118,0.3587155704697987
73.0,USER_35,NewMedia5,4383,5657,4322,1628,6014,1281,759,3146,27190,0.6398485234899328
74.0,USER_35,NewMedia5,24825,2307,3698,5421,3585,1674,1675,16475,59660,0.33165442953020136
75.0,USER_35,NewMedia5,11764,5208,2997,8266,4442,2864,2107,4974,42622,0.47122126666666664
76.0,USER_35,NewMedia5,69880,19712,10027,11204,9591,13372,6042,33464,173292,0.49814047297297287
77.0,USER_35,NewMedia5,9636,8621,1946,5303,3797,891,1203,8419,39816,0.3212187919463087
78.0,USER_35,NewMedia5,734367,7288,17601,7178,6919,2407,2673,65193,843626,0.3568822297297297
79.0,USER_35,NewMedia5,245037,3918,3589,6357,1682,1094,519,31708,293904,0.4212080536912752
80.0,USER_35,NewMedia5,20926,1467,1207,7261,2319,1600,740,12395,47915,0.600335033557047
81.0,USER_35,NewMedia5,1380307,53083,21639,53779,35676,22002,15439,181686,1763611,0.5850562837837838
82.0,USER_35,NewMedia5,64459,2025,10030,8516,5311,2470,1529,20268,114608,0.4881251006711409
83.0,USER_35,NewMedia5,52377,6120,7542,1965,6244,1871,1509,21130,98758,0.274400067114094
84.0,USER_35,NewMedia5,6512,2471,1185,3448,5229,2228,1432,3951,26456,0.2619430201342282
85.0,USER_35,NewMedia5,92049,21740,4288,6014,3217,2006,3251,58530,191095,0.2866095333333333
86.0,USER_35,NewMedia5,451440,37812,11964,8117,24452,2998,3697,127816,668296,0.4020683221476509
87.0,USER_35,NewMedia5,8187,4976,10071,7610,5643,2275,1333,23156,63251,0.31364100671140943
88.0,USER_35,NewMedia5,4983,6070,847,5979,6140,1863,364,6711,32957,0.4120884
89.0,USER_35,NewMedia5,760459,19166,31417,20171,9477,25915,4869,304579,1176053,0.3716982432432433
90.0,USER_35,NewMedia5,32514,8772,3403,13898,10933,3964,554,41040,115078,0.2783814093959731
91.0,USER_35,NewMedia5,102336,14322,7777,5624,8604,1888,2426,17655,160632,0.3682128859060403
92.0,USER_35,NewMedia5,62017,23994,5717,1484,5854,2377,1401,11177,114021,0.4760477333333334
93.0,USER_35,NewMedia5,251286,7504,16386,24694,15875,7954,4118,35319,363136,0.37525221476510073
94.0,USER_35,NewMedia5,402527,15572,15091,24178,12048,6662,2186,46915,525179,0.3029739597315436
95.0,USER_35,NewMedia5,12044,11501,2414,4583,3417,3484,1224,1742,40409,0.2626403333333333
96.0,USER_35,NewMedia5,4668,3838,8369,5047,5036,2630,2979,12808,45375,0.31250061224489795
97.0,USER_35,NewMedia5,390800,52363,56852,25641,22383,5743,9613,192020,755415,0.4568993835616438
98.0,USER_35,NewMedia5,200913,11371,22017,14601,20260,9906,4036,89976,373080,0.5045762416107382
99.0,USER_35,NewMedia5,26287,17000,3234,6812,3390,2850,833,23875,84281,0.25264666666666663
100.0,USER_35,NewMedia5,737174,5160,20099,27843,19731,9149,6352,21487,846995,0.5012585906040268
101.0,USER_35,NewMedia5,20482,995,7493,3490,5418,3711,1122,13805,56516,0.25418952702702696
102.0,USER_35,NewMedia5,75703,8223,5914,2970,3031,4818,723,14814,116196,0.39328273333333336
103.0,USER_35,NewMedia5,388299,23951,21955,10897,9257,9211,9664,38300,511534,0.4829929530201343
104.0,USER_35,NewMedia5,20954,8788,6695,8940,2807,1456,367,25747,75754,0.3069613422818792
105.0,USER_35,NewMedia5,848068,40462,18369,41705,22988,18074,5149,183655,1178470,0.2730122
106.0,USER_35,NewMedia5,27591,6887,12633,9204,5318,5936,1779,14249,83597,0.3763687248322148
107.0,USER_35,NewMedia5,396846,32609,14231,26689,32899,33215,8793,156294,701576,0.5332172483221476
108.0,USER_35,NewMedia5,874323,15396,4702,5259,8085,10477,4502,45539,968283,0.2869414093959731
109.0,USER_35,NewMedia5,39751,16792,38050,18916,29909,11906,15191,128588,299103,0.3585332214765101
110.0,USER_35,NewMedia5,583182,48214,11218,23286,28462,24850,11151,42488,772851,0.3574773825503355
111.0,USER_35,NewMedia5,463655,8404,34977,46374,61926,13824,12064,197587,838811,0.5090061904761904
112.0,USER_35,NewMedia5,94158,6201,3093,6710,5094,2932,2892,28278,149358,0.48584653333333333
113.0,USER_35,NewMedia5,14013,5682,4013,4659,3839,6783,937,6954,46880,0.45931134228187914
114.0,USER_35,NewMedia5,7423,9217,2002,4389,2981,2555,1263,4696,34526,0.37177463087248325
115.0,USER_35,NewMedia5,1928,5945,4109,3550,4613,1599,953,1879,24576,0.4635855704697987
116.0,USER_35,NewMedia5,262596,28915,12659,20090,16133,16782,3763,175444,536382,0.4322031333333334
117.0,USER_35,NewMedia5,4305,5550,799,5801,8481,6205,526,4837,36504,0.385474966442953
118.0,USER_35,NewMedia5,5404,3463,7194,5726,3165,1864,546,3433,30795,0.48339141891891896
119.0,USER_35,NewMedia5,629459,21736,35573,41817,17739,21641,3183,156945,928093,0.5835155333333334
120.0,USER_35,NewMedia5,3510,3761,1257,2817,4177,2420,682,2912,21536,0.38645360544217683
121.0,USER_35,NewMedia5,8142,2847,3442,2707,2760,3163,1112,2640,26813,0.5287604026845637
122.0,USER_35,NewMedia11,27079,4813,3896,2526,2616,1674,1178,10959,54741,0.400340593220339
123.0,USER_35,NewMedia11,199202,3128,1581,1213,1914,709,172,4413,212332,0.3758418120805369
124.0,USER_35,NewMedia11,291180,17495,4410,3235,6246,2756,677,88357,414356,0.2303019463087249
125.0,USER_35,NewMedia11,47468,1265,4898,3235,1415,666,262,11187,70396,0.3260677333333334
126.0,USER_35,NewMedia11,426879,12346,9416,18589,16343,15770,7640,25170,532153,0.46449691275167787
127.0,USER_35,NewMedia11,8521,3752,1017,4324,3230,3435,1225,5457,30961,0.48933785234899324
128.0,USER_35,NewMedia11,335331,27854,42073,5537,25872,6376,5888,52978,501909,0.26558476510067114
129.0,USER_35,NewMedia11,778276,8585,6081,7392,12904,10602,3497,37959,865296,0.3084831081081081
130.0,USER_35,NewMedia11,7220,5947,1903,3917,5024,1310,243,6718,32282,0.5818022818791947
131.0,USER_35,NewMedia11,5628,2457,972,5081,3791,810,879,5258,24876,0.2804541095890411
132.0,USER_35,NewMedia11,2864,2850,3490,4735,2789,3267,706,4844,25545,0.2363096
133.0,USER_35,NewMedia11,8977,1756,5729,5765,4275,1759,791,3278,32330,0.22723107382550342
134.0,USER_35,NewMedia11,34954,7624,1744,3212,2468,3136,562,31529,85229,0.3663420805369127
135.0,USER_35,NewMedia11,96718,34519,6790,20120,21981,4668,7223,113459,305478,0.48992560000000007
136.0,USER_35,NewMedia11,450153,15970,16072,10186,27009,7082,6324,18097,550893,0.4787132885906041
137.0,USER_35,NewMedia11,11370,6126,4198,1983,3104,1717,1600,2016,32114,0.18334687074829933
138.0,USER_35,NewMedia11,17905,9329,3582,6321,2314,1401,413,12549,53814,0.2400087248322148
139.0,USER_35,NewMedia11,6985,15845,7798,3711,3201,1995,1221,5752,46508,0.25386913333333333
140.0,USER_35,NewMedia11,58150,23469,6546,31171,20216,9630,14176,25439,188797,0.35407261744966445
141.0,USER_35,NewMedia11,561937,59979,27733,13018,15128,19448,16916,337324,1051483,0.5049191946308724
142.0,USER_35,NewMedia11,11892,743,7624,6358,5115,1790,1348,10783,45653,0.5749796666666667
143.0,USER_35,NewMedia11,572729,32548,13347,24046,52376,10239,10367,190302,905954,0.6272659060402683
144.0,USER_35,NewMedia11,63442,8522,4087,4326,5741,2008,1312,21438,110876,0.7462680536912751
145.0,USER_35,NewMedia11,7984,7254,2283,3839,7777,2978,1396,4448,37959,0.4856681208053691
146.0,USER_35,NewMedia11,21649,7343,12157,5284,4742,1004,1279,18059,71517,0.5243396666666666
147.0,USER_35,NewMedia11,4092,5686,777,3070,5587,4774,2743,4811,31540,0.6440755704697987
148.0,USER_35,NewMedia11,149311,28253,11905,23232,19473,20967,5341,57806,316288,0.3268610204081632
149.0,USER_35,NewMedia11,268381,21706,36488,40007,11001,7779,6604,30542,422508,0.4391709589041096
150.0,USER_35,NewMedia11,4731,3691,4149,6070,4445,3998,3373,6101,36558,0.37644704697986575
151.0,USER_35,NewMedia11,463248,21586,17151,22720,23726,10132,7505,41223,607291,0.43255100671140934
152.0,USER_35,NewMedia11,13755,3425,8258,1151,2320,3301,902,14288,47400,0.4880192617449664
153.0,USER_35,NewMedia11,439936,32892,17410,27301,25250,8182,7460,314394,872825,0.4257225850340136
154.0,USER_35,NewMedia11,89237,1973,1443,1784,5015,915,1319,3776,105462,0.5023322448979592
155.0,USER_35,NewMedia11,175640,2543,3220,16379,7127,3883,1869,8019,218680,0.37408697986577183
156.0,USER_35,NewMedia11,113885,17035,12700,46390,14555,23447,3713,36546,268271,0.3533448666666667
157.0,USER_35,NewMedia11,499170,25702,14299,27594,20261,8734,2874,123384,722018,0.40477067114093956
158.0,USER_35,NewMedia11,3947,6401,1944,3224,2105,1057,888,3225,22791,0.4087905369127517
