,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/08 10:39:24.017),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,18,NewMedia19,0,0.0,41977838594,0.46876,0.3895,0.0,0.0,1,1,0.46336,0.39842,1,1.37083,0.13333,0,,0.42533,0.47189,23.63601,1.07826,1,0.67389,0.48118,25.60989,1.0855,1,0,0.0,33,,
15,18,NewMedia19,15,0.09961,41978835153,0.46739,0.44202,0.0481,0.05151,2,1,0.46325,0.41227,1,1.37083,0.13333,0,,0.42622,0.4718,23.59512,1.09997,1,0.67475,0.48146,25.87314,1.09997,1,0,0.0,33,,
30,18,NewMedia19,30,0.20044,41979842578,0.47006,0.44698,0.0481,0.15234,2,1,0.47616,0.46398,1,1.37083,0.13333,0,,0.42662,0.47145,23.03737,1.01602,1,0.67502,0.48142,26.00646,1.01602,1,0,0.0,33,,
45,18,NewMedia19,45,0.30103,41980848761,0.47359,0.35646,0.0481,0.23926,2,0,0.48005,0.301,1,1.37083,0.13333,0,,0.42726,0.47003,23.44832,1.04425,1,0.67485,0.4793,25.57139,1.058,1,0,0.0,33,,
60,18,NewMedia19,60,0.40186,41981856193,0.48143,0.32197,0.31421,0.08765,3,1,0.49675,0.31042,1,1.37083,0.13333,0,,0.42739,0.47123,23.02775,1.02905,1,0.67529,0.48025,24.15141,1.02905,1,0,0.0,33,,
75,18,NewMedia19,75,0.50195,41982858036,0.47436,0.31944,0.31421,0.18774,3,1,0.33834,0.45006,1,1.37083,0.13333,0,,0.4232,0.47531,21.11654,1.05655,1,0.66976,0.48349,21.37263,1.05655,1,0,0.0,33,,
90,18,NewMedia19,90,0.60229,41983861862,0.26035,0.5269,0.52881,0.07349,4,1,0.27759,0.53687,1,1.36979,0.13333,0,,0.42128,0.47743,18.85866,1.00951,1,0.66789,0.48538,20.11772,1.01602,1,0,0.0,33,,
105,18,NewMedia19,105,0.70264,41984864103,0.18231,0.54565,0.68311,0.01953,5,1,0.17743,0.55536,1,1.36927,0.13333,0,,0.42006,0.47835,17.84981,1.06451,1,0.66679,0.48624,20.19047,1.058,1,0,0.0,33,,
120,18,NewMedia19,120,0.80347,41985872249,0.19123,0.55665,0.68311,0.12036,5,1,0.18629,0.54039,1,1.36927,0.13333,0,,0.42049,0.47889,18.36046,1.05655,1,0.66729,0.48639,19.61795,1.05655,1,0,0.0,33,,
135,18,NewMedia19,135,0.9043,41986881887,0.19346,0.54534,0.68311,0.22119,5,1,0.27388,0.52786,1,1.36927,0.13333,0,,0.42281,0.47934,17.82444,1.02905,1,0.66976,0.4865,19.25542,1.02905,1,0,0.0,33,,
150,18,NewMedia19,150,1.00464,41987886338,0.29018,0.51979,0.92407,0.08057,6,1,0.30998,0.53491,1,1.36927,0.13333,0,,0.4248,0.48005,17.92146,1.03701,1,0.67165,0.48771,18.85672,1.0305,1,0,0.0,33,,
165,18,NewMedia19,165,1.10474,41988885154,0.311,0.52254,0.92407,0.18066,6,1,0.3673,0.52046,1,1.36927,0.13426,0,,0.42871,0.47994,17.73209,1.05655,1,0.67534,0.48822,19.20189,1.05655,1,0,0.0,33,,
180,18,NewMedia19,180,1.20508,41989890499,0.37122,0.5082,1.11157,0.09351,7,1,0.37886,0.53984,1,1.36875,0.13426,0,,0.42992,0.47948,18.01294,1.04932,1,0.67662,0.48799,18.71028,1.05655,1,0,0.0,33,,
195,18,NewMedia19,195,1.30591,41990896692,0.38579,0.50726,1.11157,0.19434,7,1,0.4539,0.51081,1,1.36875,0.13426,0,,0.4333,0.47834,18.47381,1.01603,1,0.68012,0.48764,19.60678,1.01603,1,0,0.0,33,,
210,18,NewMedia19,211,1.41284,41991967420,0.45512,0.52171,1.31934,0.09351,8,1,0.45594,0.48754,1,1.36875,0.13426,0,,0.43253,0.47834,18.31723,1.07103,1,0.67952,0.4876,19.43636,1.07103,1,0,0.0,33,,
225,18,NewMedia19,226,1.51318,41992971595,0.29494,0.51629,1.48657,0.02661,9,1,0.29992,0.51411,1,1.36875,0.13426,0,,0.42581,0.47899,18.96359,1.05076,1,0.67272,0.48739,19.79089,1.05728,1,0,0.0,33,,
240,18,NewMedia19,241,1.61377,41993977534,0.29409,0.51267,1.48657,0.1272,9,1,0.28005,0.51692,1,1.36875,0.13426,0,,0.42474,0.47932,19.1819,1.07826,1,0.6717,0.48744,19.92884,1.07103,1,0,0.0,33,,
255,18,NewMedia19,256,1.71436,41994981100,0.29112,0.52099,1.48657,0.22778,9,1,0.27798,0.51611,1,1.36875,0.13426,0,,0.42359,0.47905,19.74707,1.05004,1,0.67039,0.48695,20.89466,1.05728,1,0,0.0,33,,
270,18,NewMedia19,271,1.81494,41995987198,0.29252,0.52063,1.48657,0.32837,9,1,0.39519,0.50059,1,1.36875,0.13426,0,,0.42525,0.47815,19.83779,1.06379,1,0.67162,0.4858,21.21971,1.05655,1,0,0.0,33,,
285,18,NewMedia19,286,1.91528,41996990914,0.40179,0.51496,1.83496,0.08032,10,1,0.48712,0.51048,1,1.36875,0.13426,0,,0.42609,0.47825,20.25365,1.06524,1,0.67147,0.48551,21.31489,1.05149,1,0,0.0,33,,
300,18,NewMedia19,301,2.01563,41997996185,0.48622,0.51102,1.95557,0.06006,11,1,0.49584,0.52621,1,1.36875,0.13426,0,,0.42385,0.48176,19.24184,1.07103,1,0.66861,0.48669,20.0496,1.07103,1,0,0.0,33,,
315,18,NewMedia19,316,2.11621,41999001868,0.4894,0.50794,1.95557,0.16064,11,1,0.5094,0.52514,1,1.36875,0.13426,0,,0.4223,0.48207,18.89265,1.09997,1,0.66637,0.48743,19.78153,1.09997,1,0,0.0,33,,
330,18,NewMedia19,331,2.2168,42000006930,0.5692,0.49908,2.16309,0.05371,12,1,0.5704,0.48866,1,1.36875,0.13426,0,,0.4243,0.48346,18.81359,1.09997,1,0.66813,0.48907,19.87851,1.09997,1,0,0.0,33,,
345,18,NewMedia19,346,2.31738,42001012514,0.57493,0.509,2.16309,0.1543,12,1,0.58215,0.49617,1,1.36875,0.13426,0,,0.42447,0.48122,18.28599,1.09274,1,0.66862,0.48706,19.58076,1.09274,1,0,0.0,33,,
360,18,NewMedia19,361,2.41772,42002015694,0.57658,0.50691,2.16309,0.25464,12,1,0.60548,0.48883,1,1.36875,0.13426,0,,0.42582,0.47974,18.25477,1.0855,1,0.67036,0.48565,19.14288,1.09274,1,0,0.0,33,,
375,18,NewMedia19,376,2.51831,42003020827,0.68377,0.51678,2.44482,0.07349,13,1,0.69004,0.49473,1,1.36875,0.13426,0,,0.42907,0.48143,17.9823,1.07826,1,0.67365,0.48778,19.18632,1.07103,1,0,0.0,33,,
390,18,NewMedia19,391,2.61914,42004029485,0.6895,0.50574,2.44482,0.17432,13,1,0.67731,0.49208,1,1.36875,0.13426,0,,0.42941,0.48238,17.62258,1.07103,1,0.67437,0.48882,18.61118,1.07103,1,0,0.0,33,,
405,18,NewMedia19,406,2.71899,42005029788,0.69273,0.50584,2.44482,0.27417,13,1,0.77102,0.51313,1,1.36875,0.13426,0,,0.4325,0.48221,18.5744,1.07103,1,0.67708,0.48899,19.28134,1.07103,1,0,0.0,33,,
420,18,NewMedia19,421,2.81958,42006035053,0.77536,0.53655,2.73975,0.07983,14,1,0.78977,0.51633,1,1.36875,0.13426,0,,0.43394,0.48226,18.17793,1.07826,1,0.6788,0.48971,19.55445,1.0855,1,0,0.0,32,,
435,18,NewMedia19,436,2.92017,42007039814,0.77933,0.53378,2.73975,0.18042,14,1,0.76031,0.53286,1,1.36875,0.13426,0,,0.4347,0.48264,18.75959,1.02254,1,0.67937,0.48991,19.68842,1.02254,1,0,0.0,32,,
450,18,NewMedia19,451,3.02051,42008043331,0.44629,0.24105,2.99414,0.02637,15,1,0.44252,0.21867,1,1.36875,0.13426,0,,0.42525,0.47867,19.17415,1.07103,1,0.66911,0.48545,21.28974,1.07103,1,0,0.0,32,,
465,18,NewMedia19,466,3.12085,42009048292,0.44011,0.25622,2.99414,0.12671,15,1,0.44009,0.2714,1,1.36875,0.13426,0,,0.42534,0.47952,19.40266,1.04208,1,0.66948,0.48622,21.20074,1.04208,1,0,0.0,32,,
