,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/15 13:52:57.144),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
15,3,NewMedia4,11,0.07379,8810296254,0.43119,0.38825,0.0,0.07379,1,1,0.41565,0.39303,1,1.35677,0.14167,0,,0.34969,0.51189,24.35716,1.05677,1,0.60058,0.51398,27.81687,1.06445,1,0,0.0,21,,
30,3,NewMedia4,27,0.18082,8811366787,0.43216,0.38718,0.0,0.18082,1,1,0.43636,0.38941,1,1.35677,0.14167,0,,0.35039,0.51224,25.10498,1.06412,1,0.60127,0.51429,28.22869,1.06412,1,0,0.0,20,,
45,3,NewMedia4,42,0.28143,8812372827,0.43386,0.39135,0.0,0.28143,1,1,0.44447,0.38309,1,1.35677,0.14167,0,,0.35093,0.51206,25.63005,1.07196,1,0.60184,0.514,28.35532,1.06428,1,0,0.0,20,,
60,3,NewMedia4,57,0.3819,8813377499,0.34906,0.36809,0.3483,0.0336,2,1,0.33668,0.37667,1,1.35677,0.14167,0,,0.3477,0.51113,24.64251,1.03406,1,0.59851,0.51314,28.85249,1.03406,1,0,0.0,20,,
75,3,NewMedia4,72,0.48273,8814385908,0.33118,0.34282,0.3483,0.13443,2,1,0.27556,0.18359,1,1.35677,0.14167,0,,0.34561,0.50878,23.93316,1.04157,1,0.59526,0.50983,25.77862,1.04157,1,0,0.0,20,,
90,3,NewMedia4,87,0.5834,8815392466,0.25789,0.06408,0.50922,0.07419,3,1,0.26236,0.06443,1,1.35677,0.14167,0,,0.34458,0.5067,20.24039,1.02252,1,0.59434,0.50839,24.48595,1.03019,1,0,0.0,20,,
105,3,NewMedia4,102,0.68378,8816396169,0.24961,0.06307,0.50922,0.17456,3,1,0.21508,0.06876,1,1.35677,0.14167,0,,0.34331,0.5066,18.56124,1.00716,1,0.59311,0.5084,23.11646,1.00716,1,0,0.0,20,,
120,3,NewMedia4,117,0.78369,8817395499,0.21807,0.02688,0.73013,0.05356,4,1,0.22491,0.01949,1,1.35677,0.14167,0,,0.34352,0.50668,18.04071,1.03406,1,0.59367,0.50872,21.69317,1.03406,1,0,0.0,20,,
135,3,NewMedia4,132,0.88443,8818402857,0.21975,0.04391,0.73013,0.1543,4,1,0.22297,0.0366,1,1.35677,0.14167,0,,0.34358,0.50663,17.22511,1.00716,1,0.59361,0.50925,20.55662,1.00716,1,0,0.0,20,,
150,3,NewMedia4,147,0.98474,8819405832,0.22321,0.03809,0.73013,0.25461,4,1,0.23339,0.04719,1,1.35677,0.14167,0,,0.34384,0.50622,16.82131,1.03406,1,0.59402,0.50867,20.60088,1.03406,1,0,0.0,20,,
165,3,NewMedia4,162,1.08514,8820410017,0.22344,0.03833,0.73013,0.35501,4,1,0.22063,0.06242,1,1.35677,0.14167,0,,0.34367,0.5074,16.86074,1.03676,1,0.59365,0.50963,19.36497,1.04444,1,0,0.0,20,,
