,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/24 11:28:19.419),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,11,NewMedia12,0,0.0,6925873597741,0.50237,0.27174,0.0,0.0,1,1,0.50993,0.2738,1,1.36927,0.12685,0,,0.20757,0.65353,23.37357,1.01049,1,0.44516,0.67493,23.93997,1.01049,1,0,0.0,21,,
15,11,NewMedia12,15,0.10088,6925874606386,0.50938,0.21768,0.0,0.08043,1,0,0.51203,0.21582,1,1.36927,0.12685,0,,0.20781,0.65388,23.93644,1.01976,1,0.44531,0.67531,24.03152,1.01976,1,0,0.0,21,,
30,11,NewMedia12,30,0.20123,6925875610054,0.50675,0.23903,0.0871,0.11414,2,1,0.49788,0.23856,1,1.36927,0.12593,0,,0.20819,0.65397,23.72299,1.01049,1,0.44571,0.67547,23.6242,1.01049,1,0,0.0,21,,
45,11,NewMedia12,45,0.30179,6925876615635,0.506,0.22567,0.0871,0.21469,2,1,0.50383,0.16773,1,1.3599,0.05926,0,,0.20859,0.65392,23.50151,1.07299,1,0.44603,0.67556,23.2542,1.06472,1,0,0.0,21,,
60,11,NewMedia12,60,0.4019,6925877616672,0.51365,0.20191,0.30849,0.09341,3,1,0.52138,0.20905,1,1.35938,0.05926,0,,0.20891,0.6538,22.16495,1.0399,1,0.44608,0.67594,21.90994,1.03255,1,0,0.0,21,,
75,11,NewMedia12,75,0.50249,6925878622552,0.50273,0.20742,0.30849,0.194,3,1,0.49196,0.18011,1,1.35938,0.05926,0,,0.20916,0.65402,20.75189,1.06472,1,0.44626,0.67609,20.53708,1.06472,1,0,0.0,21,,
90,11,NewMedia12,90,0.60318,6925879629431,0.50963,0.44938,0.30849,0.26103,3,0,0.51285,0.44063,1,1.35938,0.05926,0,,0.20876,0.65807,20.34667,1.01991,1,0.44578,0.67953,19.60984,1.02726,1,0,0.0,21,,
105,11,NewMedia12,105,0.70351,6925880632776,0.51349,0.43239,0.59637,0.10713,4,1,0.51045,0.43026,1,1.35938,0.05926,0,,0.20808,0.65788,20.24044,1.03301,1,0.44535,0.67953,19.45644,1.03301,1,0,0.0,21,,
120,11,NewMedia12,120,0.80403,6925881637932,0.4087,0.38485,0.76373,0.0403,5,1,0.40359,0.39314,1,1.35938,0.05926,0,,0.2042,0.65816,19.37336,1.10302,1,0.44159,0.67902,19.52676,1.09474,1,0,0.0,21,,
135,11,NewMedia12,135,0.90437,6925882641432,0.40531,0.40171,0.76373,0.14064,5,1,0.40293,0.40856,1,1.35938,0.05926,0,,0.20414,0.65808,19.22192,1.0399,1,0.44143,0.67886,19.07523,1.03255,1,0,0.0,21,,
150,11,NewMedia12,150,1.00491,6925883646757,0.5558,0.39391,0.9648,0.04012,6,1,0.55643,0.40764,1,1.35938,0.05926,0,,0.20802,0.65776,18.61233,1.0399,1,0.44531,0.67868,18.85245,1.03255,1,0,0.0,21,,
165,11,NewMedia12,165,1.10565,6925884654228,0.54721,0.40837,0.9648,0.14085,6,1,0.46741,0.38054,1,1.35938,0.05926,0,,0.20419,0.65807,18.17243,1.08147,1,0.44145,0.67833,18.54431,1.0732,1,0,0.0,21,,
180,11,NewMedia12,180,1.20595,6925885657193,0.37838,0.44195,1.14558,0.06036,7,1,0.3827,0.48205,1,1.35938,0.05926,0,,0.20017,0.65897,17.6978,1.02612,1,0.43777,0.67848,18.38247,1.01049,1,0,0.0,21,,
195,11,NewMedia12,195,1.30643,6925886661938,0.37873,0.43797,1.14558,0.16084,7,1,0.36452,0.43903,1,1.35938,0.05926,0,,0.19848,0.65892,17.52543,1.04036,1,0.43588,0.67747,17.92155,1.03301,1,0,0.0,21,,
210,11,NewMedia12,210,1.40672,6925887664861,0.37701,0.43959,1.14558,0.26114,7,1,0.3687,0.46296,1,1.35938,0.05926,0,,0.19676,0.65892,18.02541,1.02612,1,0.43437,0.67684,18.17587,1.01049,1,0,0.0,21,,
225,11,NewMedia12,225,1.50928,6925888690532,0.53692,0.44074,1.48048,0.02879,8,1,0.53472,0.45341,1,1.35938,0.05926,0,,0.19946,0.65871,18.11661,1.02535,1,0.43741,0.67609,18.20309,1.018,1,0,0.0,21,,
240,11,NewMedia12,241,1.61464,6925889744118,0.54231,0.42867,1.48048,0.13416,8,1,0.54648,0.38556,1,1.35938,0.05926,0,,0.19832,0.659,18.49528,1.06472,1,0.43639,0.67627,18.1172,1.05645,1,0,0.0,21,,
255,11,NewMedia12,256,1.71507,6925890748425,0.59115,0.45485,1.48048,0.21445,8,0,0.59494,0.45695,1,1.35938,0.05926,0,,0.19947,0.65931,17.67613,1.01049,1,0.43781,0.67648,17.8674,1.01049,1,0,0.0,21,,
270,11,NewMedia12,271,1.81538,6925891751505,0.59014,0.4453,1.70154,0.11385,9,1,0.48239,0.36399,1,1.35938,0.05926,0,,0.19638,0.65984,17.46893,1.07238,1,0.43446,0.67662,18.78668,1.05675,1,0,0.0,21,,
285,11,NewMedia12,286,1.91634,6925892760999,0.46787,0.41447,1.84232,0.07402,10,1,0.46813,0.4162,1,1.35938,0.05926,0,,0.19541,0.66004,17.79552,1.04052,1,0.43392,0.67685,18.83378,1.04052,1,0,0.0,21,,
300,11,NewMedia12,301,2.01682,6925893765790,0.46562,0.42355,1.84232,0.1745,10,1,0.46545,0.42284,1,1.35938,0.05926,0,,0.1961,0.66072,17.44834,1.04113,1,0.43471,0.67712,18.45728,1.05675,1,0,0.0,21,,
