,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/04/04 14:40:24.202),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,0,NewMedia1,0,0.0,172397308644,0.4661,0.76399,0.0,0.0,1,1,0.46169,0.75981,1,1.37656,0.14167,0,,0.40881,0.56197,27.5274,1.07811,1,0.64942,0.55857,26.29983,1.07811,1,0,0.0,29,,
15,0,NewMedia1,15,0.10034,172398311361,0.46482,0.75675,0.0,0.10034,1,1,0.46246,0.72983,1,1.37656,0.14167,0,,0.408,0.56166,27.66678,1.08644,1,0.64861,0.55822,26.51805,1.08644,1,0,0.0,29,,
30,0,NewMedia1,30,0.20142,172399320977,0.46452,0.74992,0.0,0.20142,1,1,0.47166,0.7467,1,1.37656,0.14167,0,,0.40747,0.56192,27.63788,1.07811,1,0.64805,0.55827,26.42436,1.07811,1,0,0.0,29,,
45,0,NewMedia1,45,0.30176,172400323880,0.46229,0.74769,0.0,0.30176,1,1,0.47037,0.75988,1,1.37656,0.14167,0,,0.40726,0.56208,27.67394,1.07811,1,0.64776,0.55845,26.39539,1.07811,1,0,0.0,29,,
60,0,NewMedia1,60,0.4021,172401329611,0.46218,0.74694,0.0,0.4021,1,1,0.4666,0.75188,1,1.37656,0.14167,0,,0.40701,0.56182,26.67668,1.04798,1,0.64742,0.5582,25.32545,1.04798,1,0,0.0,29,,
75,0,NewMedia1,75,0.50269,172402334700,0.31368,0.29765,0.44922,0.05347,2,1,0.31204,0.30129,1,1.37656,0.14167,0,,0.40288,0.55301,23.93041,1.0182,1,0.64107,0.54875,22.29377,1.0182,1,0,0.0,29,,
90,0,NewMedia1,90,0.60303,172403338601,0.30626,0.29149,0.44922,0.15381,2,1,0.2504,0.21695,1,1.37656,0.14167,0,,0.40114,0.55283,21.59375,1.0256,1,0.63986,0.5483,20.76286,1.0256,1,0,0.0,29,,
105,0,NewMedia1,105,0.70361,172404344522,0.19453,0.11422,0.63623,0.06738,3,1,0.20527,0.1099,1,1.37708,0.16296,0,,0.39913,0.55012,18.16576,0.99107,1,0.63751,0.546,17.11496,0.99107,1,0,0.0,29,,
120,0,NewMedia1,120,0.8042,172405348314,0.19754,0.1133,0.63623,0.16797,3,1,0.18639,0.07595,1,1.37865,0.19537,0,,0.3991,0.54981,17.29789,1.01142,1,0.63783,0.54563,15.89008,1.0182,1,0,0.0,29,,
135,0,NewMedia1,135,0.9043,172406351456,0.1768,0.05318,0.84424,0.06006,4,1,0.18,0.02805,1,1.38073,0.23241,0,,0.3993,0.54882,16.61254,1.0182,1,0.63781,0.54477,15.07897,1.0182,1,0,0.0,29,,
