,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/17 11:02:40.826),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,19,NewMedia20,0,0.0,862346592192,0.34402,0.23561,0.0,0.0,1,1,0.3378,0.23975,1,1.375,0.12315,0,,0.30594,0.53878,24.3746,1.10741,1,0.56249,0.551,24.46136,1.10741,1,0,0.0,29,,
15,19,NewMedia20,16,0.10718,862347664047,0.34355,0.24545,0.0,0.10718,1,1,0.35307,0.22586,1,1.375,0.12315,0,,0.30626,0.53788,23.78568,1.08535,1,0.56285,0.55043,24.67159,1.08535,1,0,0.0,28,,
30,19,NewMedia20,31,0.20752,862348668717,0.34743,0.24313,0.0,0.20752,1,1,0.34692,0.23249,1,1.37552,0.1037,0,,0.30608,0.53901,23.73735,1.0834,1,0.56241,0.55108,24.62252,1.07609,1,0,0.0,28,,
45,19,NewMedia20,46,0.30835,862349675696,0.34645,0.23743,0.0,0.30835,1,1,0.34083,0.21184,1,1.3724,0.05926,0,,0.30537,0.54003,23.71355,1.09157,1,0.56175,0.55184,24.97802,1.09157,1,0,0.0,28,,
60,19,NewMedia20,61,0.40918,862350683427,0.4532,0.37078,0.3147,0.0874,2,0,0.46793,0.3874,1,1.37188,0.05926,0,,0.30959,0.54175,22.14413,1.08552,1,0.56548,0.55382,23.67824,1.09283,1,0,0.0,28,,
75,19,NewMedia20,76,0.50928,862351685824,0.45962,0.38529,0.40918,0.1001,3,1,0.44336,0.38425,1,1.37188,0.05926,0,,0.30947,0.54166,21.30613,1.0582,1,0.56542,0.5542,22.16066,1.06551,1,0,0.0,28,,
90,19,NewMedia20,91,0.61011,862352693131,0.4683,0.28279,0.40918,0.18701,3,0,0.4786,0.22598,1,1.37188,0.05926,0,,0.31051,0.53924,20.60521,1.10741,1,0.56595,0.55191,22.02108,1.10741,1,0,0.0,28,,
105,19,NewMedia20,106,0.70996,862353692705,0.48164,0.21188,0.62354,0.08643,4,1,0.48416,0.21691,1,1.37188,0.05926,0,,0.30991,0.53923,20.20471,1.12538,1,0.56561,0.55144,20.90945,1.11721,1,0,0.0,28,,
120,19,NewMedia20,121,0.81055,862354697258,0.47829,0.24088,0.62354,0.17358,4,0,0.47675,0.2267,1,1.37188,0.05926,0,,0.30959,0.53863,19.28101,1.08539,1,0.56491,0.55106,20.74567,1.0927,1,0,0.0,28,,
135,19,NewMedia20,136,0.91089,862355702342,0.3118,0.49789,0.89087,0.02002,6,1,0.29883,0.5219,1,1.37188,0.05926,0,,0.30478,0.54431,17.36723,1.10087,1,0.5593,0.55483,19.07455,1.0927,1,0,0.0,28,,
150,19,NewMedia20,151,1.01147,862356706706,0.31868,0.51845,0.89087,0.12061,6,1,0.33478,0.52152,1,1.37188,0.05926,0,,0.30245,0.54557,17.04798,1.10092,1,0.55731,0.55573,19.00313,1.10909,1,0,0.0,28,,
165,19,NewMedia20,166,1.11182,862357711594,0.26828,0.49451,1.09204,0.01978,7,1,0.26225,0.47304,1,1.37188,0.05926,0,,0.30071,0.54688,16.46207,1.13927,1,0.55538,0.55709,18.54938,1.14744,1,0,0.0,28,,
180,19,NewMedia20,181,1.2124,862358717774,0.29997,0.47197,1.09204,0.12036,7,1,0.40499,0.49336,1,1.37188,0.05926,0,,0.30451,0.54604,17.12254,1.11476,1,0.55865,0.5572,18.66804,1.11476,1,0,0.0,28,,
195,19,NewMedia20,196,1.31274,862359720518,0.42081,0.48742,1.22583,0.08691,8,1,0.41847,0.49186,1,1.37188,0.05926,0,,0.30489,0.54443,17.50838,1.11476,1,0.55938,0.55666,18.92427,1.12293,1,0,0.0,28,,
210,19,NewMedia20,211,1.41382,862360730309,0.41776,0.48047,1.22583,0.18799,8,1,0.43093,0.44601,1,1.37188,0.05926,0,,0.30494,0.54279,16.82086,1.13927,1,0.55952,0.55597,18.771,1.13927,1,0,0.0,28,,
225,19,NewMedia20,226,1.51392,862361732179,0.45887,0.49825,1.22583,0.27466,8,0,0.46915,0.49955,1,1.37188,0.05926,0,,0.3055,0.54247,17.87036,1.11476,1,0.56057,0.55528,18.41881,1.11476,1,0,0.0,28,,
240,19,NewMedia20,241,1.61475,862362740555,0.47701,0.49156,1.50708,0.10767,9,1,0.47629,0.49621,1,1.37188,0.05926,0,,0.30531,0.54346,18.01362,1.1394,1,0.56026,0.55494,18.79726,1.1394,1,0,0.0,28,,
255,19,NewMedia20,256,1.71484,862363740753,0.56916,0.48423,1.50708,0.18774,9,0,0.59416,0.46925,1,1.37188,0.05926,0,,0.31088,0.54469,17.93455,1.11476,1,0.56519,0.55535,18.84314,1.12293,1,0,0.0,28,,
270,19,NewMedia20,271,1.81519,862364744904,0.58225,0.46636,1.70142,0.11377,10,1,0.58696,0.44684,1,1.37188,0.05926,0,,0.31316,0.54481,17.70893,1.16391,1,0.56797,0.55479,19.20337,1.16391,1,0,0.0,28,,
285,19,NewMedia20,286,1.91675,862365759895,0.66211,0.4881,1.89551,0.02124,11,1,0.67273,0.48458,1,1.37188,0.05926,0,,0.32088,0.54296,18.37997,1.13191,1,0.57491,0.55337,19.27066,1.13191,1,0,0.0,28,,
