,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/29 11:53:22.939),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,5,NewMedia6,0,0.0,11225104440408,0.0,0.0,0.0,0.0,1,0,0.59284,0.54808,0,1.375,0.13056,0,,0.40569,0.87718,17.05305,1.0057,0,0.65227,0.88793,19.12067,1.0057,0,608,0.0,27,,
15,5,NewMedia6,15,0.12695,11225105710957,0.5278,0.26226,0.08838,0.03857,2,1,0.52634,0.27145,1,1.375,0.13056,0,,0.40323,0.86898,18.72977,0.99545,1,0.65082,0.88047,22.3808,0.97473,1,0,0.0,28,,
30,5,NewMedia6,30,0.22754,11225106716268,0.53285,0.28649,0.08838,0.13916,2,1,0.52488,0.27802,1,1.375,0.13056,0,,0.40298,0.86844,18.98857,0.99896,1,0.65027,0.87973,22.51473,0.99896,1,0,0.0,28,,
45,5,NewMedia6,45,0.32813,11225107722521,0.49622,0.25654,0.08838,0.2334,2,0,0.34394,0.17531,1,1.375,0.13056,0,,0.39609,0.86615,17.66753,0.99246,1,0.64336,0.87744,21.77947,0.98559,1,0,0.0,28,,
60,5,NewMedia6,60,0.42871,11225108725425,0.30469,0.16531,0.34814,0.08057,3,1,0.30235,0.15152,1,1.34531,0.06204,0,,0.39164,0.86565,16.26765,0.97873,1,0.6385,0.87604,20.52241,0.97873,1,0,0.0,28,,
75,5,NewMedia6,75,0.52881,11225109730358,0.18759,0.12661,0.48877,0.04004,4,1,0.16915,0.09303,1,1.33385,0.05926,0,,0.37956,0.86426,14.09062,0.96031,1,0.62582,0.86939,17.99658,0.96649,1,0,0.0,28,,
90,5,NewMedia6,90,0.62988,11225110737542,0.15525,0.07161,0.60254,0.02734,5,1,0.15663,0.06551,1,1.33281,0.05926,0,,0.36774,0.86389,13.02944,0.97873,1,0.61374,0.86343,16.62548,0.97873,1,0,0.0,28,,
105,5,NewMedia6,105,0.72998,11225111740363,0.14802,0.05017,0.60254,0.12744,5,1,0.13136,0.05819,1,1.33281,0.05926,0,,0.3577,0.86377,12.52378,0.97873,1,0.60283,0.8583,16.10953,0.97873,1,0,0.0,28,,
120,5,NewMedia6,120,0.83057,11225112744785,0.14479,0.04147,0.60254,0.22803,5,1,0.13963,0.041,1,1.33281,0.05926,0,,0.35119,0.86478,12.29046,0.97873,1,0.59581,0.85558,15.83498,0.97873,1,0,0.0,28,,
135,5,NewMedia6,135,0.93115,11225113750689,0.14632,0.04212,0.60254,0.32861,5,1,0.18998,0.0437,1,1.33281,0.05926,0,,0.34884,0.86554,12.43291,0.97873,1,0.59321,0.85436,15.49867,0.97873,1,0,0.0,28,,
150,5,NewMedia6,150,1.03125,11225114754164,0.20746,0.03528,0.95752,0.07373,6,1,0.20716,0.06084,1,1.33281,0.05926,0,,0.3495,0.86613,12.66627,0.97873,1,0.59316,0.85359,15.15413,0.97873,1,0,0.0,28,,
165,5,NewMedia6,166,1.14502,11225115892598,0.21432,0.03703,0.95752,0.1875,6,1,0.22055,0.05758,1,1.33281,0.05926,0,,0.34959,0.86658,12.76814,0.97873,1,0.59294,0.85249,14.8509,0.97873,1,0,0.0,28,,
180,5,NewMedia6,181,1.24609,11225116903013,0.21547,0.03099,0.95752,0.28857,6,1,0.22836,-0.02179,1,1.33281,0.05926,0,,0.34933,0.86587,12.80338,1.03315,1,0.59225,0.85055,14.90633,1.03315,1,0,0.0,28,,
195,5,NewMedia6,196,1.34668,11225117908363,0.25028,0.00618,1.25293,0.09375,7,1,0.26626,0.01877,1,1.33281,0.05926,0,,0.35138,0.86422,13.0974,1.01967,1,0.5942,0.849,15.23736,1.01967,1,0,0.0,28,,
210,5,NewMedia6,211,1.44775,11225118916279,0.28025,0.05174,1.39355,0.0542,8,1,0.27621,0.05939,1,1.33281,0.05926,0,,0.3509,0.86344,12.83849,0.98559,1,0.5937,0.84831,15.13165,0.99246,1,0,0.0,28,,
225,5,NewMedia6,226,1.54736,11225119913451,0.28281,0.05946,1.39355,0.15381,8,1,0.27203,0.03903,1,1.33281,0.05926,0,,0.35125,0.86075,12.89557,0.98559,1,0.59344,0.84523,15.15156,0.99246,1,0,0.0,28,,
240,5,NewMedia6,241,1.64795,11225120919353,0.28928,0.05663,1.39355,0.25439,8,1,0.3365,0.04237,1,1.33281,0.05926,0,,0.35434,0.85751,13.32318,0.99405,1,0.59538,0.84179,15.24463,0.99405,1,0,0.0,28,,
255,5,NewMedia6,256,1.74854,11225121923798,0.33878,0.0267,1.66895,0.07959,9,1,0.33706,-0.03066,1,1.33281,0.05926,0,,0.35747,0.85571,13.32491,1.07123,1,0.59774,0.84102,14.8369,1.06356,1,0,0.0,28,,
270,5,NewMedia6,271,1.84863,11225122928491,0.33744,0.00524,1.78809,0.06055,10,1,0.32571,0.03925,1,1.33281,0.05926,0,,0.35926,0.85674,12.84672,1.01967,1,0.59926,0.84263,14.94604,1.01967,1,0,0.0,28,,
285,5,NewMedia6,286,1.94971,11225123935972,0.34138,0.01254,1.78809,0.16162,10,1,0.35537,-0.0032,1,1.33281,0.05926,0,,0.36139,0.85758,12.45739,1.03315,1,0.60139,0.84394,14.57668,1.03315,1,0,0.0,28,,
300,5,NewMedia6,301,2.05029,11225124941113,0.34962,0.01956,1.78809,0.26221,10,1,0.37035,0.08479,1,1.33281,0.05926,0,,0.36101,0.85741,12.69513,1.00618,1,0.60138,0.84374,14.72985,1.00618,1,0,0.0,28,,
315,5,NewMedia6,316,2.15039,11225125942153,0.38958,0.05531,2.06348,0.08691,11,1,0.39817,0.06903,1,1.33281,0.05926,0,,0.36161,0.85544,13.08796,1.00618,1,0.60214,0.84183,15.25113,1.00618,1,0,0.0,28,,
330,5,NewMedia6,331,2.25049,11225126946967,0.39472,0.05065,2.06348,0.18701,11,1,0.39196,0.01388,1,1.33281,0.05926,0,,0.36056,0.85498,12.85704,1.03315,1,0.60113,0.84107,15.12381,1.03315,1,0,0.0,28,,
345,5,NewMedia6,346,2.35107,11225127951463,0.39692,0.05018,2.06348,0.2876,11,1,0.4023,0.03029,1,1.33281,0.05926,0,,0.35968,0.85545,12.77357,1.03315,1,0.60067,0.84124,15.07502,1.03315,1,0,0.0,28,,
360,5,NewMedia6,361,2.45166,11225128956899,0.39999,0.04076,2.06348,0.38818,11,1,0.38954,0.0291,1,1.33281,0.05926,0,,0.36023,0.8555,13.37445,1.01256,1,0.60132,0.8417,15.09553,1.01942,1,0,0.0,28,,
375,5,NewMedia6,376,2.55225,11225129962725,0.40064,0.04127,2.06348,0.48877,11,1,0.41357,0.05945,1,1.33281,0.05926,0,,0.36167,0.85481,13.12157,0.99908,1,0.60278,0.84157,15.21756,1.00594,1,0,0.0,28,,
390,5,NewMedia6,391,2.65234,11225130964312,0.40302,0.03746,2.06348,0.58887,11,1,0.41607,0.04958,1,1.33281,0.05926,0,,0.36293,0.85433,12.84546,1.00618,1,0.60418,0.84176,15.4982,1.00618,1,0,0.0,28,,
405,5,NewMedia6,406,2.75342,11225131974230,0.2772,0.08011,2.06348,0.67676,11,0,0.19883,0.10695,1,1.33281,0.05926,0,,0.35495,0.85645,12.62815,0.97873,1,0.59571,0.84279,15.5446,0.97873,1,0,0.0,28,,
420,5,NewMedia6,421,2.85352,11225132973875,0.17122,0.03825,2.76904,0.08447,12,1,0.16721,0.03561,1,1.33281,0.05926,0,,0.35352,0.85644,12.40516,1.07123,1,0.59457,0.8425,15.37093,1.06356,1,0,0.0,28,,
435,5,NewMedia6,436,2.95361,11225133978591,0.16566,0.08589,2.76904,0.16504,12,0,0.1736,0.09691,1,1.33281,0.05926,0,,0.35205,0.8569,12.48029,1.0128,1,0.59314,0.8424,15.53623,1.00594,1,0,0.0,28,,
450,5,NewMedia6,452,3.06787,11225135117613,0.17154,0.14761,2.94043,0.11426,13,0,0.14191,0.29876,0,1.33281,0.05926,0,,0.35262,0.85669,11.58567,1.03315,0,0.5918,0.84316,9.22252,1.03315,0,0,0.0,28,,
465,5,NewMedia6,467,3.16797,11225136121728,0.18443,0.08514,2.94043,0.11426,13,0,0.16075,0.0975,1,1.33281,0.05926,0,,0.35091,0.85643,12.6749,1.00618,1,0.59226,0.84182,15.40364,0.99932,1,0,0.0,29,,
480,5,NewMedia6,482,3.26855,11225137126611,0.15476,0.04302,3.16162,0.10693,14,1,0.17177,0.06364,1,1.33281,0.05926,0,,0.35029,0.85719,12.39927,1.02641,1,0.59176,0.84226,15.36536,1.01955,1,0,0.0,29,,
495,5,NewMedia6,497,3.36963,11225138134354,0.15916,0.07574,3.32275,0.04688,15,1,0.15148,-0.00207,1,1.33281,0.05926,0,,0.34971,0.85766,12.39927,1.0719,1,0.59123,0.84253,15.73588,1.07877,1,0,0.0,29,,
510,5,NewMedia6,512,3.46973,11225139137979,0.16006,0.06956,3.32275,0.14697,15,1,0.16784,0.09281,1,1.33281,0.05926,0,,0.34952,0.858,12.61263,1.03315,1,0.59109,0.8427,15.62438,1.03315,1,0,0.0,29,,
525,5,NewMedia6,527,3.57031,11225140141202,0.16008,0.0822,3.32275,0.24756,15,1,0.17142,0.13115,1,1.33281,0.05926,0,,0.34934,0.85815,12.7209,0.97873,1,0.59094,0.84298,15.89808,0.97873,1,0,0.0,29,,
540,5,NewMedia6,542,3.6709,11225141151069,0.16136,0.07258,3.5835,0.0874,16,1,0.15993,0.04516,1,1.33281,0.05926,0,,0.34944,0.8585,12.59264,1.03315,1,0.59113,0.84297,15.9606,1.03315,1,0,0.0,29,,
555,5,NewMedia6,557,3.77148,11225142153399,0.17607,0.06531,3.5835,0.18799,16,1,0.20603,0.06257,1,1.33281,0.05926,0,,0.35098,0.85795,12.87831,1.01955,1,0.59257,0.84294,15.8672,1.01955,1,0,0.0,29,,
570,5,NewMedia6,572,3.87158,11225143155392,0.21328,0.0992,3.78418,0.0874,17,1,0.20988,0.1022,1,1.33281,0.05926,0,,0.35087,0.85812,12.80278,0.97873,1,0.59254,0.84318,15.32967,0.97873,1,0,0.0,29,,
585,5,NewMedia6,587,3.97217,11225144160263,0.36559,0.01816,3.78418,0.14746,17,0,0.36467,0.02698,1,1.33281,0.05926,0,,0.35706,0.85636,13.08762,1.00779,1,0.5985,0.84176,15.16936,1.00012,1,0,0.0,29,,
600,5,NewMedia6,602,4.07275,11225145169153,0.36469,0.03761,3.9585,0.11426,18,1,0.34956,0.02323,1,1.33281,0.05926,0,,0.35664,0.85648,13.20245,1.00618,1,0.59845,0.84173,15.20685,1.00618,1,0,0.0,29,,
615,5,NewMedia6,617,4.17285,11225146169684,0.37139,0.02853,3.9585,0.21436,18,1,0.40125,0.00551,1,1.33281,0.05926,0,,0.35796,0.8571,13.21096,1.03315,1,0.59963,0.8425,15.04613,1.03315,1,0,0.0,29,,
630,5,NewMedia6,633,4.28076,11225147245822,0.27527,0.04011,4.19971,0.08105,19,1,0.17947,0.03148,1,1.33281,0.05926,0,,0.34986,0.85961,12.56905,1.03315,1,0.59112,0.84406,15.52892,1.03315,1,0,0.0,29,,
645,5,NewMedia6,648,4.38037,11225148246185,0.18873,0.05287,4.29395,0.08643,20,1,0.1904,0.04954,1,1.33281,0.05926,0,,0.34852,0.85983,12.32425,0.99908,1,0.58998,0.84375,15.61792,1.00594,1,0,0.0,29,,
660,5,NewMedia6,663,4.48096,11225149252340,0.18518,0.03803,4.29395,0.18701,20,1,0.17536,0.06766,1,1.33281,0.05926,0,,0.34771,0.85984,12.33511,0.99908,1,0.58945,0.84381,15.33506,1.00594,1,0,0.0,29,,
675,5,NewMedia6,678,4.58154,11225150255731,0.25229,0.09314,4.52832,0.05322,21,1,0.26336,0.09341,1,1.33281,0.05926,0,,0.35108,0.85935,13.07234,1.02734,1,0.59278,0.84383,15.68318,1.03501,1,0,0.0,29,,
690,5,NewMedia6,693,4.68213,11225151260535,0.25387,0.10338,4.52832,0.15381,21,1,0.27166,0.15565,1,1.33281,0.05926,0,,0.35145,0.85882,13.0437,0.96133,1,0.59343,0.8435,15.90708,0.96819,1,0,0.0,29,,
705,5,NewMedia6,708,4.78271,11225152269538,0.27195,0.12155,4.69531,0.0874,22,1,0.31483,0.11739,1,1.33281,0.05926,0,,0.35488,0.85836,13.35702,0.98694,1,0.59716,0.84369,15.50995,0.99381,1,0,0.0,29,,
720,5,NewMedia6,723,4.88281,11225153270048,0.32216,0.10629,4.84277,0.04004,23,1,0.31463,0.10648,1,1.33281,0.05926,0,,0.35595,0.85855,13.32932,0.99932,1,0.59813,0.84417,15.60955,0.99246,1,0,0.0,29,,
735,5,NewMedia6,738,4.9834,11225154274308,0.32411,0.10163,4.84277,0.14063,23,1,0.3252,0.1321,1,1.33281,0.05926,0,,0.35631,0.85892,13.31249,1.00618,1,0.59862,0.84462,15.47423,1.00618,1,0,0.0,29,,
750,5,NewMedia6,753,5.08398,11225155279512,0.36505,0.11476,4.84277,0.22754,23,0,0.36874,0.11793,1,1.33281,0.05926,0,,0.35784,0.85885,13.25032,1.03315,1,0.5999,0.84483,15.5833,1.03315,1,0,0.0,29,,
765,5,NewMedia6,768,5.18506,11225156290021,0.36557,0.0981,5.07764,0.10742,24,1,0.37426,0.07868,1,1.33281,0.05926,0,,0.35775,0.8584,13.33781,1.03315,1,0.60006,0.8444,15.46723,1.03315,1,0,0.0,29,,
780,5,NewMedia6,783,5.28467,11225157288984,0.36903,0.09388,5.07764,0.20703,24,1,0.36632,0.11336,1,1.33281,0.05926,0,,0.35814,0.85833,12.9699,0.99932,1,0.60053,0.84437,15.59703,0.99246,1,0,0.0,28,,
795,5,NewMedia6,798,5.38574,11225158296537,0.36919,0.1005,5.07764,0.30811,24,1,0.37529,0.09165,1,1.33281,0.05926,0,,0.35859,0.85831,13.06721,1.03315,1,0.60106,0.84466,15.40725,1.03315,1,0,0.0,28,,
810,5,NewMedia6,813,5.48584,11225159299967,0.36989,0.1021,5.07764,0.4082,24,1,0.37031,0.08689,1,1.33281,0.05926,0,,0.35966,0.85844,12.95105,1.01967,1,0.60205,0.84486,15.48216,1.01967,1,0,0.0,28,,
825,5,NewMedia6,829,5.59277,11225160370432,0.36754,0.11812,5.07764,0.51514,24,1,0.36603,0.16302,1,1.33281,0.05926,0,,0.36011,0.85812,12.94598,0.99246,1,0.60252,0.84477,15.10231,0.98559,1,0,0.0,28,,
840,5,NewMedia6,844,5.69385,11225161378154,0.36013,0.11819,5.61328,0.08057,25,1,0.26388,0.10675,1,1.33281,0.05926,0,,0.35806,0.85819,12.3631,1.01268,1,0.59999,0.84449,15.1563,1.00582,1,0,0.0,28,,
855,5,NewMedia6,859,5.79443,11225162383734,0.17114,0.18595,5.74707,0.04736,26,1,0.16888,0.19155,1,1.33281,0.05926,0,,0.35193,0.85944,12.36163,0.97873,1,0.59396,0.84502,15.54615,0.97873,1,0,0.0,28,,
870,5,NewMedia6,874,5.89502,11225163391385,0.17118,0.16563,5.74707,0.14795,26,1,0.1692,0.105,1,1.33281,0.05926,0,,0.35172,0.85954,12.68308,1.05603,1,0.59378,0.84486,15.61321,1.04836,1,0,0.0,28,,
885,5,NewMedia6,889,5.99561,11225164394837,0.16764,0.12789,5.9082,0.0874,27,1,0.17743,0.14889,1,1.33281,0.05926,0,,0.35126,0.85949,12.61049,0.9992,1,0.59344,0.84466,15.59783,0.99234,1,0,0.0,28,,
900,5,NewMedia6,904,6.09521,11225165394000,0.16837,0.12681,5.9082,0.18701,27,1,0.15852,0.12472,1,1.33281,0.05926,0,,0.3516,0.85942,13.09493,1.03315,1,0.59383,0.84487,15.43309,1.03315,1,0,0.0,28,,
915,5,NewMedia6,919,6.1958,11225166398566,0.22354,0.15049,6.15771,0.03809,28,1,0.26954,0.14857,1,1.33281,0.05926,0,,0.35514,0.85904,13.31313,1.01293,1,0.59738,0.84506,15.87334,1.01293,1,0,0.0,28,,
930,5,NewMedia6,934,6.29639,11225167403899,0.25448,0.14795,6.15771,0.13867,28,1,0.27055,0.15683,1,1.33281,0.05926,0,,0.35531,0.85891,13.13379,1.00618,1,0.59735,0.84478,15.64205,1.00618,1,0,0.0,28,,
945,5,NewMedia6,949,6.39697,11225168408140,0.25987,0.15903,6.15771,0.23926,28,1,0.26707,0.20884,1,1.33281,0.05926,0,,0.35499,0.85859,13.2183,0.98192,1,0.59732,0.84477,15.75588,0.98192,1,0,0.0,28,,
