,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/15 15:32:57.780),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,5,NewMedia6,0,0.0,68815770478,0.52962,0.39591,0.0,0.0,1,1,0.52545,0.55011,1,1.37552,0.15,0,,0.43272,0.6514,15.69778,1.04994,1,0.68495,0.64654,18.40232,1.04228,1,0,0.0,51,,
15,5,NewMedia6,15,0.10059,68816775029,0.52813,0.57163,0.03369,0.06689,2,1,0.53514,0.59365,1,1.37552,0.15,0,,0.43321,0.65195,16.15828,1.04228,1,0.68622,0.64731,18.66316,1.04994,1,0,0.0,51,,
30,5,NewMedia6,30,0.20117,68817781158,0.52626,0.5889,0.03369,0.16748,2,1,0.52235,0.60264,1,1.37552,0.15,0,,0.43362,0.65161,16.94475,1.04994,1,0.68676,0.64714,18.86694,1.04994,1,0,0.0,51,,
45,5,NewMedia6,45,0.30127,68818785881,0.52661,0.5885,0.03369,0.26758,2,1,0.52072,0.57694,1,1.37552,0.15,0,,0.43338,0.65182,16.786,1.04994,1,0.68654,0.64702,19.19288,1.04994,1,0,0.0,51,,
60,5,NewMedia6,60,0.40186,68819789828,0.40049,0.26051,0.34229,0.05957,3,1,0.40462,0.25836,1,1.37552,0.15,0,,0.43026,0.64444,16.70185,1.04993,1,0.68219,0.64087,20.03181,1.04993,1,0,0.0,50,,
75,5,NewMedia6,75,0.50244,68820795258,0.26701,0.14949,0.34229,0.14697,3,0,0.18535,0.08945,1,1.37552,0.15,0,,0.42419,0.64257,14.12297,1.02932,1,0.67542,0.63746,17.5666,1.02166,1,0,0.0,50,,
90,5,NewMedia6,90,0.60352,68821804638,0.13971,-0.18007,0.58301,0.02051,5,1,0.1829,0.1012,1,1.37552,0.15,0,,0.4243,0.64259,12.12941,1.00491,1,0.67581,0.6374,15.63331,0.98857,1,0,0.0,50,,
105,5,NewMedia6,105,0.70361,68822808187,0.17629,0.05866,0.67041,0.0332,6,1,0.15532,0.01492,1,1.37552,0.15,0,,0.42289,0.64254,11.00954,0.87059,1,0.6742,0.63754,13.8329,0.87059,1,0,0.0,50,,
120,5,NewMedia6,120,0.80371,68823810576,0.12453,-0.14213,0.76367,0.04004,7,1,0.12169,-0.15634,1,1.37552,0.15,0,,0.42277,0.64219,10.17509,0.98857,1,0.67402,0.63701,12.89381,0.98857,1,0,0.0,50,,
135,5,NewMedia6,135,0.9043,68824815170,0.33386,0.09371,0.88477,0.01953,8,1,0.33899,0.09641,1,1.37552,0.15,0,,0.42829,0.64109,10.3314,0.91483,1,0.6794,0.63616,12.85071,0.91483,1,0,0.0,50,,
150,5,NewMedia6,150,1.00488,68825819772,0.33373,0.09509,0.88477,0.12012,8,1,0.33141,0.10008,1,1.37552,0.15,0,,0.42668,0.64171,10.15366,0.91483,1,0.67813,0.63623,12.36932,0.91483,1,0,0.0,50,,
165,5,NewMedia6,165,1.10498,68826823602,0.27127,0.09108,1.05811,0.04688,9,1,0.27324,0.07061,1,1.37552,0.15,0,,0.42584,0.64196,9.71134,0.94086,1,0.67703,0.63653,11.91519,0.94766,1,0,0.0,50,,
180,5,NewMedia6,180,1.20557,68827829554,0.24923,-0.02589,1.17236,0.0332,10,1,0.24433,-0.01135,1,1.37552,0.15,0,,0.42624,0.64195,9.96421,1.04225,1,0.67734,0.63682,12.08146,1.03459,1,0,0.0,50,,
195,5,NewMedia6,195,1.30615,68828832963,0.38602,0.02008,1.2793,0.02686,11,1,0.40175,0.02611,1,1.37552,0.15,0,,0.43043,0.64147,10.51747,0.98857,1,0.68139,0.63665,11.81378,0.98857,1,0,0.0,50,,
210,5,NewMedia6,210,1.40674,68829838116,0.38774,0.01098,1.2793,0.12744,11,1,0.38943,0.01125,1,1.37552,0.15,0,,0.4305,0.64187,10.918,0.98857,1,0.68163,0.63702,12.26149,0.98857,1,0,0.0,50,,
225,5,NewMedia6,225,1.50684,68830841843,0.3316,0.08502,1.47412,0.03271,12,1,0.32886,0.10152,1,1.37552,0.15,0,,0.42824,0.64276,10.99099,0.93403,1,0.67944,0.63736,12.35891,0.93403,1,0,0.0,49,,
240,5,NewMedia6,240,1.60791,68831848614,0.32253,0.06811,1.47412,0.13379,12,1,0.30666,-0.01322,1,1.37552,0.15,0,,0.42751,0.64288,11.45574,1.04227,1,0.67872,0.63759,12.77847,1.04993,1,0,0.0,49,,
255,5,NewMedia6,255,1.70801,68832853208,0.28161,-0.06855,1.61426,0.09375,13,1,0.26037,-0.283,1,1.37552,0.15,0,,0.42561,0.64292,11.83926,1.04993,1,0.67671,0.63721,13.04972,1.04993,1,0,0.0,49,,
270,5,NewMedia6,270,1.80908,68833862239,0.0,0.0,1.61426,0.1543,13,0,0.2734,0.05011,0,1.37552,0.15,0,,0.42629,0.64165,7.16471,0.98857,0,0.67592,0.63838,9.11541,0.98857,0,1177,0.0,49,,
285,5,NewMedia6,285,1.90918,68834862208,0.27153,0.05979,1.61426,0.1543,13,0,0.24553,0.03695,1,1.37552,0.15,0,,0.4226,0.64338,12.06826,0.98857,1,0.67365,0.63679,13.80384,0.98857,1,0,0.0,50,,
300,5,NewMedia6,300,2.00977,68835871155,0.24375,0.03273,1.91553,0.09424,14,1,0.22508,-0.00219,1,1.37552,0.15,0,,0.42298,0.64281,12.26904,1.04227,1,0.67379,0.63657,13.35056,1.04993,1,0,0.0,50,,
315,5,NewMedia6,315,2.10986,68836870701,0.32307,0.031,2.08984,0.02002,15,1,0.32971,0.03071,1,1.37552,0.15,0,,0.42665,0.64248,13.06651,0.98857,1,0.67768,0.63671,14.22645,0.98857,1,0,0.0,50,,
330,5,NewMedia6,330,2.21045,68837876499,0.33335,0.02735,2.08984,0.12061,15,1,0.3279,0.02758,1,1.37552,0.15,0,,0.42751,0.64219,13.61883,0.98857,1,0.67877,0.63682,15.16523,0.98857,1,0,0.0,50,,
345,5,NewMedia6,345,2.31152,68838885550,0.40944,0.06643,2.29053,0.021,16,1,0.42847,0.11292,1,1.37552,0.15,0,,0.43047,0.64209,13.30949,0.98857,1,0.68155,0.6371,14.49037,0.98857,1,0,0.0,50,,
360,5,NewMedia6,360,2.41211,68839890404,0.42958,0.11247,2.29053,0.11475,16,0,0.41683,0.10378,1,1.37552,0.15,0,,0.4309,0.64174,13.18894,0.98857,1,0.68207,0.63673,14.7803,0.98857,1,0,0.0,50,,
375,5,NewMedia6,375,2.51172,68840890083,0.38367,0.0791,2.41211,0.09961,17,1,0.34223,0.03684,1,1.37552,0.15,0,,0.4289,0.64196,13.18556,0.98857,1,0.68008,0.63672,14.19851,0.98857,1,0,0.0,50,,
390,5,NewMedia6,390,2.6123,68841896433,0.32843,0.03075,2.53174,0.08057,18,1,0.32999,0.01539,1,1.37552,0.15,0,,0.42871,0.64135,12.89304,0.98857,1,0.68006,0.63627,14.5327,0.98857,1,0,0.0,50,,
405,5,NewMedia6,405,2.71289,68842900240,0.32943,0.0179,2.53174,0.18115,18,1,0.32072,-0.00407,1,1.37552,0.15,0,,0.42757,0.64124,12.87988,0.98857,1,0.6791,0.63598,14.2848,0.98857,1,0,0.0,50,,
420,5,NewMedia6,420,2.81348,68843904855,0.26801,0.06308,2.76025,0.05322,19,1,0.26402,0.04917,1,1.37552,0.15,0,,0.42555,0.64202,12.69761,0.98176,1,0.67685,0.6363,14.39348,0.98857,1,0,0.0,49,,
435,5,NewMedia6,435,2.91406,68844911080,0.2654,0.06446,2.76025,0.15381,19,1,0.27089,0.06066,1,1.37552,0.15,0,,0.42581,0.64213,12.59967,0.98176,1,0.67707,0.63653,14.51238,0.98857,1,0,0.0,49,,
450,5,NewMedia6,450,3.01465,68845918615,0.21755,0.09863,2.98779,0.02686,20,1,0.21623,0.10847,1,1.37552,0.15,0,,0.42447,0.64229,12.39979,0.98857,1,0.67578,0.63672,14.19635,0.98857,1,0,0.0,49,,
465,5,NewMedia6,465,3.11475,68846918820,0.12333,0.10799,3.09473,0.02002,21,1,0.11976,0.08022,1,1.37552,0.15,0,,0.42174,0.64389,12.78057,1.04227,1,0.673,0.63766,14.64059,1.04993,1,0,0.0,49,,
480,5,NewMedia6,480,3.21582,68847928671,0.14446,0.12374,3.09473,0.12109,21,1,0.18087,0.12573,1,1.37552,0.15,0,,0.42288,0.64345,13.19917,1.03459,1,0.67421,0.6375,14.85131,1.03459,1,0,0.0,49,,
495,5,NewMedia6,495,3.31592,68848933067,0.19902,0.15164,3.22266,0.09326,22,1,0.20569,0.15965,1,1.37552,0.15,0,,0.42292,0.64345,13.28012,0.98857,1,0.67445,0.63757,15.12871,0.98857,1,0,0.0,49,,
510,5,NewMedia6,510,3.41602,68849934000,0.25973,0.13252,3.22266,0.18018,22,0,0.28526,0.13724,1,1.37552,0.15,0,,0.42605,0.64294,13.1939,1.04993,1,0.67716,0.63738,14.8603,1.04993,1,0,0.0,49,,
525,5,NewMedia6,525,3.5166,68850937855,0.29891,0.14067,3.40967,0.10059,23,0,0.29836,0.11022,0,1.37552,0.15,0,,0.42644,0.64352,10.32634,1.04993,0,0.67784,0.63705,12.45818,1.04993,0,0,0.0,49,,
