,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/04/07 14:49:46.441),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,3,NewMedia4,0,0.0,19082963317,0.55215,0.6241,0.0,0.0,1,1,0.59823,0.63129,1,1.36719,0.14815,0,,0.31833,0.49414,25.1678,1.0754,1,0.56967,0.49809,25.15658,1.08291,1,0,0.0,9,,
15,3,NewMedia4,15,0.10056,19083968771,0.6099,0.61224,0.00652,0.09404,2,1,0.61414,0.60632,1,1.36719,0.14815,0,,0.31889,0.49367,24.75083,1.0754,1,0.57049,0.4981,24.83356,1.08291,1,0,0.0,9,,
30,3,NewMedia4,30,0.20113,19084974453,0.60633,0.61081,0.00652,0.19461,2,1,0.60951,0.63412,1,1.36719,0.14815,0,,0.31908,0.49408,25.06078,1.08291,1,0.57088,0.4984,24.73855,1.08291,1,0,0.0,9,,
45,3,NewMedia4,45,0.30165,19085979785,0.60672,0.65859,0.28149,0.02016,3,1,0.60732,0.66211,1,1.36719,0.14815,0,,0.319,0.49451,24.88721,1.02275,1,0.57102,0.49854,25.06265,1.02275,1,0,0.0,9,,
60,3,NewMedia4,60,0.40204,19086983707,0.3616,0.40771,0.28149,0.0938,3,0,0.35758,0.40204,1,1.36719,0.14815,0,,0.31258,0.49022,23.22639,1.04535,1,0.56358,0.49416,23.19587,1.04535,1,0,0.0,9,,
75,3,NewMedia4,75,0.50259,19087989229,0.36573,0.39448,0.40204,0.10056,4,1,0.3745,0.42209,1,1.36771,0.15741,0,,0.3132,0.49007,22.46361,1.04526,1,0.56459,0.49459,21.60324,1.05277,1,0,0.0,9,,
90,3,NewMedia4,90,0.60295,19088992824,0.26705,0.2179,0.58299,0.01996,5,1,0.26546,0.19504,1,1.37083,0.17593,0,,0.3111,0.4866,21.29175,1.03025,1,0.56094,0.49076,22.72155,1.03025,1,0,0.0,9,,
105,3,NewMedia4,105,0.70337,19089996945,0.25839,0.09611,0.68306,0.02031,6,1,0.26112,0.08485,1,1.375,0.18611,0,,0.30986,0.48579,19.04676,1.02275,1,0.56071,0.4909,21.67312,1.02275,1,0,0.0,9,,
120,3,NewMedia4,120,0.80363,19090999560,0.24954,0.0787,0.68306,0.12057,6,1,0.22067,0.04046,1,1.37865,0.19907,0,,0.30824,0.48525,18.53281,1.05286,1,0.55903,0.49066,21.59479,1.04535,1,0,0.0,9,,
135,3,NewMedia4,135,0.90439,19092007078,0.21618,0.06864,0.85754,0.04684,7,1,0.21167,0.06121,1,1.38021,0.21204,0,,0.30778,0.48442,18.57038,1.02602,1,0.559,0.48971,21.38788,1.03274,1,0,0.0,9,,
150,3,NewMedia4,150,1.00523,19093015564,0.21974,0.06776,0.85754,0.14769,7,1,0.21762,0.04407,1,1.38073,0.21944,0,,0.30723,0.4832,18.02211,1.03028,1,0.55826,0.48714,19.34352,1.03028,1,0,0.0,9,,
165,3,NewMedia4,165,1.10536,19094016846,0.2178,0.06217,0.85754,0.24782,7,1,0.21634,0.03525,1,1.38073,0.21944,0,,0.30624,0.4837,17.92484,1.03028,1,0.55739,0.48746,19.24902,1.03028,1,0,0.0,9,,
180,3,NewMedia4,180,1.20593,19095022608,0.24627,0.08224,0.85754,0.34151,7,0,0.25893,0.11079,1,1.38073,0.21944,0,,0.30633,0.4842,17.84013,0.99588,1,0.55758,0.48889,20.34406,1.0026,1,0,0.0,9,,
195,3,NewMedia4,196,1.31293,19096092446,0.2465,0.08083,1.20593,0.10699,8,1,0.24791,0.06364,1,1.38073,0.21944,0,,0.30575,0.48399,17.61712,1.02275,1,0.55647,0.48721,18.58666,1.02275,1,0,0.0,9,,
