,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/11 10:17:23.675),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,14,NewMedia15,0,0.0,1658344286767,0.50113,0.11256,0.0,0.0,1,1,0.49641,0.33286,1,1.36823,0.16852,0,,0.45235,0.4327,19.17019,0.97279,1,0.7188,0.43839,19.83648,0.97863,1,0,0.0,46,,
15,14,NewMedia15,15,0.10046,1658345291489,0.0,0.0,0.0,0.00662,1,0,0.47213,0.62175,0,1.36823,0.16852,0,,0.45208,0.43624,10.71288,1.00332,0,0.7186,0.44286,16.19111,1.00332,0,209,0.0,46,,
30,14,NewMedia15,30,0.20227,1658346309611,0.61093,0.255,0.0,0.00662,1,0,0.60803,0.24835,1,1.36823,0.16852,0,,0.45871,0.43151,19.24634,1.00332,1,0.72469,0.43998,19.20302,1.00332,1,0,0.0,47,,
45,14,NewMedia15,45,0.30139,1658347300652,0.60764,0.25334,0.19443,0.10696,2,1,0.61973,0.26006,1,1.36823,0.16852,0,,0.45974,0.4314,19.53886,0.97737,1,0.72632,0.43979,18.72117,0.97737,1,0,0.0,47,,
60,14,NewMedia15,60,0.40186,1658348305263,0.60864,0.25287,0.19443,0.20743,2,1,0.61219,0.26895,1,1.36823,0.16852,0,,0.4602,0.43201,19.54024,0.99744,1,0.72691,0.44107,19.44398,0.99095,1,0,0.0,47,,
75,14,NewMedia15,75,0.50333,1658349320027,0.54301,0.22305,0.46945,0.03387,3,1,0.54173,0.19186,1,1.36823,0.16852,0,,0.45833,0.43196,19.36959,1.01162,1,0.72413,0.44091,18.6638,1.01811,1,0,0.0,47,,
90,14,NewMedia15,90,0.603,1658350316961,0.54315,0.18814,0.46945,0.13354,3,1,0.54394,0.17411,1,1.36823,0.16852,0,,0.45834,0.43232,18.04182,1.03169,1,0.7242,0.44089,17.89195,1.03169,1,0,0.0,47,,
105,14,NewMedia15,105,0.70435,1658351330314,0.51106,0.09785,0.6633,0.04105,4,1,0.50744,0.10105,1,1.36823,0.16852,0,,0.4562,0.43205,16.05992,0.97737,1,0.72236,0.44021,16.75729,0.97737,1,0,0.0,47,,
120,14,NewMedia15,120,0.80374,1658352324311,0.50422,0.13342,0.6633,0.14044,4,1,0.495,0.16626,1,1.36823,0.16852,0,,0.45662,0.43218,16.04285,0.92849,1,0.72229,0.44,16.06241,0.92849,1,0,0.0,47,,
135,14,NewMedia15,135,0.90445,1658353331412,0.50526,0.12864,0.6633,0.24115,4,1,0.51336,0.10715,1,1.36823,0.16852,0,,0.45615,0.43209,14.92215,0.97737,1,0.72147,0.44013,15.56036,0.97737,1,0,0.0,47,,
150,14,NewMedia15,150,1.00476,1658354334554,0.50694,0.12518,0.6633,0.34146,4,1,0.51613,0.20319,1,1.36823,0.16852,0,,0.45636,0.43132,15.95606,1.03169,1,0.72135,0.43905,15.85774,1.03169,1,0,0.0,46,,
165,14,NewMedia15,165,1.10516,1658355338627,0.5105,0.15232,1.03824,0.06693,5,1,0.52182,0.12829,1,1.36823,0.16852,0,,0.45707,0.43075,14.88061,0.97229,1,0.72215,0.43919,15.72667,0.98462,1,0,0.0,46,,
180,14,NewMedia15,180,1.20575,1658356344391,0.52172,0.15712,1.17249,0.03326,6,1,0.51908,0.20525,1,1.36823,0.16852,0,,0.45725,0.43086,15.60965,0.94655,1,0.72294,0.43941,15.4198,0.94071,1,0,0.0,46,,
195,14,NewMedia15,195,1.30612,1658357348121,0.51655,0.18102,1.17249,0.12024,6,0,0.51503,0.12247,1,1.36823,0.16852,0,,0.45702,0.43139,15.56922,0.97737,1,0.72311,0.43981,15.86664,0.97737,1,0,0.0,46,,
210,14,NewMedia15,210,1.40683,1658358355229,0.4499,0.29562,1.31958,0.08096,7,0,0.38249,0.69048,0,1.36823,0.16852,0,,0.45513,0.43483,14.43132,1.00574,0,0.71891,0.44694,7.92546,1.00574,0,0,0.0,46,,
225,14,NewMedia15,225,1.50708,1658359357716,0.0,0.0,1.31958,0.08096,7,0,0.38249,0.69048,0,1.36823,0.16852,0,,0.45513,0.43483,14.43132,1.00574,0,0.71891,0.44694,7.92546,1.00574,0,210,0.0,46,,
240,14,NewMedia15,240,1.60754,1658360362408,0.32134,0.4859,1.56866,0.03888,8,1,0.31036,0.4944,1,1.36823,0.16852,0,,0.4505,0.43685,14.56585,1.01871,1,0.71603,0.44494,16.96705,1.01222,1,0,0.0,47,,
255,14,NewMedia15,256,1.71478,1658361434576,0.29991,0.51224,1.56866,0.14612,8,1,0.29355,0.56067,1,1.36823,0.16852,0,,0.45044,0.43687,16.1242,0.98386,1,0.71596,0.44511,17.10162,0.97737,1,0,0.0,47,,
270,14,NewMedia15,271,1.81546,1658362441396,0.40306,0.51702,1.76852,0.04694,9,1,0.40674,0.50995,1,1.36823,0.16852,0,,0.45345,0.43636,16.55667,0.97099,1,0.71886,0.44534,17.83295,0.96515,1,0,0.0,47,,
285,14,NewMedia15,286,1.91602,1658363446912,0.40571,0.51632,1.76852,0.14749,9,1,0.40554,0.51067,1,1.36823,0.16852,0,,0.45331,0.43647,17.21302,1.00332,1,0.71879,0.44537,18.18871,0.99684,1,0,0.0,47,,
300,14,NewMedia15,301,2.0162,1658364448774,0.44241,0.48311,1.99634,0.01987,10,1,0.44569,0.47079,1,1.36823,0.16852,0,,0.45428,0.43644,17.27161,0.97737,1,0.71973,0.44539,17.50285,0.97737,1,0,0.0,47,,
315,14,NewMedia15,316,2.117,1658365457053,0.44685,0.50524,1.99634,0.12067,10,1,0.50577,0.515,1,1.36823,0.16852,0,,0.45635,0.43633,17.70332,0.98446,1,0.72176,0.44555,16.38003,0.9982,1,0,0.0,47,,
