,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/10 11:45:21.478),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,16,NewMedia17,0,0.0,847010811863,0.55881,0.69601,0.0,0.0,1,1,0.5481,0.71672,1,1.36667,0.14722,0,,0.3546,0.58475,24.41323,1.09203,1,0.59379,0.60583,22.34357,1.10929,1,0,0.0,8,,
15,16,NewMedia17,15,0.10071,847011818737,0.55466,0.6947,0.0,0.10071,1,1,0.53199,0.69919,1,1.36667,0.14722,0,,0.35153,0.57878,24.48168,1.15299,1,0.5901,0.59949,23.0631,1.15299,1,0,0.0,8,,
30,16,NewMedia17,31,0.20813,847012892254,0.55219,0.69011,0.0,0.20813,1,1,0.54961,0.69618,1,1.36667,0.14722,0,,0.34809,0.57201,24.47884,1.10858,1,0.5862,0.59212,23.28217,1.10858,1,0,0.0,8,,
45,16,NewMedia17,46,0.30847,847013896442,0.55106,0.68413,0.0,0.30847,1,1,0.55946,0.67852,1,1.36667,0.14722,0,,0.34653,0.56709,24.26002,1.15382,1,0.58452,0.58731,22.9149,1.16299,1,0,0.0,8,,
60,16,NewMedia17,61,0.40894,847014900642,0.61246,0.5868,0.0,0.38892,1,0,0.62442,0.55319,1,1.36667,0.14722,0,,0.34926,0.56801,21.61043,1.17216,1,0.58611,0.58922,21.84669,1.16299,1,0,0.0,8,,
75,16,NewMedia17,76,0.5094,847015905121,0.61744,0.56843,0.39551,0.11389,2,1,0.62093,0.58594,1,1.36667,0.14722,0,,0.3491,0.56676,18.9775,1.13466,1,0.58634,0.58848,19.30924,1.14382,1,0,0.0,8,,
90,16,NewMedia17,91,0.61658,847016977433,0.36997,0.56366,0.59082,0.02576,3,1,0.37888,0.57146,1,1.36667,0.14722,0,,0.3402,0.56867,18.08656,1.14382,1,0.57774,0.58926,17.96412,1.13466,1,0,0.0,8,,
105,16,NewMedia17,106,0.71753,847017986568,0.36338,0.57498,0.59082,0.12671,3,1,0.34765,0.5917,1,1.36667,0.14722,0,,0.33688,0.57495,17.8555,1.12549,1,0.57487,0.59381,17.10945,1.12549,1,0,0.0,8,,
120,16,NewMedia17,121,0.81775,847018988735,0.35441,0.58408,0.59082,0.22693,3,1,0.37174,0.55794,1,1.36667,0.14722,0,,0.33355,0.5781,17.83785,1.14383,1,0.57188,0.59537,16.99219,1.15299,1,0,0.0,8,,
135,16,NewMedia17,136,0.91821,847019993679,0.42439,0.59671,0.87109,0.04712,4,1,0.43679,0.58877,1,1.36667,0.14722,0,,0.32964,0.58067,17.37362,1.12549,1,0.56846,0.59604,16.31679,1.12549,1,0,0.0,8,,
150,16,NewMedia17,151,1.01843,847020995984,0.45016,0.58943,0.87109,0.14734,4,1,0.51459,0.58641,1,1.36667,0.14722,0,,0.32733,0.58266,17.45307,1.10932,1,0.56669,0.59672,16.82775,1.10123,1,0,0.0,8,,
165,16,NewMedia17,166,1.11902,847022002333,0.52317,0.59897,1.02515,0.09387,5,1,0.52627,0.56967,1,1.36667,0.14722,0,,0.32259,0.58234,17.40882,1.12549,1,0.56286,0.59605,17.18992,1.12549,1,0,0.0,8,,
180,16,NewMedia17,181,1.21948,847023006966,0.58707,0.62097,1.19946,0.02002,6,1,0.58346,0.61765,1,1.36667,0.14722,0,,0.31938,0.58154,17.6098,1.06777,1,0.56035,0.59433,17.53337,1.06777,1,0,0.0,8,,
195,16,NewMedia17,196,1.31995,847024011356,0.59168,0.61057,1.19946,0.12048,6,1,0.60782,0.61005,1,1.36667,0.14722,0,,0.3146,0.58073,18.09434,1.09314,1,0.55651,0.59299,17.99376,1.09314,1,0,0.0,8,,
210,16,NewMedia17,211,1.42041,847025015547,0.6367,0.59084,1.19946,0.20764,6,0,0.65206,0.59934,1,1.36667,0.14722,0,,0.31205,0.57951,18.27286,1.10932,1,0.55496,0.59166,18.43651,1.10123,1,0,0.0,8,,
225,16,NewMedia17,226,1.521,847026021890,0.63718,0.61451,1.41382,0.10718,7,1,0.62737,0.65076,1,1.36667,0.14722,0,,0.30871,0.57785,18.39412,1.02925,1,0.55291,0.59007,18.40455,1.02925,1,0,0.0,8,,
240,16,NewMedia17,241,1.62134,847027025381,0.70174,0.61523,1.55493,0.06641,8,1,0.68547,0.62003,1,1.36667,0.14722,0,,0.30928,0.57422,18.34698,1.05339,1,0.55424,0.58744,18.48907,1.0462,1,0,0.0,8,,
255,16,NewMedia17,256,1.72192,847028030375,0.70164,0.61361,1.55493,0.16699,8,1,0.6981,0.62755,1,1.36667,0.14722,0,,0.30845,0.56831,18.22406,1.06111,1,0.55502,0.582,18.52811,1.04584,1,0,0.0,8,,
270,16,NewMedia17,271,1.82239,847029034851,0.70319,0.61259,1.55493,0.26746,8,1,0.72599,0.59829,1,1.36667,0.14722,0,,0.30794,0.56207,19.04184,1.07549,1,0.55641,0.57615,19.23497,1.0674,1,0,0.0,8,,
285,16,NewMedia17,286,1.92273,847030038667,0.69265,0.30826,1.86255,0.06018,9,1,0.68921,0.28892,1,1.36667,0.14722,0,,0.30823,0.54647,20.33747,1.00801,1,0.55779,0.56161,19.12965,1.00801,1,0,0.0,8,,
300,16,NewMedia17,301,2.02344,847031045998,0.67563,0.29396,1.86255,0.16089,9,1,0.50176,0.17624,1,1.36667,0.14722,0,,0.30266,0.53207,21.13445,0.99377,1,0.55504,0.54713,20.94116,0.99377,1,0,0.0,8,,
315,16,NewMedia17,316,2.1239,847032050189,0.40214,0.13883,2.05005,0.07385,10,1,0.39867,0.1297,1,1.36667,0.14722,0,,0.29841,0.51644,20.18926,0.97359,1,0.55349,0.53168,20.3395,0.97359,1,0,0.0,8,,
330,16,NewMedia17,331,2.22412,847033052706,0.40178,0.13191,2.05005,0.17407,10,1,0.41341,0.09936,1,1.36667,0.14722,0,,0.2982,0.49928,20.39787,0.97359,1,0.55627,0.51386,20.72013,0.97359,1,0,0.0,8,,
345,16,NewMedia17,346,2.32458,847034057551,0.4033,0.1359,2.05005,0.27454,10,1,0.41715,0.19655,1,1.36667,0.14722,0,,0.29828,0.48388,20.21883,0.91207,1,0.55915,0.49792,20.62225,0.90628,1,0,0.0,8,,
360,16,NewMedia17,361,2.42749,847035087016,0.4033,0.13389,2.05005,0.37744,10,1,0.41182,0.14289,1,1.36667,0.14722,0,,0.29942,0.47025,21.43523,0.9297,1,0.56242,0.4842,20.9276,0.9297,1,0,0.0,8,,
375,16,NewMedia17,377,2.53259,847036137139,0.40318,0.1356,2.05005,0.48254,10,1,0.39437,0.12129,1,1.36667,0.14722,0,,0.30089,0.45967,21.15941,0.92365,1,0.56614,0.47339,21.15161,0.92365,1,0,0.0,8,,
390,16,NewMedia17,392,2.6333,847037145017,0.4023,0.13013,2.56592,0.06738,11,1,0.39519,0.15207,1,1.36667,0.14722,0,,0.30257,0.45728,21.76406,0.86835,1,0.56935,0.47225,21.23526,0.86835,1,0,0.0,8,,
405,16,NewMedia17,407,2.73364,847038147731,0.40409,0.12362,2.56592,0.16772,11,1,0.41589,0.10241,1,1.36667,0.14722,0,,0.30084,0.46204,21.41826,0.88407,1,0.56872,0.47702,20.9782,0.88407,1,0,0.0,8,,
420,16,NewMedia17,422,2.83411,847039152243,0.40222,0.12358,2.56592,0.26819,11,1,0.38286,0.12147,1,1.36667,0.14722,0,,0.29781,0.47257,21.34324,0.8793,1,0.5656,0.48798,20.93096,0.8793,1,0,0.0,8,,
435,16,NewMedia17,437,2.93469,847040158522,0.39845,0.11447,2.56592,0.36877,11,1,0.38926,0.06775,1,1.36667,0.14722,0,,0.29431,0.4848,21.75793,0.90049,1,0.56182,0.50028,20.65971,0.90049,1,0,0.0,8,,
450,16,NewMedia17,452,3.03528,847041163866,0.39359,0.10323,2.56592,0.46936,11,1,0.3798,0.10349,1,1.36667,0.14722,0,,0.29154,0.49471,21.25612,0.90049,1,0.55829,0.50976,20.88773,0.90049,1,0,0.0,8,,
465,16,NewMedia17,467,3.13525,847042163477,0.38979,0.09351,2.56592,0.56934,11,1,0.38817,0.06772,1,1.36667,0.14722,0,,0.29153,0.50081,21.04391,0.90628,1,0.55741,0.51629,20.38776,0.90628,1,0,0.0,8,,
480,16,NewMedia17,482,3.23584,847043170010,0.65981,0.55532,2.56592,0.63623,11,0,0.68108,0.61138,1,1.36667,0.14722,0,,0.30544,0.51425,21.38313,0.88986,1,0.56891,0.5295,20.3229,0.88407,1,0,0.0,7,,
495,16,NewMedia17,497,3.3363,847044174659,0.70919,0.73949,3.24915,0.08716,12,1,0.69969,0.73552,1,1.36667,0.14722,0,,0.30814,0.5183,21.62638,0.92365,1,0.57216,0.53445,21.03638,0.92365,1,0,0.0,7,,
510,16,NewMedia17,512,3.43677,847045178720,0.77641,0.80351,3.40344,0.03333,13,1,0.78403,0.81128,1,1.36667,0.14722,0,,0.31327,0.52037,21.73197,0.91786,1,0.5774,0.53682,21.04594,0.92365,1,0,0.0,7,,
525,16,NewMedia17,527,3.53711,847046182059,0.77691,0.80354,3.40344,0.13367,13,1,0.77971,0.81234,1,1.36667,0.14722,0,,0.31624,0.52067,21.61477,0.90049,1,0.58071,0.53765,21.08492,0.90049,1,0,0.0,7,,
540,16,NewMedia17,542,3.63757,847047187208,0.65757,0.81906,3.40344,0.22095,13,0,0.57576,0.81659,1,1.36667,0.14722,0,,0.31269,0.52004,21.20831,0.90655,1,0.57736,0.53775,21.01864,0.90655,1,0,0.0,7,,
555,16,NewMedia17,557,3.73816,847048193446,0.57673,0.80851,3.651,0.08716,14,1,0.57505,0.7781,1,1.36667,0.14722,0,,0.31405,0.52026,21.93507,0.92444,1,0.57941,0.53794,20.884,0.92444,1,0,0.0,7,,
570,16,NewMedia17,572,3.8385,847049197053,0.56431,0.79831,3.651,0.1875,14,1,0.53649,0.79213,1,1.36667,0.14722,0,,0.31467,0.521,20.99912,0.91786,1,0.58042,0.53901,20.96803,0.92365,1,0,0.0,7,,
585,16,NewMedia17,587,3.93921,847050204147,0.53281,0.80748,3.85864,0.08057,15,1,0.53624,0.79628,1,1.36667,0.14722,0,,0.3167,0.52108,20.49628,0.92365,1,0.58273,0.53942,20.62198,0.92365,1,0,0.0,7,,
600,16,NewMedia17,602,4.03967,847051208241,0.52979,0.80489,3.85864,0.18103,15,1,0.53053,0.79153,1,1.36667,0.14722,0,,0.31843,0.52151,20.56062,0.92444,1,0.5844,0.53973,19.80482,0.92444,1,0,0.0,7,,
615,16,NewMedia17,617,4.14014,847052213035,0.52327,0.8003,3.85864,0.28149,15,1,0.42259,0.80066,1,1.36667,0.14722,0,,0.31492,0.52177,19.84253,0.9297,1,0.58103,0.54017,19.87361,0.92392,1,0,0.0,7,,
630,16,NewMedia17,632,4.24097,847053220940,0.29101,0.8184,4.16675,0.07422,16,1,0.29319,0.81352,1,1.36667,0.14722,0,,0.31114,0.52242,19.94546,0.92365,1,0.57643,0.54015,19.7282,0.92365,1,0,0.0,7,,
645,16,NewMedia17,647,4.34143,847054225774,0.27386,0.8148,4.16675,0.17468,16,1,0.24288,0.81675,1,1.36667,0.14722,0,,0.30858,0.52252,19.76288,0.90628,1,0.57386,0.54005,19.9637,0.90049,1,0,0.0,7,,
660,16,NewMedia17,662,4.44189,847055230375,0.23832,0.81846,4.35437,0.08752,17,1,0.23412,0.81187,1,1.36667,0.14722,0,,0.3067,0.52207,19.68356,0.91865,1,0.57234,0.53934,19.65072,0.91865,1,0,0.0,7,,
675,16,NewMedia17,677,4.54236,847056235581,0.30141,0.4271,4.35437,0.15405,17,0,0.31465,0.39122,1,1.36667,0.14722,0,,0.3081,0.513,19.53172,0.90049,1,0.57189,0.52971,19.21663,0.90049,1,0,0.0,7,,
690,16,NewMedia17,692,4.64282,847057239829,0.34145,0.18577,4.57544,0.06738,18,1,0.34064,0.18907,1,1.36667,0.14722,0,,0.30609,0.51029,20.32804,0.90049,1,0.57189,0.52597,19.11513,0.90049,1,0,0.0,7,,
705,16,NewMedia17,707,4.74316,847058243430,0.3451,0.19571,4.57544,0.16772,18,1,0.33947,0.2143,1,1.36667,0.14722,0,,0.30423,0.50903,20.05478,0.90049,1,0.57034,0.52421,19.66446,0.90049,1,0,0.0,7,,
720,16,NewMedia17,722,4.84338,847059245243,0.35259,0.18967,4.57544,0.26794,18,1,0.39085,0.16121,1,1.36667,0.14722,0,,0.30463,0.50724,20.55778,0.90049,1,0.5706,0.52246,19.69931,0.90049,1,0,0.0,7,,
735,16,NewMedia17,737,4.94373,847060248548,0.38652,0.15726,4.85022,0.09351,19,1,0.38518,0.14513,1,1.36667,0.14722,0,,0.30442,0.5072,20.27244,0.90049,1,0.57069,0.52251,19.94122,0.90049,1,0,0.0,7,,
750,16,NewMedia17,752,5.0448,847061258936,0.3862,0.15731,4.85022,0.19458,19,1,0.38234,0.15869,1,1.36667,0.14722,0,,0.30418,0.50731,20.96454,0.89502,1,0.57061,0.52226,19.99126,0.90081,1,0,0.0,7,,
765,16,NewMedia17,767,5.1449,847062260889,0.3719,0.11082,5.10449,0.04041,20,1,0.37304,0.1046,1,1.36667,0.14722,0,,0.30406,0.50622,20.98648,0.90049,1,0.57042,0.52102,20.46791,0.90049,1,0,0.0,7,,
780,16,NewMedia17,782,5.24548,847063265926,0.37354,0.12531,5.10449,0.14099,20,1,0.37343,0.11306,1,1.36667,0.14722,0,,0.304,0.50521,19.85525,0.90049,1,0.57075,0.52108,20.15827,0.90049,1,0,0.0,7,,
795,16,NewMedia17,797,5.34595,847064270714,0.445,0.73362,5.10449,0.18115,20,0,0.442,0.74506,1,1.36667,0.14722,0,,0.30747,0.51819,20.4078,0.90628,1,0.57309,0.53242,19.48304,0.90628,1,0,0.0,7,,
810,16,NewMedia17,812,5.44641,847065275116,0.45082,0.71949,5.3324,0.11401,21,1,0.45919,0.71575,1,1.36667,0.14722,0,,0.30678,0.51913,20.52016,0.92365,1,0.5733,0.53339,19.75055,0.92365,1,0,0.0,7,,
825,16,NewMedia17,827,5.54675,847066279052,0.22907,0.81713,5.49988,0.04688,22,1,0.22828,0.81842,1,1.36667,0.14722,0,,0.29935,0.52216,20.54705,0.90049,1,0.56546,0.53637,20.83035,0.90049,1,0,0.0,7,,
840,16,NewMedia17,842,5.64758,847067287584,0.24053,0.8158,5.49988,0.14771,22,1,0.26295,0.81918,1,1.36667,0.14722,0,,0.30064,0.52228,20.8797,0.90628,1,0.56701,0.53674,20.89572,0.90049,1,0,0.0,7,,
855,16,NewMedia17,857,5.74756,847068286917,0.251,0.8086,5.49988,0.24768,22,1,0.26503,0.78435,1,1.36667,0.14722,0,,0.30115,0.52227,20.89149,0.94786,1,0.56764,0.53693,21.05078,0.94786,1,0,0.0,7,,
870,16,NewMedia17,872,5.84814,847069292671,0.25769,0.80735,5.49988,0.34827,22,1,0.27021,0.79858,1,1.36667,0.14722,0,,0.3007,0.52267,20.99713,0.90722,1,0.56708,0.5375,21.19422,0.90143,1,0,0.0,7,,
885,16,NewMedia17,887,5.94849,847070296106,0.37567,0.18414,5.92883,0.01965,23,1,0.38156,0.17314,1,1.36667,0.14722,0,,0.30531,0.50971,22.14206,0.90628,1,0.56982,0.52465,22.01454,0.90628,1,0,0.0,7,,
900,16,NewMedia17,902,6.04895,847071301142,0.38461,0.18958,5.92883,0.12012,23,1,0.39176,0.19863,1,1.36667,0.14722,0,,0.30438,0.50959,22.48651,0.90049,1,0.57025,0.5249,22.01283,0.90049,1,0,0.0,7,,
915,16,NewMedia17,917,6.14954,847072306433,0.38174,0.18452,5.92883,0.2207,23,1,0.38012,0.19637,1,1.36667,0.14722,0,,0.30407,0.50967,21.84286,0.90049,1,0.57036,0.52524,21.42306,0.90049,1,0,0.0,7,,
930,16,NewMedia17,932,6.25037,847073315787,0.39046,0.13833,6.22986,0.02051,24,1,0.39363,0.13749,1,1.36667,0.14722,0,,0.30446,0.50828,21.77813,0.88478,1,0.57042,0.52383,21.0904,0.89057,1,0,0.0,7,,
945,16,NewMedia17,947,6.35059,847074317656,0.3832,0.10075,6.22986,0.12073,24,1,0.37085,0.11179,1,1.36667,0.14722,0,,0.30401,0.50871,21.11714,0.88478,1,0.57035,0.52407,21.05101,0.88478,1,0,0.0,7,,
960,16,NewMedia17,962,6.45508,847075362021,0.38183,0.0943,6.22986,0.22522,24,1,0.36607,0.07058,1,1.36667,0.14722,0,,0.30378,0.50868,21.93619,0.90049,1,0.57025,0.52389,20.98896,0.90049,1,0,0.0,7,,
975,16,NewMedia17,978,6.55811,847076392827,0.38074,0.09579,6.22986,0.32825,24,1,0.38152,0.13085,1,1.36667,0.14722,0,,0.30468,0.5091,22.57254,0.88954,1,0.57105,0.52429,21.22006,0.88954,1,0,0.0,7,,
990,16,NewMedia17,993,6.65869,847077397956,0.3798,0.09962,6.22986,0.42883,24,1,0.39012,0.10464,1,1.36667,0.14722,0,,0.30448,0.50981,22.04894,0.90049,1,0.57099,0.52511,22.25777,0.90049,1,0,0.0,7,,
1005,16,NewMedia17,1008,6.7594,847078405066,0.3806,0.09888,6.22986,0.52954,24,1,0.38422,0.09823,1,1.36667,0.14722,0,,0.30441,0.50966,22.41833,0.90049,1,0.57085,0.52516,22.41847,0.90049,1,0,0.0,7,,
