,MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/03/08 09:38:41.492),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,Unnamed: 32
0,9,NewMedia10,0,0.0,5552749655,0.93518,0.95395,0.0,0.0,1,1,0.93775,0.94012,1,1.37656,0.12222,0,,0.35473,0.56296,26.44201,0.96419,1,0.60502,0.56583,26.04534,0.96419,1,0,0.0,14,,
15,9,NewMedia10,15,0.10004,5553749934,0.93616,0.95239,0.0,0.10004,1,1,0.94554,0.93181,1,1.37656,0.12222,0,,0.3547,0.56294,25.80375,0.98988,1,0.60499,0.56584,25.94218,0.98988,1,0,0.0,14,,
30,9,NewMedia10,30,0.20081,5554757645,0.9353,0.94859,0.0,0.20081,1,1,0.93896,0.9578,1,1.37656,0.12222,0,,0.35497,0.56286,25.45321,0.97636,1,0.60512,0.56575,26.07514,0.97636,1,0,0.0,14,,
45,9,NewMedia10,45,0.3013,5555762684,0.60085,0.58784,0.27499,0.02631,2,1,0.58998,0.5749,1,1.37656,0.12222,0,,0.34428,0.55418,26.31246,1.01707,1,0.59389,0.55615,25.13889,1.01707,1,0,0.0,14,,
60,9,NewMedia10,60,0.40182,5556767778,0.60009,0.55896,0.27499,0.12683,2,1,0.59445,0.5577,1,1.37656,0.12222,0,,0.34409,0.55446,25.81682,1.0102,1,0.59418,0.55662,24.74575,1.017,1,0,0.0,14,,
75,9,NewMedia10,75,0.50238,5557773435,0.53164,0.53636,0.46255,0.03983,3,1,0.52517,0.52397,1,1.37656,0.12222,0,,0.34101,0.55334,23.19823,1.01707,1,0.59091,0.55516,23.45812,1.01707,1,0,0.0,14,,
90,9,NewMedia10,90,0.60324,5558782078,0.4144,0.48584,0.46255,0.12726,3,0,0.36678,0.46443,1,1.37656,0.12222,0,,0.33507,0.55281,21.31305,1.06099,1,0.58477,0.55429,21.57126,1.06099,1,0,0.0,14,,
105,9,NewMedia10,105,0.70325,5559781981,0.35461,0.47889,0.61618,0.08707,4,1,0.34392,0.47041,1,1.37656,0.12222,0,,0.33478,0.55301,20.86284,1.04747,1,0.58436,0.55414,20.8034,1.04747,1,0,0.0,14,,
120,9,NewMedia10,120,0.80359,5560785567,0.34012,0.43463,0.61618,0.18076,4,0,0.35459,0.42333,1,1.37656,0.12222,0,,0.33455,0.55256,19.42197,1.06099,1,0.58409,0.55387,20.02698,1.06099,1,0,0.0,14,,
135,9,NewMedia10,135,0.90451,5561794691,0.38081,0.43748,0.80359,0.10092,5,1,0.39785,0.43211,1,1.37656,0.12222,0,,0.33591,0.55233,19.54063,1.04571,1,0.58518,0.55388,19.78375,1.04571,1,0,0.0,13,,
150,9,NewMedia10,150,1.00467,5562796195,0.38997,0.44219,0.80359,0.20108,5,1,0.3896,0.45277,1,1.37656,0.12222,0,,0.33559,0.5523,19.23599,1.0306,1,0.58486,0.55374,19.30328,1.0306,1,0,0.0,13,,
165,9,NewMedia10,165,1.10504,5563800068,0.3481,0.44065,0.80359,0.28809,5,0,0.3414,0.44657,1,1.37656,0.12222,0,,0.33307,0.55259,18.58053,1.01707,1,0.58226,0.55353,18.84787,1.01707,1,0,0.0,13,,
180,9,NewMedia10,180,1.20572,5564806824,0.33179,0.46285,1.09833,0.10739,6,1,0.32407,0.44237,1,1.37656,0.12222,0,,0.33304,0.55254,18.09452,1.01707,1,0.58232,0.55385,18.62263,1.01707,1,0,0.0,13,,
195,9,NewMedia10,195,1.30624,5565812174,0.33614,0.44767,1.09833,0.20792,6,1,0.34168,0.42245,1,1.37656,0.12222,0,,0.33288,0.55281,17.45958,1.04571,1,0.58212,0.55401,18.0526,1.04571,1,0,0.0,13,,
210,9,NewMedia10,210,1.40656,5566815225,0.33401,0.44312,1.09833,0.30823,6,1,0.33164,0.41923,1,1.37656,0.12222,0,,0.33277,0.5527,17.10168,1.06099,1,0.5817,0.55356,18.01187,1.06099,1,0,0.0,13,,
225,9,NewMedia10,225,1.50711,5567820823,0.37213,0.4406,1.46762,0.03949,7,1,0.3695,0.43752,1,1.37656,0.12222,0,,0.33396,0.5517,17.02775,1.0306,1,0.58269,0.55315,17.50848,1.0306,1,0,0.0,13,,
240,9,NewMedia10,240,1.60745,5568824051,0.36887,0.42988,1.46762,0.13983,7,1,0.33633,0.41254,1,1.37656,0.12222,0,,0.33185,0.55267,16.56775,1.0306,1,0.58042,0.55423,17.13209,1.0306,1,0,0.0,13,,
