obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
33, 37.0, 6969, 34707, 2167, 3595, 3641, 2178, 4238, 752, 26, 34, NA, 58247,  X*
34, 38.0, 489886, 430927, 92887, 28327, 23662, 21245, 2852, 3697, 13, 40, NA, 1093483,  X*
35, 39.0, 172368, 20222, 2569, 2320, 494, 1063, 750, 282, 11, 44, NA, 200068,  X*
36, 40.0, 1465593, 77134, 33036, 68403, 28447, 28930, 8261, 5125, 13, 41, NA, 1714929,  X*
37, 41.0, 110562, 12838, 2325, 879, 960, 633, 316, 407, 7, 44, NA, 128920,  X*
38, 42.0, 1136041, 15275, 53288, 28968, 22736, 9313, 6262, 4378, 21, 66, NA, 1276261,  X*
39, 43.0, 22712, 9313, 2526, 1187, 1893, 1699, 1142, 1029, 37, 69, NA, 41501,  X*
40, 44.0, 25191, 8905, 1597, 2484, 6188, 2469, 1000, 926, 37, 57, NA, 48760,  X*
41, 45.0, 14114, 16638, 6888, 1339, 4609, 1935, 581, 1230, 47, 64, NA, 47334,  X*
42, 46.0, 42283, 12348, 3715, 2717, 1395, 2403, 1644, 908, 50, 47, NA, 67413,  X*
43, 47.0, 5744, 10471, 13107, 4473, 2217, 2344, 1549, 615, 43, 63, NA, 40520,  X*
44, 48.0, 6148, 17920, 6303, 3581, 5261, 3147, 2557, 438, 37, 67, NA, 45355,  X*
45, 49.0, 13078, 17767, 3682, 2507, 3776, 4508, 3936, 1019, 48, 63, NA, 50273,  X*
46, 50.0, 81595, 121128, 7332, 8972, 3603, 1743, 1693, 1246, 27, 51, NA, 227312,  X*
47, 51.0, 26290, 13660, 6009, 1722, 3474, 7406, 2277, 411, 47, 38, NA, 61249,  X*
48, 52.0, 86390, 116294, 1375, 7154, 4122, 3598, 2671, 1944, 37, 20, NA, 223548,  X*
49, 53.0, 1101100, 49464, 11243, 3571, 5401, 7568, 5242, 2020, 34, 17, NA, 1185609,  X*
50, 54.0, 6446, 17322, 4855, 4322, 3735, 4551, 4039, 427, 61, 29, NA, 45697,  X*
51, 55.0, 101431, 17626, 13159, 9885, 4909, 2510, 2054, 411, 43, 40, NA, 151985,  X*
52, 56.0, 17278, 45996, 10443, 7947, 2700, 1542, 2516, 2298, 41, 57, NA, 90720,  X*
53, 57.0, 14055, 12430, 1349, 3691, 5737, 3029, 1144, 525, 44, 57, NA, 41960,  X*
54, 58.0, 58496, 22450, 4968, 4938, 1931, 3784, 916, 734, 40, 57, NA, 98217,  X*
55, 59.0, 16273, 17242, 15538, 3350, 5411, 4005, 1170, 1198, 47, 54, NA, 64187,  X*
56, 60.0, 128281, 46686, 11345, 12255, 1717, 2033, 2342, 387, 48, 57, NA, 205046,  X*
57, 61.0, 484573, 31331, 27070, 7528, 23790, 11016, 7682, 4104, 48, 66, NA, 597094,  X*
58, 62.0, 120040, 25623, 9409, 6632, 7078, 4750, 1506, 870, 48, 67, NA, 175908,  X*
59, 63.0, 46178, 14565, 8663, 1915, 6645, 1304, 1427, 709, 40, 64, NA, 81406,  X*
60, 64.0, 5764, 8385, 9785, 1554, 2222, 2343, 1119, 708, 54, 70, NA, 31880,  X*
61, 65.0, 99067, 37313, 10086, 1924, 1694, 1897, 2050, 706, 40, 66, NA, 154737,  X*
62, 66.0, 8955, 24705, 14048, 2936, 2690, 3331, 666, 753, 37, 69, NA, 58084,  X*
63, 67.0, 12393, 22918, 2792, 1819, 4678, 2082, 1651, 435, 41, 56, NA, 48768,  X*
64, 68.0, 49800, 11953, 1353, 2010, 606, 994, 161, 419, 35, 43, NA, 67296,  X*
65, 69.0, 10638, 21042, 4261, 3047, 3757, 2498, 1470, 423, 43, 41, NA, 47136,  X*
66, 70.0, 14863, 7402, 12128, 2752, 3153, 2653, 1703, 1185, 48, 50, NA, 45839,  X*
67, 71.0, 23715, 20387, 1941, 1296, 2842, 3175, 1853, 479, 53, 48, NA, 55688,  X*
68, 72.0, 425100, 193480, 64416, 33605, 13885, 8285, 5144, 1995, 44, 53, NA, 745910,  X*
69, 73.0, 89677, 24613, 7441, 4507, 1905, 1588, 1065, 869, 38, 57, NA, 131665,  X*
70, 74.0, 233155, 38266, 7211, 9154, 1145, 2996, 1664, 694, 27, 44, NA, 294285,  X*
71, 75.0, 24296, 10753, 685, 6365, 1741, 1569, 770, 822, 24, 60, NA, 47001,  X*
72, 76.0, 13162, 2279, 7256, 5351, 3648, 1511, 1224, 1059, 37, 77, NA, 35490,  X*
73, 77.0, 6257, 8476, 4563, 3428, 2610, 1893, 1067, 588, 47, 81, NA, 28882,  X*
74, 78.0, 30147, 5389, 9824, 3967, 2608, 3602, 990, 1354, 60, 93, NA, 57881,  X*
75, 79.0, 8195, 11240, 2338, 2416, 4158, 1960, 2763, 460, 63, 87, NA, 33530,  X*
76, 80.0, 21358, 9784, 1427, 4841, 1145, 1631, 1755, 811, 63, 74, NA, 42752,  X*
77, 81.0, 10488, 13810, 4684, 2634, 1988, 2888, 926, 1146, 64, 67, NA, 38564,  X*
78, 82.0, 39875, 4026, 2057, 3069, 1802, 1725, 1815, 695, 64, 61, NA, 55064,  X*
79, 83.0, 13616, 15932, 1278, 4546, 4719, 3445, 1980, 2127, 67, 61, NA, 47643,  X*
80, 84.0, 18683, 23106, 6611, 2126, 2177, 3857, 3699, 1299, 70, 54, NA, 61558,  X*
81, 85.0, 98216, 14455, 10220, 2381, 5925, 5913, 2012, 748, 75, 57, NA, 139870,  X*
82, 86.0, 201819, 22579, 5720, 2743, 3727, 2668, 1751, 398, 66, 48, NA, 241405,  X*
83, 87.0, 12537, 6190, 3961, 4000, 3071, 1990, 2033, 545, 64, 60, NA, 34327,  X*
84, 88.0, 40617, 9158, 1025, 647, 1663, 447, 634, 222, 53, 53, NA, 54413,  X*
85, 89.0, 56395, 11030, 4967, 3501, 3083, 4032, 2733, 1494, 53, 53, NA, 87235,  X*
86, 90.0, 12029, 17681, 2054, 5818, 4873, 5198, 2650, 1100, 63, 53, NA, 51403,  X*
87, 91.0, 1902812, 381839, 141251, 29261, 45702, 44745, 13165, 3573, 56, 44, NA, 2562348,  X*
88, 92.0, 459880, 40778, 31233, 19933, 25734, 21217, 9221, 4941, 75, 60, NA, 612937,  X*
89, 93.0, 112108, 13052, 1979, 3791, 9081, 3268, 1443, 669, 70, 51, NA, 145391,  X*
90, 94.0, 20052, 11025, 7058, 3974, 6621, 3916, 2630, 1295, 70, 56, NA, 56571,  X*
91, 95.0, 169837, 10047, 6069, 1445, 1747, 5167, 1710, 2587, 84, 57, NA, 198609,  X*
92, 96.0, 363492, 79703, 37236, 10735, 12475, 6687, 9610, 12500, 69, 56, NA, 532438,  X*
93, 97.0, 55636, 48125, 7930, 7414, 2860, 2134, 2554, 1134, 53, 57, NA, 127787,  X*
94, 98.0, 20357, 12433, 2554, 2690, 1397, 1947, 2183, 583, 48, 54, NA, 44144,  X*
95, 99.0, 174711, 109725, 13194, 14768, 16899, 9279, 2379, 965, 34, 47, NA, 341920,  X*
96, 100.0, 684310, 140944, 26355, 13739, 19966, 14321, 7951, 2808, 37, 38, NA, 910394,  X*
97, 101.0, 378329, 51502, 11913, 48973, 17497, 23247, 4502, 5511, 54, 47, NA, 541474,  X*
98, 102.0, 849940, 404057, 27389, 26932, 14655, 14553, 17207, 4587, 43, 37, NA, 1359320,  X*
99, 103.0, 71072, 2564, 3552, 542, 1275, 438, 451, 489, 41, 53, NA, 80383,  X*
100, 104.0, 64009, 14715, 6521, 4672, 4269, 4279, 1406, 1075, 51, 61, NA, 100946,  X*
101, 105.0, 370916, 78362, 30148, 47601, 20277, 14862, 6275, 4997, 43, 61, NA, 573438,  X*
102, 106.0, 677478, 2575, 5388, 13157, 2140, 13902, 8251, 1357, 75, 84, NA, 724248,  X*
103, 107.0, 682060, 437680, 1835, 37826, 60914, 29430, 13362, 7285, 75, 56, NA, 1270392,  X*
104, 108.0, 149624, 31906, 6213, 5573, 3395, 2346, 472, 475, 63, 51, NA, 200004,  X*
105, 109.0, 13964, 2335, 4282, 2660, 2201, 2853, 3379, 544, 75, 54, NA, 32218,  X*
106, 110.0, 102932, 32273, 15924, 1654, 8919, 4184, 2185, 2816, 53, 43, NA, 170887,  X*
107, 111.0, 143711, 48922, 2841, 8371, 3364, 4941, 1616, 338, 56, 54, NA, 214104,  X*
108, 112.0, 328902, 28600, 14557, 12224, 13603, 10757, 5021, 6305, 67, 61, NA, 419969,  X*
109, 113.0, 122178, 50961, 1934, 3219, 1803, 3321, 1944, 1251, 51, 37, NA, 186611,  X*
110, 114.0, 5940, 14876, 7923, 2200, 3668, 1172, 1076, 438, 44, 40, NA, 37293,  X*
111, 115.0, 593570, 233526, 3109, 2838, 13894, 12330, 6556, 5141, 40, 24, NA, 870964,  X*
112, 116.0, 643799, 39775, 50007, 15317, 8394, 14839, 3895, 2553, 38, 34, NA, 778579,  X*
113, 117.0, 50543, 35164, 18369, 4061, 6364, 2343, 1080, 1233, 34, 54, NA, 119157,  X*
114, 118.0, 111527, 11001, 2100, 4545, 3488, 2896, 1045, 1386, 47, 54, NA, 137988,  X*
115, 119.0, 516370, 92151, 18354, 36603, 21019, 14055, 7010, 4085, 53, 81, NA, 709647,  X*
116, 120.0, 63022, 29955, 6520, 3608, 2290, 2091, 1246, 1190, 43, 69, NA, 109922,  X*
117, 121.0, 111657, 12000, 7951, 3309, 742, 1167, 876, 249, 47, 74, NA, 137951,  X*
118, 122.0, 412605, 99274, 43774, 14875, 13995, 11024, 3282, 3642, 37, 77, NA, 602471,  X*
119, 127.0, 16852, 24136, 10427, 2471, 7467, 2527, 709, 380, 30, 75, NA, 64969,  X*
120, 128.0, 89673, 30884, 3073, 13700, 7150, 1544, 1317, 553, 26, 80, NA, 147894,  X*
121, 129.0, 429141, 99815, 43008, 27015, 20680, 10629, 7390, 8176, 27, 77, NA, 645854,  X*
122, 130.0, 759065, 49263, 11487, 36323, 19713, 14270, 9839, 1620, 37, 78, NA, 901580,  X*
123, 131.0, 393631, 193254, 22045, 6038, 7031, 8466, 3840, 957, 34, 67, NA, 635262,  X*
124, 132.0, 622820, 46402, 5875, 11467, 10028, 4171, 3790, 3325, 40, 64, NA, 707878,  X*
125, 133.0, 55670, 19508, 8192, 9747, 1710, 2229, 2772, 1733, 38, 67, NA, 101561,  X*
126, 134.0, 555530, 93004, 41664, 32304, 27269, 42921, 10479, 6781, 44, 67, NA, 809952,  X*
127, 135.0, 1243579, 45522, 6750, 11296, 9652, 6308, 1872, 487, 53, 74, NA, 1325466,  X*
128, 136.0, 72128, 23194, 7743, 3371, 4574, 2047, 1884, 563, 51, 75, NA, 115504,  X*
129, 137.0, 32611, 5026, 8811, 4290, 2848, 4075, 1739, 1181, 66, 78, NA, 60581,  X*
130, 138.0, 749405, 145649, 8461, 45536, 20970, 9257, 3004, 3068, 48, 75, NA, 985350,  X*
131, 139.0, 96848, 8588, 14586, 8755, 5801, 3954, 2004, 694, 51, 90, NA, 141230,  X*
132, 140.0, 32950, 16069, 974, 5174, 4558, 5498, 1794, 457, 66, 87, NA, 67474,  X*
133, 141.0, 198608, 37151, 5888, 6941, 5410, 5519, 1873, 936, 57, 74, NA, 262326,  X*
134, 142.0, 25675, 11267, 4080, 4348, 2826, 3604, 1458, 874, 74, 77, NA, 54132,  X*
135, 143.0, 27076, 38729, 2996, 5102, 2561, 1560, 2411, 826, 60, 60, NA, 81261,  X*
136, 144.0, 13154, 15557, 1728, 3634, 2656, 2524, 2931, 1016, 51, 60, NA, 43200,  X*
137, 145.0, 160133, 64936, 33354, 47271, 6675, 9808, 9131, 5548, 47, 70, NA, 336856,  X*
138, 146.0, 27305, 15767, 2792, 926, 2438, 2813, 1965, 790, 43, 61, NA, 54796,  X*
139, 147.0, 64523, 17989, 3214, 657, 519, 300, 416, 133, 34, 63, NA, 87751,  X*
140, 148.0, 16962, 13590, 3382, 2230, 2067, 1597, 1017, 772, 29, 64, NA, 41617,  X*
141, 149.0, 14696, 16883, 4170, 5580, 3548, 1712, 1195, 285, 29, 57, NA, 48069,  X*
142, 150.0, 112653, 97111, 15684, 28831, 19091, 11022, 2925, 3453, 23, 63, NA, 290770,  X*
143, 151.0, 37221, 29119, 10217, 2778, 1770, 3034, 750, 492, 40, 67, NA, 85381,  X*
144, 152.0, 29437, 20656, 1119, 3766, 2276, 2635, 1792, 610, 41, 63, NA, 62291,  X*
145, 153.0, 55047, 95112, 12672, 2606, 4481, 4857, 3078, 1010, 38, 53, NA, 178863,  X*
146, 154.0, 59164, 2198, 1552, 861, 607, 541, 422, 296, 43, 60, NA, 65641,  X*
147, 155.0, 18894, 21639, 640, 3550, 3281, 2028, 1173, 1423, 44, 53, NA, 52628,  X*
148, 156.0, 10302, 26740, 20905, 3237, 1951, 996, 1418, 1044, 27, 66, NA, 66593,  X*
149, 157.0, 72018, 5871, 12198, 889, 3582, 1463, 1713, 517, 34, 84, NA, 98251,  X*
150, 158.0, 9714, 10836, 8863, 1262, 1174, 2438, 1539, 828, 34, 84, NA, 36654,  X*
151, 159.0, 173326, 13743, 23975, 81185, 13821, 7491, 11489, 6097, 29, 100, NA, 331127,  X*
152, 160.0, 20271, 3140, 489, 566, 1367, 924, 375, 113, 54, 94, NA, 27245,  X*
153, 161.0, 510713, 39795, 48353, 14358, 4927, 6334, 5616, 2347, 53, 93, NA, 632443,  X*
154, 162.0, 587207, 197175, 13855, 10827, 4364, 11894, 2989, 2971, 44, 75, NA, 831282,  X*
155, 163.0, 67582, 30228, 13210, 16115, 4978, 12244, 7246, 2860, 56, 61, NA, 154463,  X*
156, 164.0, 30304, 31714, 20000, 10323, 5334, 2331, 2646, 1161, 38, 74, NA, 103813,  X*
157, 165.0, 21519, 5914, 1645, 199, 906, 993, 746, 433, 44, 57, NA, 32355,  X*
158, 166.0, 181808, 17165, 9373, 4156, 8063, 7769, 4501, 2686, 63, 69, NA, 235521,  X*
159, 167.0, 1082233, 21018, 2880, 7791, 1836, 5493, 2984, 1152, 61, 64, NA, 1125387,  X*
160, 169.0, 42546, 16848, 8419, 9688, 2183, 2811, 1162, 613, 67, 64, NA, 84270,  X*
161, 170.0, 702965, 48969, 14812, 15459, 6052, 2608, 1314, 672, 54, 70, NA, 792851,  X*
162, 171.0, 180713, 50046, 54221, 11628, 9995, 8418, 8259, 4879, 41, 80, NA, 328159,  X*
163, 172.0, 48777, 25595, 4684, 3247, 3324, 1874, 1116, 913, 29, 77, NA, 89530,  X*
164, 173.0, 164178, 42166, 4238, 1475, 2508, 1152, 2217, 1073, 17, 60, NA, 219007,  X*
165, 174.0, 175806, 42595, 6174, 16541, 19994, 15175, 6253, 1771, 38, 56, NA, 284309,  X*
166, 178.0, 918099, 80391, 41719, 38918, 6286, 3719, 3478, 3638, 26, 54, NA, 1096248,  X*
167, 179.0, 988851, 222942, 12773, 13301, 9970, 7915, 6049, 1814, 21, 47, NA, 1263615,  X*
168, 180.0, 13492, 17673, 1980, 5942, 3551, 2654, 1525, 871, 35, 56, NA, 47688,  X*
169, 181.0, 31034, 10711, 12904, 2756, 1762, 1507, 1954, 584, 21, 67, NA, 63212,  X
170, 182.0, 37991, 5104, 6548, 2515, 9272, 1496, 760, 1182, 37, 64, NA, 64868,  X
171, 183.0, 9451, 33760, 3592, 11533, 4203, 3492, 837, 736, 47, 75, NA, 67604,  X
172, 184.0, 271815, 123871, 63739, 83653, 129885, 134443, 12640, 7764, 61, 75, NA, 827810,  X
173, 185.0, 268977, 44148, 3236, 9752, 1867, 5419, 1710, 556, 67, 61, NA, 335665,  X
174, 186.0, 752815, 282583, 99229, 20953, 13640, 7394, 10273, 2902, 50, 57, NA, 1189789,  X
175, 187.0, 751756, 345159, 21026, 10926, 39564, 20069, 18881, 4531, 44, 47, NA, 1211912,  X
176, 188.0, 22621, 13359, 2993, 1550, 1794, 1915, 1155, 981, 29, 43, NA, 46368,  X
177, 189.0, 64649, 49868, 9876, 3203, 10810, 2813, 3241, 1313, 20, 40, NA, 145773,  X
178, 190.0, 35063, 16079, 10878, 10212, 2499, 3323, 2309, 878, 35, 48, NA, 81241,  X
179, 191.0, 111014, 48167, 27043, 6631, 8033, 9690, 6459, 5747, 44, 64, NA, 222784,  X
180, 192.0, 146728, 67722, 36819, 5763, 13131, 3177, 3769, 718, 30, 69, NA, 277827,  X
181, 194.0, 781551, 3220, 8608, 5120, 4433, 5989, 2731, 688, 53, 84, NA, 812340,  X
182, 195.0, 723339, 41549, 13521, 13753, 4095, 2325, 4142, 556, 43, 80, NA, 803280,  X
183, 196.0, 55671, 7471, 1053, 1147, 1032, 326, 388, 345, 29, 74, NA, 67433,  X
184, 197.0, 49266, 7887, 3052, 3047, 4723, 2774, 1418, 688, 50, 70, NA, 72855,  X
185, 198.0, 1150755, 368178, 32486, 46534, 12943, 14261, 1738, 1425, 26, 56, NA, 1628320,  X
186, 199.0, 80354, 49243, 26145, 4930, 14210, 13485, 3910, 3700, 43, 53, NA, 195977,  X
187, 200.0, 14429, 24103, 10317, 5730, 4536, 1390, 2083, 520, 43, 60, NA, 63108,  X
188, 201.0, 28328, 10107, 6663, 5571, 1549, 1763, 533, 861, 34, 67, NA, 55375,  X
189, 202.0, 92304, 29852, 11593, 4313, 1037, 2499, 2233, 572, 40, 75, NA, 144403,  X
190, 203.0, 25539, 28440, 7523, 5631, 4641, 1811, 1529, 1547, 24, 75, NA, 76661,  X
191, 204.0, 171895, 3912, 3560, 3755, 4054, 1241, 1184, 1421, 37, 78, NA, 191022,  X
192, 205.0, 46137, 39306, 11746, 7022, 3509, 2298, 1734, 1714, 29, 70, NA, 113466,  X
193, 206.0, 78569, 10136, 7467, 1255, 3207, 1570, 824, 1507, 34, 74, NA, 104535,  X
194, 207.0, 201393, 33448, 26541, 4992, 16657, 4517, 1800, 624, 38, 78, NA, 289972,  X
195, 208.0, 63166, 4940, 4264, 2027, 557, 504, 342, 449, 29, 80, NA, 76249,  X
196, 209.0, 26933, 6493, 1313, 4530, 2583, 2484, 1428, 846, 47, 81, NA, 46610,  X
197, 210.0, 18086, 19830, 19089, 4812, 1411, 1793, 1245, 334, 40, 87, NA, 66600,  X
198, 211.0, 22111, 11691, 4178, 2540, 1688, 846, 941, 235, 37, 84, NA, 44230,  X
199, 212.0, 31676, 6194, 9810, 976, 1065, 3301, 1142, 707, 50, 84, NA, 54871,  X
200, 213.0, 5161, 14258, 1907, 4853, 2547, 3639, 1377, 327, 50, 81, NA, 34069,  X
201, 214.0, 58363, 19814, 870, 3199, 4484, 1777, 1694, 888, 54, 66, NA, 91089,  X
202, 215.0, 11827, 19982, 13383, 1763, 1376, 2081, 984, 588, 57, 67, NA, 51984,  X
203, 216.0, 23474, 12768, 1418, 1627, 1540, 951, 1324, 532, 47, 53, NA, 43634,  X
204, 217.0, 55361, 4939, 473, 6558, 1554, 6162, 2325, 882, 57, 57, NA, 78254,  X
205, 218.0, 32042, 9151, 6800, 2966, 5485, 2040, 1066, 383, 61, 67, NA, 59933,  X
206, 219.0, 75310, 33873, 3267, 6848, 8152, 5972, 2927, 476, 69, 57, NA, 136825,  X
207, 220.0, 444028, 81459, 29822, 11378, 19787, 8725, 8822, 2573, 70, 64, NA, 606594,  X
208, 221.0, 51056, 25742, 13423, 5775, 5618, 2140, 1164, 915, 47, 64, NA, 105833,  X
209, 222.0, 12152, 15275, 7583, 4783, 2936, 3715, 1848, 973, 50, 64, NA, 49265,  X
210, 223.0, 9449, 8021, 5102, 11002, 2080, 2745, 451, 686, 48, 81, NA, 39536,  X
211, 224.0, 247599, 68865, 10227, 4538, 10275, 4105, 1593, 569, 44, 75, NA, 347771,  X
212, 225.0, 10630, 13911, 13004, 4142, 1804, 3461, 999, 1608, 51, 80, NA, 49559,  X
213, 226.0, 51048, 15736, 2248, 1600, 2532, 1927, 1852, 1234, 50, 69, NA, 78177,  X
214, 227.0, 90989, 25499, 28209, 14002, 5977, 6303, 4259, 2017, 47, 67, NA, 177255,  X
215, 228.0, 27371, 13410, 351, 7612, 2378, 1568, 1962, 847, 50, 77, NA, 55499,  X
216, 229.0, 103744, 77155, 19679, 35544, 25915, 11779, 6048, 3685, 48, 69, NA, 283549,  X
217, 230.0, 10679, 21303, 25937, 4709, 2433, 1752, 3132, 974, 37, 87, NA, 70919,  X
218, 231.0, 83977, 11097, 1997, 3039, 307, 1068, 522, 521, 34, 77, NA, 102528,  X
219, 232.0, 28442, 16591, 12393, 2734, 4762, 5254, 1122, 1338, 41, 80, NA, 72636,  X
220, 233.0, 102900, 6402, 3704, 2858, 5857, 1330, 2096, 2133, 44, 80, NA, 127280,  X
221, 234.0, 401332, 37628, 3838, 10964, 5095, 11687, 10232, 3969, 63, 66, NA, 484745,  X
222, 235.0, 9394, 20002, 14613, 4198, 4596, 2215, 1607, 678, 61, 70, NA, 57303,  X
223, 236.0, 14308, 12322, 955, 5493, 1555, 1515, 932, 310, 53, 67, NA, 37390,  X
224, 237.0, 164856, 29223, 1850, 1892, 6561, 4551, 2472, 987, 54, 53, NA, 212392,  X
225, 238.0, 342501, 43383, 5557, 5565, 2959, 3676, 4021, 1530, 43, 51, NA, 409192,  X
226, 239.0, 36382, 22406, 5767, 15941, 4245, 2679, 1539, 642, 43, 51, NA, 89601,  X
227, 240.0, 13328, 28405, 25793, 6937, 3927, 1482, 761, 868, 30, 60, NA, 81501,  X
228, 241.0, 88880, 7855, 2944, 8786, 2871, 2002, 969, 592, 29, 80, NA, 114899,  X
229, 242.0, 27627, 5764, 5673, 9261, 9367, 1668, 1311, 822, 30, 91, NA, 61493,  X
230, 243.0, 20577, 15041, 6863, 870, 4400, 4396, 2187, 924, 43, 84, NA, 55258,  X
231, 245.0, 49816, 7842, 9582, 6760, 3929, 2674, 1001, 396, 60, 87, NA, 82000,  X
232, 246.0, 395607, 130234, 7916, 3852, 4256, 8106, 1225, 1470, 53, 64, NA, 552666,  X
233, 247.0, 169927, 55265, 6562, 888, 3111, 4317, 2661, 720, 51, 48, NA, 243451,  X
234, 248.0, 64437, 86133, 15256, 26708, 16835, 6555, 4663, 4054, 38, 48, NA, 224641,  X
235, 249.0, 16969, 5647, 7094, 1332, 1713, 1771, 1624, 822, 38, 48, NA, 36972,  X
236, 250.0, 24478, 16277, 8683, 4105, 921, 1328, 1612, 514, 35, 66, NA, 57918,  X
237, 251.0, 20969, 17288, 7437, 5100, 3164, 2195, 2134, 585, 37, 80, NA, 58872,  X
238, 252.0, 129844, 51550, 10533, 10537, 9372, 13080, 4975, 3344, 50, 77, NA, 233235,  X
239, 253.0, 2655533, 127165, 45801, 14299, 70920, 92651, 19261, 5974, 64, 63, NA, 3031604,  X
240, 254.0, 99222, 119975, 9706, 43259, 30356, 40624, 17125, 4922, 81, 54, NA, 365189,  X
241, 255.0, 51021, 30572, 8148, 3698, 6161, 2217, 2644, 1301, 78, 50, NA, 105762,  X
242, 256.0, 44204, 41893, 10095, 6614, 5250, 2437, 7040, 1334, 63, 51, NA, 118867,  X
243, 257.0, 265644, 41224, 6036, 3634, 5357, 4313, 6278, 1933, 44, 51, NA, 334419,  X
244, 258.0, 33634, 112189, 17258, 15293, 24231, 16063, 15269, 6945, 38, 50, NA, 240882,  X
245, 259.0, 70736, 18626, 6224, 965, 2568, 1457, 707, 342, 38, 50, NA, 101625,  X
246, 260.0, 709941, 180669, 18176, 48193, 14914, 14867, 8253, 4500, 43, 50, NA, 999513,  X
247, 261.0, 564299, 5382, 3035, 5652, 3856, 5638, 3873, 1158, 57, 60, NA, 592893,  X
248, 262.0, 3879, 9649, 2346, 2583, 3374, 2336, 2132, 2048, 63, 63, NA, 28347,  X
249, 263.0, 5817, 4973, 4285, 3066, 2447, 2732, 3304, 2452, 77, 70, NA, 29076,  X
250, 264.0, 508045, 77609, 4656, 7296, 9479, 6006, 8434, 5920, 78, 63, NA, 627445,  X
251, 265.0, 123326, 295704, 23237, 22622, 19404, 12114, 8224, 4227, 51, 50, NA, 508858,  X
252, 266.0, 714883, 118186, 5835, 32663, 14558, 21632, 6763, 6335, 50, 48, NA, 920855,  X
