obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 3.0, 150536, 22670, 523, 339, 501, 582, 100, 54, NA, NA, NA, 175305,  X*
2, 4.0, 5679, 2635, 272, 859, 1563, 514, 513, 131, NA, NA, NA, 12166,  X*
3, 5.0, 2208, 11081, 2845, 4028, 2680, 1249, 1184, 590, NA, NA, NA, 25865,  X*
4, 6.0, 30662, 19766, 23426, 1404, 3652, 2674, 980, 1230, 41, 51, NA, 83794,  X*
5, 7.0, 257336, 21107, 2738, 3557, 1985, 2556, 1622, 1598, 48, 56, NA, 292499,  X*
6, 8.0, 25127, 15579, 2721, 2816, 2014, 2170, 1780, 1166, 56, 60, NA, 53373,  X*
7, 10.0, 24757, 4339, 10135, 11372, 9979, 7176, 2355, 1930, 78, 74, NA, 72043,  X*
8, 11.0, 462917, 45833, 11285, 12195, 15255, 9848, 5853, 4885, 88, 66, NA, 568071,  X*
9, 12.0, 41358, 23414, 2556, 26943, 11535, 6568, 6847, 3556, 91, 74, NA, 122777,  X*
10, 13.0, 22428, 45243, 1608, 3346, 4478, 6352, 8698, 5195, 93, 64, NA, 97348,  X*
11, 14.0, 126415, 75470, 16376, 8387, 7182, 1917, 6848, 4204, 60, 57, NA, 246799,  X*
12, 15.0, 237252, 35547, 22729, 3291, 8218, 4310, 1505, 3283, 51, 61, NA, 316135,  X*
13, 16.0, 163225, 30291, 10192, 4018, 5035, 2565, 2107, 2621, 43, 56, NA, 220054,  X*
14, 17.0, 45290, 19715, 3112, 1491, 2254, 1810, 2757, 807, 38, 61, NA, 77236,  X*
15, 18.0, 66864, 48249, 18839, 16491, 11702, 6833, 2948, 3823, 56, 64, NA, 175749,  X*
16, 19.0, 343449, 188980, 38037, 1193, 4592, 9723, 6472, 2657, 51, 57, NA, 595103,  X*
17, 20.0, 1212965, 87564, 10080, 17996, 6706, 5268, 1906, 1407, 47, 56, NA, 1343892,  X*
18, 21.0, 742571, 60094, 8911, 11032, 3844, 3649, 477, 148, 40, 60, NA, 830726,  X*
19, 22.0, 140923, 16898, 4780, 3559, 13423, 3498, 1115, 554, 47, 54, NA, 184750,  X*
20, 23.0, 84549, 77912, 20397, 12411, 3807, 5476, 3972, 1569, 48, 60, NA, 210093,  X*
21, 24.0, 44482, 45010, 6543, 20263, 3353, 10343, 4638, 3380, 61, 63, NA, 138012,  X*
22, 25.0, 28731, 17360, 13065, 3392, 2725, 6460, 6617, 5796, 78, 67, NA, 84146,  X*
23, 26.0, 263224, 79163, 46988, 5559, 7167, 9338, 1408, 606, 69, 74, NA, 413453,  X*
24, 27.0, 9656, 10119, 5252, 7965, 3849, 1735, 1319, 1096, 75, 78, NA, 40991,  X*
25, 28.0, 10626, 5098, 439, 1515, 779, 2351, 890, 848, 84, 74, NA, 22546,  X*
26, 29.0, 66066, 28498, 1182, 5234, 2988, 1834, 1965, 811, 70, 64, NA, 108578,  X*
27, 30.0, 2339950, 229011, 29665, 37902, 8557, 20158, 4250, 3528, 69, 60, NA, 2673021,  X*
28, 32.0, 215747, 10039, 388, 417, 2218, 3014, 407, 199, 84, 43, NA, 232429,  X*
29, 33.0, 390966, 270, 1528, 1472, 1803, 292, 222, 64, 69, 53, NA, 396617,  X*
30, 34.0, 42787, 67495, 30277, 7349, 12864, 13726, 7974, 2798, 81, 57, NA, 185270,  X*
31, 35.0, 409788, 24329, 19324, 10127, 11417, 7457, 2678, 3482, 90, 64, NA, 488602,  X*
32, 36.0, 16431, 9164, 1225, 4006, 2184, 1896, 2423, 783, 81, 78, NA, 38112,  X*
33, 37.0, 17079, 2873, 4346, 2526, 3403, 3071, 833, 1010, 94, 75, NA, 35141,  X*
34, 38.0, 129383, 12850, 1612, 2935, 2799, 2775, 1397, 1100, 96, 70, NA, 154851,  X*
35, 39.0, 3457, 6342, 3476, 1763, 4059, 1038, 674, 1131, 91, 67, NA, 21940,  X*
36, 40.0, 136929, 27584, 7344, 4770, 5661, 2643, 986, 580, 84, 66, NA, 186497,  X*
37, 41.0, 11779, 16463, 5362, 7387, 3796, 2165, 518, 940, 67, 66, NA, 48410,  X*
38, 42.0, 10660, 9206, 3310, 555, 3595, 1622, 862, 350, 64, 66, NA, 30160,  X*
39, 43.0, 7249, 10776, 13735, 3878, 3267, 2725, 607, 597, 64, 70, NA, 42834,  X*
40, 44.0, 22177, 14738, 1256, 1685, 1543, 1680, 1221, 856, 69, 67, NA, 45156,  X*
41, 45.0, 6189, 3928, 1113, 2674, 2820, 1794, 1045, 392, 83, 64, NA, 19955,  X*
42, 46.0, 15886, 10860, 7160, 5613, 2404, 1897, 1509, 1008, 78, 70, NA, 46337,  X*
43, 47.0, 63160, 21528, 3431, 2289, 1675, 3587, 905, 529, 81, 61, NA, 97104,  X*
44, 48.0, 3880, 7144, 731, 1224, 2439, 2144, 1245, 444, 93, 63, NA, 19251,  X*
45, 49.0, 132959, 141820, 12309, 15964, 13209, 30926, 5715, 3879, 91, 56, NA, 356781,  X*
46, 50.0, 8702, 5873, 6100, 4201, 2037, 1514, 1570, 1707, 93, 57, NA, 31704,  X*
47, 51.0, 4509, 4689, 1863, 3155, 1265, 1854, 861, 890, 97, 64, NA, 19086,  X*
48, 52.0, 7767, 4485, 4989, 2695, 1004, 1564, 979, 1000, 90, 77, NA, 24483,  X*
49, 53.0, 31797, 42811, 15024, 4884, 2072, 1265, 854, 463, 61, 83, NA, 99170,  X*
50, 54.0, 100166, 102510, 2922, 2251, 3868, 2493, 637, 722, 44, 63, NA, 215569,  X*
51, 55.0, 170071, 23960, 8339, 3799, 7805, 9150, 11420, 1240, 48, 57, NA, 235784,  X*
52, 56.0, 4915, 13591, 1871, 2724, 925, 1438, 616, 526, 41, 50, NA, 26606,  X*
53, 57.0, 97266, 43724, 27452, 22111, 10323, 11837, 6930, 1993, 64, 53, NA, 221636,  X*
54, 58.0, 23162, 3674, 10210, 2369, 5752, 2411, 1245, 948, 90, 74, NA, 49771,  X*
55, 59.0, 53875, 2024, 3891, 676, 1323, 886, 1404, 1127, 81, 80, NA, 65206,  X*
56, 60.0, 75965, 22031, 11704, 4460, 822, 1353, 1229, 524, 69, 87, NA, 118088,  X*
57, 61.0, 9785, 11317, 7815, 1866, 2283, 2385, 1263, 783, 69, 84, NA, 37497,  X*
58, 62.0, 223158, 31763, 12596, 7308, 7046, 8307, 1911, 3624, 70, 80, NA, 295713,  X*
59, 63.0, 17125, 13536, 14316, 9459, 1293, 2345, 660, 625, 61, 80, NA, 59359,  X*
60, 64.0, 24143, 27202, 6463, 4234, 5106, 866, 1066, 991, 56, 75, NA, 70071,  X*
61, 65.0, 21817, 15837, 3726, 2000, 1294, 1980, 1331, 765, 54, 69, NA, 48750,  X*
62, 66.0, 1559477, 113027, 13218, 6379, 3760, 5067, 3006, 1390, 34, 64, NA, 1705324,  X*
63, 67.0, 8870, 22982, 1341, 2407, 942, 1650, 1744, 552, 30, 51, NA, 40488,  X*
64, 68.0, 13929, 3581, 967, 930, 3526, 1508, 2143, 1238, 63, 50, NA, 27822,  X*
65, 69.0, 156426, 15580, 1125, 6237, 3955, 3380, 3169, 1368, 69, 50, NA, 191240,  X*
66, 70.0, 24558, 8029, 1610, 5391, 4136, 2947, 2862, 1944, 91, 56, NA, 51477,  X*
67, 72.0, 1566075, 42377, 61507, 33349, 20254, 6850, 2232, 1929, 90, 69, NA, 1734573,  X*
68, 73.0, 903822, 23255, 2124, 5282, 3466, 3004, 2655, 348, 77, 69, NA, 943956,  X*
69, 74.0, 240292, 72554, 34283, 16762, 9341, 11057, 4260, 3915, 67, 74, NA, 392464,  X*
70, 75.0, 438233, 100463, 51259, 21282, 11734, 10350, 15008, 4955, 54, 75, NA, 653284,  X*
71, 76.0, 116503, 3238, 333, 5473, 2398, 3071, 834, 1111, 78, 70, NA, 132961,  X*
72, 77.0, 32202, 18932, 5720, 6534, 9875, 1692, 4182, 833, 69, 75, NA, 79970,  X*
73, 80.0, 425981, 158075, 21889, 55925, 49892, 45654, 7167, 1847, 81, 69, NA, 766430,  X*
74, 81.0, 941216, 93086, 4528, 30403, 26752, 14101, 3688, 432, 88, 64, NA, 1114206,  X*
75, 82.0, 35719, 11460, 4641, 3588, 3963, 3346, 1212, 980, 80, 63, NA, 64909,  X*
76, 83.0, 7451, 14217, 3079, 1695, 2182, 2635, 3295, 635, 91, 60, NA, 35189,  X*
77, 84.0, 125410, 25211, 5056, 17197, 5456, 4339, 2475, 406, 83, 64, NA, 185550,  X*
78, 85.0, 70680, 25493, 31218, 4374, 13711, 2575, 1693, 1252, 74, 70, NA, 150996,  X*
79, 86.0, 8218, 2903, 4658, 1449, 2818, 2907, 1379, 675, 80, 75, NA, 25007,  X*
80, 87.0, 23189, 44608, 4551, 11072, 1768, 4029, 1645, 735, 70, 77, NA, 91597,  X*
81, 88.0, 909066, 128458, 72546, 22970, 15433, 17196, 7228, 2227, 69, 77, NA, 1175124,  X*
82, 89.0, 55867, 37147, 9213, 7300, 2878, 3255, 4035, 1003, 74, 70, NA, 120698,  X*
83, 90.0, 81054, 25209, 6706, 7782, 5812, 2349, 1883, 1425, 51, 69, NA, 132220,  X*
84, 91.0, 220254, 9258, 480, 3592, 1997, 940, 1289, 163, 51, 69, NA, 237973,  X*
85, 92.0, 32063, 16015, 10548, 4235, 3012, 2673, 2146, 679, 51, 70, NA, 71371,  X*
86, 93.0, 278592, 33663, 14079, 8836, 13612, 5426, 5047, 3733, 57, 70, NA, 362988,  X*
87, 94.0, 6576, 19616, 2031, 2471, 3107, 2698, 644, 491, 66, 64, NA, 37634,  X*
88, 95.0, 7385, 22050, 1745, 2047, 3424, 6215, 847, 834, 83, 57, NA, 44547,  X*
89, 96.0, 10943, 13721, 4196, 2993, 3644, 3190, 1183, 947, 90, 53, NA, 40817,  X*
90, 97.0, 6634, 9598, 3427, 2928, 2126, 1628, 1640, 773, 90, 51, NA, 28754,  X*
91, 98.0, 30827, 16273, 4305, 12637, 1194, 3244, 2210, 499, 87, 61, NA, 71189,  X*
92, 99.0, 108150, 37697, 18871, 10106, 4371, 2405, 3386, 470, 61, 74, NA, 185456,  X*
93, 100.0, 21603, 7342, 2302, 3773, 2858, 1944, 771, 459, 61, 77, NA, 41052,  X*
94, 101.0, 7451, 17421, 3438, 649, 2589, 1772, 1438, 1170, 60, 69, NA, 35928,  X*
95, 102.0, 24598, 14575, 2226, 5570, 2422, 1206, 1577, 553, 53, 66, NA, 52727,  X*
96, 103.0, 11952, 5893, 4878, 3809, 1072, 2657, 1496, 875, 75, 67, NA, 32632,  X*
97, 104.0, 66323, 16286, 3547, 2592, 3930, 1754, 802, 1205, 66, 64, NA, 96439,  X*
98, 105.0, 13012, 6633, 1744, 2480, 590, 2399, 1282, 1207, 80, 69, NA, 29347,  X*
99, 106.0, 28923, 8574, 1679, 783, 5425, 1020, 1291, 582, 87, 63, NA, 48277,  X*
100, 107.0, 458517, 25619, 6646, 11652, 7096, 16041, 4628, 1457, 94, 57, NA, 531656,  X*
101, 108.0, 9854, 11892, 4546, 3950, 1072, 4165, 2126, 345, 100, 61, NA, 37950,  X*
102, 109.0, 5536, 3925, 3433, 2435, 2694, 1030, 1047, 219, 96, 63, NA, 20319,  X*
103, 110.0, 7836, 7028, 1290, 1991, 1094, 3456, 892, 425, 100, 66, NA, 24012,  X*
104, 111.0, 642084, 68334, 29249, 14045, 7441, 6594, 4359, 3367, 87, 67, NA, 775473,  X*
105, 112.0, 80957, 34568, 12102, 6778, 5960, 5290, 1319, 929, 77, 66, NA, 147903,  X*
106, 113.0, 523181, 189174, 29588, 12342, 22092, 10372, 5818, 4260, 64, 57, NA, 796827,  X*
107, 114.0, 19907, 17408, 1205, 3533, 4134, 2445, 3857, 2177, 51, 56, NA, 54666,  X*
108, 115.0, 69122, 23025, 8719, 10393, 2394, 2020, 1402, 1249, 50, 57, NA, 118324,  X*
109, 116.0, 3320, 8152, 701, 1856, 725, 1708, 2728, 1023, 56, 54, NA, 20213,  X*
110, 117.0, 15768, 12501, 5035, 2768, 1458, 5051, 2219, 641, 77, 60, NA, 45441,  X*
111, 118.0, 63504, 14340, 7151, 8500, 6077, 2290, 691, 321, 70, 67, NA, 102874,  X*
112, 119.0, 8122, 7382, 7774, 733, 2854, 1620, 1228, 624, 80, 69, NA, 30337,  X*
113, 120.0, 55487, 47992, 33085, 9158, 5472, 3770, 2734, 2909, 63, 78, NA, 160607,  X*
114, 121.0, 71753, 13671, 5309, 1270, 1056, 1407, 786, 285, 48, 77, NA, 95537,  X*
115, 122.0, 156309, 34429, 26063, 3113, 8535, 6233, 5839, 1410, 51, 77, NA, 241931,  X*
116, 123.0, 16452, 16290, 4179, 1589, 6303, 2602, 781, 670, 54, 67, NA, 48866,  X*
117, 124.0, 6701, 12007, 6092, 2799, 6296, 1332, 1189, 1230, 60, 63, NA, 37646,  X*
118, 125.0, 3032, 4014, 10403, 2884, 2736, 1235, 619, 991, 60, 74, NA, 25914,  X*
119, 126.0, 156954, 16468, 12295, 2407, 3774, 6900, 3001, 555, 67, 74, NA, 202354,  X*
120, 127.0, 50251, 53254, 36126, 6258, 4031, 3309, 1643, 2337, 53, 80, NA, 157209,  X*
121, 128.0, 1509448, 50980, 20416, 5783, 5966, 9663, 5040, 3298, 61, 77, NA, 1610594,  X*
122, 129.0, 1480954, 384710, 126408, 143307, 37657, 221492, 36871, 6070, 81, 67, NA, 2437469,  X*
123, 130.0, 1729431, 218953, 62135, 29663, 24628, 20428, 32428, 2870, 66, 64, NA, 2120536,  X*
124, 131.0, 196812, 51311, 27703, 15293, 9401, 14001, 6390, 2096, 83, 63, NA, 323007,  X*
125, 132.0, 32088, 56157, 48599, 36007, 25078, 9301, 7336, 6487, 77, 69, NA, 221053,  X*
126, 133.0, 608634, 262748, 83577, 19435, 33786, 63354, 17765, 4716, 67, 66, NA, 1094015,  X*
127, 135.0, 845018, 116793, 45796, 42573, 11847, 9791, 2319, 1285, 64, 70, NA, 1075422,  X*
128, 136.0, 199330, 4961, 1648, 2187, 519, 721, 268, 136, 57, 70, NA, 209770,  X*
129, 137.0, 1705367, 289976, 14666, 49035, 16720, 11504, 6382, 3085, 50, 61, NA, 2096735,  X*
130, 138.0, 14685, 8040, 2169, 2036, 1016, 2526, 1914, 808, 51, 63, NA, 33194,  X*
131, 139.0, 63191, 20862, 6987, 2477, 5603, 1344, 198, 245, 51, 60, NA, 100907,  X*
132, 140.0, 6963, 2823, 753, 579, 2171, 1741, 715, 737, 69, 51, NA, 16482,  X*
133, 141.0, 11067, 17609, 8627, 984, 2168, 4712, 801, 284, 90, 54, NA, 46252,  X*
134, 142.0, 99860, 15742, 6193, 7459, 10436, 14074, 7560, 1517, 96, 54, NA, 162841,  X*
135, 143.0, 95047, 12146, 15019, 7341, 2105, 6399, 2231, 1143, 100, 61, NA, 141431,  X*
136, 144.0, 308832, 10290, 3428, 1603, 8286, 3699, 929, 496, 100, 61, NA, 337563,  X*
137, 145.0, 23738, 2758, 2554, 1480, 5396, 981, 1704, 1007, 100, 61, NA, 39618,  X*
138, 146.0, 2440, 11041, 2237, 1589, 1278, 1309, 1166, 249, 81, 60, NA, 21309,  X*
139, 147.0, 16168, 5025, 5164, 2011, 1620, 2097, 2449, 586, 83, 60, NA, 35120,  X*
140, 147.9, 48065, 17514, 571, 4060, 1198, 1213, 1469, 511, 66, 60, NA, 74601,  X*
141, 149.0, 108343, 56603, 18101, 9689, 7129, 4866, 931, 784, 54, 57, NA, 206446,  X*
142, 150.0, 9604, 5134, 2345, 1009, 1020, 1329, 1321, 657, 61, 63, NA, 22419,  X*
143, 151.0, 10984, 12254, 10714, 1158, 5391, 1329, 1642, 656, 47, 60, NA, 44128,  X*
144, 152.0, 196523, 41320, 7033, 8282, 7420, 5944, 1137, 772, 54, 61, NA, 268431,  X*
145, 153.0, 904, 4260, 3762, 2538, 980, 821, 1248, 569, 57, 69, NA, 15082,  X*
146, 154.0, 6410, 2999, 2334, 717, 1085, 1962, 1199, 292, 66, 69, NA, 16998,  X*
147, 155.0, 45861, 37180, 6732, 1615, 3897, 3213, 1022, 982, 69, 61, NA, 100502,  X*
148, 156.0, 83022, 8479, 5250, 1321, 2036, 500, 370, 176, 56, 66, NA, 101154,  X*
149, 157.0, 10290, 5387, 3733, 1260, 4624, 2160, 1398, 356, 67, 57, NA, 29208,  X*
150, 158.0, 64671, 5252, 1481, 2032, 237, 435, 299, 123, 44, 57, NA, 74530,  X*
151, 158.9, 14635, 8660, 2182, 2283, 4690, 2095, 1831, 689, 56, 61, NA, 37065,  X*
152, 160.0, 17645, 9612, 4076, 2437, 2639, 4028, 1194, 766, 80, 57, NA, 42397,  X*
153, 161.0, 4668, 5957, 2265, 1190, 4182, 2117, 576, 557, 80, 54, NA, 21512,  X*
154, 162.0, 3742, 2212, 10317, 4195, 883, 1540, 1103, 367, 87, 67, NA, 24359,  X*
155, 163.0, 3344, 6950, 1997, 3678, 2893, 3078, 1282, 647, 91, 70, NA, 23869,  X*
156, 163.9, 3093, 6550, 2009, 1523, 1424, 1988, 2236, 847, 88, 70, NA, 19670,  X*
157, 165.0, 4777, 10946, 499, 333, 2178, 651, 2166, 723, 74, 60, NA, 22273,  X*
158, 166.0, 9542, 10095, 4022, 1639, 2530, 2217, 698, 679, 78, 43, NA, 31422,  X*
159, 167.0, 13291, 11174, 2320, 4074, 3498, 6261, 1379, 610, 81, 40, NA, 42607,  X*
160, 168.0, 7083, 5266, 4233, 3260, 1808, 3316, 1255, 253, 83, 44, NA, 26474,  X*
161, 169.0, 8259, 9196, 3433, 704, 2089, 2843, 2227, 625, 97, 57, NA, 29376,  X*
162, 170.0, 21880, 6973, 887, 2212, 2008, 2118, 2007, 524, 100, 56, NA, 38609,  X*
163, 171.0, 8936, 10360, 1537, 3118, 888, 1637, 1384, 670, 91, 57, NA, 28530,  X*
164, 172.0, 14908, 7339, 1980, 5700, 2900, 1326, 1055, 492, 78, 57, NA, 35700,  X*
165, 173.0, 6834, 6710, 2428, 2189, 1820, 1373, 2129, 822, 70, 61, NA, 24305,  X*
166, 174.0, 6246, 6505, 5162, 1997, 1791, 1837, 1577, 1053, 66, 67, NA, 26168,  X*
167, 175.0, 32697, 7426, 4942, 5801, 830, 1544, 1335, 661, 63, 77, NA, 55236,  X*
168, 175.9, 1789, 8164, 2199, 2449, 2076, 1345, 2266, 1244, 66, 70, NA, 21532,  X*
169, 177.0, 16819, 3788, 1700, 1083, 2705, 2613, 1924, 1038, 81, 67, NA, 31670,  X*
170, 178.0, 4961, 4204, 521, 2022, 2397, 1345, 2037, 559, 84, 61, NA, 18046,  X*
171, 179.0, 7582, 3364, 3260, 1566, 867, 2145, 774, 268, 97, 57, NA, 19826,  X*
172, 180.0, 18044, 16881, 5799, 2363, 3196, 2721, 2814, 1072, 97, 57, NA, 52890,  X*
173, 181.0, 6702, 9201, 7198, 910, 2349, 1498, 1131, 348, 80, 63, NA, 29337,  X
174, 182.0, 7333, 4908, 1874, 2455, 2028, 2581, 860, 1000, 83, 66, NA, 23039,  X
175, 183.0, 5309, 3252, 1976, 2183, 1429, 993, 1045, 423, 75, 66, NA, 16610,  X
176, 184.0, 7549, 9910, 369, 2461, 1618, 2782, 2124, 819, 83, 63, NA, 27632,  X
177, 185.0, 10901, 5996, 1037, 2808, 1607, 2208, 763, 819, 94, 60, NA, 26139,  X
178, 186.0, 8049, 13119, 4950, 5368, 1091, 1380, 933, 504, 77, 61, NA, 35394,  X
179, 187.0, 14935, 3270, 544, 1565, 2898, 1659, 1680, 606, 87, 53, NA, 27157,  X
180, 188.0, 4029, 7744, 2645, 4206, 4364, 1879, 1960, 430, 80, 60, NA, 27257,  X
181, 189.0, 30802, 5820, 1521, 2762, 1827, 1716, 1561, 1215, 77, 61, NA, 47224,  X
182, 190.0, 3152, 11848, 4534, 6102, 3649, 1950, 3059, 520, 83, 60, NA, 34814,  X
183, 191.0, 21585, 4579, 4084, 6208, 6470, 1247, 1901, 340, 67, 69, NA, 46414,  X
184, 192.0, 2936, 6191, 814, 3107, 3179, 2091, 1241, 469, 75, 66, NA, 20028,  X
185, 193.0, 26275, 6438, 1748, 2412, 721, 2289, 1416, 414, 77, 66, NA, 41713,  X
186, 194.0, 20130, 9809, 2767, 927, 1308, 1725, 1395, 955, 80, 61, NA, 39016,  X
187, 195.0, 86270, 15356, 10532, 3735, 2882, 3118, 1760, 713, 83, 60, NA, 124366,  X
188, 196.0, 6946, 3887, 6072, 2223, 1720, 2722, 764, 628, 83, 66, NA, 24962,  X
189, 197.0, 8443, 9793, 3985, 6531, 15798, 2600, 1412, 900, 78, 64, NA, 49462,  X
190, 198.0, 135505, 40720, 18661, 12234, 13690, 4862, 968, 607, 70, 69, NA, 227247,  X
191, 199.0, 7893, 1570, 1194, 1993, 1663, 1319, 1614, 1009, 81, 69, NA, 18255,  X
192, 199.9, 38916, 4574, 1232, 1494, 1861, 1758, 935, 984, 81, 61, NA, 51754,  X
193, 201.0, 5705, 33614, 2351, 4477, 5357, 2988, 1585, 845, 75, 54, NA, 56922,  X
