obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 4.9, 6669, 5598, 4918, 3062, 1263, 3003, 724, 791, NA, NA, NA, 26028,  X*
2, 6.0, 3610, 10025, 331, 1019, 4986, 3679, 1391, 459, NA, NA, NA, 25500,  X*
3, 6.9, 1888, 9466, 6322, 3493, 1929, 8032, 423, 404, NA, NA, NA, 31957,  X*
4, 7.9, 37765, 7148, 2160, 3861, 2073, 2455, 2424, 661, 30, 48, NA, 58547,  X*
5, 9.0, 10791, 5324, 1974, 887, 1343, 2313, 1260, 1152, 37, 53, NA, 25044,  X*
6, 10.0, 3050, 9370, 3795, 2850, 2790, 2106, 1362, 355, 17, 61, NA, 25678,  X*
7, 10.9, 2595, 5812, 2494, 3052, 859, 2856, 1066, 555, 17, 70, NA, 19289,  X*
8, 11.9, 3529, 1640, 2499, 1271, 2513, 1114, 1366, 359, 20, 75, NA, 14291,  X*
9, 13.0, 7911, 5596, 1074, 2675, 827, 1337, 879, 698, 1, 78, NA, 20997,  X*
10, 13.9, 3155, 3533, 2909, 3417, 1613, 1598, 418, 450, 1, 83, NA, 17093,  X*
11, 14.9, 75274, 75868, 16097, 23095, 11276, 24654, 9611, 3956, 1, 80, NA, 239831,  X*
12, 15.9, 81367, 13916, 6792, 1451, 280, 1371, 1001, 379, 1, 77, NA, 106557,  X*
13, 17.0, 7666, 6457, 8161, 4667, 984, 1990, 702, 321, 1, 87, NA, 30948,  X*
14, 17.9, 6910, 5882, 505, 1141, 4750, 2387, 788, 258, 17, 67, NA, 22621,  X*
15, 18.9, 13453, 6451, 583, 2065, 3021, 3331, 1131, 1124, 40, 64, NA, 31159,  X*
16, 19.9, 14484, 1426, 5021, 6179, 2450, 1560, 397, 512, 51, 77, NA, 32029,  X*
17, 20.9, 6190, 3724, 1274, 268, 2066, 844, 932, 439, 60, 61, NA, 15737,  X*
18, 22.0, 4478, 11834, 1471, 476, 858, 1792, 698, 408, 43, 63, NA, 22015,  X*
19, 22.9, 13216, 7674, 5960, 1829, 1615, 6473, 562, 519, 43, 69, NA, 37848,  X*
20, 24.0, 12960, 5200, 3749, 969, 706, 2544, 549, 854, 56, 57, NA, 27531,  X*
21, 25.0, 4557, 9798, 3120, 1071, 2440, 1524, 2664, 550, 48, 61, NA, 25724,  X*
22, 25.9, 3122, 7625, 3134, 814, 3275, 1259, 1610, 941, 43, 69, NA, 21780,  X*
23, 26.9, 151528, 83064, 12057, 5511, 4787, 1509, 828, 727, 10, 61, NA, 260011,  X*
24, 28.0, 10401, 4570, 3631, 4228, 618, 2063, 624, 595, 13, 67, NA, 26730,  X*
