obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
53, 57.0, 359217, 37457, 6452, 21513, 25567, 37704, 19107, 12651, 61, 80, NA, 519668,  8*
54, 58.0, 14821, 13528, 16573, 7281, 41875, 23470, 12120, 18127, 54, 75, NA, 147795,  8*
55, 59.0, 56052, 55513, 4811, 2346, 23160, 12528, 3536, 3234, 54, 43, NA, 161180,  8*
56, 60.0, 1435654, 88364, 12817, 13679, 34692, 18790, 32882, 19289, 54, 50, NA, 1656167,  8*
57, 61.0, 355453, 57735, 28351, 38518, 21138, 19711, 17620, 29180, 41, 61, NA, 567706,  8*
58, 62.0, 807547, 656157, 85697, 41419, 20039, 38311, 60025, 9165, 20, 56, NA, 1718360,  8*
59, 63.0, 40615, 12886, 5918, 2363, 7379, 7528, 4403, 894, 24, 75, NA, 81986,  8*
60, 64.0, 109073, 21007, 6082, 10184, 5305, 11512, 5384, 1637, 29, 87, NA, 170184,  8*
61, 65.0, 96452, 42681, 3843, 2640, 4945, 6290, 4380, 6181, 27, 63, NA, 167412,  8*
62, 66.0, 2821, 7479, 7971, 1203, 9792, 6511, 5655, 1970, 47, 70, NA, 43402,  8*
63, 67.0, 10328, 3231, 3577, 490, 1255, 5594, 4086, 1906, 53, 75, NA, 30467,  8*
64, 68.0, 58394, 279257, 44843, 33704, 19159, 31048, 21292, 12771, 43, 66, NA, 500468,  8*
65, 69.0, 20461, 1490, 3814, 5809, 6111, 8138, 3963, 3684, 60, 88, NA, 53470,  8*
66, 70.0, 35096, 12424, 651, 1820, 765, 1698, 3156, 457, 50, 77, NA, 56067,  8*
67, 71.0, 2064, 5715, 6402, 2316, 5094, 6535, 2533, 2263, 44, 78, NA, 32922,  8*
68, 72.0, 11167, 9985, 407, 2999, 5169, 5426, 3344, 7687, 56, 75, NA, 46184,  8*
69, 73.0, 639419, 31090, 11511, 11884, 10586, 30465, 17063, 10977, 53, 66, NA, 762995,  8*
70, 74.0, 207004, 23993, 3211, 11316, 5245, 21056, 10944, 4164, 67, 75, NA, 286933,  8*
71, 75.0, 5670, 3422, 2008, 3784, 4419, 9976, 5800, 4130, 77, 69, NA, 39209,  8*
72, 76.0, 26278, 2302, 4388, 1568, 3671, 14262, 6875, 2942, 90, 77, NA, 62286,  8*
73, 77.0, 115386, 16203, 673, 1504, 9774, 11616, 4118, 3159, 91, 54, NA, 162433,  8*
74, 78.0, 8515, 32420, 11589, 32090, 55348, 37988, 14112, 7538, 91, 56, NA, 199600,  8*
75, 79.0, 115403, 21622, 22554, 10258, 18102, 10171, 1713, 1934, 75, 66, NA, 201757,  8*
76, 80.0, 13737, 24535, 1707, 5154, 7013, 7377, 4637, 1173, 56, 60, NA, 65333,  8*
77, 81.0, 9344, 2260, 1329, 3378, 1504, 3748, 1831, 1347, 54, 90, NA, 24741,  8*
78, 82.0, 337029, 10283, 4091, 5936, 3194, 10379, 3051, 1809, 56, 93, NA, 375772,  8*
79, 83.0, 615006, 32092, 12338, 7850, 22311, 23307, 6095, 7969, 64, 80, NA, 726968,  8*
80, 84.0, 6141, 7447, 1868, 2448, 6466, 6529, 1911, 1650, 74, 83, NA, 34460,  8*
81, 85.0, 5208, 8650, 2666, 3600, 2862, 10158, 2248, 1015, 75, 74, NA, 36407,  8*
82, 86.0, 539021, 132676, 26074, 4352, 21838, 50298, 12041, 6339, 69, 60, NA, 792639,  8*
83, 87.0, 5410, 12668, 4084, 6887, 2869, 4380, 6309, 430, 61, 69, NA, 43037,  8*
84, 88.0, 577377, 48794, 15525, 5322, 28794, 25699, 19905, 14571, 56, 69, NA, 735987,  8*
85, 89.0, 300854, 20747, 18162, 11168, 15212, 6724, 4672, 1310, 43, 80, NA, 378849,  8*
86, 90.0, 4572, 10947, 1594, 1674, 3826, 3574, 6238, 942, 40, 83, NA, 33367,  8*
87, 91.0, 21951, 9142, 865, 4653, 4976, 2281, 3169, 3480, 38, 75, NA, 50517,  8*
88, 92.0, 53684, 8885, 12216, 4698, 4132, 8897, 5889, 941, 38, 93, NA, 99342,  8*
89, 93.0, 23600, 31197, 5504, 25105, 41286, 29934, 11977, 9050, 50, 81, NA, 177653,  8*
90, 94.0, 1934, 5246, 590, 2964, 1211, 5111, 2451, 2429, 56, 88, NA, 21936,  8*
91, 95.0, 3939, 11763, 3970, 451, 4471, 4226, 5231, 991, 61, 84, NA, 35042,  8*
92, 96.0, 97765, 24742, 6270, 8941, 9133, 5057, 2600, 949, 53, 75, NA, 155457,  8*
93, 97.0, 13381, 8254, 692, 5775, 3463, 3222, 5306, 2042, 44, 78, NA, 42135,  8*
94, 98.0, 9343, 12698, 2963, 889, 1927, 5592, 3901, 762, 40, 75, NA, 38075,  8*
95, 99.0, 302901, 36473, 2021, 3923, 4842, 4562, 4402, 2430, 29, 66, NA, 361554,  8*
96, 100.0, 32201, 26517, 2183, 14960, 15839, 11121, 31541, 10291, 37, 64, NA, 144653,  8*
97, 101.0, 970617, 245741, 10384, 21009, 38211, 49926, 21547, 8357, 35, 47, NA, 1365792,  8*
98, 102.0, 639470, 102945, 23078, 31238, 11483, 19348, 25373, 11277, 27, 53, NA, 864212,  8*
99, 103.0, 465603, 24367, 4967, 4678, 5839, 6532, 2265, 2000, 34, 63, NA, 516251,  8*
100, 104.0, 9473, 6219, 7686, 2410, 1895, 4865, 6334, 2577, 34, 75, NA, 41459,  8*
101, 105.0, 193069, 28652, 22822, 6765, 18039, 9809, 5832, 1755, 34, 96, NA, 286743,  8*
102, 106.0, 121527, 23847, 10104, 5257, 5722, 5328, 3568, 1877, 34, 97, NA, 177230,  8*
103, 107.0, 116756, 61817, 7560, 9197, 31957, 25532, 13089, 5297, 40, 91, NA, 271205,  8*
104, 108.0, 390822, 112530, 47241, 34734, 10550, 36944, 38701, 7970, 37, 87, NA, 679492,  8*
105, 109.0, 273462, 85757, 9336, 30199, 42100, 25850, 8859, 3215, 38, 77, NA, 478778,  8*
106, 110.0, 2599668, 139143, 31257, 13317, 24552, 6029, 11294, 3912, 24, 69, NA, 2829172,  8*
107, 111.0, 43071, 9697, 1084, 5088, 5667, 7438, 4640, 1755, 27, 77, NA, 78440,  8*
108, 112.0, 52173, 168788, 14981, 5003, 10693, 8547, 11700, 2631, 13, 56, NA, 274516,  8*
109, 113.0, 132970, 55609, 32294, 16992, 38921, 37035, 43687, 8065, 20, 61, NA, 365573,  8*
110, 114.0, 674425, 190246, 26321, 12469, 37187, 20235, 53353, 16783, 29, 54, NA, 1031019,  8*
111, 115.0, 704780, 254037, 17522, 11423, 12426, 48218, 18363, 34185, 20, 41, NA, 1100954,  8*
112, 116.0, 2775, 4358, 830, 8631, 4782, 9385, 6930, 3893, 44, 60, NA, 41584,  8*
113, 117.0, 5038, 2521, 3292, 3841, 8422, 8149, 4713, 4966, 53, 60, NA, 40942,  8*
114, 118.0, 15318, 11645, 10359, 18650, 23877, 11145, 5389, 3166, 63, 80, NA, 99549,  8*
115, 119.0, 1173809, 23331, 18208, 8280, 16600, 8586, 1905, 3547, 64, 100, NA, 1254266,  8*
116, 120.0, 228671, 36217, 14089, 21652, 13419, 9479, 5915, 5647, 48, 100, NA, 335089,  8*
117, 121.0, 83670, 18531, 8890, 4754, 7058, 3766, 4674, 3629, 29, 100, NA, 134972,  8*
118, 122.0, 79935, 24725, 9831, 2164, 1972, 5172, 2565, 1553, 24, 97, NA, 127917,  8*
119, 123.0, 1390580, 461357, 22409, 23139, 21095, 21210, 14101, 16570, 10, 75, NA, 1970461,  8*
120, 124.0, 711574, 180713, 47364, 11785, 11638, 15049, 13213, 24281, 3, 66, NA, 1015617,  8*
121, 125.0, 890, 10971, 3924, 921, 2379, 2618, 4186, 3415, 7, 61, NA, 29304,  8*
122, 126.0, 1685444, 221532, 38648, 76749, 51723, 32978, 20735, 15503, 3, 61, NA, 2143312,  8*
123, 127.0, 362137, 39984, 10827, 10859, 13504, 13871, 27213, 8480, 17, 78, NA, 486875,  8*
124, 128.0, 78611, 11144, 2202, 5762, 6155, 7737, 7203, 3470, 37, 78, NA, 122284,  8*
125, 129.0, 6979, 4990, 656, 1323, 5122, 14351, 6451, 1763, 60, 63, NA, 41635,  8*
126, 130.0, 22766, 8913, 7447, 8481, 4049, 8858, 8721, 1220, 70, 70, NA, 70455,  8*
127, 131.0, 66142, 36705, 7677, 7483, 4460, 7840, 5058, 2453, 69, 74, NA, 137818,  8*
128, 132.0, 51695, 20379, 4038, 2377, 14358, 7663, 4050, 882, 64, 63, NA, 105442,  8*
129, 135.0, 85425, 8855, 10679, 1085, 7043, 4363, 8165, 2409, 43, 88, NA, 128024,  8*
130, 136.0, 431378, 51887, 5655, 2743, 6550, 16799, 17700, 10111, 41, 63, NA, 542823,  8*
131, 137.0, 271098, 81896, 3164, 3989, 1671, 11102, 6425, 2941, 40, 44, NA, 382286,  8*
132, 138.0, 444954, 75153, 32706, 15550, 25127, 46251, 15025, 16617, 41, 54, NA, 671383,  8*
133, 139.0, 197754, 37135, 5451, 1589, 4847, 10539, 11322, 2876, 43, 37, NA, 271513,  8*
134, 140.0, 8210, 7761, 1781, 2904, 2647, 24267, 5148, 2260, 60, 38, NA, 54978,  8*
135, 141.0, 749675, 110446, 81774, 40733, 20187, 30422, 29816, 3166, 60, 67, NA, 1066219,  8*
136, 142.0, 65484, 38356, 20558, 3240, 4520, 11618, 9445, 2333, 54, 70, NA, 155554,  8*
137, 143.0, 1336, 3001, 1370, 2117, 5672, 14083, 4404, 4576, 75, 74, NA, 36559,  8*
138, 144.0, 58038, 31708, 259, 4603, 3704, 6223, 5081, 1604, 53, 69, NA, 111220,  8*
139, 145.0, 333912, 35198, 24773, 20814, 20799, 40601, 37121, 8735, 64, 64, NA, 521953,  8*
140, 146.0, 740389, 51242, 9649, 1617, 12363, 8809, 15004, 3307, 63, 53, NA, 842380,  8*
141, 147.0, 477437, 46490, 3240, 4106, 4660, 6987, 7903, 3453, 37, 50, NA, 554276,  8*
142, 148.0, 155718, 103760, 52764, 734, 13818, 11828, 9193, 2563, 27, 66, NA, 350378,  8*
143, 149.0, 43444, 56358, 719, 3277, 1149, 4027, 5686, 1050, 10, 41, NA, 115710,  8*
144, 150.0, 3548, 5070, 3298, 3564, 3791, 10729, 5320, 2925, 27, 51, NA, 38245,  8*
145, 151.0, 3127, 4720, 2759, 3277, 3944, 5940, 2490, 1533, 41, 64, NA, 27790,  8*
146, 152.0, 9128, 53609, 8361, 2525, 5550, 5635, 7550, 1689, 43, 53, NA, 94047,  8*
147, 153.0, 446401, 26238, 34847, 1917, 3798, 4204, 3311, 3403, 43, 87, NA, 524119,  8*
148, 154.0, 6138, 9833, 4059, 2035, 5595, 9881, 4209, 3369, 40, 81, NA, 45119,  8*
149, 155.0, 232135, 46824, 30599, 15762, 9793, 12720, 6172, 1855, 26, 88, NA, 355860,  8*
150, 156.0, 1547457, 282476, 18452, 25552, 7321, 35112, 44564, 27226, 27, 87, NA, 1988160,  8*
151, 157.0, 41695, 22994, 14905, 4848, 10614, 15843, 2798, 3928, 44, 75, NA, 117625,  8*
152, 158.0, 4175, 11408, 346, 327, 6844, 3666, 5456, 2727, 38, 51, NA, 34949,  8*
153, 159.0, 2543116, 126286, 103747, 10973, 13829, 41604, 46564, 16123, 41, 50, NA, 2902242,  8*
154, 160.0, 353992, 45455, 21123, 20462, 43213, 32366, 34801, 11187, 51, 61, NA, 562599,  8*
155, 161.0, 665053, 27685, 22606, 20340, 9629, 29394, 15517, 3532, 53, 66, NA, 793756,  8*
156, 162.0, 136584, 28170, 1792, 3827, 2392, 8672, 3856, 3491, 51, 84, NA, 188784,  8*
157, 163.0, 119215, 46338, 3652, 1720, 5520, 6484, 2829, 3168, 48, 60, NA, 188926,  8*
158, 164.0, 16397, 23646, 3795, 4951, 4386, 14279, 7729, 5313, 48, 54, NA, 80496,  8*
159, 165.0, 4499, 24574, 503, 2308, 3801, 4602, 10445, 9686, 40, 29, NA, 60418,  8*
160, 166.0, 101644, 21786, 1727, 6919, 3607, 6682, 7598, 1811, 38, 38, NA, 151774,  8*
161, 167.0, 4040, 3564, 4354, 3466, 8165, 15836, 13194, 4550, 61, 51, NA, 57169,  8*
162, 168.0, 60358, 42490, 2031, 1229, 2794, 8597, 6534, 5394, 54, 37, NA, 129427,  8*
163, 169.0, 4871, 4124, 1840, 5793, 2885, 4428, 8215, 2131, 61, 61, NA, 34287,  8*
164, 170.0, 121263, 121769, 36518, 33188, 37395, 60455, 17570, 12303, 64, 64, NA, 440461,  8*
165, 171.0, 247516, 40704, 9329, 7661, 8393, 5256, 1866, 1119, 40, 64, NA, 321844,  8*
166, 172.0, 258603, 45403, 6704, 3649, 1701, 12172, 4712, 1757, 40, 78, NA, 334701,  8*
167, 173.0, 154448, 47645, 4166, 8732, 5006, 8388, 5315, 1027, 30, 64, NA, 234727,  8*
168, 174.0, 3849, 3713, 3357, 8126, 10757, 4767, 6815, 2153, 30, 74, NA, 43537,  8*
169, 175.0, 74225, 6325, 4570, 1597, 691, 2475, 2215, 556, 38, 81, NA, 92654,  8*
170, 176.0, 843943, 90490, 31762, 11523, 27126, 28013, 14904, 19844, 38, 88, NA, 1067605,  8*
171, 177.0, 3961, 18406, 3167, 4028, 5667, 7898, 2907, 1122, 44, 88, NA, 47156,  8*
172, 178.0, 3379, 7254, 6297, 5152, 2270, 15310, 4838, 3845, 53, 84, NA, 48345,  8*
173, 179.0, 14942, 11010, 4849, 1893, 1773, 3281, 4222, 2409, 53, 80, NA, 44379,  8*
174, 180.0, 7672, 2657, 717, 1808, 2168, 7631, 4453, 2113, 70, 75, NA, 29219,  8*
175, 181.0, 52798, 93864, 31672, 29731, 98728, 78172, 7633, 14803, 75, 74, NA, 407401,  8
176, 182.0, 89528, 46255, 1654, 1437, 1745, 5461, 2635, 1701, 56, 48, NA, 150416,  8
177, 183.0, 389896, 36556, 15052, 11646, 24237, 21525, 20287, 22167, 61, 44, NA, 541366,  8
178, 184.0, 6574, 3881, 5221, 2065, 4350, 5519, 4994, 1196, 51, 57, NA, 33800,  8
179, 185.0, 800, 19305, 3143, 713, 6068, 5463, 1639, 4590, 44, 51, NA, 41721,  8
180, 186.0, 604, 8613, 607, 8955, 5232, 7130, 4998, 1613, 56, 77, NA, 37752,  8
181, 187.0, 744666, 98463, 11029, 62200, 55530, 57659, 13739, 7911, 57, 78, NA, 1051197,  8
182, 188.0, 1262932, 78719, 63715, 123697, 28888, 22502, 19465, 20393, 40, 84, NA, 1620311,  8
183, 189.0, 20059, 15477, 3766, 4719, 5973, 9531, 3590, 2259, 47, 91, NA, 65374,  8
184, 190.0, 364361, 159876, 88617, 12796, 12981, 12952, 33709, 8462, 26, 91, NA, 693754,  8
185, 191.0, 985572, 48986, 8019, 19828, 12150, 26184, 20865, 15324, 26, 88, NA, 1136928,  8
186, 192.0, 265129, 228191, 37080, 7414, 63517, 15516, 34194, 20872, 23, 61, NA, 671913,  8
187, 193.0, 41326, 66574, 31272, 5780, 12269, 4524, 6438, 1554, 3, 67, NA, 169737,  8
188, 194.0, 778374, 210734, 15071, 11793, 8873, 20384, 28217, 23054, 8, 50, NA, 1096500,  8
189, 195.0, 39610, 4636, 3119, 5700, 5940, 7552, 6741, 4103, 13, 54, NA, 77401,  8
190, 196.0, 570566, 64172, 16120, 7095, 12117, 29152, 13462, 14178, 29, 61, NA, 726862,  8
191, 197.0, 27046, 20423, 6233, 3749, 2042, 2023, 1537, 494, 34, 60, NA, 63547,  8
192, 198.0, 661423, 32463, 34321, 24833, 23594, 15739, 68737, 17826, 40, 81, NA, 878936,  8
193, 199.0, 2055530, 442676, 57441, 91074, 96795, 60605, 97814, 10491, 24, 75, NA, 2912426,  8
194, 200.0, 29481, 14330, 3128, 2654, 4903, 7844, 13607, 5963, 26, 74, NA, 81910,  8
195, 201.0, 157951, 42989, 18182, 5431, 23463, 26288, 11428, 9887, 41, 67, NA, 295619,  8
196, 202.0, 515910, 19442, 4083, 2346, 6229, 8801, 5032, 1190, 47, 50, NA, 563033,  8
197, 203.0, 98039, 20691, 8027, 4619, 3890, 2352, 5244, 1577, 44, 56, NA, 144439,  8
198, 204.0, 631338, 41442, 8934, 5832, 1234, 3184, 2242, 959, 26, 61, NA, 695165,  8
199, 205.0, 32902, 2171, 2719, 598, 1208, 2361, 1318, 804, 27, 69, NA, 44081,  8
200, 206.0, 251235, 47473, 40607, 33731, 8297, 50873, 31241, 8212, 29, 84, NA, 471669,  8
201, 207.0, 599372, 114990, 55883, 35577, 10326, 60182, 25742, 9485, 43, 87, NA, 911557,  8
202, 208.0, 4268, 27815, 14209, 9705, 6092, 4580, 8053, 2056, 48, 93, NA, 76778,  8
203, 209.0, 56072, 2425, 5846, 4525, 2743, 8054, 6933, 4341, 51, 97, NA, 90939,  8
204, 210.0, 43784, 3364, 1178, 638, 1614, 2441, 1678, 815, 51, 87, NA, 55512,  8
205, 211.0, 1820, 3959, 1992, 1089, 3000, 8038, 8193, 1692, 64, 77, NA, 29783,  8
206, 212.0, 3248, 10569, 7391, 7013, 6825, 5388, 7508, 1199, 74, 78, NA, 49141,  8
207, 213.0, 237652, 37187, 2968, 4105, 1747, 6472, 6364, 5342, 57, 57, NA, 301837,  8
208, 214.0, 4834, 4254, 1665, 3165, 1612, 8579, 17155, 2633, 66, 61, NA, 43897,  8
209, 215.0, 4938, 3004, 4646, 924, 2527, 6435, 4414, 2464, 61, 69, NA, 29352,  8
210, 216.0, 148204, 50456, 5366, 10269, 9669, 6520, 3699, 1950, 53, 57, NA, 236133,  8
211, 217.0, 16122, 16836, 10261, 2105, 7264, 4574, 8154, 2985, 53, 70, NA, 68301,  8
212, 218.0, 133667, 96806, 4068, 6330, 10607, 4598, 4969, 2542, 23, 56, NA, 263587,  8
213, 219.0, 1194, 8588, 950, 4053, 7111, 6536, 5251, 4006, 20, 50, NA, 37689,  8
214, 220.0, 114154, 8326, 1197, 4940, 4176, 9807, 7044, 4129, 38, 51, NA, 153773,  8
215, 221.0, 41190, 72222, 8198, 12169, 3895, 14299, 8040, 8408, 38, 43, NA, 168421,  8
216, 222.0, 78508, 71085, 8259, 6358, 2712, 5057, 4163, 1584, 41, 51, NA, 177726,  8
217, 223.0, 124471, 43809, 24692, 9052, 4132, 11460, 6347, 2736, 30, 63, NA, 226699,  8
218, 224.0, 8544, 29363, 4090, 1206, 5061, 6486, 6952, 2781, 17, 54, NA, 64483,  8
219, 225.0, 3911, 6470, 1309, 1841, 9397, 4958, 3961, 6387, 29, 50, NA, 38234,  8
220, 226.0, 73743, 18531, 3509, 1221, 3441, 11834, 7828, 4626, 50, 47, NA, 124733,  8
221, 227.0, 5399, 5764, 9090, 2427, 5859, 6145, 4154, 1959, 57, 48, NA, 40797,  8
222, 228.0, 4727, 4029, 4679, 1636, 3950, 6705, 6698, 4150, 69, 60, NA, 36574,  8
223, 229.0, 4697, 9031, 6833, 905, 3586, 4961, 5007, 835, 64, 74, NA, 35855,  8
224, 230.0, 247751, 18061, 4609, 1868, 1085, 8952, 6898, 2711, 61, 80, NA, 291935,  8
225, 231.0, 329557, 100652, 11733, 4566, 8877, 41955, 26129, 9003, 61, 57, NA, 532472,  8
226, 232.0, 32794, 12555, 5067, 6775, 9066, 9362, 4820, 3763, 57, 56, NA, 84202,  8
227, 233.0, 6074, 3650, 2854, 1153, 2367, 6463, 4499, 2313, 67, 51, NA, 29373,  8
228, 234.0, 2448, 4146, 1810, 3364, 3426, 6056, 4198, 3040, 74, 57, NA, 28488,  8
229, 235.0, 36452, 5592, 1634, 924, 1349, 1933, 1781, 274, 69, 69, NA, 49939,  8
230, 236.0, 129335, 34465, 5160, 4772, 9276, 9708, 4420, 3890, 64, 61, NA, 201026,  8
231, 237.0, 1443, 5655, 2329, 5421, 1918, 10019, 6115, 2951, 63, 64, NA, 35851,  8
232, 238.0, 16763, 33009, 5462, 2374, 11987, 12701, 3616, 3194, 56, 53, NA, 89106,  8
233, 239.0, 705362, 223453, 22528, 24076, 19172, 86792, 17758, 19829, 57, 47, NA, 1118970,  8
234, 240.0, 128142, 30570, 15154, 13813, 4803, 26972, 42073, 25427, 64, 56, NA, 286954,  8
235, 241.0, 1458202, 189992, 30038, 24147, 23920, 32252, 106116, 24900, 48, 48, NA, 1889567,  8
236, 242.0, 2574146, 480668, 12453, 21506, 16422, 96466, 84388, 27680, 43, 38, NA, 3313729,  8
237, 243.0, 1119133, 63211, 4585, 1122, 5564, 9959, 18395, 4230, 37, 30, NA, 1226199,  8
238, 244.0, 1328081, 639376, 33229, 37219, 14665, 65274, 56483, 25603, 21, 13, NA, 2199930,  8
239, 245.0, 2054839, 243034, 21001, 45749, 48128, 97482, 53604, 10432, 27, 13, NA, 2574269,  8
240, 246.0, 7262, 5287, 6265, 3807, 3178, 24219, 2990, 3258, 48, 30, NA, 56266,  8
241, 247.0, 45715, 24672, 4908, 3669, 3616, 11247, 8240, 3936, 56, 44, NA, 106003,  8
242, 248.0, 7437, 4336, 7107, 1796, 2061, 13368, 5629, 1997, 78, 61, NA, 43731,  8
243, 249.0, 5391, 6676, 878, 3660, 2397, 11067, 5011, 5118, 90, 63, NA, 40198,  8
244, 250.0, 8462, 16056, 12490, 1886, 6103, 5923, 3911, 2668, 69, 69, NA, 57499,  8
245, 251.0, 92885, 48736, 17006, 3923, 8857, 11578, 4512, 5373, 64, 74, NA, 192870,  8
246, 252.0, 3919, 6940, 10103, 1425, 3163, 6872, 13302, 1573, 54, 77, NA, 47297,  8
247, 253.0, 623767, 240023, 32187, 17076, 39572, 104627, 31540, 14612, 44, 70, NA, 1103404,  8
248, 254.0, 7069, 3023, 3438, 938, 2728, 11654, 5719, 4023, 64, 61, NA, 38592,  8
249, 255.0, 4129, 841, 1612, 1385, 2545, 13156, 5741, 7732, 90, 54, NA, 37141,  8
