obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
74, 75.9, 773397, 92278, 28475, 34283, 28875, 7117, 2248, 655, 1, 44, NA, 967328,  X*
75, 76.9, 387028, 186511, 33534, 20356, 11506, 11892, 3428, 2050, 1, 44, NA, 656305,  X*
76, 77.9, 376853, 31857, 15623, 6799, 6614, 5341, 2447, 998, 1, 54, NA, 446532,  X*
77, 78.9, 1193559, 837585, 46160, 79739, 205246, 148478, 18088, 8683, 13, 43, NA, 2537538,  X*
78, 79.9, 243224, 47448, 4616, 12821, 20672, 9931, 2381, 806, 24, 35, NA, 341899,  X*
79, 80.9, 1702869, 202138, 9800, 17966, 32073, 20045, 3740, 1536, 30, 23, NA, 1990167,  X*
80, 81.9, 135072, 14243, 21408, 5325, 2868, 3983, 791, 264, 30, 35, NA, 183954,  X*
81, 82.9, 466971, 149467, 20222, 52850, 21922, 19429, 16655, 10548, 24, 50, NA, 758064,  X*
82, 83.9, 718912, 80172, 11556, 28277, 11350, 17963, 10257, 5140, 24, 54, NA, 883627,  X*
83, 84.9, 589149, 639461, 83594, 50290, 37776, 10604, 6464, 909, 11, 63, NA, 1418247,  X*
84, 85.9, 733650, 39833, 9604, 3331, 2029, 1909, 667, 527, 7, 44, NA, 791550,  X*
85, 86.9, 529911, 219368, 24994, 22013, 6824, 21095, 8313, 2330, 8, 37, NA, 834848,  X*
86, 87.9, 139424, 32390, 8969, 11898, 4635, 4995, 1544, 490, 7, 40, NA, 204345,  X*
87, 88.9, 16949, 22863, 14563, 28909, 15831, 4968, 5084, 2152, 20, 57, NA, 111319,  X*
88, 89.9, 812848, 205291, 34196, 76256, 24086, 26876, 18105, 4947, 27, 61, NA, 1202605,  X*
89, 90.9, 15327, 7296, 2379, 8016, 2279, 2695, 1947, 882, 35, 81, NA, 40821,  X*
90, 91.9, 4534, 10063, 5464, 2016, 3424, 2843, 1774, 1833, 40, 80, NA, 31951,  X*
91, 92.9, 13141, 6438, 3112, 6186, 2555, 1324, 1822, 735, 41, 80, NA, 35313,  X*
92, 93.9, 9054, 5889, 5501, 3781, 4138, 2537, 2317, 928, 47, 87, NA, 34145,  X*
93, 94.9, 93569, 17528, 10754, 1889, 7818, 7228, 2233, 3045, 51, 77, NA, 144064,  X*
94, 95.9, 1709161, 404568, 23303, 47964, 39260, 10782, 13567, 5638, 34, 63, NA, 2254243,  X*
95, 96.9, 518490, 33637, 30592, 9579, 5630, 2766, 1998, 1468, 26, 63, NA, 604160,  X*
96, 97.9, 4210, 11656, 7959, 3411, 3843, 2421, 1873, 814, 21, 61, NA, 36187,  X*
97, 98.9, 139928, 42564, 9561, 10895, 4599, 3305, 1844, 1071, 7, 61, NA, 213767,  X*
98, 99.9, 787750, 61380, 2678, 3592, 8411, 6346, 2908, 1120, 20, 54, NA, 874185,  X*
99, 100.9, 389542, 8008, 12479, 4460, 3418, 2182, 1553, 298, 27, 57, NA, 421940,  X*
100, 101.9, 447048, 37786, 7906, 10375, 5197, 3340, 1468, 1096, 23, 51, NA, 514216,  X*
101, 102.9, 51502, 15761, 14489, 9943, 7977, 7159, 6771, 4090, 35, 60, NA, 117692,  X*
102, 103.9, 12448, 6644, 10567, 5663, 7655, 2768, 1706, 1203, 38, 87, NA, 48654,  X*
103, 104.9, 7526, 15039, 7447, 2945, 5138, 5451, 1765, 583, 47, 75, NA, 45894,  X*
104, 105.9, 20366, 24756, 1157, 743, 865, 2468, 2621, 613, 50, 54, NA, 53589,  X*
105, 106.9, 299924, 7863, 6530, 881, 1814, 3009, 3256, 372, 50, 53, NA, 323649,  X*
106, 107.9, 783321, 49619, 30263, 5652, 5880, 6586, 4137, 1302, 47, 47, NA, 886760,  X*
107, 108.9, 88473, 23818, 11171, 2867, 2530, 4579, 1425, 949, 40, 47, NA, 135812,  X*
108, 109.9, 178444, 8390, 785, 592, 794, 795, 436, 493, 40, 54, NA, 190729,  X*
109, 110.9, 1043498, 464442, 113594, 38034, 24908, 17682, 14623, 6276, 21, 47, NA, 1723057,  X*
110, 111.9, 625328, 145558, 15534, 67665, 36006, 7125, 5835, 4509, 14, 44, NA, 907560,  X*
111, 112.9, 184364, 302681, 9371, 108818, 110014, 45596, 23048, 4593, 14, 40, NA, 788485,  X*
112, 113.9, 1274827, 148256, 7647, 41285, 15312, 3590, 5811, 1200, 1, 48, NA, 1497928,  X*
113, 114.9, 1688388, 249865, 18420, 10353, 5180, 9878, 3167, 1352, 1, 37, NA, 1986603,  X*
114, 115.9, 641708, 18852, 9877, 10049, 9414, 11338, 2167, 1784, 23, 37, NA, 705189,  X*
115, 116.9, 680677, 42966, 107315, 77007, 9989, 32504, 8997, 5009, 24, 60, NA, 964464,  X*
116, 117.9, 661719, 127887, 8334, 18150, 27096, 10406, 6377, 2978, 37, 53, NA, 862947,  X*
117, 118.9, 724001, 141183, 58002, 23951, 44198, 33081, 4890, 2385, 51, 66, NA, 1031691,  X*
118, 120.9, 116299, 37881, 7870, 4983, 7039, 3636, 1848, 771, 38, 60, NA, 180327,  X*
119, 121.9, 134721, 43858, 2668, 7159, 3713, 3072, 428, 362, 29, 34, NA, 195981,  X*
120, 122.9, 515630, 82448, 4239, 7503, 9889, 4922, 3944, 2218, 26, 30, NA, 630793,  X*
121, 123.9, 427869, 45261, 9407, 13305, 12471, 20630, 1928, 3171, 34, 27, NA, 534042,  X*
122, 124.9, 532180, 45552, 19829, 8043, 4035, 3600, 1840, 479, 29, 37, NA, 615558,  X*
123, 125.9, 578589, 20743, 4965, 12701, 6404, 2724, 1044, 274, 30, 50, NA, 627444,  X*
124, 126.9, 1045278, 89744, 8227, 21805, 27093, 9897, 3447, 2022, 35, 56, NA, 1207513,  X*
125, 127.9, 3422113, 1805553, 68626, 11067, 31147, 27106, 7092, 2822, 8, 37, NA, 5375526,  X*
126, 128.9, 405369, 40552, 46621, 9767, 34389, 4972, 4576, 1463, 8, 40, NA, 547709,  X*
127, 129.9, 2207348, 207695, 147182, 31887, 52881, 28630, 10198, 3107, 8, 40, NA, 2688928,  X*
128, 130.9, 1957338, 802943, 193673, 52732, 135516, 156975, 17810, 7942, 13, 41, NA, 3324929,  X*
129, 131.9, 786275, 231998, 224176, 95567, 27867, 25442, 27939, 7771, 23, 75, NA, 1427035,  X*
130, 132.9, 656425, 270137, 62642, 86385, 38638, 31068, 24296, 2374, 27, 70, NA, 1171965,  X*
131, 133.9, 1349550, 1319307, 315415, 141740, 168420, 101092, 10788, 4637, 24, 63, NA, 3410949,  X*
132, 134.9, 344999, 66269, 17866, 1054, 10351, 4677, 1286, 502, 16, 63, NA, 447004,  X*
133, 135.9, 1404207, 672317, 257196, 157706, 101252, 88906, 12739, 15336, 21, 54, NA, 2709659,  X*
134, 136.9, 1026870, 713843, 12650, 107340, 170507, 30234, 22187, 3786, 14, 41, NA, 2087417,  X*
135, 137.9, 216511, 281469, 25934, 34363, 39031, 75392, 7664, 4398, 27, 35, NA, 684762,  X*
136, 138.9, 1090285, 52708, 12176, 38003, 43422, 21292, 2198, 817, 40, 41, NA, 1260901,  X*
137, 139.9, 721857, 50979, 4129, 2484, 6839, 9125, 1966, 369, 47, 23, NA, 797748,  X*
138, 140.9, 1586895, 86552, 4975, 33043, 65690, 23943, 4072, 3055, 60, 29, NA, 1808225,  X*
139, 141.9, 2016610, 124625, 10573, 5514, 32835, 7174, 5334, 812, 47, 24, NA, 2203477,  X*
140, 142.9, 134624, 113612, 7691, 37051, 27228, 11045, 5823, 1678, 37, 20, NA, 338752,  X*
141, 143.9, 77866, 21078, 11607, 7910, 2941, 2870, 1503, 786, 29, 41, NA, 126561,  X*
142, 144.9, 7978, 27827, 970, 2482, 11092, 3461, 3949, 1924, 24, 30, NA, 59683,  X*
143, 145.9, 29473, 18774, 4104, 3880, 3533, 1876, 976, 561, 27, 44, NA, 63177,  X*
144, 146.9, 15294, 5224, 463, 1989, 3306, 1933, 728, 481, 40, 43, NA, 29418,  X*
145, 147.9, 74926, 9621, 4145, 5445, 3575, 3505, 2823, 685, 48, 40, NA, 104725,  X*
146, 148.9, 538418, 43886, 16873, 16480, 7690, 15208, 3738, 4247, 53, 60, NA, 646540,  X*
147, 149.9, 12194, 6969, 6147, 3936, 8041, 2367, 892, 788, 60, 64, NA, 41334,  X*
148, 150.9, 6016, 7524, 4963, 1936, 1546, 2869, 1224, 802, 56, 75, NA, 26880,  X*
149, 151.9, 14387, 10240, 3083, 2844, 3918, 6160, 1059, 375, 64, 67, NA, 42066,  X*
150, 152.9, 20462, 13906, 8898, 9104, 5587, 2720, 1086, 1370, 56, 74, NA, 63133,  X*
151, 153.9, 563626, 69078, 15361, 17501, 5388, 5461, 4480, 4476, 48, 70, NA, 685371,  X*
152, 154.9, 68090, 11748, 1020, 8306, 5444, 3939, 3227, 548, 48, 67, NA, 102322,  X*
153, 155.9, 114541, 98420, 60583, 20913, 17844, 6565, 5628, 2210, 26, 77, NA, 326704,  X*
154, 156.9, 16599, 3385, 6063, 2351, 3333, 2697, 938, 1309, 35, 77, NA, 36675,  X*
155, 157.9, 95745, 45856, 458, 5007, 1700, 3466, 2473, 2102, 38, 61, NA, 156807,  X*
156, 158.9, 46373, 23875, 8728, 3848, 3041, 3371, 741, 816, 30, 61, NA, 90793,  X*
157, 159.9, 1076324, 59636, 45314, 36064, 19972, 5166, 2458, 3417, 30, 64, NA, 1248351,  X*
158, 160.9, 1383120, 413612, 23201, 28884, 26174, 20984, 6568, 4710, 16, 41, NA, 1907253,  X*
159, 161.9, 232517, 7323, 9469, 12987, 7925, 1894, 3817, 878, 16, 66, NA, 276810,  X*
160, 162.9, 64399, 52905, 14033, 7035, 4698, 4140, 2744, 729, 11, 64, NA, 150683,  X*
161, 163.9, 748669, 45673, 23019, 4433, 13273, 12609, 4749, 7340, 24, 54, NA, 859765,  X*
162, 164.9, 15281, 15653, 6585, 2599, 1112, 1737, 2492, 1213, 27, 70, NA, 46672,  X*
163, 165.9, 6103, 20576, 9688, 5306, 2996, 2827, 929, 1257, 30, 63, NA, 49682,  X*
164, 166.9, 24546, 22278, 2598, 6538, 3176, 2403, 853, 565, 34, 63, NA, 62957,  X*
165, 167.9, 1571176, 205707, 45970, 17038, 32367, 24673, 9394, 8738, 27, 57, NA, 1915063,  X*
166, 168.9, 64853, 42350, 12885, 10295, 9265, 7726, 2673, 971, 34, 56, NA, 151018,  X*
167, 169.9, 62797, 23851, 5871, 4239, 4263, 3753, 1163, 567, 37, 50, NA, 106504,  X*
168, 170.9, 62413, 13859, 2821, 5818, 1877, 3785, 769, 1490, 43, 53, NA, 92832,  X*
169, 171.9, 28011, 32743, 14552, 6146, 7668, 2521, 2563, 721, 38, 61, NA, 94925,  X*
170, 173.0, 11298, 12824, 5292, 2370, 4855, 2679, 774, 765, 38, 61, NA, 40857,  X*
171, 173.9, 33708, 19679, 8272, 5268, 10305, 2700, 3205, 1850, 35, 64, NA, 84987,  X*
172, 174.9, 539695, 263602, 53313, 25988, 40570, 33258, 8870, 7238, 29, 57, NA, 972534,  X*
173, 175.9, 146197, 3823, 1570, 2424, 5901, 4283, 387, 103, 53, 51, NA, 164688,  X*
174, 176.9, 337264, 35643, 4447, 36206, 12345, 7146, 1124, 903, 50, 57, NA, 435078,  X*
175, 177.9, 2375480, 86288, 23722, 16866, 31264, 11166, 3354, 3405, 50, 54, NA, 2551545,  X*
176, 178.9, 825819, 142356, 12429, 8935, 63125, 27676, 5861, 3085, 54, 44, NA, 1089286,  X*
177, 179.9, 1056258, 215201, 42249, 5649, 12875, 19963, 10690, 18464, 35, 40, NA, 1381349,  X*
178, 180.9, 138695, 21315, 5316, 3930, 3989, 2462, 879, 147, 35, 30, NA, 176733,  X
179, 181.9, 2000234, 378632, 79490, 129233, 172216, 55128, 17116, 8307, 37, 34, NA, 2840356,  X
180, 182.9, 3072927, 444114, 81584, 17867, 94025, 58315, 22400, 11143, 30, 40, NA, 3802375,  X
181, 184.9, 408234, 4239, 6636, 16309, 21034, 7250, 5089, 1497, 44, 53, NA, 470288,  X
182, 185.9, 985406, 133701, 8870, 26552, 27525, 7126, 5852, 1149, 38, 48, NA, 1196181,  X
183, 186.9, 137888, 24535, 4417, 4010, 1165, 1446, 1072, 393, 29, 48, NA, 174926,  X
184, 187.9, 812323, 73644, 17210, 25431, 11433, 7065, 1452, 1887, 24, 60, NA, 950445,  X
185, 188.9, 4008763, 252112, 14237, 29904, 74904, 11065, 5338, 6122, 4, 41, NA, 4402445,  X
186, 189.9, 512235, 272180, 197412, 43625, 25701, 60847, 13436, 6729, 14, 53, NA, 1132165,  X
187, 191.0, 1769437, 101411, 88810, 159255, 74557, 117958, 15983, 15157, 35, 64, NA, 2342568,  X
188, 191.9, 1008531, 59415, 80215, 28270, 22556, 20233, 4958, 1032, 41, 74, NA, 1225210,  X
189, 192.9, 1049109, 103270, 103081, 13460, 27537, 18801, 8013, 2201, 50, 93, NA, 1325472,  X
190, 193.9, 125825, 49148, 12556, 10619, 21935, 15911, 3618, 685, 56, 83, NA, 240297,  X
191, 194.9, 791892, 158225, 15365, 14512, 18236, 8633, 1465, 1346, 38, 64, NA, 1009674,  X
192, 195.9, 81442, 26981, 7639, 3274, 6324, 2309, 905, 2063, 30, 51, NA, 130937,  X
193, 196.9, 57621, 12244, 3224, 8293, 2398, 4054, 1558, 1178, 38, 48, NA, 90570,  X
194, 197.9, 129129, 25690, 4507, 1163, 9996, 2401, 2745, 1281, 27, 41, NA, 176912,  X
195, 198.9, 171653, 16397, 5873, 8018, 3357, 2918, 3266, 780, 35, 56, NA, 212262,  X
196, 199.9, 161582, 42970, 10339, 4112, 2847, 4334, 920, 1318, 37, 56, NA, 228422,  X
197, 200.9, 12502, 9994, 2687, 475, 820, 1623, 1574, 2712, 34, 47, NA, 32387,  X
198, 201.9, 14094, 11598, 18304, 574, 1672, 2724, 1339, 1365, 35, 67, NA, 51670,  X
199, 202.9, 319979, 10764, 49731, 26351, 21664, 11955, 12408, 8261, 38, 80, NA, 461113,  X
200, 203.9, 54160, 1610, 844, 2330, 746, 535, 300, 256, 43, 93, NA, 60781,  X
201, 204.9, 21399, 8566, 5001, 980, 4088, 3745, 2228, 1028, 48, 96, NA, 47035,  X
202, 205.9, 4000503, 291492, 27469, 26744, 54856, 42940, 8769, 2150, 51, 75, NA, 4454923,  X
203, 206.9, 2008367, 935456, 151613, 269065, 529124, 653884, 171554, 167153, 63, 50, NA, 4886216,  X
204, 207.9, 595522, 14814, 14261, 15839, 5942, 8398, 1305, 453, 67, 50, NA, 656534,  X
205, 208.9, 230525, 95205, 72106, 23389, 6833, 27262, 5628, 8348, 63, 56, NA, 469296,  X
206, 209.9, 144835, 27604, 9222, 7111, 12680, 3079, 1611, 1429, 57, 66, NA, 207571,  X
207, 210.9, 57377, 19295, 5730, 16306, 5094, 2868, 1468, 3649, 41, 83, NA, 111787,  X
208, 211.9, 92518, 78502, 2308, 2913, 10789, 1829, 1454, 1551, 20, 53, NA, 191864,  X
209, 212.9, 408076, 65193, 12344, 25683, 7444, 4669, 2139, 1149, 10, 50, NA, 526697,  X
210, 213.9, 944004, 377759, 73790, 101493, 49885, 80023, 11023, 4565, 14, 48, NA, 1642542,  X
211, 214.9, 1746799, 873472, 41994, 70153, 35015, 15254, 4279, 3172, 1, 27, NA, 2790138,  X
212, 215.9, 414244, 11159, 3049, 3937, 4341, 3016, 551, 369, 20, 47, NA, 440666,  X
213, 216.9, 1390914, 225197, 66971, 30780, 56929, 40633, 4186, 1878, 27, 41, NA, 1817488,  X
214, 217.9, 1138804, 101223, 51419, 28831, 66566, 29314, 3230, 2820, 29, 43, NA, 1422207,  X
215, 218.9, 99448, 28530, 28656, 7685, 8233, 4280, 1109, 685, 44, 64, NA, 178626,  X
216, 219.9, 2316059, 44151, 67646, 20993, 51935, 46295, 4147, 3031, 51, 69, NA, 2554257,  X
217, 220.9, 695880, 126726, 63556, 24828, 41031, 24555, 2203, 1112, 50, 74, NA, 979891,  X
218, 221.9, 298057, 47776, 11441, 13998, 9053, 2852, 3941, 1104, 37, 75, NA, 388222,  X
219, 222.9, 29024, 62838, 5731, 4184, 6445, 1902, 1650, 943, 27, 54, NA, 112717,  X
220, 223.9, 401953, 245362, 96373, 15749, 62783, 31519, 12174, 2595, 16, 50, NA, 868508,  X
221, 224.9, 738440, 94585, 59987, 19943, 13809, 9338, 6890, 1592, 11, 53, NA, 944584,  X
222, 226.9, 1803505, 1101007, 274774, 413914, 604578, 401983, 150087, 43631, 26, 50, NA, 4793479,  X
223, 227.9, 446593, 229914, 41973, 74894, 37147, 50142, 8584, 13850, 43, 60, NA, 903097,  X
224, 228.9, 1250341, 108789, 20553, 21423, 6328, 14540, 4632, 1297, 43, 60, NA, 1427903,  X
225, 229.9, 2398716, 69112, 126557, 31851, 17362, 16519, 7493, 3530, 47, 69, NA, 2671140,  X
226, 230.9, 1380577, 82385, 14272, 17968, 14465, 9957, 3131, 1574, 37, 69, NA, 1524329,  X
227, 231.9, 1232647, 192065, 27135, 71341, 159094, 41479, 4970, 2715, 37, 66, NA, 1731446,  X
228, 232.9, 1948080, 247961, 231455, 152524, 287491, 135257, 23766, 7761, 44, 70, NA, 3034295,  X
229, 234.0, 185713, 24642, 6233, 3238, 14455, 6123, 733, 458, 51, 50, NA, 241595,  X
230, 234.9, 2162249, 88929, 97399, 20674, 27387, 35598, 6952, 2783, 57, 60, NA, 2441971,  X
231, 235.9, 1030818, 89037, 126111, 110673, 94095, 123936, 13993, 5044, 67, 70, NA, 1593707,  X
232, 236.9, 302490, 119463, 4738, 27990, 45393, 19432, 3088, 751, 61, 57, NA, 523345,  X
233, 237.9, 1555624, 311764, 46068, 51682, 40888, 70641, 10167, 5921, 63, 60, NA, 2092755,  X
234, 238.9, 1113466, 109843, 8264, 17416, 19293, 5841, 3215, 1676, 50, 44, NA, 1279014,  X
235, 239.9, 978731, 145512, 118347, 50278, 50662, 16649, 7404, 4727, 30, 44, NA, 1372310,  X
236, 241.0, 1159065, 46457, 12481, 30026, 30878, 30442, 13595, 8639, 40, 53, NA, 1331583,  X
237, 241.9, 2096970, 44093, 44048, 26297, 18446, 6007, 7394, 943, 29, 69, NA, 2244198,  X
238, 242.9, 807795, 67103, 11557, 6442, 4842, 5328, 3165, 1034, 34, 70, NA, 907266,  X
239, 243.9, 1229440, 73320, 47429, 30275, 26624, 13824, 11591, 1760, 37, 69, NA, 1434263,  X
240, 244.9, 2474583, 352904, 111092, 53585, 74814, 29944, 9664, 4303, 20, 69, NA, 3110889,  X
241, 245.9, 659727, 35642, 19186, 5397, 6954, 4258, 3195, 1728, 23, 63, NA, 736087,  X
242, 246.9, 732401, 17519, 8224, 18852, 15984, 8620, 2945, 867, 35, 75, NA, 805412,  X
243, 247.9, 251349, 190290, 43443, 49205, 19404, 21495, 4295, 3763, 34, 67, NA, 583244,  X
244, 248.9, 627211, 92795, 13933, 5757, 5350, 8835, 1663, 2587, 37, 60, NA, 758131,  X
245, 249.9, 1354638, 88063, 22225, 40573, 26402, 8083, 9047, 1555, 34, 60, NA, 1550586,  X
246, 250.9, 248232, 175852, 15786, 12059, 7837, 13019, 2566, 2341, 21, 43, NA, 477692,  X
247, 251.9, 1099594, 53541, 44490, 18306, 46211, 39887, 3836, 1879, 35, 44, NA, 1307744,  X
248, 252.9, 795528, 418368, 71574, 25067, 19689, 11164, 3674, 903, 23, 48, NA, 1345967,  X
249, 253.9, 1550738, 176806, 25878, 39396, 36171, 11850, 11843, 5734, 21, 41, NA, 1858416,  X
