obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
125, 128.9, 43830, 26623, 1462, 2054, 5461, 10162, 4722, 2777, 70, 50, NA, 97091,  0*
126, 129.9, 214771, 41881, 4056, 9090, 7869, 6167, 3069, 2099, 56, 47, NA, 289002,  0*
127, 130.9, 227059, 19200, 5024, 3930, 1616, 1998, 2384, 1289, 50, 44, NA, 262500,  0*
128, 131.9, 71504, 66597, 8687, 8757, 3847, 3913, 5182, 2213, 40, 43, NA, 170700,  0*
129, 132.9, 13545, 5638, 3593, 5843, 1952, 8065, 4740, 1128, 44, 64, NA, 44504,  0*
130, 134.0, 161151, 45540, 8696, 5304, 15890, 9889, 8182, 5994, 48, 61, NA, 260646,  0*
131, 134.9, 12479, 4212, 4568, 1986, 3347, 5517, 4732, 2335, 64, 64, NA, 39176,  0*
132, 135.9, 4456, 3179, 4406, 1170, 4097, 4085, 4400, 1444, 84, 70, NA, 27237,  0*
133, 136.9, 2672, 4025, 664, 1408, 2343, 3020, 2166, 281, 83, 61, NA, 16579,  0*
134, 137.9, 338299, 31328, 6876, 17421, 20348, 18531, 14012, 16954, 90, 67, NA, 463769,  0*
135, 138.9, 28150, 32986, 2384, 4795, 3137, 3108, 3477, 1244, 75, 57, NA, 79281,  0*
136, 139.9, 78915, 61225, 7247, 17466, 1956, 7815, 3435, 2738, 60, 54, NA, 180797,  0*
137, 140.9, 62223, 26881, 11443, 4766, 4446, 2808, 5056, 1700, 41, 61, NA, 119323,  0*
138, 141.9, 4951, 3191, 234, 3503, 1230, 7074, 2232, 1029, 51, 61, NA, 23444,  0*
139, 142.9, 4839, 2687, 3442, 618, 982, 8056, 2224, 1373, 75, 67, NA, 24221,  0*
140, 143.9, 2080, 4432, 1369, 3563, 1973, 3876, 2450, 1339, 88, 70, NA, 21082,  0*
141, 144.9, 484192, 74754, 27944, 4277, 12259, 13281, 25336, 4991, 94, 66, NA, 647034,  0*
142, 145.9, 41548, 11817, 3094, 4007, 3114, 8418, 5314, 2940, 87, 66, NA, 80252,  0*
143, 146.9, 4376, 2861, 1276, 2151, 4186, 4945, 2828, 1601, 83, 64, NA, 24224,  0*
144, 147.9, 4641, 2630, 2282, 1176, 1407, 2707, 3639, 2129, 83, 64, NA, 20611,  0*
145, 148.9, 270756, 30695, 764, 1699, 2654, 4229, 4513, 1759, 84, 48, NA, 317069,  0*
146, 149.9, 4372, 7780, 1858, 1124, 741, 3402, 3241, 1075, 81, 47, NA, 23593,  0*
147, 150.9, 1146401, 403880, 67921, 30350, 16830, 44117, 11769, 4929, 61, 41, NA, 1726197,  0*
148, 152.0, 18527, 10325, 6375, 3012, 1812, 3284, 3288, 915, 51, 43, NA, 47538,  0*
149, 152.9, 149383, 14548, 1194, 9185, 5446, 4623, 5386, 1285, 56, 63, NA, 191050,  0*
150, 153.9, 121596, 20063, 3496, 3833, 6701, 4060, 3620, 3330, 48, 63, NA, 166699,  0*
151, 154.9, 252344, 130956, 14188, 8192, 4961, 6781, 5814, 3342, 43, 60, NA, 426578,  0*
152, 155.9, 19295, 13500, 1817, 6829, 2211, 3823, 3372, 4872, 44, 57, NA, 55719,  0*
153, 156.9, 5317, 9159, 1476, 2148, 1145, 2893, 2323, 2146, 47, 54, NA, 26607,  0*
154, 157.9, 50174, 22567, 11133, 5450, 3682, 2934, 2369, 1033, 40, 63, NA, 99342,  0*
155, 159.0, 72381, 48798, 17712, 8007, 10194, 8227, 5922, 3405, 48, 74, NA, 174646,  0*
156, 159.9, 612047, 83538, 14552, 15299, 24217, 25346, 16840, 12425, 51, 64, NA, 804264,  0*
157, 160.9, 81102, 5356, 105, 5389, 5256, 5585, 2712, 2094, 57, 64, NA, 107599,  0*
158, 161.9, 3599, 5702, 4321, 3595, 1638, 3388, 2351, 1483, 67, 67, NA, 26077,  0*
159, 162.9, 1741, 10921, 274, 7548, 1556, 2618, 1009, 1931, 69, 74, NA, 27598,  0*
160, 163.9, 7532, 28208, 11312, 1792, 2458, 4696, 2024, 2765, 63, 78, NA, 60787,  0*
161, 164.9, 204383, 255784, 16438, 15617, 13833, 26037, 12947, 6594, 48, 66, NA, 551633,  0*
162, 165.9, 35895, 26573, 2804, 2064, 4650, 4333, 2031, 1040, 43, 48, NA, 79390,  0*
163, 166.9, 62344, 47201, 26135, 15323, 6046, 3747, 3057, 2145, 34, 51, NA, 165998,  0*
164, 167.9, 153018, 14024, 4389, 2039, 633, 1807, 907, 291, 30, 51, NA, 177108,  0*
165, 168.9, 100679, 34612, 3000, 2011, 7530, 6414, 3711, 2283, 37, 51, NA, 160240,  0*
166, 169.9, 346008, 41226, 8853, 5840, 8747, 3647, 5984, 1503, 29, 60, NA, 421808,  0*
167, 170.9, 9375, 5791, 2057, 3384, 4610, 2924, 3199, 2380, 47, 51, NA, 33720,  0*
168, 171.9, 2623, 8778, 1356, 1582, 2031, 2203, 1583, 735, 53, 48, NA, 20891,  0*
169, 172.9, 319081, 24738, 12891, 2588, 2352, 5709, 2138, 2840, 51, 63, NA, 372337,  0*
170, 173.9, 63653, 17345, 820, 2761, 1371, 6655, 3956, 810, 64, 56, NA, 97371,  0*
171, 174.9, 245075, 87259, 10124, 13087, 8850, 3244, 3469, 1130, 44, 50, NA, 372238,  0*
172, 175.9, 2738076, 540825, 5756, 2953, 45876, 25967, 11415, 7012, 30, 29, NA, 3377880,  0*
173, 177.0, 53212, 10327, 7078, 2780, 1444, 1590, 1104, 606, 26, 37, NA, 78141,  0*
174, 177.9, 47554, 16620, 4168, 2955, 5391, 1963, 665, 751, 14, 48, NA, 80067,  0*
175, 178.9, 359783, 73153, 23779, 28560, 12348, 11403, 22755, 8491, 24, 60, NA, 540272,  0*
176, 179.9, 9771, 5492, 1017, 1164, 1916, 7544, 2338, 2434, 53, 80, NA, 31676,  0*
177, 180.9, 39856, 12634, 648, 3281, 1250, 8559, 1277, 1264, 69, 67, NA, 68769,  0
178, 181.9, 7235, 21713, 1804, 1458, 5529, 2732, 2154, 2721, 70, 60, NA, 45346,  0
179, 182.9, 7862, 7066, 2573, 5928, 1901, 4509, 5102, 1644, 81, 61, NA, 36585,  0
180, 183.9, 2870, 4917, 833, 1903, 2412, 4310, 2301, 1474, 77, 64, NA, 21020,  0
181, 184.9, 980, 1610, 656, 1491, 837, 3270, 2802, 1850, 81, 70, NA, 13496,  0
182, 185.9, 3482, 27877, 10280, 5977, 4377, 6028, 5990, 2430, 83, 83, NA, 66441,  0
183, 186.9, 9275, 3924, 1034, 1528, 1072, 8304, 2597, 1039, 97, 74, NA, 28773,  0
184, 187.9, 503270, 114878, 45446, 33903, 10021, 14808, 11775, 13233, 81, 81, NA, 747334,  0
185, 188.9, 118214, 5332, 11963, 7684, 1569, 2644, 2399, 2235, 63, 93, NA, 152040,  0
186, 189.9, 103759, 32424, 5282, 5556, 4129, 7559, 3458, 1149, 64, 88, NA, 163316,  0
187, 190.9, 26561, 11527, 5056, 15786, 4382, 7876, 4909, 2870, 48, 100, NA, 78967,  0
188, 191.9, 6700, 2853, 626, 716, 2277, 2245, 2316, 3820, 64, 88, NA, 21553,  0
189, 192.9, 10867, 3708, 1351, 4648, 899, 3990, 2212, 1700, 78, 80, NA, 29375,  0
190, 193.9, 24284, 5403, 1104, 656, 2373, 3074, 1592, 818, 87, 77, NA, 39304,  0
191, 195.0, 11364, 8145, 1913, 2346, 3777, 6285, 3504, 791, 91, 64, NA, 38125,  0
192, 195.9, 9467, 6022, 2893, 7316, 1578, 5346, 4201, 1412, 88, 78, NA, 38235,  0
193, 196.9, 7270, 7511, 2293, 2986, 3085, 2940, 2606, 1981, 83, 74, NA, 30672,  0
194, 197.9, 1989, 3520, 1208, 1768, 1016, 14549, 1068, 3918, 93, 70, NA, 29036,  0
195, 198.9, 10290, 8261, 10694, 3755, 1186, 7415, 3115, 2483, 87, 83, NA, 47199,  0
196, 199.9, 49698, 22737, 8693, 2218, 1135, 5896, 3857, 5009, 78, 77, NA, 99243,  0
197, 200.9, 1052229, 63451, 794, 14196, 26263, 21714, 11916, 8369, 77, 66, NA, 1198932,  0
198, 201.9, 139683, 6643, 3261, 6420, 5695, 3472, 2123, 1976, 57, 78, NA, 169273,  0
199, 202.9, 281211, 473544, 25223, 15603, 70120, 43735, 25258, 17412, 47, 57, NA, 952106,  0
200, 203.9, 238591, 36090, 15577, 2381, 4905, 1968, 1061, 789, 35, 57, NA, 301362,  0
201, 204.9, 1723651, 182314, 20088, 34631, 29204, 22655, 18488, 12893, 26, 63, NA, 2043924,  0
202, 205.9, 22722, 16592, 3689, 3499, 2960, 3735, 3335, 3719, 24, 57, NA, 60251,  0
203, 206.9, 2548, 3425, 2373, 1753, 1160, 6717, 1212, 3957, 43, 74, NA, 23145,  0
204, 207.9, 10438, 5407, 439, 1690, 3346, 8420, 3713, 987, 70, 63, NA, 34440,  0
205, 208.9, 10286, 8074, 2977, 513, 2673, 5203, 1650, 952, 83, 61, NA, 32328,  0
206, 209.9, 5389, 2851, 2479, 3015, 1542, 3633, 1256, 1287, 91, 67, NA, 21452,  0
207, 210.9, 4806, 5127, 1288, 2870, 2945, 9531, 1044, 936, 91, 63, NA, 28547,  0
208, 211.9, 22448, 13063, 1864, 1272, 2508, 5218, 1776, 1143, 81, 64, NA, 49292,  0
209, 212.9, 19780, 10250, 4952, 2118, 2067, 3891, 4023, 2335, 77, 70, NA, 49416,  0
210, 213.9, 10809, 5607, 1335, 1741, 2089, 7527, 1382, 4330, 81, 61, NA, 34820,  0
211, 214.9, 54290, 12613, 17103, 6332, 11702, 2706, 2478, 1448, 61, 70, NA, 108672,  0
212, 215.9, 10129, 9873, 3543, 2375, 1240, 6753, 2157, 2086, 63, 78, NA, 38156,  0
213, 216.9, 68634, 100115, 26962, 32491, 12328, 9250, 12217, 7340, 53, 80, NA, 269337,  0
214, 217.9, 113953, 12132, 4570, 1209, 2606, 1702, 806, 485, 35, 84, NA, 137463,  0
215, 218.9, 4122, 4652, 3679, 986, 1823, 4024, 977, 2728, 50, 80, NA, 22991,  0
216, 219.9, 62717, 16363, 404, 3146, 4148, 4153, 4023, 1896, 44, 70, NA, 96850,  0
217, 220.9, 4790, 10137, 738, 3201, 1708, 8214, 2722, 1313, 63, 63, NA, 32823,  0
218, 221.9, 17849, 8171, 4632, 3563, 3065, 8523, 2582, 1945, 77, 64, NA, 50330,  0
219, 222.9, 8441, 2542, 3737, 727, 1964, 7137, 3404, 2097, 84, 63, NA, 30049,  0
220, 223.9, 15202, 4704, 3189, 4422, 2507, 10801, 6053, 2497, 94, 70, NA, 49375,  0
221, 224.9, 13430, 7952, 1240, 2600, 1192, 2398, 3061, 879, 84, 77, NA, 32752,  0
222, 225.9, 36633, 57753, 33973, 14974, 11621, 29862, 10885, 5020, 80, 77, NA, 200721,  0
223, 226.9, 8319, 2721, 2582, 2026, 1201, 6541, 3333, 2432, 78, 78, NA, 29155,  0
224, 227.9, 3192, 6715, 1133, 3475, 1748, 9474, 3031, 2696, 78, 75, NA, 31464,  0
225, 228.9, 86927, 25446, 1672, 4642, 4468, 11116, 3313, 1176, 81, 66, NA, 138760,  0
226, 229.9, 4074, 4503, 866, 460, 1010, 5994, 1718, 1052, 93, 54, NA, 19677,  0
227, 230.9, 9518, 6087, 1559, 1216, 1895, 4594, 1755, 1093, 88, 48, NA, 27717,  0
228, 231.9, 10920, 15040, 4799, 1382, 3571, 4145, 1932, 1455, 77, 48, NA, 43244,  0
229, 232.9, 16298, 13292, 5821, 2406, 1245, 4837, 2359, 2323, 75, 57, NA, 48581,  0
230, 233.9, 20061, 41230, 4341, 2277, 2360, 3910, 2401, 1225, 54, 60, NA, 77805,  0
231, 234.9, 5465, 6559, 1327, 1341, 2208, 8894, 1873, 4742, 60, 56, NA, 32409,  0
232, 235.9, 132054, 10873, 1041, 2488, 1546, 2824, 3988, 2183, 57, 54, NA, 156997,  0
233, 236.9, 7370, 5022, 1361, 2164, 2357, 2855, 3425, 2279, 61, 53, NA, 26833,  0
234, 238.0, 8288, 9271, 10830, 3984, 3027, 7254, 5400, 3123, 70, 67, NA, 51177,  0
235, 238.9, 27607, 37695, 3177, 5063, 1882, 6159, 3495, 2455, 56, 69, NA, 87533,  0
236, 239.9, 7727, 3354, 583, 3919, 1389, 6145, 2671, 1939, 67, 77, NA, 27727,  0
237, 240.9, 145794, 20491, 5074, 5059, 2630, 7086, 6975, 1187, 64, 75, NA, 194296,  0
238, 241.9, 26579, 3312, 6703, 3474, 3093, 4978, 4067, 2282, 66, 77, NA, 54488,  0
239, 242.9, 41771, 38293, 1895, 6065, 3761, 6112, 5766, 1140, 64, 75, NA, 104803,  0
240, 243.9, 5870, 19232, 2965, 3386, 2937, 4229, 1696, 1294, 53, 70, NA, 41609,  0
241, 245.0, 2059, 4135, 992, 4368, 2089, 13061, 2131, 288, 67, 69, NA, 29123,  0
242, 245.9, 21751, 18671, 1526, 2689, 1800, 3641, 3408, 2890, 61, 56, NA, 56376,  0
243, 246.9, 328534, 42360, 17817, 10168, 8377, 39271, 15729, 4412, 74, 61, NA, 466668,  0
244, 247.9, 13253, 12717, 10958, 9257, 2656, 5624, 3579, 2756, 70, 74, NA, 60800,  0
245, 248.9, 87319, 7073, 1575, 5460, 2270, 3146, 2350, 1219, 57, 80, NA, 110412,  0
246, 249.9, 11883, 17669, 4514, 1095, 3937, 3545, 5349, 774, 56, 80, NA, 48766,  0
247, 250.9, 44648, 29454, 6157, 3990, 4319, 3034, 3561, 3000, 41, 78, NA, 98163,  0
248, 251.9, 1953555, 184096, 39595, 50707, 20936, 23342, 12577, 3735, 37, 70, NA, 2288543,  0
249, 252.9, 766448, 36039, 10105, 4211, 7997, 3368, 1124, 1101, 26, 64, NA, 830393,  0
250, 253.9, 438130, 77690, 44010, 34413, 8541, 5920, 8153, 9663, 14, 77, NA, 626520,  0
