obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
72, 76.0, 137888, 53265, 9352, 2387, 3151, 4804, 5727, 1590, 11, 48, NA, 218164,  8*
73, 76.9, 1080546, 32797, 32993, 7834, 15687, 61983, 19256, 7762, 24, 43, NA, 1258858,  8*
74, 77.9, 518262, 73879, 6065, 15476, 7661, 25158, 18042, 12163, 43, 43, NA, 676706,  8*
75, 79.0, 3193, 4513, 659, 1207, 1420, 5516, 11122, 1413, 56, 40, NA, 29043,  8*
76, 79.9, 406876, 94201, 24162, 5154, 12269, 47242, 15285, 13900, 67, 40, NA, 619089,  8*
77, 80.9, 692118, 100618, 1910, 15530, 15480, 9639, 8527, 7743, 50, 24, NA, 851565,  8*
78, 81.9, 371636, 292968, 14210, 6521, 11072, 27414, 47231, 12228, 41, 8, NA, 783280,  8*
79, 82.9, 12540, 1820, 1341, 1906, 6690, 4589, 8110, 3824, 41, 14, NA, 40820,  8*
80, 83.9, 139466, 191213, 9836, 13517, 56288, 30242, 67216, 7064, 35, 1, NA, 514842,  8*
81, 84.9, 95377, 23994, 3809, 7061, 7222, 2614, 4219, 7080, 35, 13, NA, 151376,  8*
82, 86.0, 471991, 167124, 42960, 21181, 17899, 25193, 20631, 5088, 37, 38, NA, 772067,  8*
83, 86.9, 140097, 86316, 9854, 7130, 9686, 4853, 17149, 1539, 14, 34, NA, 276624,  8*
84, 87.9, 688499, 96456, 5200, 7052, 1257, 8622, 8556, 3477, 10, 38, NA, 819119,  8*
85, 88.9, 84060, 32647, 1517, 1881, 5911, 5926, 7317, 1608, 16, 17, NA, 140867,  8*
86, 90.0, 567182, 64764, 17496, 12523, 7626, 9120, 7310, 2002, 14, 21, NA, 688023,  8*
87, 90.9, 43128, 42136, 13132, 4267, 5121, 11538, 9500, 2053, 24, 27, NA, 130875,  8*
88, 92.0, 562814, 149813, 8930, 1075, 4306, 12337, 5628, 2822, 24, 20, NA, 747725,  8*
89, 93.0, 732380, 31334, 1904, 1038, 4035, 6624, 8754, 4240, 26, 17, NA, 790309,  8*
90, 93.9, 60410, 11859, 1609, 5498, 7700, 4475, 7915, 2186, 30, 14, NA, 101652,  8*
91, 94.9, 90412, 25490, 5988, 1016, 3363, 5867, 3274, 3429, 30, 8, NA, 138839,  8*
92, 95.9, 24657, 64772, 9565, 1160, 4426, 6930, 6075, 397, 34, 20, NA, 117982,  8*
93, 97.0, 70369, 204237, 22932, 28969, 18601, 31716, 55778, 6446, 29, 35, NA, 439048,  8*
94, 97.9, 746510, 104219, 9224, 46691, 14383, 63433, 24226, 5614, 35, 35, NA, 1014300,  8*
95, 98.9, 588399, 102235, 9105, 17165, 38445, 82272, 29369, 5809, 44, 27, NA, 872799,  8*
96, 99.9, 24907, 12576, 1852, 5227, 2573, 4963, 5265, 984, 51, 41, NA, 58347,  8*
97, 100.9, 14390, 9048, 1525, 4446, 4405, 6620, 5552, 1933, 60, 47, NA, 47919,  8*
98, 101.9, 238019, 101180, 5596, 3067, 2778, 9212, 7809, 2783, 48, 27, NA, 370444,  8*
99, 102.9, 180005, 84471, 10105, 3867, 3110, 6187, 12469, 1384, 30, 30, NA, 301598,  8*
100, 104.0, 6128, 6722, 2064, 3334, 1531, 6466, 4970, 5632, 37, 30, NA, 36847,  8*
101, 104.9, 5806, 15709, 8052, 2533, 8285, 10088, 7157, 2674, 37, 30, NA, 60304,  8*
102, 105.9, 13646, 19480, 4103, 11267, 3719, 5595, 12553, 2552, 41, 60, NA, 72915,  8*
103, 106.9, 742083, 115499, 17217, 12946, 9614, 4248, 7011, 1911, 37, 64, NA, 910529,  8*
104, 108.0, 248289, 28571, 6514, 6513, 5972, 6234, 17116, 1537, 26, 64, NA, 320746,  8*
105, 108.9, 150342, 17189, 10321, 2424, 1379, 3428, 8498, 1740, 17, 75, NA, 195321,  8*
106, 109.9, 69996, 72163, 5477, 4013, 3243, 4127, 11052, 3488, 10, 53, NA, 173559,  8*
107, 111.0, 1197120, 237837, 108624, 18478, 40634, 31279, 25662, 7879, 17, 61, NA, 1667513,  8*
108, 111.9, 867111, 159949, 22941, 17987, 9961, 31026, 33361, 9217, 17, 54, NA, 1151553,  8*
109, 112.9, 59116, 10813, 1182, 2921, 853, 1592, 1686, 626, 17, 47, NA, 78789,  8*
110, 113.9, 393991, 122007, 5018, 14476, 20517, 34453, 31199, 11349, 27, 47, NA, 633010,  8*
111, 115.0, 55683, 17785, 3574, 2451, 1291, 1484, 2072, 820, 26, 40, NA, 85160,  8*
112, 115.9, 85334, 11990, 3330, 5815, 4614, 4934, 8971, 1564, 27, 50, NA, 126552,  8*
113, 116.9, 459539, 225618, 21682, 15589, 22757, 44513, 35765, 7609, 30, 37, NA, 833072,  8*
114, 118.0, 2794, 5761, 2488, 381, 1460, 5767, 6073, 4149, 38, 47, NA, 28873,  8*
115, 118.9, 37491, 11311, 24895, 9114, 2474, 7005, 9279, 2196, 44, 66, NA, 103765,  8*
116, 119.9, 607628, 65880, 15826, 19605, 14074, 28676, 29175, 5162, 47, 61, NA, 786026,  8*
117, 120.9, 100645, 74485, 22547, 26315, 17873, 28568, 19730, 16396, 50, 74, NA, 306559,  8*
118, 122.0, 147692, 35484, 4206, 2320, 5912, 3995, 1563, 2792, 35, 63, NA, 203964,  8*
119, 122.9, 667925, 15538, 5624, 2799, 3033, 1601, 1186, 514, 29, 48, NA, 698220,  8*
120, 124.0, 157491, 83628, 21426, 6622, 10985, 8319, 10411, 7258, 20, 47, NA, 306140,  8*
121, 124.9, 117965, 12032, 3983, 5057, 2920, 2414, 1098, 1275, 14, 50, NA, 146744,  8*
122, 125.9, 116972, 55716, 3860, 2571, 4171, 5246, 10172, 4005, 13, 44, NA, 202713,  8*
123, 126.9, 1354591, 91634, 12259, 6127, 5844, 7781, 8380, 3603, 14, 34, NA, 1490219,  8*
124, 127.9, 1580310, 138976, 23334, 16525, 5275, 7419, 14252, 1921, 10, 30, NA, 1788012,  8*
125, 129.0, 609937, 83918, 16197, 7924, 2438, 8451, 7407, 1706, 8, 23, NA, 737978,  8*
126, 129.9, 838299, 101571, 9100, 4013, 4343, 6186, 5696, 3110, 4, 24, NA, 972318,  8*
127, 130.9, 325853, 177698, 36149, 3834, 11511, 21499, 17914, 9949, 7, 26, NA, 604407,  8*
128, 131.9, 134260, 116483, 39092, 12337, 7925, 7430, 16227, 1506, 7, 30, NA, 335260,  8*
129, 133.0, 503639, 54246, 8442, 6856, 7413, 8433, 6381, 1477, 10, 27, NA, 596887,  8*
130, 133.9, 2041156, 207829, 9921, 26769, 16385, 18057, 52233, 3716, 13, 30, NA, 2376066,  8*
131, 134.9, 90995, 9454, 2082, 1937, 2347, 1935, 2330, 1011, 16, 38, NA, 112091,  8*
132, 136.0, 548371, 181058, 118061, 14886, 25043, 36658, 34719, 8885, 23, 44, NA, 967681,  8*
133, 136.9, 107763, 25549, 2845, 2711, 3837, 4778, 7528, 4272, 23, 40, NA, 159283,  8*
134, 137.9, 420754, 45728, 37464, 28843, 6542, 27688, 17614, 25068, 34, 63, NA, 609701,  8*
135, 138.9, 1300205, 55029, 2135, 26435, 10277, 15732, 17396, 20411, 35, 64, NA, 1447620,  8*
136, 140.0, 124821, 3713, 6532, 6352, 3255, 7816, 15188, 1918, 44, 69, NA, 169595,  8*
137, 140.9, 800872, 274725, 5993, 8736, 28591, 36530, 87691, 9442, 43, 57, NA, 1252580,  8*
138, 141.9, 71545, 151512, 79200, 17029, 11601, 9543, 27003, 13260, 29, 51, NA, 380693,  8*
139, 142.9, 572512, 114392, 30338, 5375, 25846, 27383, 67686, 4279, 29, 47, NA, 847811,  8*
140, 143.9, 5981, 6236, 4083, 4231, 6371, 3262, 4335, 2146, 23, 41, NA, 36645,  8*
141, 144.9, 66602, 19038, 10463, 1376, 666, 2504, 2170, 357, 20, 69, NA, 103176,  8*
142, 145.9, 498801, 133500, 29656, 8977, 7139, 19703, 16919, 5571, 27, 60, NA, 720266,  8*
143, 147.0, 109691, 53474, 12326, 1822, 14530, 5843, 8387, 3148, 21, 57, NA, 209221,  8*
144, 147.9, 128104, 20653, 1594, 588, 1345, 3135, 1834, 345, 17, 38, NA, 157598,  8*
145, 148.9, 946678, 231841, 6994, 37804, 18190, 26092, 31839, 16803, 20, 23, NA, 1316241,  8*
146, 149.9, 1216, 1486, 1446, 1197, 2178, 11625, 8511, 1854, 43, 20, NA, 29513,  8*
147, 150.9, 36452, 25601, 9099, 3114, 6320, 10536, 10182, 3100, 51, 24, NA, 104404,  8*
148, 151.9, 378186, 72116, 12129, 5163, 6261, 2734, 2580, 460, 41, 35, NA, 479629,  8*
149, 152.9, 4857, 8943, 1372, 1968, 9926, 4464, 8449, 2993, 51, 35, NA, 42972,  8*
150, 154.0, 1645114, 286180, 19486, 66570, 6091, 36326, 39922, 4560, 27, 38, NA, 2104249,  8*
151, 154.9, 457555, 84248, 4510, 3599, 6234, 5403, 5724, 3434, 16, 26, NA, 570707,  8*
152, 155.9, 34819, 15172, 1850, 771, 1934, 1650, 3602, 343, 23, 20, NA, 60141,  8*
153, 156.9, 84965, 39057, 2030, 4421, 3413, 9617, 10081, 1432, 20, 17, NA, 155016,  8*
154, 158.0, 1072218, 198406, 19579, 7501, 19953, 37536, 49409, 3266, 23, 8, NA, 1407868,  8*
155, 158.9, 442916, 217505, 5519, 38427, 29119, 26167, 51950, 2632, 27, 13, NA, 814235,  8*
156, 159.9, 26638, 10862, 1810, 1182, 1656, 9659, 6343, 2309, 43, 13, NA, 60459,  8*
157, 160.9, 935572, 82110, 16715, 16241, 15248, 40816, 65886, 6764, 47, 21, NA, 1179352,  8*
158, 161.9, 91980, 19607, 2604, 1334, 5165, 10237, 6335, 1958, 51, 23, NA, 139220,  8*
159, 162.9, 761065, 342999, 47375, 15081, 38961, 44196, 54273, 13352, 53, 23, NA, 1317302,  8*
160, 163.9, 879783, 129509, 2334, 10312, 23134, 21989, 58320, 13344, 41, 17, NA, 1138725,  8*
161, 165.0, 274817, 146403, 6712, 38094, 18151, 34689, 27826, 4821, 38, 16, NA, 551513,  8*
162, 165.9, 475178, 629347, 42550, 107983, 23785, 34237, 54092, 27283, 21, 24, NA, 1394455,  8*
163, 166.9, 779123, 210402, 49893, 44676, 11465, 30126, 58235, 19254, 21, 35, NA, 1203174,  8*
164, 167.9, 76034, 33399, 5313, 8020, 2352, 11026, 10374, 3216, 23, 51, NA, 149734,  8*
165, 168.9, 114437, 35981, 3939, 4085, 4187, 8337, 6586, 3319, 24, 50, NA, 180871,  8*
166, 169.9, 190865, 64469, 40110, 14391, 39055, 23594, 33328, 23718, 35, 57, NA, 429530,  8*
167, 170.9, 1777606, 263119, 21164, 24898, 19694, 22618, 71149, 11892, 34, 47, NA, 2212140,  8*
168, 172.0, 91045, 42818, 58396, 44482, 8580, 10789, 27279, 6772, 24, 66, NA, 290161,  8*
169, 172.9, 826799, 33261, 3761, 11710, 11614, 27879, 34685, 8706, 34, 67, NA, 958415,  8*
170, 173.9, 881358, 48391, 10316, 8555, 10411, 18219, 33217, 4921, 35, 63, NA, 1015388,  8*
171, 174.9, 6365, 6268, 6036, 1008, 2795, 5598, 5110, 2140, 47, 77, NA, 35320,  8*
172, 176.0, 665806, 22684, 7570, 4099, 3979, 1986, 1257, 656, 44, 61, NA, 708037,  8*
173, 176.9, 363946, 41351, 18181, 9663, 4685, 7051, 6596, 3782, 30, 70, NA, 455255,  8*
174, 177.9, 29458, 35718, 11197, 2535, 3268, 6410, 11836, 2402, 26, 74, NA, 102824,  8*
175, 178.9, 813155, 240200, 33696, 13832, 32115, 29582, 20218, 9107, 16, 60, NA, 1191905,  8*
176, 179.9, 2337, 5725, 1593, 4238, 2559, 12278, 20097, 1505, 38, 54, NA, 50332,  8*
177, 180.9, 186663, 63726, 3604, 2371, 4896, 13844, 5411, 1826, 43, 29, NA, 282341,  8
178, 181.9, 1507494, 101318, 8333, 6091, 10885, 10523, 19510, 6904, 40, 20, NA, 1671058,  8
179, 183.0, 101401, 26263, 1307, 2719, 2038, 6286, 13471, 2978, 44, 16, NA, 156463,  8
180, 183.9, 1333, 1790, 172, 2845, 1386, 11101, 4366, 7222, 51, 13, NA, 30215,  8
181, 184.9, 4939, 5328, 1933, 6934, 2513, 5453, 8980, 4420, 56, 41, NA, 40500,  8
182, 185.9, 197028, 132800, 83119, 11260, 17408, 21284, 31631, 20014, 56, 60, NA, 514544,  8
183, 186.9, 67721, 13814, 918, 1289, 1745, 1866, 3684, 716, 51, 60, NA, 91753,  8
184, 188.0, 106580, 35846, 16221, 7009, 7352, 13560, 11562, 11308, 35, 67, NA, 209438,  8
185, 188.9, 3117, 3289, 2461, 3374, 3949, 9478, 11722, 2083, 43, 60, NA, 39473,  8
186, 190.0, 4783, 3284, 9150, 1682, 3025, 20612, 7715, 783, 63, 54, NA, 51034,  8
187, 190.9, 411973, 123239, 56422, 57748, 9396, 23231, 24990, 9502, 61, 77, NA, 716501,  8
188, 191.9, 20086, 9748, 4642, 255, 4149, 11429, 22078, 2765, 70, 66, NA, 75152,  8
189, 192.9, 28813, 8913, 2116, 1040, 944, 1464, 1852, 482, 54, 64, NA, 45624,  8
190, 193.9, 669176, 196833, 49421, 6184, 20403, 20003, 12285, 11188, 34, 57, NA, 985493,  8
191, 194.9, 55271, 1260, 3317, 1292, 321, 1650, 4018, 327, 41, 66, NA, 67456,  8
192, 195.9, 187492, 51110, 9353, 4288, 7697, 6971, 16540, 1479, 26, 66, NA, 284930,  8
193, 197.0, 925128, 153012, 90077, 40055, 11604, 20776, 12561, 3756, 23, 78, NA, 1256969,  8
194, 197.9, 153841, 19658, 1533, 1767, 1522, 4039, 3277, 585, 29, 70, NA, 186222,  8
195, 198.9, 128037, 68800, 10337, 7608, 9066, 7818, 5590, 2258, 21, 48, NA, 239514,  8
196, 199.9, 66118, 21119, 2693, 2671, 1799, 1898, 3892, 1096, 17, 50, NA, 101286,  8
197, 201.0, 2293736, 133456, 51531, 107600, 38085, 13131, 22632, 52244, 14, 51, NA, 2712415,  8
198, 201.9, 252265, 133169, 25838, 10286, 4446, 11233, 18386, 4444, 8, 57, NA, 460067,  8
199, 202.9, 80072, 9916, 3091, 2357, 3315, 1976, 3921, 357, 10, 64, NA, 105005,  8
200, 204.0, 471172, 34478, 16988, 46285, 9379, 35742, 52531, 6070, 21, 81, NA, 672645,  8
201, 204.9, 38347, 10287, 486, 4285, 4162, 23413, 111452, 7803, 48, 57, NA, 200235,  8
202, 205.9, 57318, 72311, 9756, 7741, 2893, 4243, 21758, 2571, 47, 57, NA, 178591,  8
203, 206.9, 401471, 41345, 41903, 15696, 4562, 9713, 13058, 3072, 44, 70, NA, 530820,  8
204, 208.0, 4040, 11109, 9349, 5363, 1568, 9906, 6319, 10302, 44, 67, NA, 57956,  8
205, 208.9, 439715, 98535, 43555, 39225, 12856, 55681, 63083, 23007, 30, 84, NA, 775657,  8
206, 209.9, 865125, 26815, 4174, 1640, 4148, 8799, 11670, 1263, 44, 80, NA, 923634,  8
207, 210.9, 618490, 132446, 29045, 18427, 9760, 7286, 4955, 7501, 38, 64, NA, 827910,  8
208, 211.9, 7638, 5692, 3159, 879, 2467, 9226, 6355, 3509, 44, 51, NA, 38925,  8
209, 212.9, 81566, 6706, 837, 789, 6053, 5042, 16032, 4716, 50, 30, NA, 121741,  8
210, 213.9, 243729, 39403, 2110, 7014, 5508, 11675, 4809, 2112, 50, 30, NA, 316360,  8
211, 214.9, 75712, 63121, 5523, 10722, 6790, 7323, 9776, 1570, 54, 27, NA, 180537,  8
212, 215.9, 26805, 48509, 5133, 7830, 1912, 5292, 8551, 2263, 37, 27, NA, 106295,  8
213, 216.9, 2320228, 186734, 26659, 77150, 194947, 85363, 72655, 37490, 30, 38, NA, 3001226,  8
214, 217.9, 1180382, 433974, 19084, 20149, 17539, 15492, 22109, 10287, 16, 29, NA, 1719016,  8
215, 219.0, 1351, 5094, 3944, 2353, 5748, 3852, 14155, 2595, 26, 38, NA, 39092,  8
216, 220.0, 86657, 28688, 1512, 2004, 539, 1188, 10529, 465, 21, 29, NA, 131582,  8
217, 220.9, 65835, 73492, 9244, 3648, 6040, 8085, 9506, 5552, 13, 26, NA, 181402,  8
218, 221.9, 793630, 20310, 5431, 5354, 4917, 2764, 3376, 298, 20, 44, NA, 836080,  8
219, 222.9, 875767, 93401, 17563, 12836, 7355, 33935, 65075, 23319, 17, 37, NA, 1129251,  8
220, 223.9, 90351, 47962, 5575, 7048, 11380, 2688, 8603, 2066, 17, 43, NA, 175673,  8
221, 224.9, 87085, 18979, 8864, 8366, 4220, 5488, 9224, 879, 21, 60, NA, 143105,  8
222, 226.0, 99687, 70498, 7368, 3099, 2116, 4049, 27773, 6816, 20, 47, NA, 221406,  8
223, 226.9, 697679, 22087, 2921, 11954, 3737, 10400, 14649, 2890, 20, 54, NA, 766317,  8
224, 227.9, 237962, 28443, 3095, 2744, 2879, 5773, 6554, 2438, 27, 51, NA, 289888,  8
225, 229.0, 167064, 72059, 10221, 6678, 47015, 30127, 67670, 5136, 35, 30, NA, 405970,  8
226, 229.9, 89094, 71409, 1977, 8324, 6979, 9138, 12675, 1558, 40, 30, NA, 201154,  8
227, 230.9, 47124, 64869, 968, 3024, 4036, 10598, 16220, 3743, 35, 7, NA, 150582,  8
228, 231.9, 35311, 74012, 5475, 10069, 7248, 9288, 10874, 2650, 34, 8, NA, 154927,  8
229, 233.0, 245709, 33794, 10166, 3382, 6568, 6920, 25435, 2912, 26, 20, NA, 334886,  8
230, 233.9, 54344, 9533, 1414, 901, 434, 1319, 3567, 1368, 26, 26, NA, 72880,  8
231, 234.9, 931862, 307757, 11530, 14401, 14255, 40020, 73545, 20131, 24, 29, NA, 1413501,  8
232, 236.0, 1506015, 153916, 15340, 7009, 33996, 33104, 69811, 19892, 29, 21, NA, 1839083,  8
233, 237.0, 400330, 28152, 2032, 18155, 12581, 20322, 73604, 15874, 37, 23, NA, 571050,  8
234, 237.9, 476672, 23859, 2940, 4053, 2099, 12262, 7877, 1215, 44, 20, NA, 530977,  8
235, 238.9, 90976, 78343, 27783, 8249, 9100, 7578, 11387, 2967, 41, 41, NA, 236383,  8
236, 240.0, 78633, 29314, 5066, 7631, 7203, 3726, 8996, 2050, 35, 56, NA, 142619,  8
237, 240.9, 1469804, 178955, 30008, 5133, 33235, 23792, 36247, 7425, 24, 47, NA, 1784599,  8
238, 241.9, 81304, 9276, 2144, 2462, 1357, 7173, 12167, 5027, 29, 51, NA, 120910,  8
239, 242.9, 80666, 30019, 1382, 5643, 6205, 6887, 6826, 3383, 37, 40, NA, 141011,  8
240, 244.0, 312570, 195925, 48676, 44010, 47784, 38261, 48720, 23064, 41, 40, NA, 759010,  8
241, 244.9, 1016160, 45271, 17370, 7245, 7334, 7014, 29487, 3416, 40, 53, NA, 1133297,  8
242, 245.9, 236824, 343927, 3869, 8925, 12357, 18319, 6425, 2498, 21, 30, NA, 633144,  8
243, 246.9, 1324561, 54461, 51132, 4002, 19658, 8763, 5415, 3758, 16, 48, NA, 1471750,  8
244, 247.9, 222031, 74187, 20430, 4893, 13217, 8862, 3735, 1501, 13, 48, NA, 348856,  8
245, 248.9, 940372, 28631, 34879, 16034, 13134, 8206, 8423, 4774, 14, 56, NA, 1054453,  8
246, 249.9, 98205, 151665, 60998, 10418, 17163, 11835, 8104, 1739, 14, 83, NA, 360127,  8
247, 251.0, 325996, 129413, 21120, 1224, 10844, 5836, 4545, 5657, 8, 66, NA, 504635,  8
248, 251.9, 1746347, 95639, 27952, 12436, 9402, 30185, 37267, 10458, 14, 66, NA, 1969686,  8
