obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
127, 144.9, 2101809, 107909, 73847, 41268, 8299, 10199, 4459, 2226, 30, 78, NA, 2350016,  0*
128, 145.9, 32955, 91161, 12593, 15993, 13399, 7273, 2348, 665, 20, 77, NA, 176387,  0*
129, 147.0, 106744, 122060, 46310, 2643, 58550, 10669, 8474, 2816, 17, 74, NA, 358266,  0*
130, 147.9, 432145, 197295, 20570, 17065, 10213, 8942, 7147, 2396, 14, 57, NA, 695773,  0*
131, 148.9, 24976, 14733, 7650, 1306, 856, 1464, 688, 992, 17, 51, NA, 52665,  0*
132, 149.9, 493997, 49109, 12717, 21781, 23192, 7069, 7301, 5488, 21, 57, NA, 620654,  0*
133, 150.9, 267501, 199806, 42598, 66906, 38467, 12693, 7763, 4653, 16, 63, NA, 640387,  0*
134, 151.9, 113119, 23861, 11198, 12989, 13014, 2592, 2903, 1164, 21, 75, NA, 180840,  0*
135, 152.9, 288023, 87232, 27794, 13097, 16133, 4351, 4365, 885, 14, 70, NA, 441880,  0*
136, 154.0, 312516, 70571, 3364, 11385, 9223, 15535, 12247, 4995, 24, 61, NA, 439836,  0*
137, 154.9, 153375, 45302, 24601, 22367, 14783, 8676, 2836, 550, 34, 66, NA, 272490,  0*
138, 155.9, 105974, 64207, 21041, 15514, 5756, 8276, 4642, 2822, 37, 63, NA, 228232,  0*
139, 156.9, 24163, 17214, 8803, 3641, 2389, 2755, 4871, 1009, 47, 69, NA, 64845,  0*
140, 158.0, 81589, 14286, 2342, 1686, 4632, 1522, 954, 553, 38, 70, NA, 107564,  0*
141, 159.9, 124210, 30714, 13704, 5678, 5470, 4357, 1589, 677, 37, 69, NA, 186399,  0*
142, 160.9, 803694, 920384, 124755, 117578, 182753, 60235, 39658, 1844, 30, 61, NA, 2250901,  0*
143, 161.9, 750067, 136127, 42298, 4189, 19841, 8253, 4933, 1688, 26, 53, NA, 967396,  0*
144, 162.9, 888194, 391197, 99121, 113920, 136538, 57774, 10909, 1335, 27, 60, NA, 1698988,  0*
145, 165.0, 2381392, 224441, 44460, 43670, 67669, 46140, 10875, 2656, 34, 51, NA, 2821303,  0*
146, 165.9, 870862, 28289, 4865, 38345, 23155, 7831, 912, 613, 41, 64, NA, 974872,  0*
147, 166.9, 262945, 116141, 29866, 6734, 9084, 5549, 3022, 2047, 37, 64, NA, 435388,  0*
148, 168.9, 1248703, 574400, 378644, 397984, 286565, 170098, 34611, 29004, 40, 70, NA, 3120009,  0*
149, 169.9, 1018514, 127092, 11726, 11393, 36342, 11962, 6459, 1526, 34, 64, NA, 1225014,  0*
150, 170.9, 736484, 22038, 1397, 10095, 8920, 1850, 2484, 739, 24, 56, NA, 784007,  0*
151, 172.0, 505316, 70746, 8750, 23236, 32516, 19451, 7595, 3113, 43, 56, NA, 670723,  0*
152, 172.9, 80359, 41685, 15591, 13166, 15082, 8326, 4676, 2327, 43, 51, NA, 181212,  0*
153, 173.9, 21798, 31826, 492, 1388, 2450, 633, 510, 652, 27, 41, NA, 59749,  0*
154, 174.9, 27908, 21625, 402, 1867, 2884, 1126, 892, 1440, 26, 27, NA, 58144,  0*
155, 176.0, 18105, 22800, 20333, 5780, 4809, 4706, 6078, 1097, 21, 40, NA, 83708,  0*
156, 176.9, 50024, 22271, 7933, 7475, 3411, 3354, 3383, 1320, 16, 41, NA, 99171,  0*
157, 177.9, 538977, 69098, 30929, 9914, 13160, 11841, 4048, 2021, 35, 63, NA, 679988,  0*
158, 178.9, 142267, 58553, 8992, 3165, 16128, 4710, 1843, 1530, 38, 67, NA, 237188,  0*
159, 180.9, 275412, 49543, 8042, 4593, 17979, 9290, 6385, 3690, 41, 51, NA, 374934,  0
160, 181.9, 3005449, 313783, 17747, 33037, 20535, 14656, 10576, 1494, 35, 38, NA, 3417277,  0
161, 183.0, 721249, 64829, 100045, 140210, 184008, 143089, 33394, 11561, 50, 43, NA, 1398385,  0
162, 183.9, 269115, 41066, 7452, 12780, 12009, 6207, 4992, 4747, 53, 51, NA, 358368,  0
163, 184.9, 430359, 19778, 35755, 27302, 17207, 22908, 4103, 1520, 60, 69, NA, 558932,  0
164, 185.9, 380307, 355472, 174200, 26067, 19986, 43682, 35352, 5849, 64, 83, NA, 1040915,  0
165, 186.9, 53943, 15013, 7408, 9542, 8939, 3182, 1565, 372, 50, 83, NA, 99964,  0
166, 187.9, 13587, 6330, 3717, 1446, 2117, 2527, 1955, 542, 56, 88, NA, 32221,  0
167, 188.9, 57516, 16388, 3375, 11970, 3265, 2342, 884, 994, 43, 83, NA, 96734,  0
168, 190.0, 855840, 37657, 26295, 19281, 28245, 19469, 8142, 5583, 54, 84, NA, 1000512,  0
169, 190.9, 280197, 34375, 80101, 14520, 30763, 22998, 5196, 3040, 61, 90, NA, 471190,  0
170, 191.9, 385795, 11412, 32946, 2621, 5999, 13325, 6456, 2046, 64, 97, NA, 460600,  0
171, 192.9, 970837, 109138, 63804, 49381, 14122, 38497, 7525, 1836, 74, 97, NA, 1255140,  0
172, 193.9, 89083, 21929, 5315, 4887, 3488, 2636, 1573, 316, 63, 93, NA, 129227,  0
173, 194.9, 81366, 74736, 27460, 12228, 23598, 20946, 9360, 11321, 63, 81, NA, 261015,  0
174, 195.9, 2117408, 395769, 57790, 37488, 40742, 21677, 10033, 10916, 44, 63, NA, 2691823,  0
175, 197.0, 745576, 91231, 38792, 5220, 12286, 10899, 5944, 2411, 37, 56, NA, 912359,  0
176, 197.9, 479870, 32784, 21808, 8559, 14350, 14145, 3515, 6825, 47, 61, NA, 581856,  0
177, 198.9, 1268227, 827606, 94467, 59162, 66150, 31184, 8749, 3608, 27, 53, NA, 2359153,  0
178, 199.9, 22805, 14940, 853, 1839, 1678, 3366, 970, 424, 43, 50, NA, 46875,  0
179, 201.0, 180132, 79912, 28593, 9833, 11155, 2738, 1542, 829, 30, 50, NA, 314734,  0
180, 201.9, 966373, 116737, 49675, 9777, 16453, 11775, 6417, 11187, 20, 48, NA, 1188394,  0
181, 202.9, 30597, 34565, 7174, 7732, 1281, 3244, 1959, 1435, 26, 57, NA, 87987,  0
182, 204.0, 1336626, 193230, 42964, 17989, 16440, 10031, 12374, 2669, 10, 64, NA, 1632323,  0
183, 204.9, 598277, 60129, 3981, 21752, 9277, 3440, 1728, 967, 14, 63, NA, 699551,  0
184, 208.0, 58426, 8774, 2171, 2265, 2429, 2983, 1496, 1688, 27, 60, NA, 80232,  0
185, 208.9, 1031432, 80784, 53485, 39065, 51370, 32659, 16997, 9583, 38, 63, NA, 1315375,  0
186, 209.9, 207323, 29250, 6649, 11167, 13684, 3973, 1525, 1354, 48, 66, NA, 274925,  0
187, 210.9, 18720, 5864, 5801, 3565, 6474, 7598, 7210, 1771, 74, 70, NA, 57003,  0
188, 211.9, 336544, 90465, 2217, 26094, 46931, 22214, 5347, 4336, 69, 64, NA, 534148,  0
189, 212.9, 289206, 58789, 22392, 13778, 4693, 7299, 3593, 6774, 61, 63, NA, 406524,  0
190, 213.9, 602274, 50184, 6594, 6351, 4213, 3575, 1585, 1186, 56, 56, NA, 675962,  0
191, 215.0, 100489, 131428, 18761, 25262, 6409, 12406, 6462, 1976, 37, 50, NA, 303193,  0
192, 215.9, 817712, 452976, 147587, 30563, 42456, 36352, 13625, 3525, 26, 54, NA, 1544796,  0
193, 216.9, 487250, 58948, 5817, 35556, 23144, 7771, 4170, 2482, 26, 53, NA, 625138,  0
194, 217.9, 714568, 49090, 37283, 16056, 10835, 9120, 4477, 3063, 30, 66, NA, 844492,  0
195, 219.0, 1086092, 131106, 10014, 15064, 35524, 9792, 6120, 6161, 29, 60, NA, 1299873,  0
196, 219.9, 115485, 28278, 1932, 3594, 2653, 4272, 2895, 278, 37, 53, NA, 159387,  0
197, 222.9, 791518, 840947, 56706, 261289, 239411, 83401, 14545, 11436, 37, 47, NA, 2299253,  0
198, 223.9, 937630, 114132, 66130, 19357, 30028, 18337, 8189, 1363, 37, 43, NA, 1195166,  0
199, 224.9, 563364, 459084, 46085, 57404, 99703, 16571, 8637, 4644, 29, 44, NA, 1255492,  0
200, 226.0, 452270, 134462, 14444, 12147, 11209, 7985, 3326, 1111, 20, 47, NA, 636954,  0
201, 226.9, 272827, 97020, 9043, 11406, 19737, 4689, 1955, 2470, 14, 40, NA, 419147,  0
202, 227.9, 859973, 144238, 51876, 9838, 13954, 28950, 5851, 504, 20, 35, NA, 1115184,  0
203, 229.0, 476180, 77482, 15915, 6951, 15620, 11035, 1256, 704, 30, 38, NA, 605143,  0
204, 229.9, 721449, 327506, 50347, 76090, 31176, 33121, 8120, 4834, 37, 47, NA, 1252643,  0
205, 230.9, 649172, 23809, 19185, 4224, 2489, 11824, 2478, 244, 54, 60, NA, 713425,  0
206, 231.9, 606763, 132107, 72322, 47291, 21188, 36574, 8305, 2961, 53, 66, NA, 927511,  0
207, 233.0, 160781, 27454, 26166, 10277, 4496, 12004, 3296, 1741, 57, 80, NA, 246215,  0
208, 233.9, 78054, 18615, 32138, 11266, 14966, 3670, 920, 779, 54, 91, NA, 160408,  0
209, 234.9, 39877, 20132, 7701, 7096, 7744, 3298, 2823, 1370, 44, 90, NA, 90041,  0
210, 235.9, 21221, 5002, 1362, 1381, 1943, 1964, 705, 841, 51, 81, NA, 34419,  0
211, 237.0, 26834, 13831, 4098, 2092, 5985, 5260, 3276, 1524, 54, 67, NA, 62900,  0
212, 237.9, 202944, 27916, 2616, 1722, 6075, 5744, 3778, 4531, 66, 44, NA, 255326,  0
213, 238.9, 80546, 3680, 2830, 299, 1040, 1922, 811, 476, 78, 47, NA, 91604,  0
214, 240.0, 19043, 20970, 11938, 4368, 4754, 4357, 2162, 862, 70, 51, NA, 68454,  0
215, 240.9, 979884, 84380, 17798, 10402, 7975, 8367, 4119, 2328, 57, 53, NA, 1115253,  0
216, 241.9, 35180, 10035, 5708, 2919, 3655, 1640, 1499, 639, 51, 69, NA, 61275,  0
217, 242.9, 48374, 13201, 19387, 11864, 10081, 9890, 6636, 5110, 48, 77, NA, 124543,  0
218, 244.0, 5518, 3147, 692, 736, 1933, 1740, 1392, 302, 60, 66, NA, 15460,  0
219, 244.9, 1929, 2821, 2424, 1651, 551, 1055, 1083, 649, 67, 80, NA, 12163,  0
220, 245.9, 66876, 11949, 3705, 10445, 14306, 2341, 1322, 586, 69, 78, NA, 111530,  0
221, 246.9, 909268, 165582, 89241, 13634, 12000, 15475, 10178, 6998, 54, 70, NA, 1222376,  0
222, 247.9, 5508, 1671, 1309, 848, 1462, 885, 928, 351, 50, 81, NA, 12962,  0
223, 248.9, 1607, 1338, 703, 936, 947, 1642, 2512, 301, 61, 74, NA, 9986,  0
224, 249.9, 4969, 1868, 564, 3273, 958, 3918, 1118, 667, 81, 74, NA, 17335,  0
225, 251.0, 3994, 1195, 259, 1394, 778, 1354, 1281, 697, 100, 74, NA, 10952,  0
226, 251.9, 3223, 2634, 3646, 1637, 692, 2650, 1210, 568, 100, 78, NA, 16260,  0
227, 252.9, 71603, 5777, 1082, 2316, 2089, 3080, 2319, 251, 100, 77, NA, 88517,  0
228, 253.9, 100205, 10322, 1172, 725, 1503, 2339, 949, 795, 90, 61, NA, 118010,  0
229, 254.9, 3441, 4165, 5623, 2011, 822, 1122, 353, 947, 75, 70, NA, 18484,  0
230, 255.9, 11594, 6408, 6023, 2644, 2658, 1639, 1584, 759, 63, 70, NA, 33309,  0
231, 256.9, 10636, 4045, 2141, 3104, 2824, 3884, 1221, 313, 64, 77, NA, 28168,  0
232, 258.0, 3196, 2841, 3100, 1379, 581, 1977, 1523, 569, 66, 94, NA, 15166,  0
233, 258.9, 6968, 1520, 2292, 1898, 1068, 1810, 708, 350, 80, 91, NA, 16614,  0
234, 259.9, 11317, 3477, 1868, 3659, 652, 3065, 2168, 1543, 91, 90, NA, 27749,  0
235, 260.9, 1199627, 713091, 28609, 74269, 34857, 35302, 7422, 2281, 67, 77, NA, 2095458,  0
236, 262.0, 483146, 997492, 21792, 156949, 278278, 121566, 7243, 13572, 60, 56, NA, 2080038,  0
237, 262.9, 837063, 25389, 3203, 1995, 5916, 2353, 559, 519, 44, 37, NA, 876997,  0
238, 263.9, 410277, 133783, 16451, 17877, 8045, 22818, 8302, 1512, 37, 23, NA, 619065,  0
239, 264.9, 101523, 22467, 4687, 5856, 1750, 2445, 2188, 387, 40, 35, NA, 141303,  0
240, 265.9, 12238, 9233, 7573, 2815, 2087, 2007, 1125, 1034, 40, 53, NA, 38112,  0
241, 266.9, 5113, 5585, 2988, 4181, 2850, 2360, 1285, 1801, 50, 69, NA, 26163,  0
242, 267.9, 14446, 2173, 7374, 3155, 1373, 2886, 1279, 334, 54, 91, NA, 33020,  0
243, 269.0, 140579, 5230, 5485, 10933, 7868, 2448, 699, 522, 60, 100, NA, 173764,  0
244, 269.9, 51384, 27636, 16503, 15090, 4876, 6848, 5952, 2064, 61, 100, NA, 130353,  0
245, 270.9, 746666, 38160, 22967, 11977, 27571, 43987, 9494, 1266, 70, 94, NA, 902088,  0
246, 271.9, 1291, 2687, 424, 3148, 1347, 3213, 1041, 493, 80, 81, NA, 13644,  0
247, 272.9, 704110, 154202, 25233, 18262, 20717, 31265, 8071, 4818, 83, 64, NA, 966678,  0
248, 273.9, 579360, 117953, 14195, 20800, 10864, 9211, 12323, 4827, 77, 51, NA, 769533,  0
249, 274.9, 14988, 14431, 1248, 1835, 1866, 578, 923, 414, 48, 47, NA, 36283,  0
250, 276.0, 511468, 390557, 26814, 25256, 12812, 16380, 8751, 7564, 21, 30, NA, 999602,  0
